Time	CPG Speed 2	Perc. Position	Range of Motion 2	
0	-0.06	-0.05	-0.06	
0.00018	-0.05992928	-0.05	-0.06	
0.00036	-0.05986106	-0.05	-0.06	
0.00054	-0.05979526	-0.05	-0.06	
0.00072	-0.05973177	-0.05	-0.06	
0.0009	-0.05967054	-0.05	-0.06	
0.00108	-0.05961147	-0.05000001	-0.06	
0.00126	-0.05955449	-0.05000001	-0.06	
0.00144	-0.05949952	-0.05000002	-0.06	
0.00162	-0.0594465	-0.05000003	-0.06	
0.0018	-0.05939535	-0.05000005	-0.06	
0.00198	-0.05934601	-0.05000008	-0.06	
0.00216	-0.05929842	-0.05000011	-0.06	
0.00234	-0.05925251	-0.05000016	-0.06	
0.00252	-0.05920822	-0.05000021	-0.06	
0.0027	-0.0591655	-0.05000028	-0.06	
0.00288	-0.05912428	-0.05000035	-0.06	
0.00306	-0.05908453	-0.05000045	-0.06	
0.00324	-0.05904618	-0.05000056	-0.06	
0.00342	-0.05900919	-0.05000069	-0.06	
0.0036	-0.05897351	-0.05000083	-0.06	
0.00378	-0.05893908	-0.05000099	-0.06	
0.00396	-0.05890588	-0.05000116	-0.06	
0.00414	-0.05887384	-0.05000136	-0.06	
0.00432	-0.05884295	-0.05000157	-0.06	
0.0045	-0.05881314	-0.05000181	-0.06	
0.00468	-0.05878439	-0.05000206	-0.06	
0.00486	-0.05875665	-0.05000233	-0.06	
0.00504	-0.05872989	-0.05000262	-0.06	
0.00522	-0.05870409	-0.05000293	-0.06	
0.0054	-0.05867919	-0.05000326	-0.06	
0.00558	-0.05865518	-0.0500036	-0.06	
0.00576	-0.05863201	-0.05000397	-0.06	
0.00594	-0.05860966	-0.05000435	-0.06	
0.00612	-0.0585881	-0.05000475	-0.06	
0.0063	-0.05856731	-0.05000516	-0.06	
0.00648	-0.05854725	-0.0500056	-0.06	
0.00666	-0.0585279	-0.05000605	-0.06	
0.00684	-0.05850923	-0.05000651	-0.06	
0.00702	-0.05849123	-0.05000699	-0.06	
0.0072	-0.05847386	-0.05000749	-0.06	
0.00738	-0.0584571	-0.050008	-0.06	
0.00756	-0.05844094	-0.05000852	-0.06	
0.00774	-0.05842534	-0.05000906	-0.06	
0.00792	-0.05841031	-0.0500096	-0.06	
0.0081	-0.0583958	-0.05001017	-0.06	
0.00828	-0.0583818	-0.05001074	-0.06	
0.00846	-0.0583683	-0.05001132	-0.06	
0.00864	-0.05835528	-0.05001191	-0.06	
0.00882	-0.05834272	-0.05001251	-0.06	
0.009	-0.0583306	-0.05001312	-0.06	
0.00918	-0.05831891	-0.05001374	-0.06	
0.00936	-0.05830763	-0.05001437	-0.06	
0.00954	-0.05829675	-0.05001501	-0.06	
0.00972	-0.05828626	-0.05001565	-0.06	
0.0099	-0.05827614	-0.0500163	-0.06	
0.01008	-0.05826638	-0.05001695	-0.06	
0.01026	-0.05825695	-0.05001761	-0.06	
0.01044	-0.05824787	-0.05001827	-0.06	
0.01062	-0.05823911	-0.05001894	-0.06	
0.0108	-0.05823065	-0.05001961	-0.06	
0.01098	-0.0582225	-0.05002029	-0.06	
0.01116	-0.05821463	-0.05002097	-0.06	
0.01134	-0.05820704	-0.05002165	-0.06	
0.01152	-0.05819972	-0.05002233	-0.06	
0.0117	-0.05819266	-0.05002302	-0.06	
0.01188	-0.05818584	-0.0500237	-0.06	
0.01206	-0.05817927	-0.05002439	-0.06	
0.01224	-0.05817293	-0.05002508	-0.06	
0.01242	-0.05816682	-0.05002577	-0.06	
0.0126	-0.05816092	-0.05002645	-0.06	
0.01278	-0.05815523	-0.05002714	-0.06	
0.01296	-0.05814974	-0.05002783	-0.06	
0.01314	-0.05814445	-0.05002852	-0.06	
0.01332	-0.05813934	-0.0500292	-0.06	
0.0135	-0.05813441	-0.05002989	-0.06	
0.01368	-0.05812966	-0.05003056	-0.06	
0.01386	-0.05812507	-0.05003124	-0.06	
0.01404	-0.05812065	-0.05003192	-0.06	
0.01422	-0.05811638	-0.05003259	-0.06	
0.0144	-0.05811227	-0.05003326	-0.06	
0.01458	-0.0581083	-0.05003393	-0.06	
0.01476	-0.05810447	-0.0500346	-0.06	
0.01494	-0.05810077	-0.05003526	-0.06	
0.01512	-0.05809721	-0.05003592	-0.06	
0.0153	-0.05809378	-0.05003658	-0.06	
0.01548	-0.05809046	-0.05003722	-0.06	
0.01566	-0.05808726	-0.05003787	-0.06	
0.01584	-0.05808417	-0.05003851	-0.06	
0.01602	-0.0580812	-0.05003915	-0.06	
0.0162	-0.05807833	-0.05003979	-0.06	
0.01638	-0.05807556	-0.05004042	-0.06	
0.01656	-0.05807289	-0.05004104	-0.06	
0.01674	-0.05807031	-0.05004166	-0.06	
0.01692	-0.05806782	-0.05004228	-0.06	
0.0171	-0.05806543	-0.05004289	-0.06	
0.01728	-0.05806311	-0.0500435	-0.06	
0.01746	-0.05806088	-0.0500441	-0.06	
0.01764	-0.05805873	-0.05004469	-0.06	
0.01782	-0.05805665	-0.05004529	-0.06	
0.018	-0.05805465	-0.05004587	-0.06	
0.01818	-0.05805271	-0.05004645	-0.06	
0.01836	-0.05805085	-0.05004703	-0.06	
0.01854	-0.05804905	-0.0500476	-0.06	
0.01872	-0.05804732	-0.05004817	-0.06	
0.0189	-0.05804564	-0.05004872	-0.06	
0.01908	-0.05804403	-0.05004928	-0.06	
0.01926	-0.05804247	-0.05004983	-0.06	
0.01944	-0.05804097	-0.05005038	-0.06	
0.01962	-0.05803952	-0.05005092	-0.06	
0.0198	-0.05803813	-0.05005145	-0.06	
0.01998	-0.05803678	-0.05005198	-0.06	
0.02016	-0.05803548	-0.0500525	-0.06	
0.02034	-0.05803422	-0.05005302	-0.06	
0.02052	-0.05803301	-0.05005354	-0.06	
0.0207	-0.05803185	-0.05005405	-0.06	
0.02088	-0.05803072	-0.05005455	-0.06	
0.02106	-0.05802963	-0.05005505	-0.06	
0.02124	-0.05802859	-0.05005554	-0.06	
0.02142	-0.05802758	-0.05005603	-0.06	
0.0216	-0.0580266	-0.05005652	-0.06	
0.02178	-0.05802566	-0.05005699	-0.06	
0.02196	-0.05802475	-0.05005747	-0.06	
0.02214	-0.05802388	-0.05005794	-0.06	
0.02232	-0.05802303	-0.0500584	-0.06	
0.0225	-0.05802222	-0.05005886	-0.06	
0.02268	-0.05802143	-0.05005932	-0.06	
0.02286	-0.05802067	-0.05005977	-0.06	
0.02304	-0.05801994	-0.05006021	-0.06	
0.02322	-0.05801924	-0.05006066	-0.06	
0.0234	-0.05801856	-0.05006109	-0.06	
0.02358	-0.0580179	-0.05006152	-0.06	
0.02376	-0.05801727	-0.05006195	-0.06	
0.02394	-0.05801666	-0.05006238	-0.06	
0.02412	-0.05801607	-0.05006279	-0.06	
0.0243	-0.0580155	-0.05006321	-0.06	
0.02448	-0.05801495	-0.05006362	-0.06	
0.02466	-0.05801442	-0.05006403	-0.06	
0.02484	-0.05801391	-0.05006443	-0.06	
0.02502	-0.05801342	-0.05006483	-0.06	
0.0252	-0.05801295	-0.05006522	-0.06	
0.02538	-0.05801249	-0.05006561	-0.06	
0.02556	-0.05801205	-0.050066	-0.06	
0.02574	-0.05801162	-0.05006639	-0.06	
0.02592	-0.05801121	-0.05006676	-0.06	
0.0261	-0.05801081	-0.05006714	-0.06	
0.02628	-0.05801043	-0.05006751	-0.06	
0.02646	-0.05801006	-0.05006788	-0.06	
0.02664	-0.05800971	-0.05006824	-0.06	
0.02682	-0.05800936	-0.05006861	-0.06	
0.027	-0.05800903	-0.05006896	-0.06	
0.02718	-0.05800872	-0.05006932	-0.06	
0.02736	-0.05800841	-0.05006967	-0.06	
0.02754	-0.05800811	-0.05007002	-0.06	
0.02772	-0.05800782	-0.05007036	-0.06	
0.0279	-0.05800755	-0.0500707	-0.06	
0.02808	-0.05800728	-0.05007104	-0.06	
0.02826	-0.05800702	-0.05007138	-0.06	
0.02844	-0.05800677	-0.05007171	-0.06	
0.02862	-0.05800653	-0.05007204	-0.06	
0.0288	-0.0580063	-0.05007236	-0.06	
0.02898	-0.05800608	-0.05007269	-0.06	
0.02916	-0.05800587	-0.05007301	-0.06	
0.02934	-0.05800566	-0.05007333	-0.06	
0.02952	-0.05800546	-0.05007364	-0.06	
0.0297	-0.05800527	-0.05007396	-0.06	
0.02988	-0.05800508	-0.05007426	-0.06	
0.03006	-0.0580049	-0.05007457	-0.06	
0.03024	-0.05800473	-0.05007488	-0.06	
0.03042	-0.05800456	-0.05007518	-0.06	
0.0306	-0.0580044	-0.05007548	-0.06	
0.03078	-0.05800424	-0.05007578	-0.06	
0.03096	-0.05800409	-0.05007607	-0.06	
0.03114	-0.05800395	-0.05007637	-0.06	
0.03132	-0.05800381	-0.05007666	-0.06	
0.0315	-0.05800367	-0.05007695	-0.06	
0.03168	-0.05800354	-0.05007723	-0.06	
0.03186	-0.05800342	-0.05007752	-0.06	
0.03204	-0.0580033	-0.0500778	-0.06	
0.03222	-0.05800318	-0.05007808	-0.06	
0.0324	-0.05800307	-0.05007836	-0.06	
0.03258	-0.05800296	-0.05007863	-0.06	
0.03276	-0.05800286	-0.05007891	-0.06	
0.03294	-0.05800276	-0.05007918	-0.06	
0.03312	-0.05800265	-0.05007945	-0.06	
0.0333	-0.05800256	-0.05007972	-0.06	
0.03348	-0.05800247	-0.05007999	-0.06	
0.03366	-0.05800238	-0.05008025	-0.06	
0.03384	-0.0580023	-0.05008052	-0.06	
0.03402	-0.05800222	-0.05008078	-0.06	
0.0342	-0.05800214	-0.05008104	-0.06	
0.03438	-0.05800207	-0.0500813	-0.06	
0.03456	-0.05800199	-0.05008155	-0.06	
0.03474	-0.05800192	-0.05008181	-0.06	
0.03492	-0.05800185	-0.05008206	-0.06	
0.0351	-0.05800179	-0.05008231	-0.06	
0.03528	-0.05800172	-0.05008256	-0.06	
0.03546	-0.05800166	-0.05008281	-0.06	
0.03564	-0.0580016	-0.05008306	-0.06	
0.03582	-0.05800155	-0.05008331	-0.06	
0.036	-0.05800149	-0.05008356	-0.06	
0.03618	-0.05800144	-0.0500838	-0.06	
0.03636	-0.05800139	-0.05008404	-0.06	
0.03654	-0.05800134	-0.05008428	-0.06	
0.03672	-0.05800129	-0.05008452	-0.06	
0.0369	-0.05800125	-0.05008476	-0.06	
0.03708	-0.0580012	-0.050085	-0.06	
0.03726	-0.05800116	-0.05008523	-0.06	
0.03744	-0.05800112	-0.05008547	-0.06	
0.03762	-0.05800108	-0.0500857	-0.06	
0.0378	-0.05800104	-0.05008594	-0.06	
0.03798	-0.058001	-0.05008617	-0.06	
0.03816	-0.05800097	-0.0500864	-0.06	
0.03834	-0.05800093	-0.05008662	-0.06	
0.03852	-0.0580009	-0.05008685	-0.06	
0.0387	-0.05800087	-0.05008708	-0.06	
0.03888	-0.05800084	-0.05008731	-0.06	
0.03906	-0.05800081	-0.05008753	-0.06	
0.03924	-0.05800078	-0.05008776	-0.06	
0.03942	-0.05800075	-0.05008798	-0.06	
0.0396	-0.05800073	-0.0500882	-0.06	
0.03978	-0.0580007	-0.05008842	-0.06	
0.03996	-0.05800068	-0.05008864	-0.06	
0.04014	-0.05800065	-0.05008886	-0.06	
0.04032	-0.05800063	-0.05008908	-0.06	
0.0405	-0.05800061	-0.0500893	-0.06	
0.04068	-0.05800059	-0.05008952	-0.06	
0.04086	-0.05800056	-0.05008973	-0.06	
0.04104	-0.05800055	-0.05008995	-0.06	
0.04122	-0.05800053	-0.05009016	-0.06	
0.0414	-0.05800051	-0.05009038	-0.06	
0.04158	-0.05800049	-0.05009059	-0.06	
0.04176	-0.05800047	-0.0500908	-0.06	
0.04194	-0.05800046	-0.05009101	-0.06	
0.04212	-0.05800044	-0.05009122	-0.06	
0.0423	-0.05800042	-0.05009143	-0.06	
0.04248	-0.05800041	-0.05009164	-0.06	
0.04266	-0.05800039	-0.05009185	-0.06	
0.04284	-0.05800038	-0.05009206	-0.06	
0.04302	-0.05800037	-0.05009227	-0.06	
0.0432	-0.05800035	-0.05009247	-0.06	
0.04338	-0.05800034	-0.05009268	-0.06	
0.04356	-0.05800033	-0.05009288	-0.06	
0.04374	-0.05800032	-0.05009309	-0.06	
0.04392	-0.05800031	-0.05009329	-0.06	
0.0441	-0.0580003	-0.05009349	-0.06	
0.04428	-0.05800029	-0.0500937	-0.06	
0.04446	-0.05800027	-0.0500939	-0.06	
0.04464	-0.05800027	-0.0500941	-0.06	
0.04482	-0.05800026	-0.0500943	-0.06	
0.045	-0.05800025	-0.0500945	-0.06	
0.04518	-0.05800024	-0.0500947	-0.06	
0.04536	-0.05800023	-0.0500949	-0.06	
0.04554	-0.05800022	-0.0500951	-0.06	
0.04572	-0.05800021	-0.0500953	-0.06	
0.0459	-0.05800021	-0.05009549	-0.06	
0.04608	-0.0580002	-0.05009569	-0.06	
0.04626	-0.05800019	-0.05009589	-0.06	
0.04644	-0.05800018	-0.05009609	-0.06	
0.04662	-0.05800018	-0.05009628	-0.06	
0.0468	-0.05800017	-0.05009648	-0.06	
0.04698	-0.05800017	-0.05009667	-0.06	
0.04716	-0.05800016	-0.05009687	-0.06	
0.04734	-0.05800015	-0.05009706	-0.06	
0.04752	-0.05800015	-0.05009725	-0.06	
0.0477	-0.05800014	-0.05009744	-0.06	
0.04788	-0.05800014	-0.05009764	-0.06	
0.04806	-0.05800013	-0.05009783	-0.06	
0.04824	-0.05800013	-0.05009802	-0.06	
0.04842	-0.05800012	-0.05009821	-0.06	
0.0486	-0.05800012	-0.0500984	-0.06	
0.04878	-0.05800012	-0.05009859	-0.06	
0.04896	-0.05800011	-0.05009878	-0.06	
0.04914	-0.05800011	-0.05009897	-0.06	
0.04932	-0.0580001	-0.05009916	-0.06	
0.0495	-0.0580001	-0.05009935	-0.06	
0.04968	-0.0580001	-0.05009954	-0.06	
0.04986	-0.0580001	-0.05009972	-0.06	
0.05004	-0.05800009	-0.05009991	-0.06	
0.05022	-0.05800009	-0.0501001	-0.06	
0.0504	-0.05800008	-0.05010028	-0.06	
0.05058	-0.05800008	-0.05010047	-0.06	
0.05076	-0.05800008	-0.05010065	-0.06	
0.05094	-0.05800008	-0.05010084	-0.06	
0.05112	-0.05800007	-0.05010102	-0.06	
0.0513	-0.05800007	-0.05010121	-0.06	
0.05148	-0.05800007	-0.05010139	-0.06	
0.05166	-0.05800007	-0.05010158	-0.06	
0.05184	-0.05800006	-0.05010176	-0.06	
0.05202	-0.05800006	-0.05010194	-0.06	
0.0522	-0.05800006	-0.05010213	-0.06	
0.05238	-0.05800006	-0.05010231	-0.06	
0.05256	-0.05800005	-0.05010249	-0.06	
0.05274	-0.05800005	-0.05010267	-0.06	
0.05292	-0.05800005	-0.05010285	-0.06	
0.0531	-0.05800005	-0.05010303	-0.06	
0.05328	-0.05800005	-0.05010321	-0.06	
0.05346	-0.05800005	-0.0501034	-0.06	
0.05364	-0.05800004	-0.05010357	-0.06	
0.05382	-0.05800004	-0.05010375	-0.06	
0.054	-0.05800004	-0.05010393	-0.06	
0.05418	-0.05800004	-0.05010411	-0.06	
0.05436	-0.05800004	-0.05010429	-0.06	
0.05454	-0.05800004	-0.05010447	-0.06	
0.05472	-0.05800004	-0.05010465	-0.06	
0.0549	-0.05800004	-0.05010483	-0.06	
0.05508	-0.05800003	-0.050105	-0.06	
0.05526	-0.05800003	-0.05010518	-0.06	
0.05544	-0.05800003	-0.05010536	-0.06	
0.05562	-0.05800003	-0.05010553	-0.06	
0.0558	-0.05800003	-0.05010571	-0.06	
0.05598	-0.05800003	-0.05010588	-0.06	
0.05616	-0.05800003	-0.05010606	-0.06	
0.05634	-0.05800002	-0.05010623	-0.06	
0.05652	-0.05800002	-0.05010641	-0.06	
0.0567	-0.05800002	-0.05010659	-0.06	
0.05688	-0.05800002	-0.05010676	-0.06	
0.05706	-0.05800002	-0.05010694	-0.06	
0.05724	-0.05800002	-0.05010711	-0.06	
0.05742	-0.05800002	-0.05010728	-0.06	
0.0576	-0.05800002	-0.05010745	-0.06	
0.05778	-0.05800002	-0.05010763	-0.06	
0.05796	-0.05800002	-0.0501078	-0.06	
0.05814	-0.05800002	-0.05010797	-0.06	
0.05832	-0.05800002	-0.05010815	-0.06	
0.0585	-0.05800002	-0.05010832	-0.06	
0.05868	-0.05800002	-0.05010849	-0.06	
0.05886	-0.05800002	-0.05010866	-0.06	
0.05904	-0.05800001	-0.05010883	-0.06	
0.05922	-0.05800001	-0.050109	-0.06	
0.0594	-0.05800001	-0.05010917	-0.06	
0.05958	-0.05800001	-0.05010934	-0.06	
0.05976	-0.05800001	-0.05010951	-0.06	
0.05994	-0.05800001	-0.05010968	-0.06	
0.06012	-0.05800001	-0.05010985	-0.06	
0.0603	-0.05800001	-0.05011002	-0.06	
0.06048	-0.05800001	-0.05011019	-0.06	
0.06066	-0.05800001	-0.05011036	-0.06	
0.06084	-0.05800001	-0.05011053	-0.06	
0.06102	-0.05800001	-0.05011069	-0.06	
0.0612	-0.05800001	-0.05011086	-0.06	
0.06138	-0.05800001	-0.05011103	-0.06	
0.06156	-0.05800001	-0.0501112	-0.06	
0.06174	-0.05800001	-0.05011136	-0.06	
0.06192	-0.05800001	-0.05011153	-0.06	
0.0621	-0.05800001	-0.0501117	-0.06	
0.06228	-0.05800001	-0.05011186	-0.06	
0.06246	-0.05800001	-0.05011203	-0.06	
0.06264	-0.05800001	-0.0501122	-0.06	
0.06281999	-0.05800001	-0.05011236	-0.06	
0.063	-0.05800001	-0.05011252	-0.06	
0.06318	-0.05800001	-0.05011269	-0.06	
0.06336	-0.05800001	-0.05011285	-0.06	
0.06354	-0.05800001	-0.05011302	-0.06	
0.06372	-0.05800001	-0.05011318	-0.06	
0.0639	-0.05800001	-0.05011335	-0.06	
0.06408	-0.05800001	-0.05011351	-0.06	
0.06426	-0.05800001	-0.05011367	-0.06	
0.06444	-0.05800001	-0.05011384	-0.06	
0.06462	-0.05800001	-0.050114	-0.06	
0.0648	-0.05800001	-0.05011416	-0.06	
0.06498	-0.05800001	-0.05011433	-0.06	
0.06516	-0.05800001	-0.05011449	-0.06	
0.06534	-0.05800001	-0.05011465	-0.06	
0.06552	-0.05800001	-0.05011481	-0.06	
0.0657	-0.05800001	-0.05011497	-0.06	
0.06588	-0.058	-0.05011513	-0.06	
0.06606	-0.058	-0.05011529	-0.06	
0.06624	-0.058	-0.05011545	-0.06	
0.06642	-0.058	-0.05011562	-0.06	
0.06659999	-0.058	-0.05011578	-0.06	
0.06678	-0.058	-0.05011594	-0.06	
0.06696	-0.058	-0.0501161	-0.06	
0.06714	-0.058	-0.05011626	-0.06	
0.06732	-0.058	-0.05011642	-0.06	
0.0675	-0.058	-0.05011657	-0.06	
0.06768	-0.058	-0.05011673	-0.06	
0.06786	-0.058	-0.05011689	-0.06	
0.06804	-0.058	-0.05011705	-0.06	
0.06822	-0.058	-0.05011721	-0.06	
0.0684	-0.058	-0.05011737	-0.06	
0.06858	-0.058	-0.05011752	-0.06	
0.06876	-0.058	-0.05011768	-0.06	
0.06894	-0.058	-0.05011784	-0.06	
0.06912	-0.058	-0.05011799	-0.06	
0.0693	-0.058	-0.05011815	-0.06	
0.06948	-0.058	-0.0501183	-0.06	
0.06966	-0.058	-0.05011846	-0.06	
0.06984	-0.058	-0.05011862	-0.06	
0.07002	-0.058	-0.05011877	-0.06	
0.0702	-0.058	-0.05011893	-0.06	
0.07037999	-0.058	-0.05011908	-0.06	
0.07056	-0.058	-0.05011924	-0.06	
0.07074	-0.058	-0.0501194	-0.06	
0.07092	-0.058	-0.05011955	-0.06	
0.0711	-0.058	-0.0501197	-0.06	
0.07128	-0.058	-0.05011986	-0.06	
0.07146	-0.058	-0.05012001	-0.06	
0.07164	-0.058	-0.05012016	-0.06	
0.07182	-0.058	-0.05012032	-0.06	
0.072	-0.058	-0.05012047	-0.06	
0.07218	-0.058	-0.05012063	-0.06	
0.07236	-0.058	-0.05012077	-0.06	
0.07254	-0.058	-0.05012093	-0.06	
0.07272	-0.058	-0.05012108	-0.06	
0.0729	-0.058	-0.05012123	-0.06	
0.07308	-0.058	-0.05012139	-0.06	
0.07326	-0.058	-0.05012153	-0.06	
0.07344	-0.058	-0.05012169	-0.06	
0.07362	-0.058	-0.05012184	-0.06	
0.0738	-0.058	-0.05012199	-0.06	
0.07398	-0.058	-0.05012214	-0.06	
0.07415999	-0.058	-0.05012229	-0.06	
0.07434	-0.058	-0.05012244	-0.06	
0.07452	-0.058	-0.05012259	-0.06	
0.0747	-0.058	-0.05012274	-0.06	
0.07488	-0.058	-0.05012289	-0.06	
0.07506	-0.058	-0.05012304	-0.06	
0.07524	-0.058	-0.05012318	-0.06	
0.07542	-0.058	-0.05012333	-0.06	
0.0756	-0.058	-0.05012348	-0.06	
0.07578	-0.058	-0.05012363	-0.06	
0.07596	-0.058	-0.05012378	-0.06	
0.07614	-0.058	-0.05012393	-0.06	
0.07632	-0.058	-0.05012408	-0.06	
0.0765	-0.058	-0.05012422	-0.06	
0.07668	-0.058	-0.05012437	-0.06	
0.07686	-0.058	-0.05012451	-0.06	
0.07704	-0.058	-0.05012466	-0.06	
0.07722	-0.058	-0.05012481	-0.06	
0.0774	-0.058	-0.05012495	-0.06	
0.07758	-0.058	-0.0501251	-0.06	
0.07776	-0.058	-0.05012525	-0.06	
0.07793999	-0.058	-0.05012539	-0.06	
0.07812	-0.058	-0.05012554	-0.06	
0.0783	-0.058	-0.05012568	-0.06	
0.07848	-0.058	-0.05012583	-0.06	
0.07866	-0.058	-0.05012597	-0.06	
0.07883999	-0.058	-0.05012611	-0.06	
0.07902	-0.058	-0.05012626	-0.06	
0.0792	-0.058	-0.0501264	-0.06	
0.07938	-0.058	-0.05012655	-0.06	
0.07956	-0.058	-0.05012669	-0.06	
0.07974	-0.058	-0.05012683	-0.06	
0.07992	-0.058	-0.05012697	-0.06	
0.0801	-0.058	-0.05012712	-0.06	
0.08028	-0.058	-0.05012726	-0.06	
0.08046	-0.058	-0.0501274	-0.06	
0.08064	-0.058	-0.05012754	-0.06	
0.08082	-0.058	-0.05012769	-0.06	
0.081	-0.058	-0.05012783	-0.06	
0.08118	-0.058	-0.05012797	-0.06	
0.08136	-0.058	-0.05012811	-0.06	
0.08154	-0.058	-0.05012825	-0.06	
0.08171999	-0.058	-0.05012839	-0.06	
0.0819	-0.058	-0.05012853	-0.06	
0.08208	-0.058	-0.05012867	-0.06	
0.08226	-0.058	-0.05012881	-0.06	
0.08244	-0.058	-0.05012895	-0.06	
0.08261999	-0.058	-0.05012909	-0.06	
0.0828	-0.058	-0.05012923	-0.06	
0.08298	-0.058	-0.05012937	-0.06	
0.08316	-0.058	-0.05012951	-0.06	
0.08334	-0.058	-0.05012964	-0.06	
0.08352	-0.058	-0.05012978	-0.06	
0.0837	-0.058	-0.05012992	-0.06	
0.08388	-0.058	-0.05013006	-0.06	
0.08406	-0.058	-0.0501302	-0.06	
0.08424	-0.058	-0.05013033	-0.06	
0.08442	-0.058	-0.05013047	-0.06	
0.0846	-0.058	-0.05013061	-0.06	
0.08478	-0.058	-0.05013074	-0.06	
0.08496	-0.058	-0.05013088	-0.06	
0.08514	-0.058	-0.05013102	-0.06	
0.08532	-0.058	-0.05013115	-0.06	
0.08549999	-0.058	-0.05013129	-0.06	
0.08568	-0.058	-0.05013143	-0.06	
0.08586	-0.058	-0.05013156	-0.06	
0.08604	-0.058	-0.05013169	-0.06	
0.08622	-0.058	-0.05013183	-0.06	
0.08639999	-0.058	-0.05013197	-0.06	
0.08658	-0.058	-0.0501321	-0.06	
0.08676	-0.058	-0.05013223	-0.06	
0.08694	-0.058	-0.05013237	-0.06	
0.08712	-0.058	-0.0501325	-0.06	
0.0873	-0.058	-0.05013263	-0.06	
0.08748	-0.058	-0.05013277	-0.06	
0.08766	-0.058	-0.0501329	-0.06	
0.08784	-0.058	-0.05013303	-0.06	
0.08802	-0.058	-0.05013316	-0.06	
0.0882	-0.058	-0.0501333	-0.06	
0.08838	-0.058	-0.05013343	-0.06	
0.08856	-0.058	-0.05013356	-0.06	
0.08874	-0.058	-0.05013369	-0.06	
0.08892	-0.058	-0.05013382	-0.06	
0.0891	-0.058	-0.05013395	-0.06	
0.08927999	-0.058	-0.05013409	-0.06	
0.08946	-0.058	-0.05013422	-0.06	
0.08964	-0.058	-0.05013435	-0.06	
0.08982	-0.058	-0.05013448	-0.06	
0.09	-0.058	-0.05013461	-0.06	
0.09017999	-0.058	-0.05013474	-0.06	
0.09036	-0.058	-0.05013487	-0.06	
0.09054	-0.058	-0.05013499	-0.06	
0.09072	-0.058	-0.05013512	-0.06	
0.0909	-0.058	-0.05013525	-0.06	
0.09108	-0.058	-0.05013538	-0.06	
0.09126	-0.058	-0.05013551	-0.06	
0.09144	-0.058	-0.05013564	-0.06	
0.09162	-0.058	-0.05013577	-0.06	
0.0918	-0.058	-0.0501359	-0.06	
0.09198	-0.058	-0.05013602	-0.06	
0.09216	-0.058	-0.05013615	-0.06	
0.09234	-0.058	-0.05013628	-0.06	
0.09252	-0.058	-0.0501364	-0.06	
0.0927	-0.058	-0.05013653	-0.06	
0.09288	-0.058	-0.05013666	-0.06	
0.09305999	-0.058	-0.05013678	-0.06	
0.09324	-0.058	-0.05013691	-0.06	
0.09342	-0.058	-0.05013703	-0.06	
0.0936	-0.058	-0.05013716	-0.06	
0.09378	-0.058	-0.05013728	-0.06	
0.09395999	-0.058	-0.05013741	-0.06	
0.09414	-0.058	-0.05013753	-0.06	
0.09432	-0.058	-0.05013766	-0.06	
0.0945	-0.058	-0.05013778	-0.06	
0.09468	-0.058	-0.0501379	-0.06	
0.09485999	-0.058	-0.05013803	-0.06	
0.09504	-0.058	-0.05013815	-0.06	
0.09522	-0.058	-0.05013828	-0.06	
0.0954	-0.058	-0.0501384	-0.06	
0.09558	-0.058	-0.05013852	-0.06	
0.09576	-0.058	-0.05013864	-0.06	
0.09593999	-0.058	-0.05013877	-0.06	
0.09612	-0.058	-0.05013889	-0.06	
0.0963	-0.058	-0.05013901	-0.06	
0.09648	-0.058	-0.05013913	-0.06	
0.09666	-0.058	-0.05013925	-0.06	
0.09683999	-0.058	-0.05013938	-0.06	
0.09702	-0.058	-0.05013949	-0.06	
0.0972	-0.058	-0.05013962	-0.06	
0.09738	-0.058	-0.05013974	-0.06	
0.09756	-0.058	-0.05013986	-0.06	
0.09773999	-0.058	-0.05013998	-0.06	
0.09792	-0.058	-0.0501401	-0.06	
0.0981	-0.058	-0.05014022	-0.06	
0.09828	-0.058	-0.05014034	-0.06	
0.09846	-0.058	-0.05014046	-0.06	
0.09863999	-0.058	-0.05014057	-0.06	
0.09882	-0.058	-0.05014069	-0.06	
0.099	-0.058	-0.05014081	-0.06	
0.09918	-0.058	-0.05014093	-0.06	
0.09936	-0.058	-0.05014105	-0.06	
0.09954	-0.058	-0.05014117	-0.06	
0.09971999	-0.058	-0.05014128	-0.06	
0.0999	-0.058	-0.0501414	-0.06	
0.10008	-0.058	-0.05014152	-0.06	
0.10026	-0.058	-0.05014163	-0.06	
0.10044	-0.058	-0.05014175	-0.06	
0.10062	-0.058	-0.05014187	-0.06	
0.1008	-0.058	-0.05014198	-0.06	
0.10098	-0.058	-0.0501421	-0.06	
0.10116	-0.058	-0.05014221	-0.06	
0.10134	-0.058	-0.05014233	-0.06	
0.10152	-0.058	-0.05014244	-0.06	
0.1017	-0.058	-0.05014256	-0.06	
0.10188	-0.058	-0.05014268	-0.06	
0.10206	-0.058	-0.05014279	-0.06	
0.10224	-0.058	-0.0501429	-0.06	
0.10242	-0.058	-0.05014302	-0.06	
0.1026	-0.058	-0.05014313	-0.06	
0.10278	-0.058	-0.05014325	-0.06	
0.10296	-0.058	-0.05014336	-0.06	
0.10314	-0.058	-0.05014347	-0.06	
0.10332	-0.058	-0.05014358	-0.06	
0.1035	-0.058	-0.0501437	-0.06	
