Time	CPG Speed 2	Perc. Position	Range of Motion 2	
2.42424	-0.058	-0.05030028	-0.06	
2.42442	-0.058	-0.05030041	-0.06	
2.4246	-0.058	-0.05030053	-0.06	
2.42478	-0.058	-0.05030067	-0.06	
2.42496	-0.058	-0.05030079	-0.06	
2.42514	-0.058	-0.05030092	-0.06	
2.42532	-0.058	-0.05030105	-0.06	
2.4255	-0.058	-0.05030118	-0.06	
2.42568	-0.058	-0.0503013	-0.06	
2.42586	-0.058	-0.05030143	-0.06	
2.42604	-0.058	-0.05030156	-0.06	
2.42622	-0.058	-0.05030168	-0.06	
2.4264	-0.058	-0.05030181	-0.06	
2.42658	-0.058	-0.05030194	-0.06	
2.42676	-0.058	-0.05030207	-0.06	
2.42694	-0.058	-0.05030219	-0.06	
2.42712	-0.058	-0.05030232	-0.06	
2.4273	-0.058	-0.05030245	-0.06	
2.42748	-0.058	-0.05030257	-0.06	
2.42766	-0.058	-0.0503027	-0.06	
2.42784	-0.058	-0.05030283	-0.06	
2.42802	-0.058	-0.05030295	-0.06	
2.4282	-0.058	-0.05030308	-0.06	
2.42838	-0.058	-0.05030321	-0.06	
2.42856	-0.058	-0.05030333	-0.06	
2.42874	-0.058	-0.05030346	-0.06	
2.42892	-0.058	-0.05030358	-0.06	
2.4291	-0.058	-0.05030371	-0.06	
2.42928	-0.058	-0.05030384	-0.06	
2.42946	-0.058	-0.05030396	-0.06	
2.42964	-0.058	-0.05030409	-0.06	
2.42982	-0.058	-0.05030422	-0.06	
2.43	-0.058	-0.05030434	-0.06	
2.43018	-0.058	-0.05030446	-0.06	
2.43036	-0.058	-0.05030459	-0.06	
2.43054	-0.058	-0.05030472	-0.06	
2.43072	-0.058	-0.05030484	-0.06	
2.4309	-0.058	-0.05030497	-0.06	
2.43108	-0.058	-0.05030509	-0.06	
2.43126	-0.058	-0.05030522	-0.06	
2.43144	-0.058	-0.05030534	-0.06	
2.43162	-0.058	-0.05030547	-0.06	
2.4318	-0.058	-0.05030559	-0.06	
2.43198	-0.058	-0.05030572	-0.06	
2.43216	-0.058	-0.05030584	-0.06	
2.43234	-0.058	-0.05030597	-0.06	
2.43252	-0.058	-0.05030609	-0.06	
2.4327	-0.058	-0.05030622	-0.06	
2.43288	-0.058	-0.05030634	-0.06	
2.43306	-0.058	-0.05030647	-0.06	
2.43324	-0.058	-0.05030659	-0.06	
2.43342	-0.058	-0.05030672	-0.06	
2.4336	-0.058	-0.05030684	-0.06	
2.43378	-0.058	-0.05030696	-0.06	
2.43396	-0.058	-0.05030709	-0.06	
2.43414	-0.058	-0.05030721	-0.06	
2.43432	-0.058	-0.05030734	-0.06	
2.4345	-0.058	-0.05030746	-0.06	
2.43468	-0.058	-0.05030759	-0.06	
2.43486	-0.058	-0.05030771	-0.06	
2.43504	-0.058	-0.05030783	-0.06	
2.43522	-0.058	-0.05030796	-0.06	
2.4354	-0.058	-0.05030808	-0.06	
2.43558	-0.058	-0.05030821	-0.06	
2.43576	-0.058	-0.05030833	-0.06	
2.43594	-0.058	-0.05030845	-0.06	
2.43612	-0.058	-0.05030857	-0.06	
2.4363	-0.058	-0.0503087	-0.06	
2.43648	-0.058	-0.05030882	-0.06	
2.43666	-0.058	-0.05030895	-0.06	
2.43684	-0.058	-0.05030907	-0.06	
2.43702	-0.058	-0.05030919	-0.06	
2.4372	-0.058	-0.05030932	-0.06	
2.43738	-0.058	-0.05030944	-0.06	
2.43756	-0.058	-0.05030956	-0.06	
2.43774	-0.058	-0.05030968	-0.06	
2.43792	-0.058	-0.05030981	-0.06	
2.4381	-0.058	-0.05030993	-0.06	
2.43828	-0.058	-0.05031005	-0.06	
2.43846	-0.058	-0.05031017	-0.06	
2.43864	-0.058	-0.0503103	-0.06	
2.43882	-0.058	-0.05031042	-0.06	
2.439	-0.058	-0.05031054	-0.06	
2.43918	-0.058	-0.05031066	-0.06	
2.43936	-0.058	-0.05031079	-0.06	
2.43954	-0.058	-0.05031091	-0.06	
2.43972	-0.058	-0.05031103	-0.06	
2.4399	-0.058	-0.05031115	-0.06	
2.44008	-0.058	-0.05031127	-0.06	
2.44026	-0.058	-0.05031139	-0.06	
2.44044	-0.058	-0.05031152	-0.06	
2.44062	-0.058	-0.05031164	-0.06	
2.4408	-0.058	-0.05031176	-0.06	
2.44098	-0.058	-0.05031188	-0.06	
2.44116	-0.058	-0.050312	-0.06	
2.44134	-0.058	-0.05031212	-0.06	
2.44152	-0.058	-0.05031225	-0.06	
2.4417	-0.058	-0.05031237	-0.06	
2.44188	-0.058	-0.05031249	-0.06	
2.44206	-0.058	-0.05031261	-0.06	
2.44224	-0.058	-0.05031273	-0.06	
2.44242	-0.058	-0.05031285	-0.06	
2.4426	-0.058	-0.05031297	-0.06	
2.44278	-0.058	-0.0503131	-0.06	
2.44296	-0.058	-0.05031322	-0.06	
2.44314	-0.058	-0.05031333	-0.06	
2.44332	-0.058	-0.05031346	-0.06	
2.4435	-0.058	-0.05031358	-0.06	
2.44368	-0.058	-0.0503137	-0.06	
2.44386	-0.058	-0.05031382	-0.06	
2.44404	-0.058	-0.05031394	-0.06	
2.44422	-0.058	-0.05031406	-0.06	
2.4444	-0.058	-0.05031418	-0.06	
2.44458	-0.058	-0.0503143	-0.06	
2.44476	-0.058	-0.05031442	-0.06	
2.44494	-0.058	-0.05031454	-0.06	
2.44512	-0.058	-0.05031466	-0.06	
2.4453	-0.058	-0.05031478	-0.06	
2.44548	-0.058	-0.0503149	-0.06	
2.44566	-0.058	-0.05031502	-0.06	
2.44584	-0.058	-0.05031514	-0.06	
2.44602	-0.058	-0.05031526	-0.06	
2.4462	-0.058	-0.05031538	-0.06	
2.44638	-0.058	-0.0503155	-0.06	
2.44656	-0.058	-0.05031562	-0.06	
2.44674	-0.058	-0.05031574	-0.06	
2.44692	-0.058	-0.05031586	-0.06	
2.4471	-0.058	-0.05031598	-0.06	
2.44728	-0.058	-0.0503161	-0.06	
2.44746	-0.058	-0.05031621	-0.06	
2.44764	-0.058	-0.05031633	-0.06	
2.44782	-0.058	-0.05031645	-0.06	
2.448	-0.058	-0.05031657	-0.06	
2.44818	-0.058	-0.05031669	-0.06	
2.44836	-0.058	-0.05031681	-0.06	
2.44854	-0.058	-0.05031693	-0.06	
2.44872	-0.058	-0.05031705	-0.06	
2.4489	-0.058	-0.05031717	-0.06	
2.44908	-0.058	-0.05031729	-0.06	
2.44926	-0.058	-0.05031741	-0.06	
2.44944	-0.058	-0.05031752	-0.06	
2.44962	-0.058	-0.05031764	-0.06	
2.4498	-0.058	-0.05031776	-0.06	
2.44998	-0.058	-0.05031788	-0.06	
2.45016	-0.058	-0.050318	-0.06	
2.45034	-0.058	-0.05031811	-0.06	
2.45052	-0.058	-0.05031823	-0.06	
2.4507	-0.058	-0.05031835	-0.06	
2.45088	-0.058	-0.05031847	-0.06	
2.45106	-0.058	-0.05031859	-0.06	
2.45124	-0.058	-0.0503187	-0.06	
2.45142	-0.058	-0.05031882	-0.06	
2.4516	-0.058	-0.05031894	-0.06	
2.45178	-0.058	-0.05031906	-0.06	
2.45196	-0.058	-0.05031918	-0.06	
2.45214	-0.058	-0.05031929	-0.06	
2.45232	-0.058	-0.05031941	-0.06	
2.4525	-0.058	-0.05031953	-0.06	
2.45268	-0.058	-0.05031965	-0.06	
2.45286	-0.058	-0.05031976	-0.06	
2.45304	-0.058	-0.05031988	-0.06	
2.45322	-0.058	-0.05032	-0.06	
2.4534	-0.058	-0.05032011	-0.06	
2.45358	-0.058	-0.05032023	-0.06	
2.45376	-0.058	-0.05032035	-0.06	
2.45394	-0.058	-0.05032047	-0.06	
2.45412	-0.058	-0.05032058	-0.06	
2.4543	-0.058	-0.0503207	-0.06	
2.45448	-0.058	-0.05032082	-0.06	
2.45466	-0.058	-0.05032093	-0.06	
2.45484	-0.058	-0.05032105	-0.06	
2.45502	-0.058	-0.05032117	-0.06	
2.4552	-0.058	-0.05032128	-0.06	
2.45538	-0.058	-0.0503214	-0.06	
2.45556	-0.058	-0.05032152	-0.06	
2.45574	-0.058	-0.05032163	-0.06	
2.45592	-0.058	-0.05032175	-0.06	
2.4561	-0.058	-0.05032186	-0.06	
2.45628	-0.058	-0.05032198	-0.06	
2.45646	-0.058	-0.05032209	-0.06	
2.45664	-0.058	-0.05032221	-0.06	
2.45682	-0.058	-0.05032233	-0.06	
2.457	-0.058	-0.05032244	-0.06	
2.45718	-0.058	-0.05032256	-0.06	
2.45736	-0.058	-0.05032267	-0.06	
2.45754	-0.058	-0.05032279	-0.06	
2.45772	-0.058	-0.05032291	-0.06	
2.4579	-0.058	-0.05032302	-0.06	
2.45808	-0.058	-0.05032314	-0.06	
2.45826	-0.058	-0.05032325	-0.06	
2.45844	-0.058	-0.05032337	-0.06	
2.45862	-0.058	-0.05032348	-0.06	
2.4588	-0.058	-0.0503236	-0.06	
2.45898	-0.058	-0.05032371	-0.06	
2.45916	-0.058	-0.05032383	-0.06	
2.45934	-0.058	-0.05032394	-0.06	
2.45952	-0.058	-0.05032406	-0.06	
2.4597	-0.058	-0.05032417	-0.06	
2.45988	-0.058	-0.05032429	-0.06	
2.46006	-0.058	-0.0503244	-0.06	
2.46024	-0.058	-0.05032451	-0.06	
2.46042	-0.058	-0.05032463	-0.06	
2.4606	-0.058	-0.05032475	-0.06	
2.46078	-0.058	-0.05032486	-0.06	
2.46096	-0.058	-0.05032497	-0.06	
2.46114	-0.058	-0.05032509	-0.06	
2.46132	-0.058	-0.0503252	-0.06	
2.4615	-0.058	-0.05032532	-0.06	
2.46168	-0.058	-0.05032543	-0.06	
2.46186	-0.058	-0.05032554	-0.06	
2.46204	-0.058	-0.05032566	-0.06	
2.46222	-0.058	-0.05032577	-0.06	
2.4624	-0.058	-0.05032589	-0.06	
2.46258	-0.058	-0.050326	-0.06	
2.46276	-0.058	-0.05032611	-0.06	
2.46294	-0.058	-0.05032623	-0.06	
2.46312	-0.058	-0.05032634	-0.06	
2.4633	-0.058	-0.05032646	-0.06	
2.46348	-0.058	-0.05032657	-0.06	
2.46366	-0.058	-0.05032668	-0.06	
2.46384	-0.058	-0.05032679	-0.06	
2.46402	-0.058	-0.05032691	-0.06	
2.4642	-0.058	-0.05032702	-0.06	
2.46438	-0.058	-0.05032713	-0.06	
2.46456	-0.058	-0.05032725	-0.06	
2.46474	-0.058	-0.05032736	-0.06	
2.46492	-0.058	-0.05032747	-0.06	
2.4651	-0.058	-0.05032759	-0.06	
2.46528	-0.058	-0.0503277	-0.06	
2.46546	-0.058	-0.05032781	-0.06	
2.46564	-0.058	-0.05032793	-0.06	
2.46582	-0.058	-0.05032804	-0.06	
2.466	-0.058	-0.05032815	-0.06	
2.46618	-0.058	-0.05032826	-0.06	
2.46636	-0.058	-0.05032837	-0.06	
2.46654	-0.058	-0.05032849	-0.06	
2.46672	-0.058	-0.0503286	-0.06	
2.4669	-0.058	-0.05032871	-0.06	
2.46708	-0.058	-0.05032882	-0.06	
2.46726	-0.058	-0.05032894	-0.06	
2.46744	-0.058	-0.05032905	-0.06	
2.46762	-0.058	-0.05032916	-0.06	
2.4678	-0.058	-0.05032927	-0.06	
2.46798	-0.058	-0.05032939	-0.06	
2.46816	-0.058	-0.0503295	-0.06	
2.46834	-0.058	-0.05032961	-0.06	
2.46852	-0.058	-0.05032972	-0.06	
2.4687	-0.058	-0.05032983	-0.06	
2.46888	-0.058	-0.05032995	-0.06	
2.46906	-0.058	-0.05033005	-0.06	
2.46924	-0.058	-0.05033017	-0.06	
2.46942	-0.058	-0.05033028	-0.06	
2.4696	-0.058	-0.05033039	-0.06	
2.46978	-0.058	-0.0503305	-0.06	
2.46996	-0.058	-0.05033061	-0.06	
2.47014	-0.058	-0.05033072	-0.06	
2.47032	-0.058	-0.05033084	-0.06	
2.4705	-0.058	-0.05033095	-0.06	
2.47068	-0.058	-0.05033106	-0.06	
2.47086	-0.058	-0.05033117	-0.06	
2.47104	-0.058	-0.05033128	-0.06	
2.47122	-0.058	-0.05033139	-0.06	
2.4714	-0.058	-0.0503315	-0.06	
2.47158	-0.058	-0.05033161	-0.06	
2.47176	-0.058	-0.05033172	-0.06	
2.47194	-0.058	-0.05033183	-0.06	
2.47212	-0.058	-0.05033194	-0.06	
2.4723	-0.058	-0.05033205	-0.06	
2.47248	-0.058	-0.05033216	-0.06	
2.47266	-0.058	-0.05033227	-0.06	
2.47284	-0.058	-0.05033239	-0.06	
2.47302	-0.058	-0.05033249	-0.06	
2.4732	-0.058	-0.05033261	-0.06	
2.47338	-0.058	-0.05033271	-0.06	
2.47356	-0.058	-0.05033283	-0.06	
2.47374	-0.058	-0.05033293	-0.06	
2.47392	-0.058	-0.05033305	-0.06	
2.4741	-0.058	-0.05033315	-0.06	
2.47428	-0.058	-0.05033327	-0.06	
2.47446	-0.058	-0.05033337	-0.06	
2.47464	-0.058	-0.05033349	-0.06	
2.47482	-0.058	-0.05033359	-0.06	
2.475	-0.058	-0.0503337	-0.06	
2.47518	-0.058	-0.05033381	-0.06	
2.47536	-0.058	-0.05033392	-0.06	
2.47554	-0.058	-0.05033403	-0.06	
2.47572	-0.058	-0.05033414	-0.06	
2.4759	-0.058	-0.05033425	-0.06	
2.47608	-0.058	-0.05033436	-0.06	
2.47626	-0.058	-0.05033447	-0.06	
2.47644	-0.058	-0.05033458	-0.06	
2.47662	-0.058	-0.05033469	-0.06	
2.4768	-0.058	-0.0503348	-0.06	
2.47698	-0.058	-0.0503349	-0.06	
2.47716	-0.058	-0.05033501	-0.06	
2.47734	-0.058	-0.05033512	-0.06	
2.47752	-0.058	-0.05033523	-0.06	
2.4777	-0.058	-0.05033534	-0.06	
2.47788	-0.058	-0.05033545	-0.06	
2.47806	-0.058	-0.05033556	-0.06	
2.47824	-0.058	-0.05033566	-0.06	
2.47842	-0.058	-0.05033577	-0.06	
2.4786	-0.058	-0.05033588	-0.06	
2.47878	-0.058	-0.05033599	-0.06	
2.47896	-0.058	-0.0503361	-0.06	
2.47914	-0.058	-0.05033621	-0.06	
2.47932	-0.058	-0.05033632	-0.06	
2.4795	-0.058	-0.05033642	-0.06	
2.47968	-0.058	-0.05033653	-0.06	
2.47986	-0.058	-0.05033664	-0.06	
2.48004	-0.058	-0.05033675	-0.06	
2.48022	-0.058	-0.05033686	-0.06	
2.4804	-0.058	-0.05033696	-0.06	
2.48058	-0.058	-0.05033707	-0.06	
2.48076	-0.058	-0.05033718	-0.06	
2.48094	-0.058	-0.05033728	-0.06	
2.48112	-0.058	-0.05033739	-0.06	
2.4813	-0.058	-0.0503375	-0.06	
2.48148	-0.058	-0.05033761	-0.06	
2.48166	-0.058	-0.05033772	-0.06	
2.48184	-0.058	-0.05033782	-0.06	
2.48202	-0.058	-0.05033793	-0.06	
2.4822	-0.058	-0.05033804	-0.06	
2.48238	-0.058	-0.05033815	-0.06	
2.48256	-0.058	-0.05033825	-0.06	
2.48274	-0.058	-0.05033836	-0.06	
2.48292	-0.058	-0.05033847	-0.06	
2.4831	-0.058	-0.05033857	-0.06	
2.48328	-0.058	-0.05033868	-0.06	
2.48346	-0.058	-0.05033879	-0.06	
2.48364	-0.058	-0.05033889	-0.06	
2.48382	-0.058	-0.050339	-0.06	
2.484	-0.058	-0.05033911	-0.06	
2.48418	-0.058	-0.05033921	-0.06	
2.48436	-0.058	-0.05033932	-0.06	
2.48454	-0.058	-0.05033942	-0.06	
2.48472	-0.058	-0.05033953	-0.06	
2.4849	-0.058	-0.05033964	-0.06	
2.48508	-0.058	-0.05033974	-0.06	
2.48526	-0.058	-0.05033985	-0.06	
2.48544	-0.058	-0.05033996	-0.06	
2.48562	-0.058	-0.05034006	-0.06	
2.4858	-0.058	-0.05034017	-0.06	
2.48598	-0.058	-0.05034027	-0.06	
2.48616	-0.058	-0.05034038	-0.06	
2.48634	-0.058	-0.05034048	-0.06	
2.48652	-0.058	-0.05034059	-0.06	
2.4867	-0.058	-0.0503407	-0.06	
2.48688	-0.058	-0.0503408	-0.06	
2.48706	-0.058	-0.05034091	-0.06	
2.48724	-0.058	-0.05034101	-0.06	
2.48742	-0.058	-0.05034112	-0.06	
2.4876	-0.058	-0.05034123	-0.06	
2.48778	-0.058	-0.05034133	-0.06	
2.48796	-0.058	-0.05034143	-0.06	
2.48814	-0.058	-0.05034154	-0.06	
2.48832	-0.058	-0.05034165	-0.06	
2.4885	-0.058	-0.05034175	-0.06	
2.48868	-0.058	-0.05034186	-0.06	
2.48886	-0.058	-0.05034196	-0.06	
2.48904	-0.058	-0.05034206	-0.06	
2.48922	-0.058	-0.05034217	-0.06	
2.4894	-0.058	-0.05034228	-0.06	
2.48958	-0.058	-0.05034238	-0.06	
2.48976	-0.058	-0.05034249	-0.06	
2.48994	-0.058	-0.05034259	-0.06	
2.49012	-0.058	-0.05034269	-0.06	
2.4903	-0.058	-0.0503428	-0.06	
2.49048	-0.058	-0.0503429	-0.06	
2.49066	-0.058	-0.05034301	-0.06	
2.49084	-0.058	-0.05034311	-0.06	
2.49102	-0.058	-0.05034322	-0.06	
2.4912	-0.058	-0.05034332	-0.06	
2.49138	-0.058	-0.05034342	-0.06	
2.49156	-0.058	-0.05034353	-0.06	
2.49174	-0.058	-0.05034363	-0.06	
2.49192	-0.058	-0.05034374	-0.06	
2.4921	-0.058	-0.05034384	-0.06	
2.49228	-0.058	-0.05034395	-0.06	
2.49246	-0.058	-0.05034405	-0.06	
2.49264	-0.058	-0.05034415	-0.06	
2.49282	-0.058	-0.05034425	-0.06	
2.493	-0.058	-0.05034436	-0.06	
2.49318	-0.058	-0.05034446	-0.06	
2.49336	-0.058	-0.05034457	-0.06	
2.49354	-0.058	-0.05034467	-0.06	
2.49372	-0.058	-0.05034477	-0.06	
2.4939	-0.058	-0.05034488	-0.06	
2.49408	-0.058	-0.05034498	-0.06	
2.49426	-0.058	-0.05034509	-0.06	
2.49444	-0.058	-0.05034519	-0.06	
2.49462	-0.058	-0.05034529	-0.06	
2.4948	-0.058	-0.05034539	-0.06	
2.49498	-0.058	-0.0503455	-0.06	
2.49516	-0.058	-0.0503456	-0.06	
2.49534	-0.058	-0.0503457	-0.06	
2.49552	-0.058	-0.0503458	-0.06	
2.4957	-0.058	-0.05034591	-0.06	
2.49588	-0.058	-0.05034601	-0.06	
2.49606	-0.058	-0.05034611	-0.06	
2.49624	-0.058	-0.05034622	-0.06	
2.49642	-0.058	-0.05034632	-0.06	
2.4966	-0.058	-0.05034642	-0.06	
2.49678	-0.058	-0.05034652	-0.06	
2.49696	-0.058	-0.05034663	-0.06	
2.49714	-0.058	-0.05034673	-0.06	
2.49732	-0.058	-0.05034683	-0.06	
2.4975	-0.058	-0.05034693	-0.06	
2.49768	-0.058	-0.05034703	-0.06	
2.49786	-0.058	-0.05034714	-0.06	
2.49804	-0.058	-0.05034724	-0.06	
2.49822	-0.058	-0.05034734	-0.06	
2.4984	-0.058	-0.05034744	-0.06	
2.49858	-0.058	-0.05034754	-0.06	
2.49876	-0.058	-0.05034765	-0.06	
2.49894	-0.058	-0.05034775	-0.06	
2.49912	-0.058	-0.05034785	-0.06	
2.4993	-0.058	-0.05034795	-0.06	
2.49948	-0.058	-0.05034805	-0.06	
2.49966	-0.058	-0.05034816	-0.06	
2.49984	-0.058	-0.05034826	-0.06	
2.50002	-0.058	-0.05034836	-0.06	
2.5002	-0.058	-0.05034846	-0.06	
2.50038	-0.058	-0.05034856	-0.06	
2.50056	-0.058	-0.05034866	-0.06	
2.50074	-0.058	-0.05034877	-0.06	
2.50092	-0.058	-0.05034887	-0.06	
2.5011	-0.058	-0.05034897	-0.06	
2.50128	-0.058	-0.05034907	-0.06	
2.50146	-0.058	-0.05034917	-0.06	
2.50164	-0.058	-0.05034927	-0.06	
2.50182	-0.058	-0.05034937	-0.06	
2.502	-0.058	-0.05034947	-0.06	
2.50218	-0.058	-0.05034957	-0.06	
2.50236	-0.058	-0.05034967	-0.06	
2.50254	-0.058	-0.05034977	-0.06	
2.50272	-0.058	-0.05034987	-0.06	
2.5029	-0.058	-0.05034997	-0.06	
2.50308	-0.058	-0.05035007	-0.06	
2.50326	-0.058	-0.05035017	-0.06	
2.50344	-0.058	-0.05035027	-0.06	
2.50362	-0.058	-0.05035038	-0.06	
2.5038	-0.058	-0.05035048	-0.06	
2.50398	-0.058	-0.05035058	-0.06	
2.50416	-0.058	-0.05035068	-0.06	
2.50434	-0.058	-0.05035078	-0.06	
2.50452	-0.058	-0.05035088	-0.06	
2.5047	-0.058	-0.05035098	-0.06	
2.50488	-0.058	-0.05035108	-0.06	
2.50506	-0.058	-0.05035118	-0.06	
2.50524	-0.058	-0.05035128	-0.06	
2.50542	-0.058	-0.05035138	-0.06	
2.5056	-0.058	-0.05035148	-0.06	
2.50578	-0.058	-0.05035158	-0.06	
2.50596	-0.058	-0.05035168	-0.06	
2.50614	-0.058	-0.05035178	-0.06	
2.50632	-0.058	-0.05035188	-0.06	
2.5065	-0.058	-0.05035197	-0.06	
2.50668	-0.058	-0.05035207	-0.06	
2.50686	-0.058	-0.05035217	-0.06	
2.50704	-0.058	-0.05035227	-0.06	
2.50722	-0.058	-0.05035237	-0.06	
2.5074	-0.058	-0.05035247	-0.06	
2.50758	-0.058	-0.05035257	-0.06	
2.50776	-0.058	-0.05035267	-0.06	
2.50794	-0.058	-0.05035277	-0.06	
2.50812	-0.058	-0.05035287	-0.06	
2.5083	-0.058	-0.05035296	-0.06	
2.50848	-0.058	-0.05035307	-0.06	
2.50866	-0.058	-0.05035316	-0.06	
2.50884	-0.058	-0.05035326	-0.06	
2.50902	-0.058	-0.05035336	-0.06	
2.5092	-0.058	-0.05035346	-0.06	
2.50938	-0.058	-0.05035356	-0.06	
2.50956	-0.058	-0.05035366	-0.06	
2.50974	-0.058	-0.05035375	-0.06	
2.50992	-0.058	-0.05035385	-0.06	
2.5101	-0.058	-0.05035395	-0.06	
2.51028	-0.058	-0.05035405	-0.06	
2.51046	-0.058	-0.05035415	-0.06	
2.51064	-0.058	-0.05035425	-0.06	
2.51082	-0.058	-0.05035435	-0.06	
2.511	-0.058	-0.05035444	-0.06	
2.51118	-0.058	-0.05035454	-0.06	
2.51136	-0.058	-0.05035464	-0.06	
2.51154	-0.058	-0.05035474	-0.06	
2.51172	-0.058	-0.05035483	-0.06	
2.5119	-0.058	-0.05035493	-0.06	
2.51208	-0.058	-0.05035503	-0.06	
2.51226	-0.058	-0.05035513	-0.06	
2.51244	-0.058	-0.05035523	-0.06	
2.51262	-0.058	-0.05035532	-0.06	
2.5128	-0.058	-0.05035542	-0.06	
2.51298	-0.058	-0.05035552	-0.06	
2.51316	-0.058	-0.05035562	-0.06	
2.51334	-0.058	-0.05035571	-0.06	
2.51352	-0.058	-0.05035581	-0.06	
2.5137	-0.058	-0.05035591	-0.06	
2.51388	-0.058	-0.050356	-0.06	
2.51406	-0.058	-0.0503561	-0.06	
2.51424	-0.058	-0.0503562	-0.06	
2.51442	-0.058	-0.0503563	-0.06	
2.5146	-0.058	-0.0503564	-0.06	
2.51478	-0.058	-0.05035649	-0.06	
2.51496	-0.058	-0.05035659	-0.06	
2.51514	-0.058	-0.05035669	-0.06	
2.51532	-0.058	-0.05035678	-0.06	
2.5155	-0.058	-0.05035688	-0.06	
2.51568	-0.058	-0.05035698	-0.06	
2.51586	-0.058	-0.05035707	-0.06	
2.51604	-0.058	-0.05035717	-0.06	
2.51622	-0.058	-0.05035726	-0.06	
2.5164	-0.058	-0.05035736	-0.06	
2.51658	-0.058	-0.05035746	-0.06	
2.51676	-0.058	-0.05035755	-0.06	
2.51694	-0.058	-0.05035765	-0.06	
2.51712	-0.058	-0.05035775	-0.06	
2.5173	-0.058	-0.05035784	-0.06	
2.51748	-0.058	-0.05035794	-0.06	
2.51766	-0.058	-0.05035803	-0.06	
2.51784	-0.058	-0.05035813	-0.06	
2.51802	-0.058	-0.05035823	-0.06	
2.5182	-0.058	-0.05035832	-0.06	
2.51838	-0.058	-0.05035842	-0.06	
2.51856	-0.058	-0.05035852	-0.06	
2.51874	-0.058	-0.05035861	-0.06	
2.51892	-0.058	-0.05035871	-0.06	
2.5191	-0.058	-0.0503588	-0.06	
2.51928	-0.058	-0.0503589	-0.06	
2.51946	-0.058	-0.05035899	-0.06	
2.51964	-0.058	-0.05035909	-0.06	
2.51982	-0.058	-0.05035919	-0.06	
2.52	-0.058	-0.05035928	-0.06	
2.52018	-0.058	-0.05035938	-0.06	
2.52036	-0.058	-0.05035947	-0.06	
2.52054	-0.058	-0.05035957	-0.06	
2.52072	-0.058	-0.05035966	-0.06	
2.5209	-0.058	-0.05035976	-0.06	
2.52108	-0.058	-0.05035985	-0.06	
2.52126	-0.058	-0.05035995	-0.06	
2.52144	-0.058	-0.05036004	-0.06	
2.52162	-0.058	-0.05036014	-0.06	
2.5218	-0.058	-0.05036023	-0.06	
2.52198	-0.058	-0.05036033	-0.06	
2.52216	-0.058	-0.05036042	-0.06	
2.52234	-0.058	-0.05036052	-0.06	
2.52252	-0.058	-0.05036061	-0.06	
2.5227	-0.058	-0.05036071	-0.06	
2.52288	-0.058	-0.0503608	-0.06	
2.52306	-0.058	-0.05036089	-0.06	
2.52324	-0.058	-0.05036099	-0.06	
2.52342	-0.058	-0.05036108	-0.06	
2.5236	-0.058	-0.05036118	-0.06	
2.52378	-0.058	-0.05036127	-0.06	
2.52396	-0.058	-0.05036137	-0.06	
2.52414	-0.058	-0.05036146	-0.06	
2.52432	-0.058	-0.05036156	-0.06	
2.5245	-0.058	-0.05036165	-0.06	
2.52468	-0.058	-0.05036174	-0.06	
2.52486	-0.058	-0.05036183	-0.06	
2.52504	-0.058	-0.05036193	-0.06	
2.52522	-0.058	-0.05036202	-0.06	
2.5254	-0.058	-0.05036212	-0.06	
2.52558	-0.058	-0.05036221	-0.06	
2.52576	-0.058	-0.0503623	-0.06	
2.52594	-0.058	-0.0503624	-0.06	
2.52612	-0.058	-0.05036249	-0.06	
2.5263	-0.058	-0.05036259	-0.06	
2.52648	-0.058	-0.05036268	-0.06	
2.52666	-0.058	-0.05036277	-0.06	
2.52684	-0.058	-0.05036287	-0.06	
2.52702	-0.058	-0.05036296	-0.06	
2.5272	-0.058	-0.05036305	-0.06	
2.52738	-0.058	-0.05036315	-0.06	
2.52756	-0.058	-0.05036324	-0.06	
2.52774	-0.058	-0.05036333	-0.06	
2.52792	-0.058	-0.05036343	-0.06	
2.5281	-0.058	-0.05036352	-0.06	
2.52828	-0.058	-0.05036361	-0.06	
2.52846	-0.058	-0.0503637	-0.06	
2.52864	-0.058	-0.0503638	-0.06	
2.52882	-0.058	-0.05036389	-0.06	
2.529	-0.058	-0.05036398	-0.06	
2.52918	-0.058	-0.05036408	-0.06	
2.52936	-0.058	-0.05036417	-0.06	
2.52954	-0.058	-0.05036426	-0.06	
2.52972	-0.058	-0.05036436	-0.06	
2.5299	-0.058	-0.05036445	-0.06	
2.53008	-0.058	-0.05036454	-0.06	
2.53026	-0.058	-0.05036463	-0.06	
2.53044	-0.058	-0.05036473	-0.06	
2.53062	-0.058	-0.05036482	-0.06	
2.5308	-0.058	-0.05036491	-0.06	
2.53098	-0.058	-0.050365	-0.06	
2.53116	-0.058	-0.05036509	-0.06	
2.53134	-0.058	-0.05036519	-0.06	
2.53152	-0.058	-0.05036528	-0.06	
2.5317	-0.058	-0.05036537	-0.06	
2.53188	-0.058	-0.05036546	-0.06	
2.53206	-0.058	-0.05036555	-0.06	
2.53224	-0.058	-0.05036565	-0.06	
2.53242	-0.058	-0.05036574	-0.06	
2.5326	-0.058	-0.05036583	-0.06	
2.53278	-0.058	-0.05036592	-0.06	
2.53296	-0.058	-0.05036601	-0.06	
2.53314	-0.058	-0.0503661	-0.06	
2.53332	-0.058	-0.0503662	-0.06	
2.5335	-0.058	-0.05036629	-0.06	
