Time	Input	Mod 1	Mod 2	Mod 3	
1.862	-0.06	-0.05	-0.05	-0.05	
1.8622	-0.06	-0.05	-0.05	-0.05	
1.8624	-0.06	-0.05	-0.05	-0.05	
1.8626	-0.06	-0.05	-0.05	-0.05	
1.8628	-0.06	-0.05	-0.05	-0.05	
1.863	-0.06	-0.05	-0.05	-0.05	
1.8632	-0.06	-0.05	-0.05	-0.05	
1.8634	-0.06	-0.05	-0.05	-0.05	
1.8636	-0.06	-0.05	-0.05	-0.05	
1.8638	-0.06	-0.05	-0.05	-0.05	
1.864	-0.06	-0.05	-0.05	-0.05	
1.8642	-0.06	-0.05	-0.05	-0.05	
1.8644	-0.06	-0.05	-0.05	-0.05	
1.8646	-0.06	-0.05	-0.05	-0.05	
1.8648	-0.06	-0.05	-0.05	-0.05	
1.865	-0.06	-0.05	-0.05	-0.05	
1.8652	-0.06	-0.05	-0.05	-0.05	
1.8654	-0.06	-0.05	-0.05	-0.05	
1.8656	-0.06	-0.05	-0.05	-0.05	
1.8658	-0.06	-0.05	-0.05	-0.05	
1.866	-0.06	-0.05	-0.05	-0.05	
1.8662	-0.06	-0.05	-0.05	-0.05	
1.8664	-0.06	-0.05	-0.05	-0.05	
1.8666	-0.06	-0.05	-0.05	-0.05	
1.8668	-0.06	-0.05	-0.05	-0.05	
1.867	-0.06	-0.05	-0.05	-0.05	
1.8672	-0.06	-0.05	-0.05	-0.05	
1.8674	-0.06	-0.05	-0.05	-0.05	
1.8676	-0.06	-0.05	-0.05	-0.05	
1.8678	-0.06	-0.05	-0.05	-0.05	
1.868	-0.06	-0.05	-0.05	-0.05	
1.8682	-0.06	-0.05	-0.05	-0.05	
1.8684	-0.06	-0.05	-0.05	-0.05	
1.8686	-0.06	-0.05	-0.05	-0.05	
1.8688	-0.06	-0.05	-0.05	-0.05	
1.869	-0.06	-0.05	-0.05	-0.05	
1.8692	-0.06	-0.05	-0.05	-0.05	
1.8694	-0.06	-0.05	-0.05	-0.05	
1.8696	-0.06	-0.05	-0.05	-0.05	
1.8698	-0.06	-0.05	-0.05	-0.05	
1.87	-0.06	-0.05	-0.05	-0.05	
1.8702	-0.06	-0.05	-0.05	-0.05	
1.8704	-0.06	-0.05	-0.05	-0.05	
1.8706	-0.06	-0.05	-0.05	-0.05	
1.8708	-0.06	-0.05	-0.05	-0.05	
1.871	-0.06	-0.05	-0.05	-0.05	
1.8712	-0.06	-0.05	-0.05	-0.05	
1.8714	-0.06	-0.05	-0.05	-0.05	
1.8716	-0.06	-0.05	-0.05	-0.05	
1.8718	-0.06	-0.05	-0.05	-0.05	
1.872	-0.06	-0.05	-0.05	-0.05	
1.8722	-0.06	-0.05	-0.05	-0.05	
1.8724	-0.06	-0.05	-0.05	-0.05	
1.8726	-0.06	-0.05	-0.05	-0.05	
1.8728	-0.06	-0.05	-0.05	-0.05	
1.873	-0.06	-0.05	-0.05	-0.05	
1.8732	-0.06	-0.05	-0.05	-0.05	
1.8734	-0.06	-0.05	-0.05	-0.05	
1.8736	-0.06	-0.05	-0.05	-0.05	
1.8738	-0.06	-0.05	-0.05	-0.05	
1.874	-0.06	-0.05	-0.05	-0.05	
1.8742	-0.06	-0.05	-0.05	-0.05	
1.8744	-0.06	-0.05	-0.05	-0.05	
1.8746	-0.06	-0.05	-0.05	-0.05	
1.8748	-0.06	-0.05	-0.05	-0.05	
1.875	-0.06	-0.05	-0.05	-0.05	
1.8752	-0.06	-0.05	-0.05	-0.05	
1.8754	-0.06	-0.05	-0.05	-0.05	
1.8756	-0.06	-0.05	-0.05	-0.05	
1.8758	-0.06	-0.05	-0.05	-0.05	
1.876	-0.06	-0.05	-0.05	-0.05	
1.8762	-0.06	-0.05	-0.05	-0.05	
1.8764	-0.06	-0.05	-0.05	-0.05	
1.8766	-0.06	-0.05	-0.05	-0.05	
1.8768	-0.06	-0.05	-0.05	-0.05	
1.877	-0.06	-0.05	-0.05	-0.05	
1.8772	-0.06	-0.05	-0.05	-0.05	
1.8774	-0.06	-0.05	-0.05	-0.05	
1.8776	-0.06	-0.05	-0.05	-0.05	
1.8778	-0.06	-0.05	-0.05	-0.05	
1.878	-0.06	-0.05	-0.05	-0.05	
1.8782	-0.06	-0.05	-0.05	-0.05	
1.8784	-0.06	-0.05	-0.05	-0.05	
1.8786	-0.06	-0.05	-0.05	-0.05	
1.8788	-0.06	-0.05	-0.05	-0.05	
1.879	-0.06	-0.05	-0.05	-0.05	
1.8792	-0.06	-0.05	-0.05	-0.05	
1.8794	-0.06	-0.05	-0.05	-0.05	
1.8796	-0.06	-0.05	-0.05	-0.05	
1.8798	-0.06	-0.05	-0.05	-0.05	
1.88	-0.06	-0.05	-0.05	-0.05	
1.8802	-0.06	-0.05	-0.05	-0.05	
1.8804	-0.06	-0.05	-0.05	-0.05	
1.8806	-0.06	-0.05	-0.05	-0.05	
1.8808	-0.06	-0.05	-0.05	-0.05	
1.881	-0.06	-0.05	-0.05	-0.05	
1.8812	-0.06	-0.05	-0.05	-0.05	
1.8814	-0.06	-0.05	-0.05	-0.05	
1.8816	-0.06	-0.05	-0.05	-0.05	
1.8818	-0.06	-0.05	-0.05	-0.05	
1.882	-0.06	-0.05	-0.05	-0.05	
1.8822	-0.06	-0.05	-0.05	-0.05	
1.8824	-0.06	-0.05	-0.05	-0.05	
1.8826	-0.06	-0.05	-0.05	-0.05	
1.8828	-0.06	-0.05	-0.05	-0.05	
1.883	-0.06	-0.05	-0.05	-0.05	
1.8832	-0.06	-0.05	-0.05	-0.05	
1.8834	-0.06	-0.05	-0.05	-0.05	
1.8836	-0.06	-0.05	-0.05	-0.05	
1.8838	-0.06	-0.05	-0.05	-0.05	
1.884	-0.06	-0.05	-0.05	-0.05	
1.8842	-0.06	-0.05	-0.05	-0.05	
1.8844	-0.06	-0.05	-0.05	-0.05	
1.8846	-0.06	-0.05	-0.05	-0.05	
1.8848	-0.06	-0.05	-0.05	-0.05	
1.885	-0.06	-0.05	-0.05	-0.05	
1.8852	-0.06	-0.05	-0.05	-0.05	
1.8854	-0.06	-0.05	-0.05	-0.05	
1.8856	-0.06	-0.05	-0.05	-0.05	
1.8858	-0.06	-0.05	-0.05	-0.05	
1.886	-0.06	-0.05	-0.05	-0.05	
1.8862	-0.06	-0.05	-0.05	-0.05	
1.8864	-0.06	-0.05	-0.05	-0.05	
1.8866	-0.06	-0.05	-0.05	-0.05	
1.8868	-0.06	-0.05	-0.05	-0.05	
1.887	-0.06	-0.05	-0.05	-0.05	
1.8872	-0.06	-0.05	-0.05	-0.05	
1.8874	-0.06	-0.05	-0.05	-0.05	
1.8876	-0.06	-0.05	-0.05	-0.05	
1.8878	-0.06	-0.05	-0.05	-0.05	
1.888	-0.06	-0.05	-0.05	-0.05	
1.8882	-0.06	-0.05	-0.05	-0.05	
1.8884	-0.06	-0.05	-0.05	-0.05	
1.8886	-0.06	-0.05	-0.05	-0.05	
1.8888	-0.06	-0.05	-0.05	-0.05	
1.889	-0.06	-0.05	-0.05	-0.05	
1.8892	-0.06	-0.05	-0.05	-0.05	
1.8894	-0.06	-0.05	-0.05	-0.05	
1.8896	-0.06	-0.05	-0.05	-0.05	
1.8898	-0.06	-0.05	-0.05	-0.05	
1.89	-0.06	-0.05	-0.05	-0.05	
1.8902	-0.06	-0.05	-0.05	-0.05	
1.8904	-0.06	-0.05	-0.05	-0.05	
1.8906	-0.06	-0.05	-0.05	-0.05	
1.8908	-0.06	-0.05	-0.05	-0.05	
1.891	-0.06	-0.05	-0.05	-0.05	
1.8912	-0.06	-0.05	-0.05	-0.05	
1.8914	-0.06	-0.05	-0.05	-0.05	
1.8916	-0.06	-0.05	-0.05	-0.05	
1.8918	-0.06	-0.05	-0.05	-0.05	
1.892	-0.06	-0.05	-0.05	-0.05	
1.8922	-0.06	-0.05	-0.05	-0.05	
1.8924	-0.06	-0.05	-0.05	-0.05	
1.8926	-0.06	-0.05	-0.05	-0.05	
1.8928	-0.06	-0.05	-0.05	-0.05	
1.893	-0.06	-0.05	-0.05	-0.05	
1.8932	-0.06	-0.05	-0.05	-0.05	
1.8934	-0.06	-0.05	-0.05	-0.05	
1.8936	-0.06	-0.05	-0.05	-0.05	
1.8938	-0.06	-0.05	-0.05	-0.05	
1.894	-0.06	-0.05	-0.05	-0.05	
1.8942	-0.06	-0.05	-0.05	-0.05	
1.8944	-0.06	-0.05	-0.05	-0.05	
1.8946	-0.06	-0.05	-0.05	-0.05	
1.8948	-0.06	-0.05	-0.05	-0.05	
1.895	-0.06	-0.05	-0.05	-0.05	
1.8952	-0.06	-0.05	-0.05	-0.05	
1.8954	-0.06	-0.05	-0.05	-0.05	
1.8956	-0.06	-0.05	-0.05	-0.05	
1.8958	-0.06	-0.05	-0.05	-0.05	
1.896	-0.06	-0.05	-0.05	-0.05	
1.8962	-0.06	-0.05	-0.05	-0.05	
1.8964	-0.06	-0.05	-0.05	-0.05	
1.8966	-0.06	-0.05	-0.05	-0.05	
1.8968	-0.06	-0.05	-0.05	-0.05	
1.897	-0.06	-0.05	-0.05	-0.05	
1.8972	-0.06	-0.05	-0.05	-0.05	
1.8974	-0.06	-0.05	-0.05	-0.05	
1.8976	-0.06	-0.05	-0.05	-0.05	
1.8978	-0.06	-0.05	-0.05	-0.05	
1.898	-0.06	-0.05	-0.05	-0.05	
1.8982	-0.06	-0.05	-0.05	-0.05	
1.8984	-0.06	-0.05	-0.05	-0.05	
1.8986	-0.06	-0.05	-0.05	-0.05	
1.8988	-0.06	-0.05	-0.05	-0.05	
1.899	-0.06	-0.05	-0.05	-0.05	
1.8992	-0.06	-0.05	-0.05	-0.05	
1.8994	-0.06	-0.05	-0.05	-0.05	
1.8996	-0.06	-0.05	-0.05	-0.05	
1.8998	-0.06	-0.05	-0.05	-0.05	
1.9	-0.06	-0.05	-0.05	-0.05	
1.9002	-0.06	-0.05	-0.05	-0.05	
1.9004	-0.06	-0.05	-0.05	-0.05	
1.9006	-0.06	-0.05	-0.05	-0.05	
1.9008	-0.06	-0.05	-0.05	-0.05	
1.901	-0.06	-0.05	-0.05	-0.05	
1.9012	-0.06	-0.05	-0.05	-0.05	
1.9014	-0.06	-0.05	-0.05	-0.05	
1.9016	-0.06	-0.05	-0.05	-0.05	
1.9018	-0.06	-0.05	-0.05	-0.05	
1.902	-0.06	-0.05	-0.05	-0.05	
1.9022	-0.06	-0.05	-0.05	-0.05	
1.9024	-0.06	-0.05	-0.05	-0.05	
1.9026	-0.06	-0.05	-0.05	-0.05	
1.9028	-0.06	-0.05	-0.05	-0.05	
1.903	-0.06	-0.05	-0.05	-0.05	
1.9032	-0.06	-0.05	-0.05	-0.05	
1.9034	-0.06	-0.05	-0.05	-0.05	
1.9036	-0.06	-0.05	-0.05	-0.05	
1.9038	-0.06	-0.05	-0.05	-0.05	
1.904	-0.06	-0.05	-0.05	-0.05	
1.9042	-0.06	-0.05	-0.05	-0.05	
1.9044	-0.06	-0.05	-0.05	-0.05	
1.9046	-0.06	-0.05	-0.05	-0.05	
1.9048	-0.06	-0.05	-0.05	-0.05	
1.905	-0.06	-0.05	-0.05	-0.05	
1.9052	-0.06	-0.05	-0.05	-0.05	
1.9054	-0.06	-0.05	-0.05	-0.05	
1.9056	-0.06	-0.05	-0.05	-0.05	
1.9058	-0.06	-0.05	-0.05	-0.05	
1.906	-0.06	-0.05	-0.05	-0.05	
1.9062	-0.06	-0.05	-0.05	-0.05	
1.9064	-0.06	-0.05	-0.05	-0.05	
1.9066	-0.06	-0.05	-0.05	-0.05	
1.9068	-0.06	-0.05	-0.05	-0.05	
1.907	-0.06	-0.05	-0.05	-0.05	
1.9072	-0.06	-0.05	-0.05	-0.05	
1.9074	-0.06	-0.05	-0.05	-0.05	
1.9076	-0.06	-0.05	-0.05	-0.05	
1.9078	-0.06	-0.05	-0.05	-0.05	
1.908	-0.06	-0.05	-0.05	-0.05	
1.9082	-0.06	-0.05	-0.05	-0.05	
1.9084	-0.06	-0.05	-0.05	-0.05	
1.9086	-0.06	-0.05	-0.05	-0.05	
1.9088	-0.06	-0.05	-0.05	-0.05	
1.909	-0.06	-0.05	-0.05	-0.05	
1.9092	-0.06	-0.05	-0.05	-0.05	
1.9094	-0.06	-0.05	-0.05	-0.05	
1.9096	-0.06	-0.05	-0.05	-0.05	
1.9098	-0.06	-0.05	-0.05	-0.05	
1.91	-0.06	-0.05	-0.05	-0.05	
1.9102	-0.06	-0.05	-0.05	-0.05	
1.9104	-0.06	-0.05	-0.05	-0.05	
1.9106	-0.06	-0.05	-0.05	-0.05	
1.9108	-0.06	-0.05	-0.05	-0.05	
1.911	-0.06	-0.05	-0.05	-0.05	
1.9112	-0.06	-0.05	-0.05	-0.05	
1.9114	-0.06	-0.05	-0.05	-0.05	
1.9116	-0.06	-0.05	-0.05	-0.05	
1.9118	-0.06	-0.05	-0.05	-0.05	
1.912	-0.06	-0.05	-0.05	-0.05	
1.9122	-0.06	-0.05	-0.05	-0.05	
1.9124	-0.06	-0.05	-0.05	-0.05	
1.9126	-0.06	-0.05	-0.05	-0.05	
1.9128	-0.06	-0.05	-0.05	-0.05	
1.913	-0.06	-0.05	-0.05	-0.05	
1.9132	-0.06	-0.05	-0.05	-0.05	
1.9134	-0.06	-0.05	-0.05	-0.05	
1.9136	-0.06	-0.05	-0.05	-0.05	
1.9138	-0.06	-0.05	-0.05	-0.05	
1.914	-0.06	-0.05	-0.05	-0.05	
1.9142	-0.06	-0.05	-0.05	-0.05	
1.9144	-0.06	-0.05	-0.05	-0.05	
1.9146	-0.06	-0.05	-0.05	-0.05	
1.9148	-0.06	-0.05	-0.05	-0.05	
1.915	-0.06	-0.05	-0.05	-0.05	
1.9152	-0.06	-0.05	-0.05	-0.05	
1.9154	-0.06	-0.05	-0.05	-0.05	
1.9156	-0.06	-0.05	-0.05	-0.05	
1.9158	-0.06	-0.05	-0.05	-0.05	
1.916	-0.06	-0.05	-0.05	-0.05	
1.9162	-0.06	-0.05	-0.05	-0.05	
1.9164	-0.06	-0.05	-0.05	-0.05	
1.9166	-0.06	-0.05	-0.05	-0.05	
1.9168	-0.06	-0.05	-0.05	-0.05	
1.917	-0.06	-0.05	-0.05	-0.05	
1.9172	-0.06	-0.05	-0.05	-0.05	
1.9174	-0.06	-0.05	-0.05	-0.05	
1.9176	-0.06	-0.05	-0.05	-0.05	
1.9178	-0.06	-0.05	-0.05	-0.05	
1.918	-0.06	-0.05	-0.05	-0.05	
1.9182	-0.06	-0.05	-0.05	-0.05	
1.9184	-0.06	-0.05	-0.05	-0.05	
1.9186	-0.06	-0.05	-0.05	-0.05	
1.9188	-0.06	-0.05	-0.05	-0.05	
1.919	-0.06	-0.05	-0.05	-0.05	
1.9192	-0.06	-0.05	-0.05	-0.05	
1.9194	-0.06	-0.05	-0.05	-0.05	
1.9196	-0.06	-0.05	-0.05	-0.05	
1.9198	-0.06	-0.05	-0.05	-0.05	
1.92	-0.06	-0.05	-0.05	-0.05	
1.9202	-0.06	-0.05	-0.05	-0.05	
1.9204	-0.06	-0.05	-0.05	-0.05	
1.9206	-0.06	-0.05	-0.05	-0.05	
1.9208	-0.06	-0.05	-0.05	-0.05	
1.921	-0.06	-0.05	-0.05	-0.05	
1.9212	-0.06	-0.05	-0.05	-0.05	
1.9214	-0.06	-0.05	-0.05	-0.05	
1.9216	-0.06	-0.05	-0.05	-0.05	
1.9218	-0.06	-0.05	-0.05	-0.05	
1.922	-0.06	-0.05	-0.05	-0.05	
1.9222	-0.06	-0.05	-0.05	-0.05	
1.9224	-0.06	-0.05	-0.05	-0.05	
1.9226	-0.06	-0.05	-0.05	-0.05	
1.9228	-0.06	-0.05	-0.05	-0.05	
1.923	-0.06	-0.05	-0.05	-0.05	
1.9232	-0.06	-0.05	-0.05	-0.05	
1.9234	-0.06	-0.05	-0.05	-0.05	
1.9236	-0.06	-0.05	-0.05	-0.05	
1.9238	-0.06	-0.05	-0.05	-0.05	
1.924	-0.06	-0.05	-0.05	-0.05	
1.9242	-0.06	-0.05	-0.05	-0.05	
1.9244	-0.06	-0.05	-0.05	-0.05	
1.9246	-0.06	-0.05	-0.05	-0.05	
1.9248	-0.06	-0.05	-0.05	-0.05	
1.925	-0.06	-0.05	-0.05	-0.05	
1.9252	-0.06	-0.05	-0.05	-0.05	
1.9254	-0.06	-0.05	-0.05	-0.05	
1.9256	-0.06	-0.05	-0.05	-0.05	
1.9258	-0.06	-0.05	-0.05	-0.05	
1.926	-0.06	-0.05	-0.05	-0.05	
1.9262	-0.06	-0.05	-0.05	-0.05	
1.9264	-0.06	-0.05	-0.05	-0.05	
1.9266	-0.06	-0.05	-0.05	-0.05	
1.9268	-0.06	-0.05	-0.05	-0.05	
1.927	-0.06	-0.05	-0.05	-0.05	
1.9272	-0.06	-0.05	-0.05	-0.05	
1.9274	-0.06	-0.05	-0.05	-0.05	
1.9276	-0.06	-0.05	-0.05	-0.05	
1.9278	-0.06	-0.05	-0.05	-0.05	
1.928	-0.06	-0.05	-0.05	-0.05	
1.9282	-0.06	-0.05	-0.05	-0.05	
1.9284	-0.06	-0.05	-0.05	-0.05	
1.9286	-0.06	-0.05	-0.05	-0.05	
1.9288	-0.06	-0.05	-0.05	-0.05	
1.929	-0.06	-0.05	-0.05	-0.05	
1.9292	-0.06	-0.05	-0.05	-0.05	
1.9294	-0.06	-0.05	-0.05	-0.05	
1.9296	-0.06	-0.05	-0.05	-0.05	
1.9298	-0.06	-0.05	-0.05	-0.05	
1.93	-0.06	-0.05	-0.05	-0.05	
1.9302	-0.06	-0.05	-0.05	-0.05	
1.9304	-0.06	-0.05	-0.05	-0.05	
1.9306	-0.06	-0.05	-0.05	-0.05	
1.9308	-0.06	-0.05	-0.05	-0.05	
1.931	-0.06	-0.05	-0.05	-0.05	
1.9312	-0.06	-0.05	-0.05	-0.05	
1.9314	-0.06	-0.05	-0.05	-0.05	
1.9316	-0.06	-0.05	-0.05	-0.05	
1.9318	-0.06	-0.05	-0.05	-0.05	
1.932	-0.06	-0.05	-0.05	-0.05	
1.9322	-0.06	-0.05	-0.05	-0.05	
1.9324	-0.06	-0.05	-0.05	-0.05	
1.9326	-0.06	-0.05	-0.05	-0.05	
1.9328	-0.06	-0.05	-0.05	-0.05	
1.933	-0.06	-0.05	-0.05	-0.05	
1.9332	-0.06	-0.05	-0.05	-0.05	
1.9334	-0.06	-0.05	-0.05	-0.05	
1.9336	-0.06	-0.05	-0.05	-0.05	
1.9338	-0.06	-0.05	-0.05	-0.05	
1.934	-0.06	-0.05	-0.05	-0.05	
1.9342	-0.06	-0.05	-0.05	-0.05	
1.9344	-0.06	-0.05	-0.05	-0.05	
1.9346	-0.06	-0.05	-0.05	-0.05	
1.9348	-0.06	-0.05	-0.05	-0.05	
1.935	-0.06	-0.05	-0.05	-0.05	
1.9352	-0.06	-0.05	-0.05	-0.05	
1.9354	-0.06	-0.05	-0.05	-0.05	
1.9356	-0.06	-0.05	-0.05	-0.05	
1.9358	-0.06	-0.05	-0.05	-0.05	
1.936	-0.06	-0.05	-0.05	-0.05	
1.9362	-0.06	-0.05	-0.05	-0.05	
1.9364	-0.06	-0.05	-0.05	-0.05	
1.9366	-0.06	-0.05	-0.05	-0.05	
1.9368	-0.06	-0.05	-0.05	-0.05	
1.937	-0.06	-0.05	-0.05	-0.05	
1.9372	-0.06	-0.05	-0.05	-0.05	
1.9374	-0.06	-0.05	-0.05	-0.05	
1.9376	-0.06	-0.05	-0.05	-0.05	
1.9378	-0.06	-0.05	-0.05	-0.05	
1.938	-0.06	-0.05	-0.05	-0.05	
1.9382	-0.06	-0.05	-0.05	-0.05	
1.9384	-0.06	-0.05	-0.05	-0.05	
1.9386	-0.06	-0.05	-0.05	-0.05	
1.9388	-0.06	-0.05	-0.05	-0.05	
1.939	-0.06	-0.05	-0.05	-0.05	
1.9392	-0.06	-0.05	-0.05	-0.05	
1.9394	-0.06	-0.05	-0.05	-0.05	
1.9396	-0.06	-0.05	-0.05	-0.05	
1.9398	-0.06	-0.05	-0.05	-0.05	
1.94	-0.06	-0.05	-0.05	-0.05	
1.9402	-0.06	-0.05	-0.05	-0.05	
1.9404	-0.06	-0.05	-0.05	-0.05	
1.9406	-0.06	-0.05	-0.05	-0.05	
1.9408	-0.06	-0.05	-0.05	-0.05	
1.941	-0.06	-0.05	-0.05	-0.05	
1.9412	-0.06	-0.05	-0.05	-0.05	
1.9414	-0.06	-0.05	-0.05	-0.05	
1.9416	-0.06	-0.05	-0.05	-0.05	
1.9418	-0.06	-0.05	-0.05	-0.05	
1.942	-0.06	-0.05	-0.05	-0.05	
1.9422	-0.06	-0.05	-0.05	-0.05	
1.9424	-0.06	-0.05	-0.05	-0.05	
1.9426	-0.06	-0.05	-0.05	-0.05	
1.9428	-0.06	-0.05	-0.05	-0.05	
1.943	-0.06	-0.05	-0.05	-0.05	
1.9432	-0.06	-0.05	-0.05	-0.05	
1.9434	-0.06	-0.05	-0.05	-0.05	
1.9436	-0.06	-0.05	-0.05	-0.05	
1.9438	-0.06	-0.05	-0.05	-0.05	
1.944	-0.06	-0.05	-0.05	-0.05	
1.9442	-0.06	-0.05	-0.05	-0.05	
1.9444	-0.06	-0.05	-0.05	-0.05	
1.9446	-0.06	-0.05	-0.05	-0.05	
1.9448	-0.06	-0.05	-0.05	-0.05	
1.945	-0.06	-0.05	-0.05	-0.05	
1.9452	-0.06	-0.05	-0.05	-0.05	
1.9454	-0.06	-0.05	-0.05	-0.05	
1.9456	-0.06	-0.05	-0.05	-0.05	
1.9458	-0.06	-0.05	-0.05	-0.05	
1.946	-0.06	-0.05	-0.05	-0.05	
1.9462	-0.06	-0.05	-0.05	-0.05	
1.9464	-0.06	-0.05	-0.05	-0.05	
1.9466	-0.06	-0.05	-0.05	-0.05	
1.9468	-0.06	-0.05	-0.05	-0.05	
1.947	-0.06	-0.05	-0.05	-0.05	
1.9472	-0.06	-0.05	-0.05	-0.05	
1.9474	-0.06	-0.05	-0.05	-0.05	
1.9476	-0.06	-0.05	-0.05	-0.05	
1.9478	-0.06	-0.05	-0.05	-0.05	
1.948	-0.06	-0.05	-0.05	-0.05	
1.9482	-0.06	-0.05	-0.05	-0.05	
1.9484	-0.06	-0.05	-0.05	-0.05	
1.9486	-0.06	-0.05	-0.05	-0.05	
1.9488	-0.06	-0.05	-0.05	-0.05	
1.949	-0.06	-0.05	-0.05	-0.05	
1.9492	-0.06	-0.05	-0.05	-0.05	
1.9494	-0.06	-0.05	-0.05	-0.05	
1.9496	-0.06	-0.05	-0.05	-0.05	
1.9498	-0.06	-0.05	-0.05	-0.05	
1.95	-0.06	-0.05	-0.05	-0.05	
1.9502	-0.06	-0.05	-0.05	-0.05	
1.9504	-0.06	-0.05	-0.05	-0.05	
1.9506	-0.06	-0.05	-0.05	-0.05	
1.9508	-0.06	-0.05	-0.05	-0.05	
1.951	-0.06	-0.05	-0.05	-0.05	
1.9512	-0.06	-0.05	-0.05	-0.05	
1.9514	-0.06	-0.05	-0.05	-0.05	
1.9516	-0.06	-0.05	-0.05	-0.05	
1.9518	-0.06	-0.05	-0.05	-0.05	
1.952	-0.06	-0.05	-0.05	-0.05	
1.9522	-0.06	-0.05	-0.05	-0.05	
1.9524	-0.06	-0.05	-0.05	-0.05	
1.9526	-0.06	-0.05	-0.05	-0.05	
1.9528	-0.06	-0.05	-0.05	-0.05	
1.953	-0.06	-0.05	-0.05	-0.05	
1.9532	-0.06	-0.05	-0.05	-0.05	
1.9534	-0.06	-0.05	-0.05	-0.05	
1.9536	-0.06	-0.05	-0.05	-0.05	
1.9538	-0.06	-0.05	-0.05	-0.05	
1.954	-0.06	-0.05	-0.05	-0.05	
1.9542	-0.06	-0.05	-0.05	-0.05	
1.9544	-0.06	-0.05	-0.05	-0.05	
1.9546	-0.06	-0.05	-0.05	-0.05	
1.9548	-0.06	-0.05	-0.05	-0.05	
1.955	-0.06	-0.05	-0.05	-0.05	
1.9552	-0.06	-0.05	-0.05	-0.05	
1.9554	-0.06	-0.05	-0.05	-0.05	
1.9556	-0.06	-0.05	-0.05	-0.05	
1.9558	-0.06	-0.05	-0.05	-0.05	
1.956	-0.06	-0.05	-0.05	-0.05	
1.9562	-0.06	-0.05	-0.05	-0.05	
1.9564	-0.06	-0.05	-0.05	-0.05	
1.9566	-0.06	-0.05	-0.05	-0.05	
1.9568	-0.06	-0.05	-0.05	-0.05	
1.957	-0.06	-0.05	-0.05	-0.05	
1.9572	-0.06	-0.05	-0.05	-0.05	
1.9574	-0.06	-0.05	-0.05	-0.05	
1.9576	-0.06	-0.05	-0.05	-0.05	
1.9578	-0.06	-0.05	-0.05	-0.05	
1.958	-0.06	-0.05	-0.05	-0.05	
1.9582	-0.06	-0.05	-0.05	-0.05	
1.9584	-0.06	-0.05	-0.05	-0.05	
1.9586	-0.06	-0.05	-0.05	-0.05	
1.9588	-0.06	-0.05	-0.05	-0.05	
1.959	-0.06	-0.05	-0.05	-0.05	
1.9592	-0.06	-0.05	-0.05	-0.05	
1.9594	-0.06	-0.05	-0.05	-0.05	
1.9596	-0.06	-0.05	-0.05	-0.05	
1.9598	-0.06	-0.05	-0.05	-0.05	
1.96	-0.06	-0.05	-0.05	-0.05	
1.9602	-0.06	-0.05	-0.05	-0.05	
1.9604	-0.06	-0.05	-0.05	-0.05	
1.9606	-0.06	-0.05	-0.05	-0.05	
1.9608	-0.06	-0.05	-0.05	-0.05	
1.961	-0.06	-0.05	-0.05	-0.05	
1.9612	-0.06	-0.05	-0.05	-0.05	
1.9614	-0.06	-0.05	-0.05	-0.05	
1.9616	-0.06	-0.05	-0.05	-0.05	
1.9618	-0.06	-0.05	-0.05	-0.05	
1.962	-0.06	-0.05	-0.05	-0.05	
1.9622	-0.06	-0.05	-0.05	-0.05	
1.9624	-0.06	-0.05	-0.05	-0.05	
1.9626	-0.06	-0.05	-0.05	-0.05	
1.9628	-0.06	-0.05	-0.05	-0.05	
1.963	-0.06	-0.05	-0.05	-0.05	
1.9632	-0.06	-0.05	-0.05	-0.05	
1.9634	-0.06	-0.05	-0.05	-0.05	
1.9636	-0.06	-0.05	-0.05	-0.05	
1.9638	-0.06	-0.05	-0.05	-0.05	
1.964	-0.06	-0.05	-0.05	-0.05	
1.9642	-0.06	-0.05	-0.05	-0.05	
1.9644	-0.06	-0.05	-0.05	-0.05	
1.9646	-0.06	-0.05	-0.05	-0.05	
1.9648	-0.06	-0.05	-0.05	-0.05	
1.965	-0.06	-0.05	-0.05	-0.05	
1.9652	-0.06	-0.05	-0.05	-0.05	
1.9654	-0.06	-0.05	-0.05	-0.05	
1.9656	-0.06	-0.05	-0.05	-0.05	
1.9658	-0.06	-0.05	-0.05	-0.05	
1.966	-0.06	-0.05	-0.05	-0.05	
1.9662	-0.06	-0.05	-0.05	-0.05	
1.9664	-0.06	-0.05	-0.05	-0.05	
1.9666	-0.06	-0.05	-0.05	-0.05	
1.9668	-0.06	-0.05	-0.05	-0.05	
1.967	-0.06	-0.05	-0.05	-0.05	
1.9672	-0.06	-0.05	-0.05	-0.05	
1.9674	-0.06	-0.05	-0.05	-0.05	
1.9676	-0.06	-0.05	-0.05	-0.05	
1.9678	-0.06	-0.05	-0.05	-0.05	
1.968	-0.06	-0.05	-0.05	-0.05	
1.9682	-0.06	-0.05	-0.05	-0.05	
1.9684	-0.06	-0.05	-0.05	-0.05	
1.9686	-0.06	-0.05	-0.05	-0.05	
1.9688	-0.06	-0.05	-0.05	-0.05	
1.969	-0.06	-0.05	-0.05	-0.05	
1.9692	-0.06	-0.05	-0.05	-0.05	
1.9694	-0.06	-0.05	-0.05	-0.05	
1.9696	-0.06	-0.05	-0.05	-0.05	
1.9698	-0.06	-0.05	-0.05	-0.05	
1.97	-0.06	-0.05	-0.05	-0.05	
