Time	Input	Mod 1	Mod 2	Mod 3	
0	-0.06	-0.05996008	-0.05996008	-0.05996008	
0.0002	-0.06	-0.05992032	-0.05992032	-0.05992032	
0.0004	-0.06	-0.05988072	-0.05988072	-0.05988072	
0.0006	-0.06	-0.05984127	-0.05984127	-0.05984127	
0.0008	-0.06	-0.05980199	-0.05980199	-0.05980199	
0.0009999999	-0.06	-0.05976286	-0.05976286	-0.05976286	
0.0012	-0.06	-0.05972388	-0.05972388	-0.05972388	
0.0014	-0.06	-0.05968507	-0.05968507	-0.05968507	
0.0016	-0.06	-0.0596464	-0.0596464	-0.0596464	
0.0018	-0.06	-0.05960789	-0.05960789	-0.05960789	
0.002	-0.06	-0.05956954	-0.05956954	-0.05956954	
0.0022	-0.06	-0.05953134	-0.05953134	-0.05953134	
0.0024	-0.06	-0.05949329	-0.05949329	-0.05949329	
0.0026	-0.06	-0.05945539	-0.05945539	-0.05945539	
0.0028	-0.06	-0.05941765	-0.05941765	-0.05941765	
0.003	-0.06	-0.05938005	-0.05938005	-0.05938005	
0.0032	-0.06	-0.0593426	-0.0593426	-0.0593426	
0.0034	-0.06	-0.05930531	-0.05930531	-0.05930531	
0.0036	-0.06	-0.05926816	-0.05926816	-0.05926816	
0.0038	-0.06	-0.05923116	-0.05923116	-0.05923116	
0.004	-0.06	-0.05919431	-0.05919431	-0.05919431	
0.0042	-0.06	-0.05915761	-0.05915761	-0.05915761	
0.0044	-0.06	-0.05912105	-0.05912105	-0.05912105	
0.0046	-0.06	-0.05908464	-0.05908464	-0.05908464	
0.0048	-0.06	-0.05904837	-0.05904837	-0.05904837	
0.005	-0.06	-0.05901225	-0.05901225	-0.05901225	
0.0052	-0.06	-0.05897628	-0.05897628	-0.05897628	
0.0054	-0.06	-0.05894044	-0.05894044	-0.05894044	
0.0056	-0.06	-0.05890475	-0.05890475	-0.05890475	
0.0058	-0.06	-0.05886921	-0.05886921	-0.05886921	
0.006	-0.06	-0.0588338	-0.0588338	-0.0588338	
0.0062	-0.06	-0.05879853	-0.05879853	-0.05879853	
0.0064	-0.06	-0.05876341	-0.05876341	-0.05876341	
0.0066	-0.06	-0.05872843	-0.05872843	-0.05872843	
0.0068	-0.06	-0.05869358	-0.05869358	-0.05869358	
0.007	-0.06	-0.05865888	-0.05865888	-0.05865888	
0.0072	-0.06	-0.05862431	-0.05862431	-0.05862431	
0.0074	-0.06	-0.05858988	-0.05858988	-0.05858988	
0.0076	-0.06	-0.05855559	-0.05855559	-0.05855559	
0.0078	-0.06	-0.05852144	-0.05852144	-0.05852144	
0.007999999	-0.06	-0.05848742	-0.05848742	-0.05848742	
0.0082	-0.06	-0.05845354	-0.05845354	-0.05845354	
0.0084	-0.06	-0.05841979	-0.05841979	-0.05841979	
0.008599999	-0.06	-0.05838618	-0.05838618	-0.05838618	
0.0088	-0.06	-0.0583527	-0.0583527	-0.0583527	
0.009	-0.06	-0.05831936	-0.05831936	-0.05831936	
0.0092	-0.06	-0.05828615	-0.05828615	-0.05828615	
0.0094	-0.06	-0.05825307	-0.05825307	-0.05825307	
0.0096	-0.06	-0.05822012	-0.05822012	-0.05822012	
0.0098	-0.06	-0.05818731	-0.05818731	-0.05818731	
0.01	-0.06	-0.05815462	-0.05815462	-0.05815462	
0.0102	-0.06	-0.05812207	-0.05812207	-0.05812207	
0.0104	-0.06	-0.05808965	-0.05808965	-0.05808965	
0.0106	-0.06	-0.05805735	-0.05805735	-0.05805735	
0.0108	-0.06	-0.05802519	-0.05802519	-0.05802519	
0.011	-0.06	-0.05799315	-0.05799315	-0.05799315	
0.0112	-0.06	-0.05796124	-0.05796124	-0.05796124	
0.0114	-0.06	-0.05792946	-0.05792946	-0.05792946	
0.0116	-0.06	-0.05789781	-0.05789781	-0.05789781	
0.0118	-0.06	-0.05786628	-0.05786628	-0.05786628	
0.012	-0.06	-0.05783487	-0.05783487	-0.05783487	
0.0122	-0.06	-0.0578036	-0.0578036	-0.0578036	
0.0124	-0.06	-0.05777245	-0.05777245	-0.05777245	
0.0126	-0.06	-0.05774142	-0.05774142	-0.05774142	
0.0128	-0.06	-0.05771052	-0.05771052	-0.05771052	
0.013	-0.06	-0.05767974	-0.05767974	-0.05767974	
0.0132	-0.06	-0.05764908	-0.05764908	-0.05764908	
0.0134	-0.06	-0.05761854	-0.05761854	-0.05761854	
0.0136	-0.06	-0.05758813	-0.05758813	-0.05758813	
0.0138	-0.06	-0.05755784	-0.05755784	-0.05755784	
0.014	-0.06	-0.05752767	-0.05752767	-0.05752767	
0.0142	-0.06	-0.05749762	-0.05749762	-0.05749762	
0.0144	-0.06	-0.05746768	-0.05746768	-0.05746768	
0.0146	-0.06	-0.05743787	-0.05743787	-0.05743787	
0.0148	-0.06	-0.05740818	-0.05740818	-0.05740818	
0.015	-0.06	-0.05737861	-0.05737861	-0.05737861	
0.0152	-0.06	-0.05734915	-0.05734915	-0.05734915	
0.0154	-0.06	-0.05731982	-0.05731982	-0.05731982	
0.0156	-0.06	-0.0572906	-0.0572906	-0.0572906	
0.0158	-0.06	-0.05726149	-0.05726149	-0.05726149	
0.016	-0.06	-0.0572325	-0.0572325	-0.0572325	
0.0162	-0.06	-0.05720363	-0.05720363	-0.05720363	
0.0164	-0.06	-0.05717487	-0.05717487	-0.05717487	
0.0166	-0.06	-0.05714623	-0.05714623	-0.05714623	
0.0168	-0.06	-0.0571177	-0.0571177	-0.0571177	
0.017	-0.06	-0.05708929	-0.05708929	-0.05708929	
0.0172	-0.06	-0.05706099	-0.05706099	-0.05706099	
0.0174	-0.06	-0.0570328	-0.0570328	-0.0570328	
0.0176	-0.06	-0.05700473	-0.05700473	-0.05700473	
0.0178	-0.06	-0.05697676	-0.05697676	-0.05697676	
0.018	-0.06	-0.05694891	-0.05694891	-0.05694891	
0.0182	-0.06	-0.05692117	-0.05692117	-0.05692117	
0.0184	-0.06	-0.05689354	-0.05689354	-0.05689354	
0.0186	-0.06	-0.05686602	-0.05686602	-0.05686602	
0.0188	-0.06	-0.05683861	-0.05683861	-0.05683861	
0.019	-0.06	-0.05681131	-0.05681131	-0.05681131	
0.0192	-0.06	-0.05678412	-0.05678412	-0.05678412	
0.0194	-0.06	-0.05675704	-0.05675704	-0.05675704	
0.0196	-0.06	-0.05673007	-0.05673007	-0.05673007	
0.0198	-0.06	-0.0567032	-0.0567032	-0.0567032	
0.02	-0.06	-0.05667644	-0.05667644	-0.05667644	
0.0202	-0.06	-0.05664979	-0.05664979	-0.05664979	
0.0204	-0.06	-0.05662324	-0.05662324	-0.05662324	
0.0206	-0.06	-0.0565968	-0.0565968	-0.0565968	
0.0208	-0.06	-0.05657047	-0.05657047	-0.05657047	
0.021	-0.06	-0.05654424	-0.05654424	-0.05654424	
0.0212	-0.06	-0.05651812	-0.05651812	-0.05651812	
0.0214	-0.06	-0.05649209	-0.05649209	-0.05649209	
0.0216	-0.06	-0.05646618	-0.05646618	-0.05646618	
0.0218	-0.06	-0.05644036	-0.05644036	-0.05644036	
0.022	-0.06	-0.05641465	-0.05641465	-0.05641465	
0.0222	-0.06	-0.05638905	-0.05638905	-0.05638905	
0.0224	-0.06	-0.05636354	-0.05636354	-0.05636354	
0.0226	-0.06	-0.05633814	-0.05633814	-0.05633814	
0.0228	-0.06	-0.05631284	-0.05631284	-0.05631284	
0.023	-0.06	-0.05628764	-0.05628764	-0.05628764	
0.0232	-0.06	-0.05626253	-0.05626253	-0.05626253	
0.0234	-0.06	-0.05623753	-0.05623753	-0.05623753	
0.0236	-0.06	-0.05621263	-0.05621263	-0.05621263	
0.0238	-0.06	-0.05618783	-0.05618783	-0.05618783	
0.024	-0.06	-0.05616313	-0.05616313	-0.05616313	
0.0242	-0.06	-0.05613853	-0.05613853	-0.05613853	
0.0244	-0.06	-0.05611403	-0.05611403	-0.05611403	
0.0246	-0.06	-0.05608962	-0.05608962	-0.05608962	
0.0248	-0.06	-0.05606531	-0.05606531	-0.05606531	
0.025	-0.06	-0.0560411	-0.0560411	-0.0560411	
0.0252	-0.06	-0.05601698	-0.05601698	-0.05601698	
0.0254	-0.06	-0.05599296	-0.05599296	-0.05599296	
0.0256	-0.06	-0.05596903	-0.05596903	-0.05596903	
0.0258	-0.06	-0.05594521	-0.05594521	-0.05594521	
0.026	-0.06	-0.05592147	-0.05592147	-0.05592147	
0.0262	-0.06	-0.05589783	-0.05589783	-0.05589783	
0.0264	-0.06	-0.05587429	-0.05587429	-0.05587429	
0.0266	-0.06	-0.05585084	-0.05585084	-0.05585084	
0.0268	-0.06	-0.05582748	-0.05582748	-0.05582748	
0.027	-0.06	-0.05580422	-0.05580422	-0.05580422	
0.0272	-0.06	-0.05578105	-0.05578105	-0.05578105	
0.0274	-0.06	-0.05575797	-0.05575797	-0.05575797	
0.0276	-0.06	-0.05573498	-0.05573498	-0.05573498	
0.0278	-0.06	-0.05571209	-0.05571209	-0.05571209	
0.028	-0.06	-0.05568929	-0.05568929	-0.05568929	
0.0282	-0.06	-0.05566658	-0.05566658	-0.05566658	
0.0284	-0.06	-0.05564396	-0.05564396	-0.05564396	
0.0286	-0.06	-0.05562142	-0.05562142	-0.05562142	
0.0288	-0.06	-0.05559899	-0.05559899	-0.05559899	
0.029	-0.06	-0.05557663	-0.05557663	-0.05557663	
0.0292	-0.06	-0.05555437	-0.05555437	-0.05555437	
0.0294	-0.06	-0.0555322	-0.0555322	-0.0555322	
0.0296	-0.06	-0.05551011	-0.05551011	-0.05551011	
0.0298	-0.06	-0.05548812	-0.05548812	-0.05548812	
0.03	-0.06	-0.05546621	-0.05546621	-0.05546621	
0.0302	-0.06	-0.05544439	-0.05544439	-0.05544439	
0.0304	-0.06	-0.05542265	-0.05542265	-0.05542265	
0.0306	-0.06	-0.055401	-0.055401	-0.055401	
0.0308	-0.06	-0.05537944	-0.05537944	-0.05537944	
0.031	-0.06	-0.05535797	-0.05535797	-0.05535797	
0.0312	-0.06	-0.05533658	-0.05533658	-0.05533658	
0.0314	-0.06	-0.05531528	-0.05531528	-0.05531528	
0.0316	-0.06	-0.05529406	-0.05529406	-0.05529406	
0.0318	-0.06	-0.05527293	-0.05527293	-0.05527293	
0.032	-0.06	-0.05525187	-0.05525187	-0.05525187	
0.0322	-0.06	-0.05523091	-0.05523091	-0.05523091	
0.0324	-0.06	-0.05521003	-0.05521003	-0.05521003	
0.0326	-0.06	-0.05518923	-0.05518923	-0.05518923	
0.0328	-0.06	-0.05516851	-0.05516851	-0.05516851	
0.033	-0.06	-0.05514788	-0.05514788	-0.05514788	
0.0332	-0.06	-0.05512733	-0.05512733	-0.05512733	
0.0334	-0.06	-0.05510686	-0.05510686	-0.05510686	
0.0336	-0.06	-0.05508647	-0.05508647	-0.05508647	
0.0338	-0.06	-0.05506617	-0.05506617	-0.05506617	
0.034	-0.06	-0.05504595	-0.05504595	-0.05504595	
0.0342	-0.06	-0.0550258	-0.0550258	-0.0550258	
0.0344	-0.06	-0.05500574	-0.05500574	-0.05500574	
0.0346	-0.06	-0.05498576	-0.05498576	-0.05498576	
0.0348	-0.06	-0.05496585	-0.05496585	-0.05496585	
0.035	-0.06	-0.05494603	-0.05494603	-0.05494603	
0.0352	-0.06	-0.05492628	-0.05492628	-0.05492628	
0.0354	-0.06	-0.05490662	-0.05490662	-0.05490662	
0.0356	-0.06	-0.05488703	-0.05488703	-0.05488703	
0.0358	-0.06	-0.05486752	-0.05486752	-0.05486752	
0.036	-0.06	-0.05484809	-0.05484809	-0.05484809	
0.0362	-0.06	-0.05482874	-0.05482874	-0.05482874	
0.0364	-0.06	-0.05480946	-0.05480946	-0.05480946	
0.0366	-0.06	-0.05479026	-0.05479026	-0.05479026	
0.0368	-0.06	-0.05477114	-0.05477114	-0.05477114	
0.037	-0.06	-0.05475209	-0.05475209	-0.05475209	
0.0372	-0.06	-0.05473312	-0.05473312	-0.05473312	
0.0374	-0.06	-0.05471423	-0.05471423	-0.05471423	
0.0376	-0.06	-0.05469541	-0.05469541	-0.05469541	
0.0378	-0.06	-0.05467666	-0.05467666	-0.05467666	
0.038	-0.06	-0.054658	-0.054658	-0.054658	
0.0382	-0.06	-0.0546394	-0.0546394	-0.0546394	
0.0384	-0.06	-0.05462088	-0.05462088	-0.05462088	
0.0386	-0.06	-0.05460243	-0.05460243	-0.05460243	
0.0388	-0.06	-0.05458406	-0.05458406	-0.05458406	
0.039	-0.06	-0.05456576	-0.05456576	-0.05456576	
0.0392	-0.06	-0.05454753	-0.05454753	-0.05454753	
0.0394	-0.06	-0.05452938	-0.05452938	-0.05452938	
0.0396	-0.06	-0.0545113	-0.0545113	-0.0545113	
0.0398	-0.06	-0.05449329	-0.05449329	-0.05449329	
0.04	-0.06	-0.05447535	-0.05447535	-0.05447535	
0.0402	-0.06	-0.05445749	-0.05445749	-0.05445749	
0.0404	-0.06	-0.05443969	-0.05443969	-0.05443969	
0.0406	-0.06	-0.05442197	-0.05442197	-0.05442197	
0.0408	-0.06	-0.05440432	-0.05440432	-0.05440432	
0.041	-0.06	-0.05438673	-0.05438673	-0.05438673	
0.0412	-0.06	-0.05436922	-0.05436922	-0.05436922	
0.0414	-0.06	-0.05435178	-0.05435178	-0.05435178	
0.0416	-0.06	-0.05433441	-0.05433441	-0.05433441	
0.0418	-0.06	-0.05431711	-0.05431711	-0.05431711	
0.042	-0.06	-0.05429987	-0.05429987	-0.05429987	
0.0422	-0.06	-0.05428271	-0.05428271	-0.05428271	
0.0424	-0.06	-0.05426561	-0.05426561	-0.05426561	
0.0426	-0.06	-0.05424858	-0.05424858	-0.05424858	
0.0428	-0.06	-0.05423162	-0.05423162	-0.05423162	
0.043	-0.06	-0.05421473	-0.05421473	-0.05421473	
0.0432	-0.06	-0.0541979	-0.0541979	-0.0541979	
0.0434	-0.06	-0.05418114	-0.05418114	-0.05418114	
0.0436	-0.06	-0.05416445	-0.05416445	-0.05416445	
0.0438	-0.06	-0.05414783	-0.05414783	-0.05414783	
0.044	-0.06	-0.05413127	-0.05413127	-0.05413127	
0.0442	-0.06	-0.05411478	-0.05411478	-0.05411478	
0.0444	-0.06	-0.05409835	-0.05409835	-0.05409835	
0.0446	-0.06	-0.05408199	-0.05408199	-0.05408199	
0.0448	-0.06	-0.0540657	-0.0540657	-0.0540657	
0.045	-0.06	-0.05404947	-0.05404947	-0.05404947	
0.0452	-0.06	-0.0540333	-0.0540333	-0.0540333	
0.0454	-0.06	-0.0540172	-0.0540172	-0.0540172	
0.0456	-0.06	-0.05400116	-0.05400116	-0.05400116	
0.0458	-0.06	-0.05398519	-0.05398519	-0.05398519	
0.046	-0.06	-0.05396928	-0.05396928	-0.05396928	
0.0462	-0.06	-0.05395344	-0.05395344	-0.05395344	
0.0464	-0.06	-0.05393765	-0.05393765	-0.05393765	
0.0466	-0.06	-0.05392193	-0.05392193	-0.05392193	
0.0468	-0.06	-0.05390628	-0.05390628	-0.05390628	
0.047	-0.06	-0.05389068	-0.05389068	-0.05389068	
0.0472	-0.06	-0.05387515	-0.05387515	-0.05387515	
0.0474	-0.06	-0.05385968	-0.05385968	-0.05385968	
0.0476	-0.06	-0.05384428	-0.05384428	-0.05384428	
0.0478	-0.06	-0.05382893	-0.05382893	-0.05382893	
0.048	-0.06	-0.05381364	-0.05381364	-0.05381364	
0.0482	-0.06	-0.05379842	-0.05379842	-0.05379842	
0.0484	-0.06	-0.05378326	-0.05378326	-0.05378326	
0.0486	-0.06	-0.05376815	-0.05376815	-0.05376815	
0.0488	-0.06	-0.05375311	-0.05375311	-0.05375311	
0.049	-0.06	-0.05373813	-0.05373813	-0.05373813	
0.0492	-0.06	-0.0537232	-0.0537232	-0.0537232	
0.0494	-0.06	-0.05370834	-0.05370834	-0.05370834	
0.0496	-0.06	-0.05369354	-0.05369354	-0.05369354	
0.0498	-0.06	-0.0536788	-0.0536788	-0.0536788	
0.05	-0.06	-0.05366411	-0.05366411	-0.05366411	
0.0502	-0.06	-0.05364948	-0.05364948	-0.05364948	
0.0504	-0.06	-0.05363491	-0.05363491	-0.05363491	
0.0506	-0.06	-0.0536204	-0.0536204	-0.0536204	
0.0508	-0.06	-0.05360595	-0.05360595	-0.05360595	
0.051	-0.06	-0.05359155	-0.05359155	-0.05359155	
0.0512	-0.06	-0.05357722	-0.05357722	-0.05357722	
0.0514	-0.06	-0.05356294	-0.05356294	-0.05356294	
0.0516	-0.06	-0.05354871	-0.05354871	-0.05354871	
0.0518	-0.06	-0.05353455	-0.05353455	-0.05353455	
0.052	-0.06	-0.05352044	-0.05352044	-0.05352044	
0.0522	-0.06	-0.05350638	-0.05350638	-0.05350638	
0.0524	-0.06	-0.05349239	-0.05349239	-0.05349239	
0.0526	-0.06	-0.05347845	-0.05347845	-0.05347845	
0.0528	-0.06	-0.05346456	-0.05346456	-0.05346456	
0.053	-0.06	-0.05345073	-0.05345073	-0.05345073	
0.0532	-0.06	-0.05343695	-0.05343695	-0.05343695	
0.0534	-0.06	-0.05342323	-0.05342323	-0.05342323	
0.0536	-0.06	-0.05340957	-0.05340957	-0.05340957	
0.0538	-0.06	-0.05339596	-0.05339596	-0.05339596	
0.054	-0.06	-0.0533824	-0.0533824	-0.0533824	
0.0542	-0.06	-0.0533689	-0.0533689	-0.0533689	
0.0544	-0.06	-0.05335545	-0.05335545	-0.05335545	
0.0546	-0.06	-0.05334205	-0.05334205	-0.05334205	
0.0548	-0.06	-0.05332871	-0.05332871	-0.05332871	
0.055	-0.06	-0.05331542	-0.05331542	-0.05331542	
0.0552	-0.06	-0.05330219	-0.05330219	-0.05330219	
0.0554	-0.06	-0.053289	-0.053289	-0.053289	
0.0556	-0.06	-0.05327588	-0.05327588	-0.05327588	
0.0558	-0.06	-0.0532628	-0.0532628	-0.0532628	
0.056	-0.06	-0.05324977	-0.05324977	-0.05324977	
0.0562	-0.06	-0.0532368	-0.0532368	-0.0532368	
0.0564	-0.06	-0.05322388	-0.05322388	-0.05322388	
0.0566	-0.06	-0.05321101	-0.05321101	-0.05321101	
0.0568	-0.06	-0.05319819	-0.05319819	-0.05319819	
0.057	-0.06	-0.05318542	-0.05318542	-0.05318542	
0.0572	-0.06	-0.05317271	-0.05317271	-0.05317271	
0.0574	-0.06	-0.05316004	-0.05316004	-0.05316004	
0.0576	-0.06	-0.05314743	-0.05314743	-0.05314743	
0.0578	-0.06	-0.05313486	-0.05313486	-0.05313486	
0.058	-0.06	-0.05312235	-0.05312235	-0.05312235	
0.0582	-0.06	-0.05310988	-0.05310988	-0.05310988	
0.0584	-0.06	-0.05309747	-0.05309747	-0.05309747	
0.0586	-0.06	-0.0530851	-0.0530851	-0.0530851	
0.0588	-0.06	-0.05307279	-0.05307279	-0.05307279	
0.059	-0.06	-0.05306052	-0.05306052	-0.05306052	
0.0592	-0.06	-0.0530483	-0.0530483	-0.0530483	
0.0594	-0.06	-0.05303613	-0.05303613	-0.05303613	
0.0596	-0.06	-0.05302401	-0.05302401	-0.05302401	
0.0598	-0.06	-0.05301194	-0.05301194	-0.05301194	
0.06	-0.06	-0.05299992	-0.05299992	-0.05299992	
0.0602	-0.06	-0.05298794	-0.05298794	-0.05298794	
0.0604	-0.06	-0.05297602	-0.05297602	-0.05297602	
0.0606	-0.06	-0.05296414	-0.05296414	-0.05296414	
0.0608	-0.06	-0.0529523	-0.0529523	-0.0529523	
0.061	-0.06	-0.05294052	-0.05294052	-0.05294052	
0.0612	-0.06	-0.05292878	-0.05292878	-0.05292878	
0.0614	-0.06	-0.05291709	-0.05291709	-0.05291709	
0.0616	-0.06	-0.05290544	-0.05290544	-0.05290544	
0.0618	-0.06	-0.05289384	-0.05289384	-0.05289384	
0.062	-0.06	-0.05288229	-0.05288229	-0.05288229	
0.0622	-0.06	-0.05287078	-0.05287078	-0.05287078	
0.0624	-0.06	-0.05285932	-0.05285932	-0.05285932	
0.0626	-0.06	-0.05284791	-0.05284791	-0.05284791	
0.0628	-0.06	-0.05283654	-0.05283654	-0.05283654	
0.063	-0.06	-0.05282522	-0.05282522	-0.05282522	
0.0632	-0.06	-0.05281394	-0.05281394	-0.05281394	
0.0634	-0.06	-0.0528027	-0.0528027	-0.0528027	
0.0636	-0.06	-0.05279152	-0.05279152	-0.05279152	
0.0638	-0.06	-0.05278037	-0.05278037	-0.05278037	
0.064	-0.06	-0.05276927	-0.05276927	-0.05276927	
0.0642	-0.06	-0.05275822	-0.05275822	-0.05275822	
0.06439999	-0.06	-0.05274721	-0.05274721	-0.05274721	
0.0646	-0.06	-0.05273624	-0.05273624	-0.05273624	
0.0648	-0.06	-0.05272532	-0.05272532	-0.05272532	
0.065	-0.06	-0.05271444	-0.05271444	-0.05271444	
0.0652	-0.06	-0.0527036	-0.0527036	-0.0527036	
0.0654	-0.06	-0.05269281	-0.05269281	-0.05269281	
0.0656	-0.06	-0.05268206	-0.05268206	-0.05268206	
0.0658	-0.06	-0.05267135	-0.05267135	-0.05267135	
0.066	-0.06	-0.05266069	-0.05266069	-0.05266069	
0.0662	-0.06	-0.05265007	-0.05265007	-0.05265007	
0.0664	-0.06	-0.05263949	-0.05263949	-0.05263949	
0.06659999	-0.06	-0.05262895	-0.05262895	-0.05262895	
0.0668	-0.06	-0.05261846	-0.05261846	-0.05261846	
0.067	-0.06	-0.05260801	-0.05260801	-0.05260801	
0.0672	-0.06	-0.05259759	-0.05259759	-0.05259759	
0.0674	-0.06	-0.05258722	-0.05258722	-0.05258722	
0.0676	-0.06	-0.0525769	-0.0525769	-0.0525769	
0.0678	-0.06	-0.05256661	-0.05256661	-0.05256661	
0.068	-0.06	-0.05255636	-0.05255636	-0.05255636	
0.0682	-0.06	-0.05254616	-0.05254616	-0.05254616	
0.0684	-0.06	-0.05253599	-0.05253599	-0.05253599	
0.0686	-0.06	-0.05252587	-0.05252587	-0.05252587	
0.06879999	-0.06	-0.05251579	-0.05251579	-0.05251579	
0.069	-0.06	-0.05250574	-0.05250574	-0.05250574	
0.0692	-0.06	-0.05249574	-0.05249574	-0.05249574	
0.0694	-0.06	-0.05248578	-0.05248578	-0.05248578	
0.0696	-0.06	-0.05247585	-0.05247585	-0.05247585	
0.0698	-0.06	-0.05246597	-0.05246597	-0.05246597	
0.07	-0.06	-0.05245613	-0.05245613	-0.05245613	
0.0702	-0.06	-0.05244632	-0.05244632	-0.05244632	
0.0704	-0.06	-0.05243656	-0.05243656	-0.05243656	
0.0706	-0.06	-0.05242683	-0.05242683	-0.05242683	
0.0708	-0.06	-0.05241714	-0.05241714	-0.05241714	
0.07099999	-0.06	-0.05240749	-0.05240749	-0.05240749	
0.0712	-0.06	-0.05239788	-0.05239788	-0.05239788	
0.0714	-0.06	-0.05238831	-0.05238831	-0.05238831	
0.0716	-0.06	-0.05237877	-0.05237877	-0.05237877	
0.0718	-0.06	-0.05236928	-0.05236928	-0.05236928	
0.072	-0.06	-0.05235982	-0.05235982	-0.05235982	
0.0722	-0.06	-0.0523504	-0.0523504	-0.0523504	
0.0724	-0.06	-0.05234102	-0.05234102	-0.05234102	
0.0726	-0.06	-0.05233167	-0.05233167	-0.05233167	
0.0728	-0.06	-0.05232236	-0.05232236	-0.05232236	
0.073	-0.06	-0.05231309	-0.05231309	-0.05231309	
0.07319999	-0.06	-0.05230386	-0.05230386	-0.05230386	
0.0734	-0.06	-0.05229466	-0.05229466	-0.05229466	
0.0736	-0.06	-0.0522855	-0.0522855	-0.0522855	
0.0738	-0.06	-0.05227638	-0.05227638	-0.05227638	
0.074	-0.06	-0.05226729	-0.05226729	-0.05226729	
0.0742	-0.06	-0.05225824	-0.05225824	-0.05225824	
0.0744	-0.06	-0.05224922	-0.05224922	-0.05224922	
0.0746	-0.06	-0.05224025	-0.05224025	-0.05224025	
0.0748	-0.06	-0.0522313	-0.0522313	-0.0522313	
0.075	-0.06	-0.05222239	-0.05222239	-0.05222239	
0.0752	-0.06	-0.05221352	-0.05221352	-0.05221352	
0.07539999	-0.06	-0.05220469	-0.05220469	-0.05220469	
0.0756	-0.06	-0.05219588	-0.05219588	-0.05219588	
0.0758	-0.06	-0.05218712	-0.05218712	-0.05218712	
0.076	-0.06	-0.05217839	-0.05217839	-0.05217839	
0.0762	-0.06	-0.05216969	-0.05216969	-0.05216969	
0.0764	-0.06	-0.05216103	-0.05216103	-0.05216103	
0.0766	-0.06	-0.0521524	-0.0521524	-0.0521524	
0.0768	-0.06	-0.05214381	-0.05214381	-0.05214381	
0.077	-0.06	-0.05213525	-0.05213525	-0.05213525	
0.0772	-0.06	-0.05212673	-0.05212673	-0.05212673	
0.0774	-0.06	-0.05211824	-0.05211824	-0.05211824	
0.07759999	-0.06	-0.05210978	-0.05210978	-0.05210978	
0.0778	-0.06	-0.05210136	-0.05210136	-0.05210136	
0.078	-0.06	-0.05209297	-0.05209297	-0.05209297	
0.0782	-0.06	-0.05208462	-0.05208462	-0.05208462	
0.0784	-0.06	-0.0520763	-0.0520763	-0.0520763	
0.0786	-0.06	-0.05206801	-0.05206801	-0.05206801	
0.0788	-0.06	-0.05205975	-0.05205975	-0.05205975	
0.079	-0.06	-0.05205153	-0.05205153	-0.05205153	
0.0792	-0.06	-0.05204334	-0.05204334	-0.05204334	
0.0794	-0.06	-0.05203518	-0.05203518	-0.05203518	
0.0796	-0.06	-0.05202706	-0.05202706	-0.05202706	
0.07979999	-0.06	-0.05201897	-0.05201897	-0.05201897	
0.08	-0.06	-0.0520109	-0.0520109	-0.0520109	
0.0802	-0.06	-0.05200288	-0.05200288	-0.05200288	
0.0804	-0.06	-0.05199488	-0.05199488	-0.05199488	
0.0806	-0.06	-0.05198692	-0.05198692	-0.05198692	
0.0808	-0.06	-0.05197899	-0.05197899	-0.05197899	
0.081	-0.06	-0.05197109	-0.05197109	-0.05197109	
0.0812	-0.06	-0.05196322	-0.05196322	-0.05196322	
0.0814	-0.06	-0.05195538	-0.05195538	-0.05195538	
0.0816	-0.06	-0.05194758	-0.05194758	-0.05194758	
0.0818	-0.06	-0.0519398	-0.0519398	-0.0519398	
0.08199999	-0.06	-0.05193206	-0.05193206	-0.05193206	
0.0822	-0.06	-0.05192434	-0.05192434	-0.05192434	
0.0824	-0.06	-0.05191666	-0.05191666	-0.05191666	
0.0826	-0.06	-0.05190901	-0.05190901	-0.05190901	
0.0828	-0.06	-0.05190139	-0.05190139	-0.05190139	
0.083	-0.06	-0.0518938	-0.0518938	-0.0518938	
0.0832	-0.06	-0.05188624	-0.05188624	-0.05188624	
0.0834	-0.06	-0.05187871	-0.05187871	-0.05187871	
0.0836	-0.06	-0.05187121	-0.05187121	-0.05187121	
0.0838	-0.06	-0.05186374	-0.05186374	-0.05186374	
0.084	-0.06	-0.0518563	-0.0518563	-0.0518563	
0.08419999	-0.06	-0.05184889	-0.05184889	-0.05184889	
0.0844	-0.06	-0.05184151	-0.05184151	-0.05184151	
0.0846	-0.06	-0.05183416	-0.05183416	-0.05183416	
0.0848	-0.06	-0.05182683	-0.05182683	-0.05182683	
0.085	-0.06	-0.05181954	-0.05181954	-0.05181954	
0.0852	-0.06	-0.05181228	-0.05181228	-0.05181228	
0.0854	-0.06	-0.05180505	-0.05180505	-0.05180505	
0.0856	-0.06	-0.05179784	-0.05179784	-0.05179784	
0.0858	-0.06	-0.05179066	-0.05179066	-0.05179066	
0.086	-0.06	-0.05178351	-0.05178351	-0.05178351	
0.0862	-0.06	-0.05177639	-0.05177639	-0.05177639	
0.08639999	-0.06	-0.0517693	-0.0517693	-0.0517693	
0.0866	-0.06	-0.05176224	-0.05176224	-0.05176224	
0.08679999	-0.06	-0.0517552	-0.0517552	-0.0517552	
0.087	-0.06	-0.0517482	-0.0517482	-0.0517482	
0.0872	-0.06	-0.05174122	-0.05174122	-0.05174122	
0.0874	-0.06	-0.05173427	-0.05173427	-0.05173427	
0.0876	-0.06	-0.05172734	-0.05172734	-0.05172734	
