Time	BL_Ankle-Ext Ia	BL_Ankle-Ext Ib	BL_Ankle-Flx II	BL_Ankle-Flx Ia	BL_Ankle-Flx Ib	BL_Hip-Ext II	BL_Hip-Flx II	BL_Hip-Flx Ia	
2.8496	-0.05931995	-0.05296504	-0.05183084	-0.0589924	-0.06052305	-0.055474	-0.04330218	-0.05812051	
2.85168	-0.05929232	-0.05295568	-0.05183185	-0.05903346	-0.06052183	-0.05548671	-0.04328746	-0.05812907	
2.85376	-0.05932115	-0.05294336	-0.05183252	-0.05907284	-0.06052525	-0.05549889	-0.04327324	-0.05819443	
2.85584	-0.05934881	-0.05294012	-0.05183296	-0.05911062	-0.06052328	-0.05549539	-0.04327734	-0.05827276	
2.85792	-0.05937535	-0.05293798	-0.05183325	-0.05914686	-0.06052198	-0.05549308	-0.04328004	-0.05834949	
2.86	-0.0594008	-0.05294915	-0.05183344	-0.05918162	-0.06051871	-0.05551464	-0.04325487	-0.05833907	
2.86208	-0.05942522	-0.05295651	-0.05183357	-0.05921497	-0.06051655	-0.05552886	-0.04323827	-0.05832887	
2.86416	-0.05944864	-0.05298268	-0.05182267	-0.05918587	-0.06051181	-0.05555359	-0.04320939	-0.0583333	
2.86624	-0.0594711	-0.05299994	-0.05181549	-0.05915796	-0.06050867	-0.0555699	-0.04319034	-0.05833764	
2.86832	-0.05949266	-0.05301133	-0.05181075	-0.05913118	-0.06050661	-0.05558066	-0.04317777	-0.05834188	
2.8704	-0.05951333	-0.05306273	-0.05179665	-0.05908513	-0.06049307	-0.05558009	-0.04317844	-0.05841718	
2.87248	-0.05939544	-0.0530828	-0.05184222	-0.05912241	-0.06051056	-0.05560636	-0.04314748	-0.05840785	
2.87456	-0.05928236	-0.05309604	-0.05187228	-0.05915817	-0.0605221	-0.05562368	-0.04312706	-0.05839872	
2.87664	-0.05917388	-0.05310477	-0.05189211	-0.05919247	-0.06052972	-0.05563511	-0.04311359	-0.05838977	
2.87872	-0.05906983	-0.05311053	-0.05190519	-0.05922538	-0.06053474	-0.05564266	-0.0431047	-0.05838101	
2.8808	-0.05910773	-0.05314124	-0.05190285	-0.05920807	-0.0603333	-0.05564388	-0.04310329	-0.05845551	
2.88288	-0.05914409	-0.0531615	-0.0519013	-0.05919147	-0.06020041	-0.05564469	-0.04310236	-0.05852847	
2.88496	-0.05917896	-0.05317487	-0.05190028	-0.05917554	-0.06011275	-0.05564523	-0.04310174	-0.05859993	
2.88704	-0.05921242	-0.05317332	-0.05187766	-0.05914805	-0.06010854	-0.05564558	-0.04310134	-0.05866992	
2.88912	-0.05924451	-0.0531723	-0.05186274	-0.05912168	-0.06010577	-0.05564581	-0.04310107	-0.05873847	
2.8912	-0.05922027	-0.05317254	-0.05187484	-0.05915747	-0.06013478	-0.05559231	-0.04316376	-0.05880561	
2.89328	-0.05919702	-0.0531727	-0.05188283	-0.0591918	-0.06015392	-0.05555702	-0.04320512	-0.05887137	
2.89536	-0.0591887	-0.05319631	-0.05189907	-0.05922473	-0.06012094	-0.05549471	-0.04327739	-0.05893577	
2.89744	-0.05918072	-0.05321189	-0.05190978	-0.05925632	-0.06009918	-0.0554536	-0.04332507	-0.05899885	
2.89952	-0.05917307	-0.05322216	-0.05191685	-0.05928662	-0.06008483	-0.05542648	-0.04335653	-0.05906063	
2.9016	-0.05920677	-0.05324162	-0.05188859	-0.05916908	-0.06003569	-0.05539288	-0.04339526	-0.05912114	
2.90368	-0.05923909	-0.05325445	-0.05186995	-0.05905633	-0.06000328	-0.05537072	-0.04342082	-0.0591804	
2.90576	-0.05922293	-0.05328909	-0.0518796	-0.05909478	-0.06002201	-0.05531634	-0.04348267	-0.05923844	
2.90784	-0.05925459	-0.05335242	-0.05186402	-0.0590095	-0.0600378	-0.05524017	-0.04356853	-0.05929529	
2.90992	-0.05928496	-0.05340916	-0.05184829	-0.05901955	-0.06004386	-0.05515729	-0.04366127	-0.05935096	
2.912	-0.0593141	-0.05344659	-0.05183792	-0.05902918	-0.06004786	-0.05510262	-0.04372244	-0.05940549	
2.91408	-0.05934205	-0.05347128	-0.05183107	-0.05903843	-0.06005049	-0.05506655	-0.0437628	-0.0594589	
2.91616	-0.05923717	-0.05344824	-0.05187038	-0.05907761	-0.06004287	-0.05498488	-0.04385258	-0.05951121	
2.91824	-0.05913657	-0.05343303	-0.0518963	-0.0591152	-0.06003783	-0.05493099	-0.04391181	-0.05956244	
2.92032	-0.05917175	-0.05348777	-0.0519134	-0.05915125	-0.05985792	-0.05443021	-0.0444246	-0.05961262	
2.9224	-0.0592055	-0.05359935	-0.05191924	-0.05915552	-0.05975589	-0.05404336	-0.04481684	-0.05966177	
2.92448	-0.05920504	-0.053875	-0.05193398	-0.05918993	-0.05973366	-0.05372635	-0.045134	-0.0597099	
2.92656	-0.05920461	-0.05405685	-0.0519437	-0.05922294	-0.059719	-0.05351722	-0.04534323	-0.05975704	
2.92864	-0.05923701	-0.05430953	-0.05192825	-0.05915724	-0.059683	-0.05333117	-0.04552613	-0.05980321	
2.93072	-0.05926811	-0.05447622	-0.05191806	-0.05909421	-0.05965925	-0.05320844	-0.04564679	-0.05984844	
2.9328	-0.05929793	-0.05475566	-0.05190589	-0.05910687	-0.05947974	-0.05301037	-0.04583383	-0.05989273	
2.93488	-0.05932653	-0.0550111	-0.05189786	-0.05914326	-0.05929574	-0.05282032	-0.04601076	-0.05993611	
2.93696	-0.05929196	-0.0552796	-0.05190899	-0.05917817	-0.0592419	-0.05268498	-0.04613645	-0.05997859	
2.93904	-0.05925879	-0.05545672	-0.05191633	-0.05921166	-0.05920638	-0.0525957	-0.04621936	-0.0600202	
2.94112	-0.05928899	-0.05572388	-0.05190475	-0.05918285	-0.05921904	-0.05240599	-0.04638963	-0.06006096	
2.9432	-0.05931796	-0.05590011	-0.05189711	-0.05915522	-0.0592274	-0.05228084	-0.04650196	-0.06010087	
2.94528	-0.0593232	-0.056251	-0.05190849	-0.05918964	-0.05902763	-0.05200258	-0.04674388	-0.06013997	
2.94736	-0.05935078	-0.05657701	-0.05188308	-0.0590394	-0.05893392	-0.05171926	-0.04698675	-0.06017825	
2.94944	-0.05937723	-0.05679207	-0.05186631	-0.05889528	-0.05887211	-0.05153236	-0.04714698	-0.06021576	
2.95152	-0.05933658	-0.05702984	-0.0518772	-0.0589403	-0.0588311	-0.05135076	-0.04730069	-0.06025248	
2.9536	-0.05929758	-0.05718669	-0.05188438	-0.05898347	-0.05880405	-0.05123096	-0.0474021	-0.06028846	
2.95568	-0.05928517	-0.05748473	-0.05190554	-0.05902489	-0.05873255	-0.05103423	-0.04756451	-0.06032369	
2.95776	-0.05931429	-0.05777736	-0.05189763	-0.05901594	-0.05871905	-0.05069769	-0.04783501	-0.0603582	
2.95984	-0.05934224	-0.05797039	-0.05189241	-0.05900736	-0.05871014	-0.05047568	-0.04801346	-0.06039199	
2.96192	-0.05936904	-0.05814475	-0.05188898	-0.05904781	-0.0587027	-0.05026313	-0.04818229	-0.0604251	
2.964	-0.05925112	-0.05830341	-0.05192491	-0.0590866	-0.05868908	-0.05009524	-0.04831486	-0.06045751	
2.96608	-0.05928164	-0.05852912	-0.05190488	-0.05896155	-0.05866641	-0.04980032	-0.04854122	-0.06048927	
2.96816	-0.05931091	-0.05867802	-0.05189167	-0.05884159	-0.05865146	-0.04960577	-0.04869055	-0.06052037	
2.97024	-0.05929888	-0.05899243	-0.05200283	-0.05888879	-0.05884533	-0.04763023	-0.0499797	-0.06055082	
2.97232	-0.05928735	-0.05919984	-0.05207616	-0.05893406	-0.05897322	-0.04632701	-0.05083013	-0.06058066	
2.9744	-0.05927628	-0.05933667	-0.05212454	-0.0589775	-0.05905759	-0.0454673	-0.05139114	-0.06060987	
2.97648	-0.05930093	-0.05941757	-0.05217271	-0.05901916	-0.0591336	-0.04428538	-0.05208042	-0.06063849	
2.97856	-0.05932456	-0.05947094	-0.05220448	-0.05905913	-0.05918375	-0.04350569	-0.05253513	-0.06066652	
2.98064	-0.05925851	-0.05948835	-0.05226314	-0.05909747	-0.05922972	-0.04295576	-0.05285237	-0.06069396	
2.98272	-0.05919515	-0.05949984	-0.05230184	-0.05913424	-0.05926005	-0.04259298	-0.05306164	-0.06072085	
2.9848	-0.05913437	-0.05950742	-0.05232736	-0.05916952	-0.05928006	-0.04235366	-0.05319969	-0.06074718	
2.98688	-0.05916964	-0.05950445	-0.05232267	-0.05913487	-0.05928223	-0.04220171	-0.05328792	-0.06076651	
2.98896	-0.05920348	-0.05950249	-0.05231958	-0.05910164	-0.05928366	-0.04210147	-0.05334612	-0.06078544	
2.99104	-0.05923593	-0.05950119	-0.05231754	-0.05906977	-0.05928461	-0.04203534	-0.05338451	-0.06080398	
2.99312	-0.05918717	-0.05948805	-0.05234852	-0.05910767	-0.05930658	-0.04199764	-0.05340692	-0.0608209	
2.9952	-0.0591404	-0.05947938	-0.05236897	-0.05914403	-0.05932108	-0.04197277	-0.05342171	-0.06083748	
2.99728	-0.05917542	-0.05948674	-0.05236093	-0.05909901	-0.05931563	-0.04193262	-0.05344298	-0.06086141	
2.99936	-0.05920902	-0.05949159	-0.05235562	-0.05905584	-0.05931203	-0.04190613	-0.05345702	-0.06088485	
3.00144	-0.05919313	-0.0594882	-0.05236829	-0.05909431	-0.05931713	-0.04188273	-0.05346913	-0.06090781	
3.00352	-0.05919989	-0.05946851	-0.05238201	-0.05913121	-0.05932165	-0.04187322	-0.05347426	-0.06091521	
3.0056	-0.05920638	-0.05945552	-0.05239106	-0.05916661	-0.05932463	-0.04186695	-0.05347765	-0.06092247	
3.00768	-0.05921261	-0.05944695	-0.05239702	-0.05920057	-0.0593266	-0.04186281	-0.05347989	-0.06092957	
3.00976	-0.05921857	-0.0594413	-0.05240096	-0.05923314	-0.05932789	-0.04186008	-0.05348136	-0.06093653	
3.01184	-0.0592243	-0.05943757	-0.05240356	-0.05926439	-0.05932875	-0.04185827	-0.05348234	-0.06094334	
3.01392	-0.0592298	-0.05943511	-0.05240528	-0.05929436	-0.05932931	-0.04185709	-0.05348298	-0.06095001	
3.016	-0.05923507	-0.05943349	-0.0524064	-0.05932311	-0.05932968	-0.0418563	-0.0534834	-0.06095655	
3.01808	-0.05926624	-0.05944915	-0.05238562	-0.05923085	-0.0593245	-0.04187361	-0.05347507	-0.06094388	
3.02016	-0.05929613	-0.05946131	-0.05237191	-0.05926219	-0.05931948	-0.04188503	-0.05346958	-0.06096562	
3.02224	-0.05932481	-0.05946933	-0.05236287	-0.05929226	-0.05931617	-0.04189256	-0.05346595	-0.06098691	
3.02432	-0.05933896	-0.05946738	-0.05235145	-0.05932109	-0.0593056	-0.04191535	-0.05345489	-0.06100776	
3.0264	-0.05935444	-0.0594642	-0.05234937	-0.05934876	-0.05930061	-0.04189474	-0.05346487	-0.06102819	
3.02848	-0.05936928	-0.0594621	-0.052348	-0.05937529	-0.05929732	-0.04188114	-0.05347146	-0.06104819	
3.03056	-0.05938352	-0.05946071	-0.05234709	-0.05940075	-0.05929515	-0.04187217	-0.0534758	-0.06106779	
3.03264	-0.05939719	-0.0594598	-0.05234649	-0.05942517	-0.05929372	-0.04186625	-0.05347867	-0.06108698	
3.03472	-0.05941029	-0.0594592	-0.0523461	-0.05944859	-0.05929277	-0.04186235	-0.05348056	-0.06110577	
3.0368	-0.05941438	-0.05945121	-0.05236737	-0.05947106	-0.05930798	-0.04188352	-0.05347029	-0.06111275	
3.03888	-0.05941831	-0.05944593	-0.0523814	-0.05949261	-0.05931801	-0.04189749	-0.05346351	-0.06111959	
3.04096	-0.05942208	-0.05944246	-0.05239065	-0.05951329	-0.05932462	-0.0419067	-0.05345904	-0.06112629	
3.04304	-0.05942569	-0.05944016	-0.05239676	-0.05953312	-0.05932899	-0.04191278	-0.05345609	-0.06113285	
3.04512	-0.05942916	-0.05943865	-0.05240079	-0.05955214	-0.05933187	-0.04191679	-0.05345415	-0.06113927	
3.0472	-0.05945242	-0.05943885	-0.05238192	-0.05949049	-0.05932034	-0.04184819	-0.05348712	-0.06115699	
3.04928	-0.05947473	-0.05943898	-0.05236947	-0.05943136	-0.05931273	-0.04180295	-0.05350887	-0.06117434	
3.05136	-0.05949613	-0.05943907	-0.05236125	-0.05937464	-0.05930772	-0.0417731	-0.05352322	-0.06119134	
3.05344	-0.05951666	-0.0594373	-0.05235584	-0.05940012	-0.05930841	-0.0417238	-0.05354675	-0.06120799	
3.05552	-0.05953636	-0.05943718	-0.05234145	-0.05939019	-0.05930173	-0.04164983	-0.05358186	-0.06122429	
3.0576	-0.05947505	-0.05942397	-0.05235894	-0.05941503	-0.05931034	-0.04155366	-0.05362711	-0.06124026	
3.05968	-0.05949644	-0.05942094	-0.05235431	-0.05934887	-0.05930854	-0.04149022	-0.05365696	-0.0612559	
3.06176	-0.05951696	-0.05941895	-0.05235125	-0.05928541	-0.05930736	-0.04144837	-0.05367665	-0.06127122	
3.06384	-0.05953664	-0.0594205	-0.05233843	-0.05930765	-0.05930664	-0.04126742	-0.05375957	-0.06128622	
3.06592	-0.05949135	-0.05941213	-0.0523515	-0.05933586	-0.05931719	-0.04114804	-0.05381427	-0.06130091	
3.068	-0.05951208	-0.05941803	-0.05232243	-0.05915308	-0.05930325	-0.04102229	-0.05387125	-0.0613153	
3.07008	-0.05953196	-0.05942193	-0.05230325	-0.05897775	-0.05929406	-0.04093933	-0.05390884	-0.0613294	
3.07216	-0.0595243	-0.0594021	-0.0523283	-0.05901941	-0.05958672	-0.04082587	-0.0539594	-0.0613432	
3.07424	-0.05954368	-0.05939541	-0.05234482	-0.05905936	-0.05974751	-0.04080976	-0.05396699	-0.0612204	
3.07632	-0.05956227	-0.05940772	-0.05233419	-0.0590579	-0.05978844	-0.04073454	-0.05400031	-0.06123645	
3.0784	-0.05958011	-0.05943411	-0.05232717	-0.05909629	-0.05987989	-0.0406674	-0.0540299	-0.06125217	
3.08048	-0.05959722	-0.05945152	-0.05232255	-0.05913311	-0.05994022	-0.0406231	-0.05404941	-0.06126756	
3.08256	-0.05961363	-0.05943898	-0.05234103	-0.05913812	-0.05994594	-0.04063491	-0.05404441	-0.06127227	
3.08464	-0.05962937	-0.05943457	-0.05233705	-0.05908325	-0.05996241	-0.04063683	-0.05404373	-0.06128725	
3.08672	-0.05964448	-0.05944464	-0.05231825	-0.0590306	-0.05998767	-0.04062632	-0.05404839	-0.06130192	
3.0888	-0.0595186	-0.05950294	-0.05234364	-0.0590701	-0.06000476	-0.04058429	-0.05406665	-0.0613163	
3.09088	-0.05939786	-0.05954139	-0.05236038	-0.05910799	-0.06001604	-0.04055655	-0.05407871	-0.06133037	
3.09296	-0.05940281	-0.05966175	-0.05237679	-0.05914434	-0.06001207	-0.04053826	-0.05408666	-0.06134415	
3.09504	-0.05940756	-0.05974115	-0.05238761	-0.0591792	-0.06000945	-0.04052619	-0.0540919	-0.06135765	
3.09712	-0.05941211	-0.05979353	-0.05239476	-0.05921265	-0.06000772	-0.04051823	-0.05409536	-0.06137088	
3.0992	-0.05941648	-0.05982808	-0.05239947	-0.05924473	-0.06000658	-0.04051298	-0.05409764	-0.06138383	
3.10128	-0.05942068	-0.05985088	-0.05240257	-0.0592755	-0.06000584	-0.04050951	-0.05409915	-0.06139651	
3.10336	-0.05942469	-0.05986591	-0.05240462	-0.05930502	-0.06000534	-0.04050723	-0.05410014	-0.06140894	
3.10544	-0.05942855	-0.05987583	-0.05240598	-0.05933334	-0.06000501	-0.04050572	-0.05410079	-0.0614211	
3.10752	-0.05943225	-0.05988238	-0.05240687	-0.05936051	-0.0600048	-0.04050473	-0.05410122	-0.06143302	
3.1096	-0.0594358	-0.05988669	-0.05240745	-0.05938656	-0.06000466	-0.04050407	-0.05410151	-0.06144469	
3.11168	-0.0594392	-0.05988954	-0.05240785	-0.05941156	-0.06000456	-0.04050364	-0.0541017	-0.06145612	
3.11376	-0.05944247	-0.05989142	-0.0524081	-0.05943554	-0.0600045	-0.04050335	-0.05410182	-0.06146732	
3.11584	-0.0594456	-0.05989266	-0.05240827	-0.05945854	-0.06000446	-0.04050317	-0.0541019	-0.06147828	
3.11792	-0.05944861	-0.05989348	-0.05240838	-0.0594806	-0.06000443	-0.04050304	-0.05410196	-0.06148902	
3.12	-0.05945149	-0.05989402	-0.05240845	-0.05950176	-0.06000441	-0.04050296	-0.05410199	-0.06149954	
3.12208	-0.05945425	-0.05989437	-0.0524085	-0.05952207	-0.0600044	-0.04050291	-0.05410202	-0.06150984	
3.12416	-0.05947649	-0.05992112	-0.05240854	-0.05954154	-0.0600259	-0.04055561	-0.05407912	-0.061429	
3.12624	-0.05949782	-0.05993876	-0.05240856	-0.05956022	-0.06004008	-0.04059039	-0.05406401	-0.06134982	
3.12832	-0.05951829	-0.05992766	-0.05239776	-0.05957085	-0.06003995	-0.04061919	-0.0540515	-0.06136198	
3.1304	-0.05953791	-0.05992034	-0.05239064	-0.05958104	-0.06003987	-0.04063819	-0.05404324	-0.06137388	
3.13248	-0.05955674	-0.05991552	-0.05238595	-0.05959082	-0.06003982	-0.04065072	-0.05403779	-0.06138554	
3.13456	-0.0595748	-0.05991233	-0.05238285	-0.0596002	-0.06003978	-0.04065899	-0.0540342	-0.06139696	
3.13664	-0.05959213	-0.05991023	-0.0523808	-0.0596092	-0.06003976	-0.04066445	-0.05403183	-0.06140815	
3.13872	-0.05960875	-0.05991447	-0.05236329	-0.05953513	-0.06003424	-0.04067976	-0.0540251	-0.06139984	
3.1408	-0.05962469	-0.05991726	-0.05235173	-0.05946407	-0.0600306	-0.04068987	-0.05402066	-0.0613917	
3.14288	-0.05963998	-0.0599191	-0.05234411	-0.05939591	-0.0600282	-0.04069654	-0.05401773	-0.06138372	
3.14496	-0.05965465	-0.05992032	-0.05233908	-0.05933053	-0.06002662	-0.04070093	-0.0540158	-0.06137592	
3.14704	-0.05966872	-0.05992112	-0.05233577	-0.05926781	-0.06002557	-0.04070384	-0.05401453	-0.06136827	
3.14912	-0.05968222	-0.05992165	-0.05233357	-0.05920765	-0.06002488	-0.04070575	-0.05401368	-0.06136078	
3.1512	-0.05969517	-0.059922	-0.05233213	-0.05914994	-0.06002443	-0.04070701	-0.05401313	-0.06135344	
3.15328	-0.05970759	-0.05992223	-0.05233118	-0.05909458	-0.06002413	-0.04070785	-0.05401276	-0.06134625	
3.15536	-0.05971951	-0.05992238	-0.05233055	-0.05904147	-0.06002393	-0.04070839	-0.05401252	-0.06133921	
3.15744	-0.05973094	-0.0601773	-0.05232478	-0.05907257	-0.05987547	-0.04073812	-0.05399942	-0.06133912	
3.15952	-0.0596658	-0.06024897	-0.05244964	-0.05911036	-0.059802	-0.04070492	-0.05401405	-0.06135273	
3.1616	-0.05960331	-0.06029626	-0.05253201	-0.05914661	-0.05975353	-0.04068302	-0.0540237	-0.06136605	
3.16368	-0.05954337	-0.06032745	-0.05258635	-0.05918138	-0.05972155	-0.04066858	-0.05403007	-0.0613791	
3.16576	-0.05949483	-0.06030344	-0.05265403	-0.05921474	-0.05972847	-0.04064726	-0.05403937	-0.06139188	
3.16784	-0.05944827	-0.06028761	-0.05269868	-0.05924673	-0.05973303	-0.04063321	-0.05404551	-0.0614044	
3.16992	-0.0594036	-0.06027716	-0.05272813	-0.05927743	-0.05973604	-0.04062393	-0.05404956	-0.06141666	
3.172	-0.0594279	-0.06033387	-0.05269973	-0.05915472	-0.05975113	-0.04055926	-0.05407752	-0.06142867	
3.17408	-0.05945121	-0.06037128	-0.05268099	-0.05903701	-0.05976109	-0.0405166	-0.05409596	-0.06144043	
3.17616	-0.05947357	-0.06039596	-0.05266863	-0.0589241	-0.05976766	-0.04048846	-0.05410813	-0.06145195	
3.17824	-0.0594428	-0.06038957	-0.05268175	-0.05896794	-0.05956917	-0.04043486	-0.05413112	-0.06146323	
3.18032	-0.05941328	-0.06038537	-0.05269041	-0.05901	-0.05943822	-0.04039949	-0.05414628	-0.06147428	
3.1824	-0.05943718	-0.06034732	-0.05269612	-0.05905033	-0.05940284	-0.04037616	-0.05415628	-0.0614851	
3.18448	-0.05946011	-0.06032222	-0.05269989	-0.05908903	-0.0593795	-0.04036077	-0.05416288	-0.0614957	
3.18656	-0.05948212	-0.06030566	-0.05270237	-0.05912615	-0.0593641	-0.04035062	-0.05416724	-0.06150608	
3.18864	-0.05938641	-0.0602835	-0.0527676	-0.05916176	-0.05940803	-0.04038483	-0.05415266	-0.06148162	
3.19072	-0.0592946	-0.06026889	-0.05281062	-0.05919591	-0.05943701	-0.04040739	-0.05414304	-0.06145766	
3.1928	-0.05920653	-0.06025925	-0.05283901	-0.05922867	-0.05945613	-0.04042228	-0.05413669	-0.06143419	
3.19488	-0.05912205	-0.06025289	-0.05285773	-0.0592601	-0.05946874	-0.0404321	-0.05413251	-0.06141121	
3.19696	-0.05904102	-0.06024869	-0.05287008	-0.05929025	-0.05947706	-0.04043858	-0.05412974	-0.0613887	
3.19904	-0.05908009	-0.06006237	-0.05285184	-0.05922125	-0.05941957	-0.04043699	-0.05413042	-0.06140129	
3.20112	-0.05911757	-0.05983219	-0.05283981	-0.05925298	-0.05940744	-0.04041842	-0.0541384	-0.06141361	
3.2032	-0.05915353	-0.05909315	-0.05282123	-0.0591656	-0.05952837	-0.04038865	-0.05415108	-0.06142568	
3.20528	-0.05918802	-0.05860562	-0.05280898	-0.05908177	-0.05960815	-0.04036901	-0.05415945	-0.0614375	
3.20736	-0.05922111	-0.058284	-0.05280089	-0.05900137	-0.05966078	-0.04035605	-0.05416497	-0.06144908	
3.20944	-0.05925284	-0.05807184	-0.05279556	-0.05892424	-0.0596955	-0.04034751	-0.05416862	-0.06146042	
3.21152	-0.05928329	-0.05793188	-0.05279204	-0.05885025	-0.0597184	-0.04034187	-0.05417102	-0.06147153	
3.2136	-0.05931249	-0.05783955	-0.05278972	-0.05877928	-0.05973351	-0.04033815	-0.0541726	-0.06148241	
3.21568	-0.0593147	-0.0573793	-0.05279883	-0.05882902	-0.05991023	-0.04028899	-0.05419336	-0.06149307	
3.21776	-0.05931683	-0.05707568	-0.05280484	-0.05887673	-0.06002681	-0.04025656	-0.05420705	-0.0615035	
3.21984	-0.05934466	-0.0567415	-0.05279288	-0.05889524	-0.06000237	-0.04016925	-0.05425704	-0.06151372	
3.22192	-0.05937136	-0.05652105	-0.052785	-0.058913	-0.05998625	-0.04011165	-0.05429002	-0.06152373	
3.224	-0.05939698	-0.05637562	-0.0527798	-0.05893003	-0.05997562	-0.04007365	-0.05431177	-0.06153353	
3.22608	-0.05942155	-0.05627968	-0.05277637	-0.05894636	-0.05996861	-0.04004859	-0.05432612	-0.06154314	
3.22816	-0.05944512	-0.0562164	-0.05277411	-0.05896204	-0.05996398	-0.04003205	-0.05433559	-0.06155254	
3.23024	-0.05946773	-0.05617465	-0.05277261	-0.05897707	-0.05996092	-0.04002114	-0.05434184	-0.06156175	
3.23232	-0.05948942	-0.05614711	-0.05277162	-0.05899149	-0.05995891	-0.04001395	-0.05434596	-0.06157077	
3.2344	-0.05951022	-0.05612894	-0.05277098	-0.05900532	-0.05995758	-0.0400092	-0.05434868	-0.06157961	
3.23648	-0.05953018	-0.05611695	-0.05277055	-0.05901859	-0.05995671	-0.04000607	-0.05435047	-0.06158826	
3.23856	-0.05954932	-0.05610904	-0.05277026	-0.05903132	-0.05995613	-0.040004	-0.05435165	-0.06159674	
3.24064	-0.05956769	-0.05610383	-0.05277008	-0.05904353	-0.05995575	-0.04000264	-0.05435243	-0.06160504	
3.24272	-0.0595853	-0.05610039	-0.05276996	-0.05905524	-0.0599555	-0.04000174	-0.05435295	-0.06161317	
3.2448	-0.0596022	-0.05609812	-0.05276987	-0.05906647	-0.05995533	-0.04000115	-0.05435329	-0.06162113	
3.24688	-0.05961841	-0.05609662	-0.05276982	-0.05907725	-0.05995522	-0.04000076	-0.05435351	-0.06162893	
3.24896	-0.05963396	-0.05609563	-0.05276978	-0.05908759	-0.05995515	-0.0400005	-0.05435366	-0.06163657	
3.25104	-0.05964887	-0.05609498	-0.05276976	-0.05909751	-0.0599551	-0.04000033	-0.05435375	-0.06164405	
3.25312	-0.05960088	-0.05596163	-0.05279094	-0.05913428	-0.06006665	-0.04000022	-0.0543632	-0.06165138	
3.2552	-0.05955485	-0.05587365	-0.05280491	-0.05916955	-0.06014024	-0.04000014	-0.05436943	-0.06165856	
3.25728	-0.05951068	-0.05581562	-0.05281413	-0.05920339	-0.06018878	-0.0400001	-0.05437354	-0.06166558	
3.25936	-0.05953062	-0.05544902	-0.05256252	-0.0590671	-0.06017558	-0.04030024	-0.05422452	-0.06160163	
3.26144	-0.05945493	-0.05516329	-0.05243457	-0.05910511	-0.06015967	-0.04056892	-0.05409439	-0.06152565	
3.26352	-0.05938232	-0.0549748	-0.05235017	-0.05914158	-0.06014918	-0.04074617	-0.05400855	-0.06145123	
3.2656	-0.05931268	-0.05485046	-0.05229449	-0.05917656	-0.06014226	-0.0408631	-0.05395193	-0.06137835	
3.26768	-0.05924587	-0.05476844	-0.05225776	-0.05921011	-0.0601377	-0.04094024	-0.05391457	-0.06130697	
3.26976	-0.05918178	-0.05471432	-0.05223353	-0.05924229	-0.06013469	-0.04099112	-0.05388993	-0.06123705	
3.27184	-0.0591203	-0.05467863	-0.05221754	-0.05927317	-0.0601327	-0.04102468	-0.05387367	-0.06116858	
3.27392	-0.05915615	-0.05458385	-0.05208151	-0.0591032	-0.06030246	-0.0410881	-0.05384413	-0.06116436	
3.276	-0.05919053	-0.05454671	-0.05183703	-0.05845073	-0.0603631	-0.04117132	-0.05380558	-0.06112106	
3.27808	-0.05922351	-0.05447761	-0.05151911	-0.05833946	-0.06025853	-0.04153473	-0.05363222	-0.06102174	
3.28016	-0.05925515	-0.05443203	-0.05130937	-0.05823272	-0.06018955	-0.04177446	-0.05351786	-0.06092447	
3.28224	-0.0592855	-0.05440196	-0.05117102	-0.05813033	-0.06014404	-0.04193261	-0.05344242	-0.0608292	
3.28432	-0.05930001	-0.05434133	-0.05108536	-0.05820651	-0.06010719	-0.04212032	-0.05335092	-0.06074289	
3.2864	-0.05931392	-0.05430133	-0.05102886	-0.05827959	-0.06008288	-0.04224414	-0.05329056	-0.06065836	
3.28848	-0.05932726	-0.05427495	-0.05099158	-0.05834969	-0.06006684	-0.04232583	-0.05325074	-0.06057557	
3.29056	-0.05934006	-0.05425754	-0.05096699	-0.05841694	-0.06005626	-0.04237971	-0.05322447	-0.06049448	
3.29264	-0.05936695	-0.05420494	-0.05092823	-0.05839782	-0.06023018	-0.04255248	-0.05313692	-0.06033968	
3.29472	-0.05939275	-0.05417025	-0.05090266	-0.05837948	-0.06034492	-0.04266645	-0.05307916	-0.06018807	
3.2968	-0.05941749	-0.05415502	-0.05080663	-0.05815173	-0.06044589	-0.04285517	-0.05298151	-0.06006784	
3.29888	-0.05944123	-0.05414498	-0.05074328	-0.05793327	-0.0605125	-0.04297966	-0.0529171	-0.05995009	
3.30096	-0.059464	-0.05418552	-0.05056477	-0.05751014	-0.06043049	-0.04319332	-0.05280391	-0.05980524	
3.30304	-0.05948583	-0.05425908	-0.0503438	-0.057152	-0.06029711	-0.04348985	-0.0526434	-0.0595779	
3.30512	-0.05950679	-0.05430761	-0.05019803	-0.05680845	-0.06020913	-0.04368547	-0.05253751	-0.05935524	
3.3072	-0.05940564	-0.05433071	-0.05012483	-0.0569385	-0.06019369	-0.04391016	-0.05241364	-0.05912385	
3.30928	-0.05930862	-0.05434595	-0.05007653	-0.05706324	-0.0601835	-0.04405838	-0.05233193	-0.05889722	
3.31136	-0.05921555	-0.054356	-0.05004468	-0.05718291	-0.06017679	-0.04415616	-0.05227802	-0.05867526	
3.31344	-0.05910603	-0.05432902	-0.05008683	-0.05729769	-0.06033528	-0.04447154	-0.05209655	-0.05841281	
