TimeSlice	Time	Comm. Vel. 2	Perc. Position	Ext MN 2	GTC 2	LTC 2
7458	0.44748	-0.0496797	-0.0500299	-0.04966	-0.0603044	-0.0596937
7461	0.44766	-0.0496797	-0.0500298	-0.0496598	-0.0603044	-0.0596937
7464	0.44784	-0.0496796	-0.0500296	-0.0496597	-0.0603045	-0.0596936
7467	0.44802	-0.0496796	-0.0500295	-0.0496595	-0.0603045	-0.0596936
7470	0.4482	-0.0496796	-0.0500294	-0.0496594	-0.0603045	-0.0596936
7473	0.44838	-0.0496796	-0.0500292	-0.0496592	-0.0603045	-0.0596936
7476	0.44856	-0.0496795	-0.0500291	-0.049659	-0.0603046	-0.0596935
7479	0.44874	-0.0496795	-0.050029	-0.0496589	-0.0603046	-0.0596935
7482	0.44892	-0.0496795	-0.0500289	-0.0496587	-0.0603046	-0.0596935
7485	0.4491	-0.0496794	-0.0500287	-0.0496586	-0.0603046	-0.0596934
7488	0.44928	-0.0496794	-0.0500286	-0.0496584	-0.0603047	-0.0596934
7491	0.44946	-0.0496794	-0.0500285	-0.0496582	-0.0603047	-0.0596934
7494	0.44964	-0.0496794	-0.0500283	-0.0496581	-0.0603047	-0.0596934
7497	0.44982	-0.0496793	-0.0500282	-0.0496579	-0.0603047	-0.0596933
7500	0.45	-0.0496793	-0.0500281	-0.0496578	-0.0603048	-0.0596933
7503	0.45018	-0.0496793	-0.0500279	-0.0496576	-0.0603048	-0.0596933
7506	0.45036	-0.0496792	-0.0500278	-0.0496574	-0.0603048	-0.0596933
7509	0.45054	-0.0496792	-0.0500277	-0.0496573	-0.0603048	-0.0596932
7512	0.45072	-0.0496792	-0.0500275	-0.0496571	-0.0603049	-0.0596932
7515	0.4509	-0.0496792	-0.0500274	-0.0496569	-0.0603049	-0.0596932
7518	0.45108	-0.0496791	-0.0500273	-0.0496568	-0.0603049	-0.0596932
7521	0.45126	-0.0496791	-0.0500272	-0.0496566	-0.0603049	-0.0596932
7524	0.45144	-0.0496791	-0.050027	-0.0496565	-0.060305	-0.0596931
7527	0.45162	-0.049679	-0.0500269	-0.0496563	-0.060305	-0.0596931
7530	0.4518	-0.049679	-0.0500268	-0.0496561	-0.060305	-0.0596931
7533	0.45198	-0.049679	-0.0500266	-0.049656	-0.060305	-0.0596931
7536	0.45216	-0.049679	-0.0500265	-0.0496558	-0.0603051	-0.059693
7539	0.45234	-0.0496789	-0.0500264	-0.0496557	-0.0603051	-0.059693
7542	0.45252	-0.0496789	-0.0500262	-0.0496555	-0.0603051	-0.059693
7545	0.4527	-0.0496789	-0.0500261	-0.0496554	-0.0603051	-0.059693
7548	0.45288	-0.0496788	-0.050026	-0.0496552	-0.0603052	-0.0596929
7551	0.45306	-0.0496788	-0.0500258	-0.049655	-0.0603052	-0.0596929
7554	0.45324	-0.0496788	-0.0500257	-0.0496549	-0.0603052	-0.0596929
7557	0.45342	-0.0496788	-0.0500256	-0.0496547	-0.0603052	-0.0596929
7560	0.4536	-0.0496787	-0.0500254	-0.0496546	-0.0603052	-0.0596928
7563	0.45378	-0.0496787	-0.0500253	-0.0496544	-0.0603053	-0.0596928
7566	0.45396	-0.0496787	-0.0500252	-0.0496542	-0.0603053	-0.0596928
7569	0.45414	-0.0496787	-0.050025	-0.0496541	-0.0603053	-0.0596928
7572	0.45432	-0.0496786	-0.0500249	-0.0496539	-0.0603053	-0.0596927
7575	0.4545	-0.0496786	-0.0500248	-0.0496538	-0.0603054	-0.0596927
7578	0.45468	-0.0496786	-0.0500247	-0.0496536	-0.0603054	-0.0596927
7581	0.45486	-0.0496785	-0.0500245	-0.0496534	-0.0603054	-0.0596927
7584	0.45504	-0.0496785	-0.0500244	-0.0496533	-0.0603054	-0.0596927
7587	0.45522	-0.0496785	-0.0500243	-0.0496531	-0.0603055	-0.0596926
7590	0.4554	-0.0496785	-0.0500241	-0.049653	-0.0603055	-0.0596926
7593	0.45558	-0.0496784	-0.050024	-0.0496528	-0.0603055	-0.0596926
7596	0.45576	-0.0496784	-0.0500239	-0.0496527	-0.0603055	-0.0596926
7599	0.45594	-0.0496784	-0.0500237	-0.0496525	-0.0603055	-0.0596925
7602	0.45612	-0.0496784	-0.0500236	-0.0496523	-0.0603056	-0.0596925
7605	0.4563	-0.0496783	-0.0500235	-0.0496522	-0.0603056	-0.0596925
7608	0.45648	-0.0496783	-0.0500233	-0.049652	-0.0603056	-0.0596925
7611	0.45666	-0.0496783	-0.0500232	-0.0496519	-0.0603056	-0.0596924
7614	0.45684	-0.0496783	-0.0500231	-0.0496517	-0.0603057	-0.0596924
7617	0.45702	-0.0496782	-0.0500229	-0.0496516	-0.0603057	-0.0596924
7620	0.4572	-0.0496782	-0.0500228	-0.0496514	-0.0603057	-0.0596924
7623	0.45738	-0.0496782	-0.0500227	-0.0496512	-0.0603057	-0.0596924
7626	0.45756	-0.0496782	-0.0500225	-0.0496511	-0.0603057	-0.0596923
7629	0.45774	-0.0496781	-0.0500224	-0.0496509	-0.0603058	-0.0596923
7632	0.45792	-0.0496781	-0.0500223	-0.0496508	-0.0603058	-0.0596923
7635	0.4581	-0.0496781	-0.0500222	-0.0496506	-0.0603058	-0.0596923
7638	0.45828	-0.0496781	-0.050022	-0.0496505	-0.0603058	-0.0596923
7641	0.45846	-0.049678	-0.0500219	-0.0496503	-0.0603058	-0.0596922
7644	0.45864	-0.049678	-0.0500218	-0.0496501	-0.0603059	-0.0596922
7647	0.45882	-0.049678	-0.0500216	-0.04965	-0.0603059	-0.0596922
7650	0.459	-0.049678	-0.0500215	-0.0496498	-0.0603059	-0.0596922
7653	0.45918	-0.0496779	-0.0500214	-0.0496497	-0.0603059	-0.0596921
7656	0.45936	-0.0496779	-0.0500212	-0.0496495	-0.0603059	-0.0596921
7659	0.45954	-0.0496779	-0.0500211	-0.0496494	-0.060306	-0.0596921
7662	0.45972	-0.0496779	-0.050021	-0.0496492	-0.060306	-0.0596921
7665	0.4599	-0.0496778	-0.0500208	-0.049649	-0.060306	-0.0596921
7668	0.46008	-0.0496778	-0.0500207	-0.0496489	-0.060306	-0.059692
7671	0.46026	-0.0496778	-0.0500206	-0.0496487	-0.0603061	-0.059692
7674	0.46044	-0.0496778	-0.0500204	-0.0496486	-0.0603061	-0.059692
7677	0.46062	-0.0496777	-0.0500203	-0.0496484	-0.0603061	-0.059692
7680	0.4608	-0.0496777	-0.0500202	-0.0496483	-0.0603061	-0.059692
7683	0.46098	-0.0496777	-0.05002	-0.0496481	-0.0603061	-0.0596919
7686	0.46116	-0.0496777	-0.0500199	-0.049648	-0.0603062	-0.0596919
7689	0.46134	-0.0496777	-0.0500198	-0.0496478	-0.0603062	-0.0596919
7692	0.46152	-0.0496776	-0.0500197	-0.0496476	-0.0603062	-0.0596919
7695	0.4617	-0.0496776	-0.0500195	-0.0496475	-0.0603062	-0.0596919
7698	0.46188	-0.0496776	-0.0500194	-0.0496473	-0.0603062	-0.0596918
7701	0.46206	-0.0496776	-0.0500193	-0.0496472	-0.0603063	-0.0596918
7704	0.46224	-0.0496775	-0.0500191	-0.049647	-0.0603063	-0.0596918
7707	0.46242	-0.0496775	-0.050019	-0.0496469	-0.0603063	-0.0596918
7710	0.4626	-0.0496775	-0.0500189	-0.0496467	-0.0603063	-0.0596918
7713	0.46278	-0.0496775	-0.0500187	-0.0496466	-0.0603063	-0.0596917
7716	0.46296	-0.0496774	-0.0500186	-0.0496464	-0.0603063	-0.0596917
7719	0.46314	-0.0496774	-0.0500185	-0.0496463	-0.0603064	-0.0596917
7722	0.46332	-0.0496774	-0.0500183	-0.0496461	-0.0603064	-0.0596917
7725	0.4635	-0.0496774	-0.0500182	-0.0496459	-0.0603064	-0.0596917
7728	0.46368	-0.0496774	-0.0500181	-0.0496458	-0.0603064	-0.0596916
7731	0.46386	-0.0496773	-0.0500179	-0.0496456	-0.0603064	-0.0596916
7734	0.46404	-0.0496773	-0.0500178	-0.0496455	-0.0603065	-0.0596916
7737	0.46422	-0.0496773	-0.0500177	-0.0496453	-0.0603065	-0.0596916
7740	0.4644	-0.0496773	-0.0500175	-0.0496452	-0.0603065	-0.0596916
7743	0.46458	-0.0496772	-0.0500174	-0.049645	-0.0603065	-0.0596916
7746	0.46476	-0.0496772	-0.0500173	-0.0496449	-0.0603065	-0.0596915
7749	0.46494	-0.0496772	-0.0500171	-0.0496447	-0.0603066	-0.0596915
7752	0.46512	-0.0496772	-0.050017	-0.0496446	-0.0603066	-0.0596915
7755	0.4653	-0.0496772	-0.0500169	-0.0496444	-0.0603066	-0.0596915
7758	0.46548	-0.0496771	-0.0500167	-0.0496443	-0.0603066	-0.0596915
7761	0.46566	-0.0496771	-0.0500166	-0.0496441	-0.0603066	-0.0596914
7764	0.46584	-0.0496771	-0.0500165	-0.0496439	-0.0603066	-0.0596914
7767	0.46602	-0.0496771	-0.0500164	-0.0496438	-0.0603067	-0.0596914
7770	0.4662	-0.0496771	-0.0500162	-0.0496436	-0.0603067	-0.0596914
7773	0.46638	-0.049677	-0.0500161	-0.0496435	-0.0603067	-0.0596914
7776	0.46656	-0.049677	-0.050016	-0.0496433	-0.0603067	-0.0596914
7779	0.46674	-0.049677	-0.0500158	-0.0496432	-0.0603067	-0.0596913
7782	0.46692	-0.049677	-0.0500157	-0.049643	-0.0603068	-0.0596913
7785	0.4671	-0.0496769	-0.0500156	-0.0496429	-0.0603068	-0.0596913
7788	0.46728	-0.0496769	-0.0500154	-0.0496427	-0.0603068	-0.0596913
7791	0.46746	-0.0496769	-0.0500153	-0.0496426	-0.0603068	-0.0596913
7794	0.46764	-0.0496769	-0.0500152	-0.0496424	-0.0603068	-0.0596912
7797	0.46782	-0.0496769	-0.050015	-0.0496423	-0.0603068	-0.0596912
7800	0.468	-0.0496768	-0.0500149	-0.0496421	-0.0603069	-0.0596912
7803	0.46818	-0.0496768	-0.0500148	-0.049642	-0.0603069	-0.0596912
7806	0.46836	-0.0496768	-0.0500146	-0.0496418	-0.0603069	-0.0596912
7809	0.46854	-0.0496768	-0.0500145	-0.0496417	-0.0603069	-0.0596912
7812	0.46872	-0.0496768	-0.0500144	-0.0496415	-0.0603069	-0.0596911
7815	0.4689	-0.0496767	-0.0500142	-0.0496414	-0.0603069	-0.0596911
7818	0.46908	-0.0496767	-0.0500141	-0.0496412	-0.060307	-0.0596911
7821	0.46926	-0.0496767	-0.050014	-0.049641	-0.060307	-0.0596911
7824	0.46944	-0.0496767	-0.0500138	-0.0496409	-0.060307	-0.0596911
7827	0.46962	-0.0496767	-0.0500137	-0.0496407	-0.060307	-0.0596911
7830	0.4698	-0.0496766	-0.0500136	-0.0496406	-0.060307	-0.059691
7833	0.46998	-0.0496766	-0.0500134	-0.0496404	-0.060307	-0.059691
7836	0.47016	-0.0496766	-0.0500133	-0.0496403	-0.0603071	-0.059691
7839	0.47034	-0.0496766	-0.0500132	-0.0496401	-0.0603071	-0.059691
7842	0.47052	-0.0496766	-0.050013	-0.04964	-0.0603071	-0.059691
7845	0.4707	-0.0496765	-0.0500129	-0.0496398	-0.0603071	-0.059691
7848	0.47088	-0.0496765	-0.0500128	-0.0496397	-0.0603071	-0.0596909
7851	0.47106	-0.0496765	-0.0500126	-0.0496395	-0.0603071	-0.0596909
7854	0.47124	-0.0496765	-0.0500125	-0.0496394	-0.0603071	-0.0596909
7857	0.47142	-0.0496765	-0.0500124	-0.0496392	-0.0603072	-0.0596909
7860	0.4716	-0.0496765	-0.0500122	-0.0496391	-0.0603072	-0.0596909
7863	0.47178	-0.0496764	-0.0500121	-0.0496389	-0.0603072	-0.0596909
7866	0.47196	-0.0496764	-0.050012	-0.0496388	-0.0603072	-0.0596908
7869	0.47214	-0.0496764	-0.0500119	-0.0496386	-0.0603072	-0.0596908
7872	0.47232	-0.0496764	-0.0500117	-0.0496385	-0.0603072	-0.0596908
7875	0.4725	-0.0496764	-0.0500116	-0.0496383	-0.0603073	-0.0596908
7878	0.47268	-0.0496763	-0.0500115	-0.0496382	-0.0603073	-0.0596908
7881	0.47286	-0.0496763	-0.0500113	-0.049638	-0.0603073	-0.0596908
7884	0.47304	-0.0496763	-0.0500112	-0.0496379	-0.0603073	-0.0596908
7887	0.47322	-0.0496763	-0.0500111	-0.0496377	-0.0603073	-0.0596907
7890	0.4734	-0.0496763	-0.0500109	-0.0496376	-0.0603073	-0.0596907
7893	0.47358	-0.0496763	-0.0500108	-0.0496374	-0.0603073	-0.0596907
7896	0.47376	-0.0496762	-0.0500107	-0.0496373	-0.0603074	-0.0596907
7899	0.47394	-0.0496762	-0.0500105	-0.0496371	-0.0603074	-0.0596907
7902	0.47412	-0.0496762	-0.0500104	-0.049637	-0.0603074	-0.0596907
7905	0.4743	-0.0496762	-0.0500103	-0.0496368	-0.0603074	-0.0596907
7908	0.47448	-0.0496762	-0.0500101	-0.0496367	-0.0603074	-0.0596906
7911	0.47466	-0.0496761	-0.05001	-0.0496365	-0.0603074	-0.0596906
7914	0.47484	-0.0496761	-0.0500099	-0.0496364	-0.0603074	-0.0596906
7917	0.47502	-0.0496761	-0.0500097	-0.0496362	-0.0603075	-0.0596906
7920	0.4752	-0.0496761	-0.0500096	-0.0496361	-0.0603075	-0.0596906
7923	0.47538	-0.0496761	-0.0500095	-0.0496359	-0.0603075	-0.0596906
7926	0.47556	-0.0496761	-0.0500093	-0.0496358	-0.0603075	-0.0596906
7929	0.47574	-0.049676	-0.0500092	-0.0496356	-0.0603075	-0.0596905
7932	0.47592	-0.049676	-0.0500091	-0.0496355	-0.0603075	-0.0596905
7935	0.4761	-0.049676	-0.0500089	-0.0496353	-0.0603075	-0.0596905
7938	0.47628	-0.049676	-0.0500088	-0.0496352	-0.0603076	-0.0596905
7941	0.47646	-0.049676	-0.0500087	-0.049635	-0.0603076	-0.0596905
7944	0.47664	-0.049676	-0.0500085	-0.0496349	-0.0603076	-0.0596905
7947	0.47682	-0.0496759	-0.0500084	-0.0496347	-0.0603076	-0.0596905
7950	0.477	-0.0496759	-0.0500083	-0.0496346	-0.0603076	-0.0596904
7953	0.47718	-0.0496759	-0.0500081	-0.0496344	-0.0603076	-0.0596904
7956	0.47736	-0.0496759	-0.050008	-0.0496343	-0.0603076	-0.0596904
7959	0.47754	-0.0496759	-0.0500079	-0.0496341	-0.0603077	-0.0596904
7962	0.47772	-0.0496759	-0.0500077	-0.049634	-0.0603077	-0.0596904
7965	0.4779	-0.0496758	-0.0500076	-0.0496339	-0.0603077	-0.0596904
7968	0.47808	-0.0496758	-0.0500075	-0.0496337	-0.0603077	-0.0596904
7971	0.47826	-0.0496758	-0.0500073	-0.0496336	-0.0603077	-0.0596903
7974	0.47844	-0.0496758	-0.0500072	-0.0496334	-0.0603077	-0.0596903
7977	0.47862	-0.0496758	-0.0500071	-0.0496333	-0.0603077	-0.0596903
7980	0.4788	-0.0496758	-0.0500069	-0.0496331	-0.0603077	-0.0596903
7983	0.47898	-0.0496758	-0.0500068	-0.049633	-0.0603078	-0.0596903
7986	0.47916	-0.0496757	-0.0500067	-0.0496328	-0.0603078	-0.0596903
7989	0.47934	-0.0496757	-0.0500065	-0.0496327	-0.0603078	-0.0596903
7992	0.47952	-0.0496757	-0.0500064	-0.0496325	-0.0603078	-0.0596903
7995	0.4797	-0.0496757	-0.0500063	-0.0496324	-0.0603078	-0.0596902
7998	0.47988	-0.0496757	-0.0500061	-0.0496322	-0.0603078	-0.0596902
8001	0.48006	-0.0496757	-0.050006	-0.0496321	-0.0603078	-0.0596902
8004	0.48024	-0.0496756	-0.0500059	-0.0496319	-0.0603078	-0.0596902
8007	0.48042	-0.0496756	-0.0500057	-0.0496318	-0.0603079	-0.0596902
8010	0.4806	-0.0496756	-0.0500056	-0.0496316	-0.0603079	-0.0596902
8013	0.48078	-0.0496756	-0.0500055	-0.0496315	-0.0603079	-0.0596902
8016	0.48096	-0.0496756	-0.0500053	-0.0496313	-0.0603079	-0.0596902
8019	0.48114	-0.0496756	-0.0500052	-0.0496312	-0.0603079	-0.0596902
8022	0.48132	-0.0496756	-0.0500051	-0.0496311	-0.0603079	-0.0596901
8025	0.4815	-0.0496755	-0.0500049	-0.0496309	-0.0603079	-0.0596901
8028	0.48168	-0.0496755	-0.0500048	-0.0496308	-0.0603079	-0.0596901
8031	0.48186	-0.0496755	-0.0500047	-0.0496306	-0.0603079	-0.0596901
8034	0.48204	-0.0496755	-0.0500045	-0.0496305	-0.060308	-0.0596901
8037	0.48222	-0.0496755	-0.0500044	-0.0496303	-0.060308	-0.0596901
8040	0.4824	-0.0496755	-0.0500043	-0.0496302	-0.060308	-0.0596901
8043	0.48258	-0.0496755	-0.0500041	-0.04963	-0.060308	-0.0596901
8046	0.48276	-0.0496754	-0.050004	-0.0496299	-0.060308	-0.05969
8049	0.48294	-0.0496754	-0.0500039	-0.0496297	-0.060308	-0.05969
8052	0.48312	-0.0496754	-0.0500037	-0.0496296	-0.060308	-0.05969
8055	0.4833	-0.0496754	-0.0500036	-0.0496294	-0.060308	-0.05969
8058	0.48348	-0.0496754	-0.0500035	-0.0496293	-0.060308	-0.05969
8061	0.48366	-0.0496754	-0.0500033	-0.0496292	-0.0603081	-0.05969
8064	0.48384	-0.0496754	-0.0500032	-0.049629	-0.0603081	-0.05969
8067	0.48402	-0.0496753	-0.0500031	-0.0496289	-0.0603081	-0.05969
8070	0.4842	-0.0496753	-0.050003	-0.0496287	-0.0603081	-0.05969
8073	0.48438	-0.0496753	-0.0500028	-0.0496286	-0.0603081	-0.05969
8076	0.48456	-0.0496753	-0.0500027	-0.0496284	-0.0603081	-0.0596899
8079	0.48474	-0.0496753	-0.0500026	-0.0496283	-0.0603081	-0.0596899
8082	0.48492	-0.0496753	-0.0500024	-0.0496281	-0.0603081	-0.0596899
8085	0.4851	-0.0496753	-0.0500023	-0.049628	-0.0603081	-0.0596899
8088	0.48528	-0.0496753	-0.0500022	-0.0496278	-0.0603081	-0.0596899
8091	0.48546	-0.0496752	-0.050002	-0.0496277	-0.0603082	-0.0596899
8094	0.48564	-0.0496752	-0.0500019	-0.0496276	-0.0603082	-0.0596899
8097	0.48582	-0.0496752	-0.0500018	-0.0496274	-0.0603082	-0.0596899
8100	0.486	-0.0496752	-0.0500016	-0.0496273	-0.0603082	-0.0596899
8103	0.48618	-0.0496752	-0.0500015	-0.0496271	-0.0603082	-0.0596898
8106	0.48636	-0.0496752	-0.0500014	-0.049627	-0.0603082	-0.0596898
8109	0.48654	-0.0496752	-0.0500012	-0.0496268	-0.0603082	-0.0596898
8112	0.48672	-0.0496752	-0.0500011	-0.0496267	-0.0603082	-0.0596898
8115	0.4869	-0.0496751	-0.050001	-0.0496265	-0.0603082	-0.0596898
8118	0.48708	-0.0496751	-0.0500008	-0.0496264	-0.0603082	-0.0596898
8121	0.48726	-0.0496751	-0.0500007	-0.0496263	-0.0603083	-0.0596898
8124	0.48744	-0.0496751	-0.0500006	-0.0496261	-0.0603083	-0.0596898
8127	0.48762	-0.0496751	-0.0500004	-0.049626	-0.0603083	-0.0596898
8130	0.4878	-0.0496751	-0.0500003	-0.0496258	-0.0603083	-0.0596898
8133	0.48798	-0.0496751	-0.0500002	-0.0496257	-0.0603083	-0.0596898
8136	0.48816	-0.0496751	-0.05	-0.0496255	-0.0603083	-0.0596897
8139	0.48834	-0.0496751	-0.0499999	-0.0496254	-0.0603083	-0.0596897
8142	0.48852	-0.049675	-0.0499998	-0.0496253	-0.0603083	-0.0596897
8145	0.4887	-0.049675	-0.0499996	-0.0496251	-0.0603083	-0.0596897
8148	0.48888	-0.049675	-0.0499995	-0.049625	-0.0603083	-0.0596897
8151	0.48906	-0.049675	-0.0499994	-0.0496248	-0.0603083	-0.0596897
8154	0.48924	-0.049675	-0.0499992	-0.0496247	-0.0603084	-0.0596897
8157	0.48942	-0.049675	-0.0499991	-0.0496245	-0.0603084	-0.0596897
8160	0.4896	-0.049675	-0.049999	-0.0496244	-0.0603084	-0.0596897
8163	0.48978	-0.049675	-0.0499988	-0.0496242	-0.0603084	-0.0596897
8166	0.48996	-0.049675	-0.0499987	-0.0496241	-0.0603084	-0.0596897
8169	0.49014	-0.0496749	-0.0499986	-0.049624	-0.0603084	-0.0596896
8172	0.49032	-0.0496749	-0.0499984	-0.0496238	-0.0603084	-0.0596896
8175	0.4905	-0.0496749	-0.0499983	-0.0496237	-0.0603084	-0.0596896
8178	0.49068	-0.0496749	-0.0499982	-0.0496235	-0.0603084	-0.0596896
8181	0.49086	-0.0496749	-0.049998	-0.0496234	-0.0603084	-0.0596896
8184	0.49104	-0.0496749	-0.0499979	-0.0496233	-0.0603084	-0.0596896
8187	0.49122	-0.0496749	-0.0499978	-0.0496231	-0.0603084	-0.0596896
8190	0.4914	-0.0496749	-0.0499976	-0.049623	-0.0603085	-0.0596896
8193	0.49158	-0.0496749	-0.0499975	-0.0496228	-0.0603085	-0.0596896
8196	0.49176	-0.0496748	-0.0499974	-0.0496227	-0.0603085	-0.0596896
8199	0.49194	-0.0496748	-0.0499972	-0.0496225	-0.0603085	-0.0596896
8202	0.49212	-0.0496748	-0.0499971	-0.0496224	-0.0603085	-0.0596896
8205	0.4923	-0.0496748	-0.049997	-0.0496223	-0.0603085	-0.0596896
8208	0.49248	-0.0496748	-0.0499968	-0.0496221	-0.0603085	-0.0596895
8211	0.49266	-0.0496748	-0.0499967	-0.049622	-0.0603085	-0.0596895
8214	0.49284	-0.0496748	-0.0499966	-0.0496218	-0.0603085	-0.0596895
8217	0.49302	-0.0496748	-0.0499964	-0.0496217	-0.0603085	-0.0596895
8220	0.4932	-0.0496748	-0.0499963	-0.0496215	-0.0603085	-0.0596895
8223	0.49338	-0.0496748	-0.0499962	-0.0496214	-0.0603085	-0.0596895
8226	0.49356	-0.0496747	-0.049996	-0.0496213	-0.0603085	-0.0596895
8229	0.49374	-0.0496747	-0.0499959	-0.0496211	-0.0603085	-0.0596895
8232	0.49392	-0.0496747	-0.0499958	-0.049621	-0.0603086	-0.0596895
8235	0.4941	-0.0496747	-0.0499956	-0.0496208	-0.0603086	-0.0596895
8238	0.49428	-0.0496747	-0.0499955	-0.0496207	-0.0603086	-0.0596895
8241	0.49446	-0.0496747	-0.0499954	-0.0496206	-0.0603086	-0.0596895
8244	0.49464	-0.0496747	-0.0499952	-0.0496204	-0.0603086	-0.0596895
8247	0.49482	-0.0496747	-0.0499951	-0.0496203	-0.0603086	-0.0596895
8250	0.495	-0.0496747	-0.049995	-0.0496201	-0.0603086	-0.0596894
8253	0.49518	-0.0496747	-0.0499948	-0.04962	-0.0603086	-0.0596894
8256	0.49536	-0.0496747	-0.0499947	-0.0496199	-0.0603086	-0.0596894
8259	0.49554	-0.0496746	-0.0499946	-0.0496197	-0.0603086	-0.0596894
8262	0.49572	-0.0496746	-0.0499944	-0.0496196	-0.0603086	-0.0596894
8265	0.4959	-0.0496746	-0.0499943	-0.0496194	-0.0603086	-0.0596894
8268	0.49608	-0.0496746	-0.0499942	-0.0496193	-0.0603086	-0.0596894
8271	0.49626	-0.0496746	-0.049994	-0.0496192	-0.0603086	-0.0596894
8274	0.49644	-0.0496746	-0.0499939	-0.049619	-0.0603086	-0.0596894
8277	0.49662	-0.0496746	-0.0499937	-0.0496189	-0.0603086	-0.0596894
8280	0.4968	-0.0496746	-0.0499936	-0.0496187	-0.0603087	-0.0596894
8283	0.49698	-0.0496746	-0.0499935	-0.0496186	-0.0603087	-0.0596894
8286	0.49716	-0.0496746	-0.0499934	-0.0496185	-0.0603087	-0.0596894
8289	0.49734	-0.0496746	-0.0499932	-0.0496183	-0.0603087	-0.0596894
8292	0.49752	-0.0496746	-0.0499931	-0.0496182	-0.0603087	-0.0596894
8295	0.4977	-0.0496746	-0.0499929	-0.049618	-0.0603087	-0.0596894
8298	0.49788	-0.0496745	-0.0499928	-0.0496179	-0.0603087	-0.0596894
8301	0.49806	-0.0496745	-0.0499927	-0.0496178	-0.0603087	-0.0596893
8304	0.49824	-0.0496745	-0.0499926	-0.0496176	-0.0603087	-0.0596893
8307	0.49842	-0.0496745	-0.0499924	-0.0496175	-0.0603087	-0.0596893
8310	0.4986	-0.0496745	-0.0499923	-0.0496173	-0.0603087	-0.0596893
8313	0.49878	-0.0496745	-0.0499921	-0.0496172	-0.0603087	-0.0596893
8316	0.49896	-0.0496745	-0.049992	-0.0496171	-0.0603087	-0.0596893
8319	0.49914	-0.0496745	-0.0499919	-0.0496169	-0.0603087	-0.0596893
8322	0.49932	-0.0496745	-0.0499917	-0.0496168	-0.0603087	-0.0596893
8325	0.4995	-0.0496745	-0.0499916	-0.0496166	-0.0603087	-0.0596893
8328	0.49968	-0.0496745	-0.0499915	-0.0496165	-0.0603087	-0.0596893
8331	0.49986	-0.0496745	-0.0499913	-0.0496164	-0.0603087	-0.0596893
8334	0.50004	-0.0496745	-0.0499912	-0.0496162	-0.0603087	-0.0596893
8337	0.50022	-0.0496744	-0.0499911	-0.0496161	-0.0603088	-0.0596893
8340	0.5004	-0.0496744	-0.0499909	-0.0496159	-0.0603088	-0.0596893
8343	0.50058	-0.0496744	-0.0499908	-0.0496158	-0.0603088	-0.0596893
8346	0.50076	-0.0496744	-0.0499907	-0.0496157	-0.0603088	-0.0596893
8349	0.50094	-0.0496744	-0.0499905	-0.0496155	-0.0603088	-0.0596893
8352	0.50112	-0.0496744	-0.0499904	-0.0496154	-0.0603088	-0.0596893
8355	0.5013	-0.0496744	-0.0499903	-0.0496153	-0.0603088	-0.0596893
8358	0.50148	-0.0496744	-0.0499901	-0.0496151	-0.0603088	-0.0596893
8361	0.50166	-0.0496744	-0.04999	-0.049615	-0.0603088	-0.0596893
8364	0.50184	-0.0496744	-0.0499899	-0.0496148	-0.0603088	-0.0596892
8367	0.50202	-0.0496744	-0.0499897	-0.0496147	-0.0603088	-0.0596892
8370	0.5022	-0.0496744	-0.0499896	-0.0496146	-0.0603088	-0.0596892
8373	0.50238	-0.0496744	-0.0499895	-0.0496144	-0.0603088	-0.0596892
8376	0.50256	-0.0496744	-0.0499893	-0.0496143	-0.0603088	-0.0596892
8379	0.50274	-0.0496744	-0.0499892	-0.0496142	-0.0603088	-0.0596892
8382	0.50292	-0.0496744	-0.0499891	-0.049614	-0.0603088	-0.0596892
8385	0.5031	-0.0496744	-0.0499889	-0.0496139	-0.0603088	-0.0596892
8388	0.50328	-0.0496743	-0.0499888	-0.0496137	-0.0603088	-0.0596892
8391	0.50346	-0.0496743	-0.0499887	-0.0496136	-0.0603088	-0.0596892
8394	0.50364	-0.0496743	-0.0499885	-0.0496135	-0.0603088	-0.0596892
8397	0.50382	-0.0496743	-0.0499884	-0.0496133	-0.0603088	-0.0596892
8400	0.504	-0.0496743	-0.0499883	-0.0496132	-0.0603088	-0.0596892
8403	0.50418	-0.0496743	-0.0499881	-0.0496131	-0.0603088	-0.0596892
8406	0.50436	-0.0496743	-0.049988	-0.0496129	-0.0603088	-0.0596892
8409	0.50454	-0.0496743	-0.0499879	-0.0496128	-0.0603088	-0.0596892
8412	0.50472	-0.0496743	-0.0499877	-0.0496126	-0.0603088	-0.0596892
8415	0.5049	-0.0496743	-0.0499876	-0.0496125	-0.0603088	-0.0596892
8418	0.50508	-0.0496743	-0.0499875	-0.0496124	-0.0603088	-0.0596892
8421	0.50526	-0.0496743	-0.0499873	-0.0496122	-0.0603089	-0.0596892
8424	0.50544	-0.0496743	-0.0499872	-0.0496121	-0.0603089	-0.0596892
8427	0.50562	-0.0496743	-0.0499871	-0.049612	-0.0603089	-0.0596892
8430	0.5058	-0.0496743	-0.0499869	-0.0496118	-0.0603089	-0.0596892
8433	0.50598	-0.0496743	-0.0499868	-0.0496117	-0.0603089	-0.0596892
8436	0.50616	-0.0496743	-0.0499867	-0.0496115	-0.0603089	-0.0596892
