TimeSlice	Time	Perc. Position	Range of Motion 2	CPG Speed 2
34047	2.04282	-0.0497887	-0.06	-0.058
34050	2.043	-0.0497891	-0.06	-0.058
34053	2.04318	-0.0497895	-0.06	-0.058
34056	2.04336	-0.0497899	-0.06	-0.058
34059	2.04354	-0.0497903	-0.06	-0.058
34062	2.04372	-0.0497907	-0.06	-0.058
34065	2.0439	-0.0497911	-0.06	-0.058
34068	2.04408	-0.0497915	-0.06	-0.058
34071	2.04426	-0.0497919	-0.06	-0.058
34074	2.04444	-0.0497923	-0.06	-0.058
34077	2.04462	-0.0497927	-0.06	-0.058
34080	2.0448	-0.0497931	-0.06	-0.058
34083	2.04498	-0.0497935	-0.06	-0.058
34086	2.04516	-0.049794	-0.06	-0.058
34089	2.04534	-0.0497944	-0.06	-0.058
34092	2.04552	-0.0497948	-0.06	-0.058
34095	2.0457	-0.0497952	-0.06	-0.058
34098	2.04588	-0.0497956	-0.06	-0.058
34101	2.04606	-0.049796	-0.06	-0.058
34104	2.04624	-0.0497964	-0.06	-0.058
34107	2.04642	-0.0497968	-0.06	-0.058
34110	2.0466	-0.0497972	-0.06	-0.058
34113	2.04678	-0.0497976	-0.06	-0.058
34116	2.04696	-0.049798	-0.06	-0.058
34119	2.04714	-0.0497984	-0.06	-0.058
34122	2.04732	-0.0497988	-0.06	-0.058
34125	2.0475	-0.0497992	-0.06	-0.058
34128	2.04768	-0.0497996	-0.06	-0.058
34131	2.04786	-0.0498	-0.06	-0.058
34134	2.04804	-0.0498004	-0.06	-0.058
34137	2.04822	-0.0498008	-0.06	-0.058
34140	2.0484	-0.0498012	-0.06	-0.058
34143	2.04858	-0.0498016	-0.06	-0.058
34146	2.04876	-0.049802	-0.06	-0.058
34149	2.04894	-0.0498024	-0.06	-0.058
34152	2.04912	-0.0498028	-0.06	-0.058
34155	2.0493	-0.0498032	-0.06	-0.058
34158	2.04948	-0.0498036	-0.06	-0.058
34161	2.04966	-0.049804	-0.06	-0.058
34164	2.04984	-0.0498044	-0.06	-0.058
34167	2.05002	-0.0498048	-0.06	-0.058
34170	2.0502	-0.0498051	-0.06	-0.058
34173	2.05038	-0.0498055	-0.06	-0.058
34176	2.05056	-0.0498059	-0.06	-0.058
34179	2.05074	-0.0498063	-0.06	-0.058
34182	2.05092	-0.0498067	-0.06	-0.058
34185	2.0511	-0.0498071	-0.06	-0.058
34188	2.05128	-0.0498075	-0.06	-0.058
34191	2.05146	-0.0498079	-0.06	-0.058
34194	2.05164	-0.0498083	-0.06	-0.058
34197	2.05182	-0.0498087	-0.06	-0.058
34200	2.052	-0.0498091	-0.06	-0.058
34203	2.05218	-0.0498095	-0.06	-0.058
34206	2.05236	-0.0498099	-0.06	-0.058
34209	2.05254	-0.0498103	-0.06	-0.058
34212	2.05272	-0.0498107	-0.06	-0.058
34215	2.0529	-0.0498111	-0.06	-0.058
34218	2.05308	-0.0498115	-0.06	-0.058
34221	2.05326	-0.0498119	-0.06	-0.058
34224	2.05344	-0.0498123	-0.06	-0.058
34227	2.05362	-0.0498127	-0.06	-0.058
34230	2.0538	-0.049813	-0.06	-0.058
34233	2.05398	-0.0498134	-0.06	-0.058
34236	2.05416	-0.0498138	-0.06	-0.058
34239	2.05434	-0.0498142	-0.06	-0.058
34242	2.05452	-0.0498146	-0.06	-0.058
34245	2.0547	-0.049815	-0.06	-0.058
34248	2.05488	-0.0498154	-0.06	-0.058
34251	2.05506	-0.0498158	-0.06	-0.058
34254	2.05524	-0.0498162	-0.06	-0.058
34257	2.05542	-0.0498166	-0.06	-0.058
34260	2.0556	-0.049817	-0.06	-0.058
34263	2.05578	-0.0498174	-0.06	-0.058
34266	2.05596	-0.0498177	-0.06	-0.058
34269	2.05614	-0.0498181	-0.06	-0.058
34272	2.05632	-0.0498185	-0.06	-0.058
34275	2.0565	-0.0498189	-0.06	-0.058
34278	2.05668	-0.0498193	-0.06	-0.058
34281	2.05686	-0.0498197	-0.06	-0.058
34284	2.05704	-0.0498201	-0.06	-0.058
34287	2.05722	-0.0498205	-0.06	-0.058
34290	2.0574	-0.0498209	-0.06	-0.058
34293	2.05758	-0.0498212	-0.06	-0.058
34296	2.05776	-0.0498216	-0.06	-0.058
34299	2.05794	-0.049822	-0.06	-0.058
34302	2.05812	-0.0498224	-0.06	-0.058
34305	2.0583	-0.0498228	-0.06	-0.058
34308	2.05848	-0.0498232	-0.06	-0.058
34311	2.05866	-0.0498236	-0.06	-0.058
34314	2.05884	-0.049824	-0.06	-0.058
34317	2.05902	-0.0498243	-0.06	-0.058
34320	2.0592	-0.0498247	-0.06	-0.058
34323	2.05938	-0.0498251	-0.06	-0.058
34326	2.05956	-0.0498255	-0.06	-0.058
34329	2.05974	-0.0498259	-0.06	-0.058
34332	2.05992	-0.0498263	-0.06	-0.058
34335	2.0601	-0.0498267	-0.06	-0.058
34338	2.06028	-0.0498271	-0.06	-0.058
34341	2.06046	-0.0498274	-0.06	-0.058
34344	2.06064	-0.0498278	-0.06	-0.058
34347	2.06082	-0.0498282	-0.06	-0.058
34350	2.061	-0.0498286	-0.06	-0.058
34353	2.06118	-0.049829	-0.06	-0.058
34356	2.06136	-0.0498294	-0.06	-0.058
34359	2.06154	-0.0498297	-0.06	-0.058
34362	2.06172	-0.0498301	-0.06	-0.058
34365	2.0619	-0.0498305	-0.06	-0.058
34368	2.06208	-0.0498309	-0.06	-0.058
34371	2.06226	-0.0498313	-0.06	-0.058
34374	2.06244	-0.0498317	-0.06	-0.058
34377	2.06262	-0.049832	-0.06	-0.058
34380	2.0628	-0.0498324	-0.06	-0.058
34383	2.06298	-0.0498328	-0.06	-0.058
34386	2.06316	-0.0498332	-0.06	-0.058
34389	2.06334	-0.0498336	-0.06	-0.058
34392	2.06352	-0.0498339	-0.06	-0.058
34395	2.0637	-0.0498343	-0.06	-0.058
34398	2.06388	-0.0498347	-0.06	-0.058
34401	2.06406	-0.0498351	-0.06	-0.058
34404	2.06424	-0.0498355	-0.06	-0.058
34407	2.06442	-0.0498359	-0.06	-0.058
34410	2.0646	-0.0498362	-0.06	-0.058
34413	2.06478	-0.0498366	-0.06	-0.058
34416	2.06496	-0.049837	-0.06	-0.058
34419	2.06514	-0.0498374	-0.06	-0.058
34422	2.06532	-0.0498378	-0.06	-0.058
34425	2.0655	-0.0498381	-0.06	-0.058
34428	2.06568	-0.0498385	-0.06	-0.058
34431	2.06586	-0.0498389	-0.06	-0.058
34434	2.06604	-0.0498393	-0.06	-0.058
34437	2.06622	-0.0498396	-0.06	-0.058
34440	2.0664	-0.04984	-0.06	-0.058
34443	2.06658	-0.0498404	-0.06	-0.058
34446	2.06676	-0.0498408	-0.06	-0.058
34449	2.06694	-0.0498412	-0.06	-0.058
34452	2.06712	-0.0498415	-0.06	-0.058
34455	2.0673	-0.0498419	-0.06	-0.058
34458	2.06748	-0.0498423	-0.06	-0.058
34461	2.06766	-0.0498427	-0.06	-0.058
34464	2.06784	-0.049843	-0.06	-0.058
34467	2.06802	-0.0498434	-0.06	-0.058
34470	2.0682	-0.0498438	-0.06	-0.058
34473	2.06838	-0.0498442	-0.06	-0.058
34476	2.06856	-0.0498446	-0.06	-0.058
34479	2.06874	-0.0498449	-0.06	-0.058
34482	2.06892	-0.0498453	-0.06	-0.058
34485	2.0691	-0.0498457	-0.06	-0.058
34488	2.06928	-0.0498461	-0.06	-0.058
34491	2.06946	-0.0498464	-0.06	-0.058
34494	2.06964	-0.0498468	-0.06	-0.058
34497	2.06982	-0.0498472	-0.06	-0.058
34500	2.07	-0.0498476	-0.06	-0.058
34503	2.07018	-0.0498479	-0.06	-0.058
34506	2.07036	-0.0498483	-0.06	-0.058
34509	2.07054	-0.0498487	-0.06	-0.058
34512	2.07072	-0.049849	-0.06	-0.058
34515	2.0709	-0.0498494	-0.06	-0.058
34518	2.07108	-0.0498498	-0.06	-0.058
34521	2.07126	-0.0498502	-0.06	-0.058
34524	2.07144	-0.0498505	-0.06	-0.058
34527	2.07162	-0.0498509	-0.06	-0.058
34530	2.0718	-0.0498513	-0.06	-0.058
34533	2.07198	-0.0498517	-0.06	-0.058
34536	2.07216	-0.049852	-0.06	-0.058
34539	2.07234	-0.0498524	-0.06	-0.058
34542	2.07252	-0.0498528	-0.06	-0.058
34545	2.0727	-0.0498531	-0.06	-0.058
34548	2.07288	-0.0498535	-0.06	-0.058
34551	2.07306	-0.0498539	-0.06	-0.058
34554	2.07324	-0.0498543	-0.06	-0.058
34557	2.07342	-0.0498546	-0.06	-0.058
34560	2.0736	-0.049855	-0.06	-0.058
34563	2.07378	-0.0498554	-0.06	-0.058
34566	2.07396	-0.0498557	-0.06	-0.058
34569	2.07414	-0.0498561	-0.06	-0.058
34572	2.07432	-0.0498565	-0.06	-0.058
34575	2.0745	-0.0498568	-0.06	-0.058
34578	2.07468	-0.0498572	-0.06	-0.058
34581	2.07486	-0.0498576	-0.06	-0.058
34584	2.07504	-0.049858	-0.06	-0.058
34587	2.07522	-0.0498583	-0.06	-0.058
34590	2.0754	-0.0498587	-0.06	-0.058
34593	2.07558	-0.0498591	-0.06	-0.058
34596	2.07576	-0.0498594	-0.06	-0.058
34599	2.07594	-0.0498598	-0.06	-0.058
34602	2.07612	-0.0498602	-0.06	-0.058
34605	2.0763	-0.0498605	-0.06	-0.058
34608	2.07648	-0.0498609	-0.06	-0.058
34611	2.07666	-0.0498613	-0.06	-0.058
34614	2.07684	-0.0498616	-0.06	-0.058
34617	2.07702	-0.049862	-0.06	-0.058
34620	2.0772	-0.0498624	-0.06	-0.058
34623	2.07738	-0.0498627	-0.06	-0.058
34626	2.07756	-0.0498631	-0.06	-0.058
34629	2.07774	-0.0498635	-0.06	-0.058
34632	2.07792	-0.0498638	-0.06	-0.058
34635	2.0781	-0.0498642	-0.06	-0.058
34638	2.07828	-0.0498646	-0.06	-0.058
34641	2.07846	-0.0498649	-0.06	-0.058
34644	2.07864	-0.0498653	-0.06	-0.058
34647	2.07882	-0.0498656	-0.06	-0.058
34650	2.079	-0.049866	-0.06	-0.058
34653	2.07918	-0.0498664	-0.06	-0.058
34656	2.07936	-0.0498667	-0.06	-0.058
34659	2.07954	-0.0498671	-0.06	-0.058
34662	2.07972	-0.0498675	-0.06	-0.058
34665	2.0799	-0.0498678	-0.06	-0.058
34668	2.08008	-0.0498682	-0.06	-0.058
34671	2.08026	-0.0498686	-0.06	-0.058
34674	2.08044	-0.0498689	-0.06	-0.058
34677	2.08062	-0.0498693	-0.06	-0.058
34680	2.0808	-0.0498696	-0.06	-0.058
34683	2.08098	-0.04987	-0.06	-0.058
34686	2.08116	-0.0498704	-0.06	-0.058
34689	2.08134	-0.0498707	-0.06	-0.058
34692	2.08152	-0.0498711	-0.06	-0.058
34695	2.0817	-0.0498715	-0.06	-0.058
34698	2.08188	-0.0498718	-0.06	-0.058
34701	2.08206	-0.0498722	-0.06	-0.058
34704	2.08224	-0.0498725	-0.06	-0.058
34707	2.08242	-0.0498729	-0.06	-0.058
34710	2.0826	-0.0498733	-0.06	-0.058
34713	2.08278	-0.0498736	-0.06	-0.058
34716	2.08296	-0.049874	-0.06	-0.058
34719	2.08314	-0.0498743	-0.06	-0.058
34722	2.08332	-0.0498747	-0.06	-0.058
34725	2.0835	-0.0498751	-0.06	-0.058
34728	2.08368	-0.0498754	-0.06	-0.058
34731	2.08386	-0.0498758	-0.06	-0.058
34734	2.08404	-0.0498761	-0.06	-0.058
34737	2.08422	-0.0498765	-0.06	-0.058
34740	2.0844	-0.0498769	-0.06	-0.058
34743	2.08458	-0.0498772	-0.06	-0.058
34746	2.08476	-0.0498776	-0.06	-0.058
34749	2.08494	-0.0498779	-0.06	-0.058
34752	2.08512	-0.0498783	-0.06	-0.058
34755	2.0853	-0.0498786	-0.06	-0.058
34758	2.08548	-0.049879	-0.06	-0.058
34761	2.08566	-0.0498794	-0.06	-0.058
34764	2.08584	-0.0498797	-0.06	-0.058
34767	2.08602	-0.0498801	-0.06	-0.058
34770	2.0862	-0.0498804	-0.06	-0.058
34773	2.08638	-0.0498808	-0.06	-0.058
34776	2.08656	-0.0498811	-0.06	-0.058
34779	2.08674	-0.0498815	-0.06	-0.058
34782	2.08692	-0.0498819	-0.06	-0.058
34785	2.0871	-0.0498822	-0.06	-0.058
34788	2.08728	-0.0498826	-0.06	-0.058
34791	2.08746	-0.0498829	-0.06	-0.058
34794	2.08764	-0.0498833	-0.06	-0.058
34797	2.08782	-0.0498836	-0.06	-0.058
34800	2.088	-0.049884	-0.06	-0.058
34803	2.08818	-0.0498843	-0.06	-0.058
34806	2.08836	-0.0498847	-0.06	-0.058
34809	2.08854	-0.049885	-0.06	-0.058
34812	2.08872	-0.0498854	-0.06	-0.058
34815	2.0889	-0.0498858	-0.06	-0.058
34818	2.08908	-0.0498861	-0.06	-0.058
34821	2.08926	-0.0498865	-0.06	-0.058
34824	2.08944	-0.0498868	-0.06	-0.058
34827	2.08962	-0.0498872	-0.06	-0.058
34830	2.0898	-0.0498875	-0.06	-0.058
34833	2.08998	-0.0498879	-0.06	-0.058
34836	2.09016	-0.0498882	-0.06	-0.058
34839	2.09034	-0.0498886	-0.06	-0.058
34842	2.09052	-0.0498889	-0.06	-0.058
34845	2.0907	-0.0498893	-0.06	-0.058
34848	2.09088	-0.0498896	-0.06	-0.058
34851	2.09106	-0.04989	-0.06	-0.058
34854	2.09124	-0.0498903	-0.06	-0.058
34857	2.09142	-0.0498907	-0.06	-0.058
34860	2.0916	-0.049891	-0.06	-0.058
34863	2.09178	-0.0498914	-0.06	-0.058
34866	2.09196	-0.0498917	-0.06	-0.058
34869	2.09214	-0.0498921	-0.06	-0.058
34872	2.09232	-0.0498924	-0.06	-0.058
34875	2.0925	-0.0498928	-0.06	-0.058
34878	2.09268	-0.0498931	-0.06	-0.058
34881	2.09286	-0.0498935	-0.06	-0.058
34884	2.09304	-0.0498938	-0.06	-0.058
34887	2.09322	-0.0498942	-0.06	-0.058
34890	2.0934	-0.0498945	-0.06	-0.058
34893	2.09358	-0.0498949	-0.06	-0.058
34896	2.09376	-0.0498952	-0.06	-0.058
34899	2.09394	-0.0498956	-0.06	-0.058
34902	2.09412	-0.0498959	-0.06	-0.058
34905	2.0943	-0.0498963	-0.06	-0.058
34908	2.09448	-0.0498966	-0.06	-0.058
34911	2.09466	-0.049897	-0.06	-0.058
34914	2.09484	-0.0498973	-0.06	-0.058
34917	2.09502	-0.0498977	-0.06	-0.058
34920	2.0952	-0.049898	-0.06	-0.058
34923	2.09538	-0.0498984	-0.06	-0.058
34926	2.09556	-0.0498987	-0.06	-0.058
34929	2.09574	-0.0498991	-0.06	-0.058
34932	2.09592	-0.0498994	-0.06	-0.058
34935	2.0961	-0.0498998	-0.06	-0.058
34938	2.09628	-0.0499001	-0.06	-0.058
34941	2.09646	-0.0499004	-0.06	-0.058
34944	2.09664	-0.0499008	-0.06	-0.058
34947	2.09682	-0.0499011	-0.06	-0.058
34950	2.097	-0.0499015	-0.06	-0.058
34953	2.09718	-0.0499018	-0.06	-0.058
34956	2.09736	-0.0499022	-0.06	-0.058
34959	2.09754	-0.0499025	-0.06	-0.058
34962	2.09772	-0.0499029	-0.06	-0.058
34965	2.0979	-0.0499032	-0.06	-0.058
34968	2.09808	-0.0499035	-0.06	-0.058
34971	2.09826	-0.0499039	-0.06	-0.058
34974	2.09844	-0.0499042	-0.06	-0.058
34977	2.09862	-0.0499046	-0.06	-0.058
34980	2.0988	-0.0499049	-0.06	-0.058
34983	2.09898	-0.0499053	-0.06	-0.058
34986	2.09916	-0.0499056	-0.06	-0.058
34989	2.09934	-0.049906	-0.06	-0.058
34992	2.09952	-0.0499063	-0.06	-0.058
34995	2.0997	-0.0499066	-0.06	-0.058
34998	2.09988	-0.049907	-0.06	-0.058
35001	2.10006	-0.0499073	-0.06	-0.058
35004	2.10024	-0.0499077	-0.06	-0.058
35007	2.10042	-0.049908	-0.06	-0.058
35010	2.1006	-0.0499084	-0.06	-0.058
35013	2.10078	-0.0499087	-0.06	-0.058
35016	2.10096	-0.049909	-0.06	-0.058
35019	2.10114	-0.0499094	-0.06	-0.058
35022	2.10132	-0.0499097	-0.06	-0.058
35025	2.1015	-0.0499101	-0.06	-0.058
35028	2.10168	-0.0499104	-0.06	-0.058
35031	2.10186	-0.0499107	-0.06	-0.058
35034	2.10204	-0.0499111	-0.06	-0.058
35037	2.10222	-0.0499114	-0.06	-0.058
35040	2.1024	-0.0499118	-0.06	-0.058
35043	2.10258	-0.0499121	-0.06	-0.058
35046	2.10276	-0.0499124	-0.06	-0.058
35049	2.10294	-0.0499128	-0.06	-0.058
35052	2.10312	-0.0499131	-0.06	-0.058
35055	2.1033	-0.0499135	-0.06	-0.058
35058	2.10348	-0.0499138	-0.06	-0.058
35061	2.10366	-0.0499141	-0.06	-0.058
35064	2.10384	-0.0499145	-0.06	-0.058
35067	2.10402	-0.0499148	-0.06	-0.058
35070	2.1042	-0.0499151	-0.06	-0.058
35073	2.10438	-0.0499155	-0.06	-0.058
35076	2.10456	-0.0499158	-0.06	-0.058
35079	2.10474	-0.0499162	-0.06	-0.058
35082	2.10492	-0.0499165	-0.06	-0.058
35085	2.1051	-0.0499168	-0.06	-0.058
35088	2.10528	-0.0499172	-0.06	-0.058
35091	2.10546	-0.0499175	-0.06	-0.058
35094	2.10564	-0.0499178	-0.06	-0.058
35097	2.10582	-0.0499182	-0.06	-0.058
35100	2.106	-0.0499185	-0.06	-0.058
35103	2.10618	-0.0499188	-0.06	-0.058
35106	2.10636	-0.0499192	-0.06	-0.058
35109	2.10654	-0.0499195	-0.06	-0.058
35112	2.10672	-0.0499199	-0.06	-0.058
35115	2.1069	-0.0499202	-0.06	-0.058
35118	2.10708	-0.0499205	-0.06	-0.058
35121	2.10726	-0.0499209	-0.06	-0.058
35124	2.10744	-0.0499212	-0.06	-0.058
35127	2.10762	-0.0499215	-0.06	-0.058
35130	2.1078	-0.0499219	-0.06	-0.058
35133	2.10798	-0.0499222	-0.06	-0.058
35136	2.10816	-0.0499225	-0.06	-0.058
35139	2.10834	-0.0499229	-0.06	-0.058
35142	2.10852	-0.0499232	-0.06	-0.058
35145	2.1087	-0.0499235	-0.06	-0.058
35148	2.10888	-0.0499239	-0.06	-0.058
35151	2.10906	-0.0499242	-0.06	-0.058
35154	2.10924	-0.0499245	-0.06	-0.058
35157	2.10942	-0.0499249	-0.06	-0.058
35160	2.1096	-0.0499252	-0.06	-0.058
35163	2.10978	-0.0499255	-0.06	-0.058
35166	2.10996	-0.0499259	-0.06	-0.058
35169	2.11014	-0.0499262	-0.06	-0.058
35172	2.11032	-0.0499265	-0.06	-0.058
35175	2.1105	-0.0499269	-0.06	-0.058
35178	2.11068	-0.0499272	-0.06	-0.058
35181	2.11086	-0.0499275	-0.06	-0.058
35184	2.11104	-0.0499279	-0.06	-0.058
35187	2.11122	-0.0499282	-0.06	-0.058
35190	2.1114	-0.0499285	-0.06	-0.058
35193	2.11158	-0.0499288	-0.06	-0.058
35196	2.11176	-0.0499292	-0.06	-0.058
35199	2.11194	-0.0499295	-0.06	-0.058
35202	2.11212	-0.0499298	-0.06	-0.058
35205	2.1123	-0.0499302	-0.06	-0.058
35208	2.11248	-0.0499305	-0.06	-0.058
35211	2.11266	-0.0499308	-0.06	-0.058
35214	2.11284	-0.0499312	-0.06	-0.058
35217	2.11302	-0.0499315	-0.06	-0.058
35220	2.1132	-0.0499318	-0.06	-0.058
35223	2.11338	-0.0499321	-0.06	-0.058
35226	2.11356	-0.0499325	-0.06	-0.058
35229	2.11374	-0.0499328	-0.06	-0.058
35232	2.11392	-0.0499331	-0.06	-0.058
35235	2.1141	-0.0499335	-0.06	-0.058
35238	2.11428	-0.0499338	-0.06	-0.058
35241	2.11446	-0.0499341	-0.06	-0.058
35244	2.11464	-0.0499344	-0.06	-0.058
35247	2.11482	-0.0499348	-0.06	-0.058
35250	2.115	-0.0499351	-0.06	-0.058
35253	2.11518	-0.0499354	-0.06	-0.058
35256	2.11536	-0.0499357	-0.06	-0.058
35259	2.11554	-0.0499361	-0.06	-0.058
35262	2.11572	-0.0499364	-0.06	-0.058
35265	2.1159	-0.0499367	-0.06	-0.058
35268	2.11608	-0.0499371	-0.06	-0.058
35271	2.11626	-0.0499374	-0.06	-0.058
35274	2.11644	-0.0499377	-0.06	-0.058
35277	2.11662	-0.049938	-0.06	-0.058
35280	2.1168	-0.0499384	-0.06	-0.058
35283	2.11698	-0.0499387	-0.06	-0.058
35286	2.11716	-0.049939	-0.06	-0.058
35289	2.11734	-0.0499393	-0.06	-0.058
35292	2.11752	-0.0499397	-0.06	-0.058
35295	2.1177	-0.04994	-0.06	-0.058
35298	2.11788	-0.0499403	-0.06	-0.058
35301	2.11806	-0.0499406	-0.06	-0.058
35304	2.11824	-0.049941	-0.06	-0.058
35307	2.11842	-0.0499413	-0.06	-0.058
35310	2.1186	-0.0499416	-0.06	-0.058
35313	2.11878	-0.0499419	-0.06	-0.058
35316	2.11896	-0.0499422	-0.06	-0.058
35319	2.11914	-0.0499426	-0.06	-0.058
35322	2.11932	-0.0499429	-0.06	-0.058
35325	2.1195	-0.0499432	-0.06	-0.058
35328	2.11968	-0.0499435	-0.06	-0.058
35331	2.11986	-0.0499439	-0.06	-0.058
35334	2.12004	-0.0499442	-0.06	-0.058
35337	2.12022	-0.0499445	-0.06	-0.058
35340	2.1204	-0.0499448	-0.06	-0.058
35343	2.12058	-0.0499451	-0.06	-0.058
35346	2.12076	-0.0499455	-0.06	-0.058
35349	2.12094	-0.0499458	-0.06	-0.058
35352	2.12112	-0.0499461	-0.06	-0.058
35355	2.1213	-0.0499464	-0.06	-0.058
35358	2.12148	-0.0499468	-0.06	-0.058
35361	2.12166	-0.0499471	-0.06	-0.058
35364	2.12184	-0.0499474	-0.06	-0.058
35367	2.12202	-0.0499477	-0.06	-0.058
35370	2.1222	-0.049948	-0.06	-0.058
35373	2.12238	-0.0499484	-0.06	-0.058
35376	2.12256	-0.0499487	-0.06	-0.058
35379	2.12274	-0.049949	-0.06	-0.058
35382	2.12292	-0.0499493	-0.06	-0.058
35385	2.1231	-0.0499496	-0.06	-0.058
35388	2.12328	-0.04995	-0.06	-0.058
35391	2.12346	-0.0499503	-0.06	-0.058
35394	2.12364	-0.0499506	-0.06	-0.058
35397	2.12382	-0.0499509	-0.06	-0.058
35400	2.124	-0.0499512	-0.06	-0.058
35403	2.12418	-0.0499515	-0.06	-0.058
35406	2.12436	-0.0499519	-0.06	-0.058
35409	2.12454	-0.0499522	-0.06	-0.058
35412	2.12472	-0.0499525	-0.06	-0.058
35415	2.1249	-0.0499528	-0.06	-0.058
35418	2.12508	-0.0499531	-0.06	-0.058
35421	2.12526	-0.0499535	-0.06	-0.058
35424	2.12544	-0.0499538	-0.06	-0.058
35427	2.12562	-0.0499541	-0.06	-0.058
35430	2.1258	-0.0499544	-0.06	-0.058
35433	2.12598	-0.0499547	-0.06	-0.058
35436	2.12616	-0.049955	-0.06	-0.058
35439	2.12634	-0.0499554	-0.06	-0.058
35442	2.12652	-0.0499557	-0.06	-0.058
35445	2.1267	-0.049956	-0.06	-0.058
35448	2.12688	-0.0499563	-0.06	-0.058
35451	2.12706	-0.0499566	-0.06	-0.058
35454	2.12724	-0.0499569	-0.06	-0.058
35457	2.12742	-0.0499572	-0.06	-0.058
35460	2.1276	-0.0499576	-0.06	-0.058
35463	2.12778	-0.0499579	-0.06	-0.058
35466	2.12796	-0.0499582	-0.06	-0.058
35469	2.12814	-0.0499585	-0.06	-0.058
35472	2.12832	-0.0499588	-0.06	-0.058
35475	2.1285	-0.0499591	-0.06	-0.058
35478	2.12868	-0.0499595	-0.06	-0.058
35481	2.12886	-0.0499598	-0.06	-0.058
35484	2.12904	-0.0499601	-0.06	-0.058
35487	2.12922	-0.0499604	-0.06	-0.058
35490	2.1294	-0.0499607	-0.06	-0.058
35493	2.12958	-0.049961	-0.06	-0.058
35496	2.12976	-0.0499613	-0.06	-0.058
35499	2.12994	-0.0499616	-0.06	-0.058
35502	2.13012	-0.049962	-0.06	-0.058
35505	2.1303	-0.0499623	-0.06	-0.058
35508	2.13048	-0.0499626	-0.06	-0.058
35511	2.13066	-0.0499629	-0.06	-0.058
35514	2.13084	-0.0499632	-0.06	-0.058
35517	2.13102	-0.0499635	-0.06	-0.058
35520	2.1312	-0.0499638	-0.06	-0.058
35523	2.13138	-0.0499641	-0.06	-0.058
35526	2.13156	-0.0499645	-0.06	-0.058
35529	2.13174	-0.0499648	-0.06	-0.058
35532	2.13192	-0.0499651	-0.06	-0.058
35535	2.1321	-0.0499654	-0.06	-0.058
35538	2.13228	-0.0499657	-0.06	-0.058
35541	2.13246	-0.049966	-0.06	-0.058
35544	2.13264	-0.0499663	-0.06	-0.058
35547	2.13282	-0.0499666	-0.06	-0.058
35550	2.133	-0.0499669	-0.06	-0.058
35553	2.13318	-0.0499672	-0.06	-0.058
35556	2.13336	-0.0499676	-0.06	-0.058
35559	2.13354	-0.0499679	-0.06	-0.058
35562	2.13372	-0.0499682	-0.06	-0.058
35565	2.1339	-0.0499685	-0.06	-0.058
35568	2.13408	-0.0499688	-0.06	-0.058
35571	2.13426	-0.0499691	-0.06	-0.058
35574	2.13444	-0.0499694	-0.06	-0.058
35577	2.13462	-0.0499697	-0.06	-0.058
35580	2.1348	-0.04997	-0.06	-0.058
35583	2.13498	-0.0499703	-0.06	-0.058
35586	2.13516	-0.0499706	-0.06	-0.058
35589	2.13534	-0.049971	-0.06	-0.058
35592	2.13552	-0.0499713	-0.06	-0.058
35595	2.1357	-0.0499716	-0.06	-0.058
35598	2.13588	-0.0499719	-0.06	-0.058
35601	2.13606	-0.0499722	-0.06	-0.058
35604	2.13624	-0.0499725	-0.06	-0.058
35607	2.13642	-0.0499728	-0.06	-0.058
35610	2.1366	-0.0499731	-0.06	-0.058
35613	2.13678	-0.0499734	-0.06	-0.058
35616	2.13696	-0.0499737	-0.06	-0.058
35619	2.13714	-0.049974	-0.06	-0.058
35622	2.13732	-0.0499743	-0.06	-0.058
35625	2.1375	-0.0499746	-0.06	-0.058
35628	2.13768	-0.0499749	-0.06	-0.058
35631	2.13786	-0.0499752	-0.06	-0.058
35634	2.13804	-0.0499756	-0.06	-0.058
35637	2.13822	-0.0499759	-0.06	-0.058
35640	2.1384	-0.0499762	-0.06	-0.058
35643	2.13858	-0.0499765	-0.06	-0.058
35646	2.13876	-0.0499768	-0.06	-0.058
35649	2.13894	-0.0499771	-0.06	-0.058
35652	2.13912	-0.0499774	-0.06	-0.058
35655	2.1393	-0.0499777	-0.06	-0.058
35658	2.13948	-0.049978	-0.06	-0.058
35661	2.13966	-0.0499783	-0.06	-0.058
35664	2.13984	-0.0499786	-0.06	-0.058
35667	2.14002	-0.0499789	-0.06	-0.058
35670	2.1402	-0.0499792	-0.06	-0.058
35673	2.14038	-0.0499795	-0.06	-0.058
35676	2.14056	-0.0499798	-0.06	-0.058
35679	2.14074	-0.0499801	-0.06	-0.058
35682	2.14092	-0.0499804	-0.06	-0.058
35685	2.1411	-0.0499807	-0.06	-0.058
35688	2.14128	-0.049981	-0.06	-0.058
35691	2.14146	-0.0499813	-0.06	-0.058
35694	2.14164	-0.0499816	-0.06	-0.058
35697	2.14182	-0.0499819	-0.06	-0.058
35700	2.142	-0.0499822	-0.06	-0.058
35703	2.14218	-0.0499825	-0.06	-0.058
35706	2.14236	-0.0499828	-0.06	-0.058
35709	2.14254	-0.0499831	-0.06	-0.058
35712	2.14272	-0.0499834	-0.06	-0.058
35715	2.1429	-0.0499837	-0.06	-0.058
35718	2.14308	-0.049984	-0.06	-0.058
35721	2.14326	-0.0499843	-0.06	-0.058
35724	2.14344	-0.0499846	-0.06	-0.058
35727	2.14362	-0.0499849	-0.06	-0.058
