TimeSlice	Time	Perc. Position	Range of Motion 2	CPG Speed 2
101364	6.08184	-0.0505127	-0.06	-0.058
101367	6.08202	-0.0505127	-0.06	-0.058
101370	6.0822	-0.0505127	-0.06	-0.058
101373	6.08238	-0.0505127	-0.06	-0.058
101376	6.08256	-0.0505127	-0.06	-0.058
101379	6.08274	-0.0505127	-0.06	-0.058
101382	6.08292	-0.0505127	-0.06	-0.058
101385	6.0831	-0.0505127	-0.06	-0.058
101388	6.08328	-0.0505127	-0.06	-0.058
101391	6.08346	-0.0505127	-0.06	-0.058
101394	6.08364	-0.0505127	-0.06	-0.058
101397	6.08382	-0.0505127	-0.06	-0.058
101400	6.084	-0.0505127	-0.06	-0.058
101403	6.08418	-0.0505127	-0.06	-0.058
101406	6.08436	-0.0505127	-0.06	-0.058
101409	6.08454	-0.0505127	-0.06	-0.058
101412	6.08472	-0.0505127	-0.06	-0.058
101415	6.0849	-0.0505127	-0.06	-0.058
101418	6.08508	-0.0505127	-0.06	-0.058
101421	6.08526	-0.0505127	-0.06	-0.058
101424	6.08544	-0.0505127	-0.06	-0.058
101427	6.08562	-0.0505127	-0.06	-0.058
101430	6.0858	-0.0505127	-0.06	-0.058
101433	6.08598	-0.0505127	-0.06	-0.058
101436	6.08616	-0.0505127	-0.06	-0.058
101439	6.08634	-0.0505127	-0.06	-0.058
101442	6.08652	-0.0505127	-0.06	-0.058
101445	6.0867	-0.0505126	-0.06	-0.058
101448	6.08688	-0.0505126	-0.06	-0.058
101451	6.08706	-0.0505126	-0.06	-0.058
101454	6.08724	-0.0505126	-0.06	-0.058
101457	6.08742	-0.0505126	-0.06	-0.058
101460	6.0876	-0.0505126	-0.06	-0.058
101463	6.08778	-0.0505126	-0.06	-0.058
101466	6.08796	-0.0505126	-0.06	-0.058
101469	6.08814	-0.0505126	-0.06	-0.058
101472	6.08832	-0.0505126	-0.06	-0.058
101475	6.0885	-0.0505126	-0.06	-0.058
101478	6.08868	-0.0505126	-0.06	-0.058
101481	6.08886	-0.0505126	-0.06	-0.058
101484	6.08904	-0.0505126	-0.06	-0.058
101487	6.08922	-0.0505126	-0.06	-0.058
101490	6.0894	-0.0505126	-0.06	-0.058
101493	6.08958	-0.0505126	-0.06	-0.058
101496	6.08976	-0.0505126	-0.06	-0.058
101499	6.08994	-0.0505126	-0.06	-0.058
101502	6.09012	-0.0505126	-0.06	-0.058
101505	6.0903	-0.0505125	-0.06	-0.058
101508	6.09048	-0.0505125	-0.06	-0.058
101511	6.09066	-0.0505125	-0.06	-0.058
101514	6.09084	-0.0505125	-0.06	-0.058
101517	6.09102	-0.0505125	-0.06	-0.058
101520	6.0912	-0.0505125	-0.06	-0.058
101523	6.09138	-0.0505125	-0.06	-0.058
101526	6.09156	-0.0505125	-0.06	-0.058
101529	6.09174	-0.0505125	-0.06	-0.058
101532	6.09192	-0.0505125	-0.06	-0.058
101535	6.0921	-0.0505125	-0.06	-0.058
101538	6.09228	-0.0505125	-0.06	-0.058
101541	6.09246	-0.0505125	-0.06	-0.058
101544	6.09264	-0.0505125	-0.06	-0.058
101547	6.09282	-0.0505124	-0.06	-0.058
101550	6.093	-0.0505124	-0.06	-0.058
101553	6.09318	-0.0505124	-0.06	-0.058
101556	6.09336	-0.0505124	-0.06	-0.058
101559	6.09354	-0.0505124	-0.06	-0.058
101562	6.09372	-0.0505124	-0.06	-0.058
101565	6.0939	-0.0505124	-0.06	-0.058
101568	6.09408	-0.0505124	-0.06	-0.058
101571	6.09426	-0.0505124	-0.06	-0.058
101574	6.09444	-0.0505124	-0.06	-0.058
101577	6.09462	-0.0505124	-0.06	-0.058
101580	6.0948	-0.0505124	-0.06	-0.058
101583	6.09498	-0.0505123	-0.06	-0.058
101586	6.09516	-0.0505123	-0.06	-0.058
101589	6.09534	-0.0505123	-0.06	-0.058
101592	6.09552	-0.0505123	-0.06	-0.058
101595	6.0957	-0.0505123	-0.06	-0.058
101598	6.09588	-0.0505123	-0.06	-0.058
101601	6.09606	-0.0505123	-0.06	-0.058
101604	6.09624	-0.0505123	-0.06	-0.058
101607	6.09642	-0.0505123	-0.06	-0.058
101610	6.0966	-0.0505123	-0.06	-0.058
101613	6.09678	-0.0505122	-0.06	-0.058
101616	6.09696	-0.0505122	-0.06	-0.058
101619	6.09714	-0.0505122	-0.06	-0.058
101622	6.09732	-0.0505122	-0.06	-0.058
101625	6.0975	-0.0505122	-0.06	-0.058
101628	6.09768	-0.0505122	-0.06	-0.058
101631	6.09786	-0.0505122	-0.06	-0.058
101634	6.09804	-0.0505122	-0.06	-0.058
101637	6.09822	-0.0505121	-0.06	-0.058
101640	6.0984	-0.0505121	-0.06	-0.058
101643	6.09858	-0.0505121	-0.06	-0.058
101646	6.09876	-0.0505121	-0.06	-0.058
101649	6.09894	-0.0505121	-0.06	-0.058
101652	6.09912	-0.0505121	-0.06	-0.058
101655	6.0993	-0.0505121	-0.06	-0.058
101658	6.09948	-0.0505121	-0.06	-0.058
101661	6.09966	-0.050512	-0.06	-0.058
101664	6.09984	-0.050512	-0.06	-0.058
101667	6.10002	-0.050512	-0.06	-0.058
101670	6.1002	-0.050512	-0.06	-0.058
101673	6.10038	-0.050512	-0.06	-0.058
101676	6.10056	-0.050512	-0.06	-0.058
101679	6.10074	-0.050512	-0.06	-0.058
101682	6.10092	-0.0505119	-0.06	-0.058
101685	6.1011	-0.0505119	-0.06	-0.058
101688	6.10128	-0.0505119	-0.06	-0.058
101691	6.10146	-0.0505119	-0.06	-0.058
101694	6.10164	-0.0505119	-0.06	-0.058
101697	6.10182	-0.0505119	-0.06	-0.058
101700	6.102	-0.0505119	-0.06	-0.058
101703	6.10218	-0.0505118	-0.06	-0.058
101706	6.10236	-0.0505118	-0.06	-0.058
101709	6.10254	-0.0505118	-0.06	-0.058
101712	6.10272	-0.0505118	-0.06	-0.058
101715	6.1029	-0.0505118	-0.06	-0.058
101718	6.10308	-0.0505118	-0.06	-0.058
101721	6.10326	-0.0505117	-0.06	-0.058
101724	6.10344	-0.0505117	-0.06	-0.058
101727	6.10362	-0.0505117	-0.06	-0.058
101730	6.1038	-0.0505117	-0.06	-0.058
101733	6.10398	-0.0505117	-0.06	-0.058
101736	6.10416	-0.0505117	-0.06	-0.058
101739	6.10434	-0.0505116	-0.06	-0.058
101742	6.10452	-0.0505116	-0.06	-0.058
101745	6.1047	-0.0505116	-0.06	-0.058
101748	6.10488	-0.0505116	-0.06	-0.058
101751	6.10506	-0.0505116	-0.06	-0.058
101754	6.10524	-0.0505116	-0.06	-0.058
101757	6.10542	-0.0505115	-0.06	-0.058
101760	6.1056	-0.0505115	-0.06	-0.058
101763	6.10578	-0.0505115	-0.06	-0.058
101766	6.10596	-0.0505115	-0.06	-0.058
101769	6.10614	-0.0505115	-0.06	-0.058
101772	6.10632	-0.0505114	-0.06	-0.058
101775	6.1065	-0.0505114	-0.06	-0.058
101778	6.10668	-0.0505114	-0.06	-0.058
101781	6.10686	-0.0505114	-0.06	-0.058
101784	6.10704	-0.0505114	-0.06	-0.058
101787	6.10722	-0.0505113	-0.06	-0.058
101790	6.1074	-0.0505113	-0.06	-0.058
101793	6.10758	-0.0505113	-0.06	-0.058
101796	6.10776	-0.0505113	-0.06	-0.058
101799	6.10794	-0.0505113	-0.06	-0.058
101802	6.10812	-0.0505112	-0.06	-0.058
101805	6.1083	-0.0505112	-0.06	-0.058
101808	6.10848	-0.0505112	-0.06	-0.058
101811	6.10866	-0.0505112	-0.06	-0.058
101814	6.10884	-0.0505111	-0.06	-0.058
101817	6.10902	-0.0505111	-0.06	-0.058
101820	6.1092	-0.0505111	-0.06	-0.058
101823	6.10938	-0.0505111	-0.06	-0.058
101826	6.10956	-0.0505111	-0.06	-0.058
101829	6.10974	-0.050511	-0.06	-0.058
101832	6.10992	-0.050511	-0.06	-0.058
101835	6.1101	-0.050511	-0.06	-0.058
101838	6.11028	-0.050511	-0.06	-0.058
101841	6.11046	-0.0505109	-0.06	-0.058
101844	6.11064	-0.0505109	-0.06	-0.058
101847	6.11082	-0.0505109	-0.06	-0.058
101850	6.111	-0.0505109	-0.06	-0.058
101853	6.11118	-0.0505108	-0.06	-0.058
101856	6.11136	-0.0505108	-0.06	-0.058
101859	6.11154	-0.0505108	-0.06	-0.058
101862	6.11172	-0.0505108	-0.06	-0.058
101865	6.1119	-0.0505107	-0.06	-0.058
101868	6.11208	-0.0505107	-0.06	-0.058
101871	6.11226	-0.0505107	-0.06	-0.058
101874	6.11244	-0.0505107	-0.06	-0.058
101877	6.11262	-0.0505106	-0.06	-0.058
101880	6.1128	-0.0505106	-0.06	-0.058
101883	6.11298	-0.0505106	-0.06	-0.058
101886	6.11316	-0.0505105	-0.06	-0.058
101889	6.11334	-0.0505105	-0.06	-0.058
101892	6.11352	-0.0505105	-0.06	-0.058
101895	6.1137	-0.0505105	-0.06	-0.058
101898	6.11388	-0.0505104	-0.06	-0.058
101901	6.11406	-0.0505104	-0.06	-0.058
101904	6.11424	-0.0505104	-0.06	-0.058
101907	6.11442	-0.0505103	-0.06	-0.058
101910	6.1146	-0.0505103	-0.06	-0.058
101913	6.11478	-0.0505103	-0.06	-0.058
101916	6.11496	-0.0505102	-0.06	-0.058
101919	6.11514	-0.0505102	-0.06	-0.058
101922	6.11532	-0.0505102	-0.06	-0.058
101925	6.1155	-0.0505102	-0.06	-0.058
101928	6.11568	-0.0505101	-0.06	-0.058
101931	6.11586	-0.0505101	-0.06	-0.058
101934	6.11604	-0.0505101	-0.06	-0.058
101937	6.11622	-0.05051	-0.06	-0.058
101940	6.1164	-0.05051	-0.06	-0.058
101943	6.11658	-0.05051	-0.06	-0.058
101946	6.11676	-0.0505099	-0.06	-0.058
101949	6.11694	-0.0505099	-0.06	-0.058
101952	6.11712	-0.0505099	-0.06	-0.058
101955	6.1173	-0.0505098	-0.06	-0.058
101958	6.11748	-0.0505098	-0.06	-0.058
101961	6.11766	-0.0505098	-0.06	-0.058
101964	6.11784	-0.0505097	-0.06	-0.058
101967	6.11802	-0.0505097	-0.06	-0.058
101970	6.1182	-0.0505097	-0.06	-0.058
101973	6.11838	-0.0505096	-0.06	-0.058
101976	6.11856	-0.0505096	-0.06	-0.058
101979	6.11874	-0.0505095	-0.06	-0.058
101982	6.11892	-0.0505095	-0.06	-0.058
101985	6.1191	-0.0505095	-0.06	-0.058
101988	6.11928	-0.0505094	-0.06	-0.058
101991	6.11946	-0.0505094	-0.06	-0.058
101994	6.11964	-0.0505094	-0.06	-0.058
101997	6.11982	-0.0505093	-0.06	-0.058
102000	6.12	-0.0505093	-0.06	-0.058
102003	6.12018	-0.0505092	-0.06	-0.058
102006	6.12036	-0.0505092	-0.06	-0.058
102009	6.12054	-0.0505092	-0.06	-0.058
102012	6.12072	-0.0505091	-0.06	-0.058
102015	6.1209	-0.0505091	-0.06	-0.058
102018	6.12108	-0.050509	-0.06	-0.058
102021	6.12126	-0.050509	-0.06	-0.058
102024	6.12144	-0.050509	-0.06	-0.058
102027	6.12162	-0.0505089	-0.06	-0.058
102030	6.1218	-0.0505089	-0.06	-0.058
102033	6.12198	-0.0505088	-0.06	-0.058
102036	6.12216	-0.0505088	-0.06	-0.058
102039	6.12234	-0.0505088	-0.06	-0.058
102042	6.12252	-0.0505087	-0.06	-0.058
102045	6.1227	-0.0505087	-0.06	-0.058
102048	6.12288	-0.0505086	-0.06	-0.058
102051	6.12306	-0.0505086	-0.06	-0.058
102054	6.12324	-0.0505085	-0.06	-0.058
102057	6.12342	-0.0505085	-0.06	-0.058
102060	6.1236	-0.0505085	-0.06	-0.058
102063	6.12378	-0.0505084	-0.06	-0.058
102066	6.12396	-0.0505084	-0.06	-0.058
102069	6.12414	-0.0505083	-0.06	-0.058
102072	6.12432	-0.0505083	-0.06	-0.058
102075	6.1245	-0.0505082	-0.06	-0.058
102078	6.12468	-0.0505082	-0.06	-0.058
102081	6.12486	-0.0505081	-0.06	-0.058
102084	6.12504	-0.0505081	-0.06	-0.058
102087	6.12522	-0.050508	-0.06	-0.058
102090	6.1254	-0.050508	-0.06	-0.058
102093	6.12558	-0.0505079	-0.06	-0.058
102096	6.12576	-0.0505079	-0.06	-0.058
102099	6.12594	-0.0505078	-0.06	-0.058
102102	6.12612	-0.0505078	-0.06	-0.058
102105	6.1263	-0.0505077	-0.06	-0.058
102108	6.12648	-0.0505077	-0.06	-0.058
102111	6.12666	-0.0505076	-0.06	-0.058
102114	6.12684	-0.0505076	-0.06	-0.058
102117	6.12702	-0.0505075	-0.06	-0.058
102120	6.1272	-0.0505075	-0.06	-0.058
102123	6.12738	-0.0505074	-0.06	-0.058
102126	6.12756	-0.0505074	-0.06	-0.058
102129	6.12774	-0.0505073	-0.06	-0.058
102132	6.12792	-0.0505073	-0.06	-0.058
102135	6.1281	-0.0505072	-0.06	-0.058
102138	6.12828	-0.0505072	-0.06	-0.058
102141	6.12846	-0.0505071	-0.06	-0.058
102144	6.12864	-0.050507	-0.06	-0.058
102147	6.12882	-0.050507	-0.06	-0.058
102150	6.129	-0.0505069	-0.06	-0.058
102153	6.12918	-0.0505069	-0.06	-0.058
102156	6.12936	-0.0505068	-0.06	-0.058
102159	6.12954	-0.0505068	-0.06	-0.058
102162	6.12972	-0.0505067	-0.06	-0.058
102165	6.1299	-0.0505066	-0.06	-0.058
102168	6.13008	-0.0505066	-0.06	-0.058
102171	6.13026	-0.0505065	-0.06	-0.058
102174	6.13044	-0.0505065	-0.06	-0.058
102177	6.13062	-0.0505064	-0.06	-0.058
102180	6.1308	-0.0505063	-0.06	-0.058
102183	6.13098	-0.0505063	-0.06	-0.058
102186	6.13116	-0.0505062	-0.06	-0.058
102189	6.13134	-0.0505061	-0.06	-0.058
102192	6.13152	-0.0505061	-0.06	-0.058
102195	6.1317	-0.050506	-0.06	-0.058
102198	6.13188	-0.050506	-0.06	-0.058
102201	6.13206	-0.0505059	-0.06	-0.058
102204	6.13224	-0.0505058	-0.06	-0.058
102207	6.13242	-0.0505058	-0.06	-0.058
102210	6.1326	-0.0505057	-0.06	-0.058
102213	6.13278	-0.0505056	-0.06	-0.058
102216	6.13296	-0.0505056	-0.06	-0.058
102219	6.13314	-0.0505055	-0.06	-0.058
102222	6.13332	-0.0505054	-0.06	-0.058
102225	6.1335	-0.0505054	-0.06	-0.058
102228	6.13368	-0.0505053	-0.06	-0.058
102231	6.13386	-0.0505052	-0.06	-0.058
102234	6.13404	-0.0505052	-0.06	-0.058
102237	6.13422	-0.0505051	-0.06	-0.058
102240	6.1344	-0.050505	-0.06	-0.058
102243	6.13458	-0.0505049	-0.06	-0.058
102246	6.13476	-0.0505049	-0.06	-0.058
102249	6.13494	-0.0505048	-0.06	-0.058
102252	6.13512	-0.0505047	-0.06	-0.058
102255	6.1353	-0.0505047	-0.06	-0.058
102258	6.13548	-0.0505046	-0.06	-0.058
102261	6.13566	-0.0505045	-0.06	-0.058
102264	6.13584	-0.0505044	-0.06	-0.058
102267	6.13602	-0.0505043	-0.06	-0.058
102270	6.1362	-0.0505043	-0.06	-0.058
102273	6.13638	-0.0505042	-0.06	-0.058
102276	6.13656	-0.0505041	-0.06	-0.058
102279	6.13674	-0.050504	-0.06	-0.058
102282	6.13692	-0.050504	-0.06	-0.058
102285	6.1371	-0.0505039	-0.06	-0.058
102288	6.13728	-0.0505038	-0.06	-0.058
102291	6.13746	-0.0505037	-0.06	-0.058
102294	6.13764	-0.0505036	-0.06	-0.058
102297	6.13782	-0.0505036	-0.06	-0.058
102300	6.138	-0.0505035	-0.06	-0.058
102303	6.13818	-0.0505034	-0.06	-0.058
102306	6.13836	-0.0505033	-0.06	-0.058
102309	6.13854	-0.0505032	-0.06	-0.058
102312	6.13872	-0.0505031	-0.06	-0.058
102315	6.1389	-0.0505031	-0.06	-0.058
102318	6.13908	-0.050503	-0.06	-0.058
102321	6.13926	-0.0505029	-0.06	-0.058
102324	6.13944	-0.0505028	-0.06	-0.058
102327	6.13962	-0.0505027	-0.06	-0.058
102330	6.1398	-0.0505026	-0.06	-0.058
102333	6.13998	-0.0505025	-0.06	-0.058
102336	6.14016	-0.0505024	-0.06	-0.058
102339	6.14034	-0.0505024	-0.06	-0.058
102342	6.14052	-0.0505023	-0.06	-0.058
102345	6.1407	-0.0505022	-0.06	-0.058
102348	6.14088	-0.0505021	-0.06	-0.058
102351	6.14106	-0.050502	-0.06	-0.058
102354	6.14124	-0.0505019	-0.06	-0.058
102357	6.14142	-0.0505018	-0.06	-0.058
102360	6.1416	-0.0505017	-0.06	-0.058
102363	6.14178	-0.0505016	-0.06	-0.058
102366	6.14196	-0.0505015	-0.06	-0.058
102369	6.14214	-0.0505014	-0.06	-0.058
102372	6.14232	-0.0505013	-0.06	-0.058
102375	6.1425	-0.0505012	-0.06	-0.058
102378	6.14268	-0.0505011	-0.06	-0.058
102381	6.14286	-0.050501	-0.06	-0.058
102384	6.14304	-0.0505009	-0.06	-0.058
102387	6.14322	-0.0505008	-0.06	-0.058
102390	6.1434	-0.0505007	-0.06	-0.058
102393	6.14358	-0.0505006	-0.06	-0.058
102396	6.14376	-0.0505005	-0.06	-0.058
102399	6.14394	-0.0505004	-0.06	-0.058
102402	6.14412	-0.0505003	-0.06	-0.058
102405	6.1443	-0.0505002	-0.06	-0.058
102408	6.14448	-0.0505001	-0.06	-0.058
102411	6.14466	-0.0505	-0.06	-0.058
102414	6.14484	-0.0504999	-0.06	-0.058
102417	6.14502	-0.0504998	-0.06	-0.058
102420	6.1452	-0.0504997	-0.06	-0.058
102423	6.14538	-0.0504995	-0.06	-0.058
102426	6.14556	-0.0504994	-0.06	-0.058
102429	6.14574	-0.0504993	-0.06	-0.058
102432	6.14592	-0.0504992	-0.06	-0.058
102435	6.1461	-0.0504991	-0.06	-0.058
102438	6.14628	-0.050499	-0.06	-0.058
102441	6.14646	-0.0504989	-0.06	-0.058
102444	6.14664	-0.0504987	-0.06	-0.058
102447	6.14682	-0.0504986	-0.06	-0.058
102450	6.147	-0.0504985	-0.06	-0.058
102453	6.14718	-0.0504984	-0.06	-0.058
102456	6.14736	-0.0504983	-0.06	-0.058
102459	6.14754	-0.0504981	-0.06	-0.058
102462	6.14772	-0.050498	-0.06	-0.058
102465	6.1479	-0.0504979	-0.06	-0.058
102468	6.14808	-0.0504978	-0.06	-0.058
102471	6.14826	-0.0504977	-0.06	-0.058
102474	6.14844	-0.0504975	-0.06	-0.058
102477	6.14862	-0.0504974	-0.06	-0.058
102480	6.1488	-0.0504973	-0.06	-0.058
102483	6.14898	-0.0504971	-0.06	-0.058
102486	6.14916	-0.050497	-0.06	-0.058
102489	6.14934	-0.0504969	-0.06	-0.058
102492	6.14952	-0.0504968	-0.06	-0.058
102495	6.1497	-0.0504966	-0.06	-0.058
102498	6.14988	-0.0504965	-0.06	-0.058
102501	6.15006	-0.0504964	-0.06	-0.058
102504	6.15024	-0.0504962	-0.06	-0.058
102507	6.15042	-0.0504961	-0.06	-0.058
102510	6.1506	-0.050496	-0.06	-0.058
102513	6.15078	-0.0504958	-0.06	-0.058
102516	6.15096	-0.0504957	-0.06	-0.058
102519	6.15114	-0.0504955	-0.06	-0.058
102522	6.15132	-0.0504954	-0.06	-0.058
102525	6.1515	-0.0504953	-0.06	-0.058
102528	6.15168	-0.0504951	-0.06	-0.058
102531	6.15186	-0.050495	-0.06	-0.058
102534	6.15204	-0.0504948	-0.06	-0.058
102537	6.15222	-0.0504947	-0.06	-0.058
102540	6.1524	-0.0504945	-0.06	-0.058
102543	6.15258	-0.0504944	-0.06	-0.058
102546	6.15276	-0.0504942	-0.06	-0.058
102549	6.15294	-0.0504941	-0.06	-0.058
102552	6.15312	-0.0504939	-0.06	-0.058
102555	6.1533	-0.0504938	-0.06	-0.058
102558	6.15348	-0.0504936	-0.06	-0.058
102561	6.15366	-0.0504935	-0.06	-0.058
102564	6.15384	-0.0504933	-0.06	-0.058
102567	6.15402	-0.0504932	-0.06	-0.058
102570	6.1542	-0.050493	-0.06	-0.058
102573	6.15438	-0.0504928	-0.06	-0.058
102576	6.15456	-0.0504927	-0.06	-0.058
102579	6.15474	-0.0504925	-0.06	-0.058
102582	6.15492	-0.0504924	-0.06	-0.058
102585	6.1551	-0.0504922	-0.06	-0.058
102588	6.15528	-0.050492	-0.06	-0.058
102591	6.15546	-0.0504919	-0.06	-0.058
102594	6.15564	-0.0504917	-0.06	-0.058
102597	6.15582	-0.0504915	-0.06	-0.058
102600	6.156	-0.0504914	-0.06	-0.058
102603	6.15618	-0.0504912	-0.06	-0.058
102606	6.15636	-0.050491	-0.06	-0.058
102609	6.15654	-0.0504908	-0.06	-0.058
102612	6.15672	-0.0504907	-0.06	-0.058
102615	6.1569	-0.0504905	-0.06	-0.058
102618	6.15708	-0.0504903	-0.06	-0.058
102621	6.15726	-0.0504901	-0.06	-0.058
102624	6.15744	-0.0504899	-0.06	-0.058
102627	6.15762	-0.0504898	-0.06	-0.058
102630	6.1578	-0.0504896	-0.06	-0.058
102633	6.15798	-0.0504894	-0.06	-0.058
102636	6.15816	-0.0504892	-0.06	-0.058
102639	6.15834	-0.050489	-0.06	-0.058
102642	6.15852	-0.0504888	-0.06	-0.058
102645	6.1587	-0.0504886	-0.06	-0.058
102648	6.15888	-0.0504885	-0.06	-0.058
102651	6.15906	-0.0504883	-0.06	-0.058
102654	6.15924	-0.0504881	-0.06	-0.058
102657	6.15942	-0.0504879	-0.06	-0.058
102660	6.1596	-0.0504877	-0.06	-0.058
102663	6.15978	-0.0504875	-0.06	-0.058
102666	6.15996	-0.0504873	-0.06	-0.058
102669	6.16014	-0.0504871	-0.06	-0.058
102672	6.16032	-0.0504869	-0.06	-0.058
102675	6.1605	-0.0504867	-0.06	-0.058
102678	6.16068	-0.0504865	-0.06	-0.058
102681	6.16086	-0.0504863	-0.06	-0.058
102684	6.16104	-0.050486	-0.06	-0.058
102687	6.16122	-0.0504858	-0.06	-0.058
102690	6.1614	-0.0504856	-0.06	-0.058
102693	6.16158	-0.0504854	-0.06	-0.058
102696	6.16176	-0.0504852	-0.06	-0.058
102699	6.16194	-0.050485	-0.06	-0.058
102702	6.16212	-0.0504848	-0.06	-0.058
102705	6.1623	-0.0504845	-0.06	-0.058
102708	6.16248	-0.0504843	-0.06	-0.058
102711	6.16266	-0.0504841	-0.06	-0.058
102714	6.16284	-0.0504839	-0.06	-0.058
102717	6.16302	-0.0504836	-0.06	-0.058
102720	6.1632	-0.0504834	-0.06	-0.058
102723	6.16338	-0.0504832	-0.06	-0.058
102726	6.16356	-0.0504829	-0.06	-0.058
102729	6.16374	-0.0504827	-0.06	-0.058
102732	6.16392	-0.0504825	-0.06	-0.058
102735	6.1641	-0.0504822	-0.06	-0.058
102738	6.16428	-0.050482	-0.06	-0.058
102741	6.16446	-0.0504818	-0.06	-0.058
102744	6.16464	-0.0504815	-0.06	-0.058
102747	6.16482	-0.0504813	-0.06	-0.058
102750	6.165	-0.050481	-0.06	-0.058
102753	6.16518	-0.0504808	-0.06	-0.058
102756	6.16536	-0.0504805	-0.06	-0.058
102759	6.16554	-0.0504803	-0.06	-0.058
102762	6.16572	-0.05048	-0.06	-0.058
102765	6.1659	-0.0504798	-0.06	-0.058
102768	6.16608	-0.0504795	-0.06	-0.058
102771	6.16626	-0.0504793	-0.06	-0.058
102774	6.16644	-0.050479	-0.06	-0.058
102777	6.16662	-0.0504787	-0.06	-0.058
102780	6.1668	-0.0504785	-0.06	-0.058
102783	6.16698	-0.0504782	-0.06	-0.058
102786	6.16716	-0.0504779	-0.06	-0.058
102789	6.16734	-0.0504777	-0.06	-0.058
102792	6.16752	-0.0504774	-0.06	-0.058
102795	6.1677	-0.0504771	-0.06	-0.058
102798	6.16788	-0.0504768	-0.06	-0.058
102801	6.16806	-0.0504766	-0.06	-0.058
102804	6.16824	-0.0504763	-0.06	-0.058
102807	6.16842	-0.050476	-0.06	-0.058
102810	6.1686	-0.0504757	-0.06	-0.058
102813	6.16878	-0.0504754	-0.06	-0.058
102816	6.16896	-0.0504751	-0.06	-0.058
102819	6.16914	-0.0504748	-0.06	-0.058
102822	6.16932	-0.0504746	-0.06	-0.058
102825	6.1695	-0.0504743	-0.06	-0.058
102828	6.16968	-0.050474	-0.06	-0.058
102831	6.16986	-0.0504737	-0.06	-0.058
102834	6.17004	-0.0504734	-0.06	-0.058
102837	6.17022	-0.0504731	-0.06	-0.058
102840	6.1704	-0.0504728	-0.06	-0.058
102843	6.17058	-0.0504725	-0.06	-0.058
102846	6.17076	-0.0504722	-0.06	-0.058
102849	6.17094	-0.0504719	-0.06	-0.058
102852	6.17112	-0.0504715	-0.06	-0.058
102855	6.1713	-0.0504712	-0.06	-0.058
102858	6.17148	-0.0504709	-0.06	-0.058
102861	6.17166	-0.0504706	-0.06	-0.058
102864	6.17184	-0.0504703	-0.06	-0.058
102867	6.17202	-0.05047	-0.06	-0.058
102870	6.1722	-0.0504697	-0.06	-0.058
102873	6.17238	-0.0504693	-0.06	-0.058
102876	6.17256	-0.050469	-0.06	-0.058
102879	6.17274	-0.0504687	-0.06	-0.058
102882	6.17292	-0.0504684	-0.06	-0.058
102885	6.1731	-0.050468	-0.06	-0.058
102888	6.17328	-0.0504677	-0.06	-0.058
102891	6.17346	-0.0504674	-0.06	-0.058
102894	6.17364	-0.0504671	-0.06	-0.058
102897	6.17382	-0.0504667	-0.06	-0.058
102900	6.174	-0.0504664	-0.06	-0.058
102903	6.17418	-0.050466	-0.06	-0.058
102906	6.17436	-0.0504657	-0.06	-0.058
102909	6.17454	-0.0504654	-0.06	-0.058
102912	6.17472	-0.050465	-0.06	-0.058
102915	6.1749	-0.0504647	-0.06	-0.058
102918	6.17508	-0.0504644	-0.06	-0.058
102921	6.17526	-0.050464	-0.06	-0.058
102924	6.17544	-0.0504637	-0.06	-0.058
102927	6.17562	-0.0504633	-0.06	-0.058
102930	6.1758	-0.050463	-0.06	-0.058
102933	6.17598	-0.0504626	-0.06	-0.058
102936	6.17616	-0.0504623	-0.06	-0.058
102939	6.17634	-0.0504619	-0.06	-0.058
102942	6.17652	-0.0504616	-0.06	-0.058
102945	6.1767	-0.0504612	-0.06	-0.058
102948	6.17688	-0.0504609	-0.06	-0.058
102951	6.17706	-0.0504605	-0.06	-0.058
102954	6.17724	-0.0504602	-0.06	-0.058
102957	6.17742	-0.0504598	-0.06	-0.058
102960	6.1776	-0.0504595	-0.06	-0.058
102963	6.17778	-0.0504591	-0.06	-0.058
102966	6.17796	-0.0504587	-0.06	-0.058
102969	6.17814	-0.0504584	-0.06	-0.058
102972	6.17832	-0.050458	-0.06	-0.058
102975	6.1785	-0.0504577	-0.06	-0.058
102978	6.17868	-0.0504573	-0.06	-0.058
102981	6.17886	-0.0504569	-0.06	-0.058
102984	6.17904	-0.0504566	-0.06	-0.058
102987	6.17922	-0.0504562	-0.06	-0.058
102990	6.1794	-0.0504559	-0.06	-0.058
102993	6.17958	-0.0504555	-0.06	-0.058
102996	6.17976	-0.0504551	-0.06	-0.058
102999	6.17994	-0.0504548	-0.06	-0.058
103002	6.18012	-0.0504544	-0.06	-0.058
103005	6.1803	-0.050454	-0.06	-0.058
103008	6.18048	-0.0504537	-0.06	-0.058
103011	6.18066	-0.0504533	-0.06	-0.058
103014	6.18084	-0.0504529	-0.06	-0.058
103017	6.18102	-0.0504525	-0.06	-0.058
103020	6.1812	-0.0504522	-0.06	-0.058
103023	6.18138	-0.0504518	-0.06	-0.058
103026	6.18156	-0.0504514	-0.06	-0.058
103029	6.18174	-0.0504511	-0.06	-0.058
103032	6.18192	-0.0504507	-0.06	-0.058
103035	6.1821	-0.0504503	-0.06	-0.058
103038	6.18228	-0.0504499	-0.06	-0.058
103041	6.18246	-0.0504496	-0.06	-0.058
103044	6.18264	-0.0504492	-0.06	-0.058
