Time	BR_Ankle MN E	BR_Ankle MN F	BR_Hip MN E	BR_Hip MN F	BR_Knee MN E	BR_Knee MN F	
1.55792	-0.06136935	-0.05472682	-0.05077404	-0.0668847	-0.05175076	-0.08084395	
1.56	-0.06130124	-0.05453341	-0.05094418	-0.06650171	-0.05149483	-0.08112539	
1.56208	-0.06128875	-0.05383018	-0.05111301	-0.06603346	-0.05126817	-0.08143694	
1.56416	-0.06121485	-0.05330975	-0.05128007	-0.06557416	-0.05110799	-0.08162153	
1.56624	-0.06107425	-0.05308029	-0.05144516	-0.06516797	-0.05099701	-0.08166328	
1.56832	-0.06087869	-0.05263747	-0.05160796	-0.06504414	-0.0508771	-0.08174258	
1.5704	-0.06065167	-0.05298335	-0.0517682	-0.06501726	-0.05071202	-0.0817502	
1.57248	-0.06034502	-0.05382881	-0.05193246	-0.0650169	-0.05052703	-0.08172335	
1.57456	-0.05996411	-0.0539363	-0.05214699	-0.06459732	-0.05038355	-0.08181384	
1.57664	-0.05953908	-0.05389192	-0.05240306	-0.06419858	-0.05025935	-0.08188901	
1.57872	-0.0590903	-0.05409798	-0.05269442	-0.06388062	-0.05019041	-0.08189642	
1.5808	-0.05863322	-0.05444697	-0.05296779	-0.0635095	-0.05015498	-0.0819228	
1.58288	-0.05818857	-0.05485776	-0.05320909	-0.06306216	-0.05013244	-0.08190715	
1.58496	-0.05776731	-0.0552485	-0.0533314	-0.06262179	-0.05011684	-0.08186094	
1.58704	-0.05738194	-0.05562426	-0.05357307	-0.06216916	-0.05010454	-0.08171301	
1.58912	-0.05703041	-0.05595448	-0.05384012	-0.0617241	-0.05009733	-0.08147138	
1.5912	-0.05671409	-0.05628131	-0.05413252	-0.06133711	-0.0500946	-0.08121482	
1.59328	-0.05641966	-0.05658719	-0.05448137	-0.06097387	-0.05009198	-0.08095399	
1.59536	-0.0561413	-0.05682374	-0.05488173	-0.06049475	-0.05008813	-0.08082099	
1.59744	-0.05588991	-0.05702255	-0.05544091	-0.06001844	-0.05007677	-0.08072764	
1.59952	-0.05559578	-0.05576826	-0.0561807	-0.05876392	-0.05004995	-0.08065724	
1.6016	-0.05522085	-0.0549489	-0.0570562	-0.05742716	-0.0499443	-0.0806582	
1.60368	-0.05485726	-0.05455218	-0.05809702	-0.05620944	-0.04977797	-0.08081156	
1.60576	-0.05451834	-0.05442721	-0.05919075	-0.05515694	-0.04956885	-0.08099178	
1.60784	-0.05419458	-0.05441306	-0.06043109	-0.05419618	-0.04933806	-0.08121391	
1.60992	-0.05389602	-0.0544636	-0.06181913	-0.05332794	-0.04909548	-0.08147807	
1.612	-0.05362564	-0.05457185	-0.06331847	-0.05245808	-0.04884672	-0.08183587	
1.61408	-0.05337307	-0.05471172	-0.064927	-0.05158939	-0.04859198	-0.0822044	
1.61616	-0.05305777	-0.05536561	-0.06665889	-0.05053677	-0.04832714	-0.08243492	
1.61824	-0.05276481	-0.05585172	-0.06865931	-0.04949195	-0.0481143	-0.0825647	
1.62032	-0.05249545	-0.05580059	-0.07083534	-0.0483166	-0.04791788	-0.0826605	
1.6224	-0.05247224	-0.05561704	-0.0732388	-0.04714897	-0.04772171	-0.08268399	
1.62448	-0.05265845	-0.05537356	-0.07602297	-0.04592673	-0.04753201	-0.08264833	
1.62656	-0.05304983	-0.05531865	-0.07926374	-0.04484178	-0.04733112	-0.08248547	
1.62864	-0.05347838	-0.05511034	-0.08280161	-0.04386412	-0.04711783	-0.08243391	
1.63072	-0.05409778	-0.05517248	-0.08671948	-0.04313545	-0.04689284	-0.08245321	
1.6328	-0.0543903	-0.05563943	-0.09102473	-0.04269445	-0.0467195	-0.08236239	
1.63488	-0.05447893	-0.05613116	-0.09468517	-0.04246112	-0.04658333	-0.08222486	
1.63696	-0.05444302	-0.05654654	-0.09685359	-0.04240675	-0.04647269	-0.08210904	
1.63904	-0.05423417	-0.05691976	-0.09813426	-0.04254484	-0.04637384	-0.08200177	
1.64112	-0.05397957	-0.05706847	-0.09889518	-0.04267693	-0.04625376	-0.08202071	
1.6432	-0.05374074	-0.05711304	-0.09934779	-0.04276268	-0.04610397	-0.08216465	
1.64528	-0.05353412	-0.05707094	-0.09961618	-0.04280537	-0.04592864	-0.08231732	
1.64736	-0.05337597	-0.05731795	-0.09977482	-0.04291688	-0.04574203	-0.08243857	
1.64944	-0.05324971	-0.05767195	-0.09986804	-0.04289477	-0.04560126	-0.08240267	
1.65152	-0.05313299	-0.05791131	-0.09992282	-0.04285109	-0.04566036	-0.08243155	
1.6536	-0.05299231	-0.05801231	-0.09995497	-0.04281871	-0.0458588	-0.08235127	
1.65568	-0.05303921	-0.05798953	-0.09997374	-0.04279952	-0.04602226	-0.08233066	
1.65776	-0.05319001	-0.05800322	-0.09998468	-0.04281512	-0.04614602	-0.08227693	
1.65984	-0.05322972	-0.05816032	-0.09999107	-0.04282731	-0.04618035	-0.08228771	
1.66192	-0.05318294	-0.05831121	-0.09999479	-0.04284221	-0.04621118	-0.08220036	
1.664	-0.05308217	-0.05839968	-0.09999696	-0.04286117	-0.04625685	-0.0821347	
1.66608	-0.05315358	-0.05865442	-0.09999823	-0.04282663	-0.04632557	-0.08198954	
1.66816	-0.05314222	-0.05884066	-0.09999897	-0.0427991	-0.046569	-0.08190314	
1.67024	-0.05342136	-0.05890163	-0.09999939	-0.04278528	-0.04700588	-0.08187801	
1.67232	-0.05405818	-0.05892055	-0.09999964	-0.04282608	-0.04733974	-0.0817764	
1.6744	-0.05457187	-0.05901355	-0.09999979	-0.04284303	-0.04760618	-0.08157918	
1.67648	-0.05486951	-0.05903836	-0.09999987	-0.0428606	-0.04778406	-0.08146209	
1.67856	-0.05501663	-0.05906271	-0.09999993	-0.04274573	-0.04784498	-0.08127102	
1.68064	-0.05508639	-0.05899459	-0.09999996	-0.0426448	-0.04811943	-0.0811519	
1.68272	-0.05522382	-0.0588683	-0.09999997	-0.04258216	-0.04855748	-0.08112442	
1.6848	-0.05542182	-0.05882062	-0.09999999	-0.04248407	-0.04881296	-0.08110032	
1.68688	-0.0557084	-0.05879888	-0.09999999	-0.04241392	-0.04876995	-0.08103165	
1.68896	-0.05600906	-0.05897694	-0.09999999	-0.04243472	-0.0486532	-0.08104617	
1.69104	-0.05620509	-0.05915318	-0.09999999	-0.04250032	-0.04850708	-0.08097659	
1.69312	-0.05634673	-0.05909734	-0.1	-0.04249553	-0.04833263	-0.08093446	
1.6952	-0.05683568	-0.0589035	-0.1	-0.04248751	-0.04818013	-0.08093269	
1.69728	-0.0577213	-0.05862463	-0.1	-0.04247405	-0.04792812	-0.08099854	
1.69936	-0.05841178	-0.05830042	-0.1	-0.04247176	-0.04767059	-0.08119111	
1.70144	-0.05888836	-0.05789925	-0.1	-0.04254433	-0.0473946	-0.08160287	
1.70352	-0.05933587	-0.05755246	-0.1	-0.04262131	-0.04731685	-0.08203212	
1.7056	-0.05987886	-0.05720783	-0.1	-0.04268803	-0.04740877	-0.08240034	
1.70768	-0.06060116	-0.05699651	-0.1	-0.0430029	-0.04762789	-0.08261811	
1.70976	-0.06127366	-0.05685923	-0.1	-0.04329793	-0.04769514	-0.0828369	
1.71184	-0.06167584	-0.0567196	-0.1	-0.04352516	-0.04764115	-0.08301763	
1.71392	-0.06193341	-0.05657356	-0.1	-0.04369144	-0.04751998	-0.08315786	
1.716	-0.0619055	-0.05644876	-0.1	-0.04381289	-0.04736483	-0.08323798	
1.71808	-0.06181388	-0.05632076	-0.1	-0.04390357	-0.04719513	-0.08323648	
1.72016	-0.06168104	-0.05622525	-0.1	-0.0439737	-0.04702256	-0.08327989	
1.72224	-0.06156335	-0.05612628	-0.1	-0.04403023	-0.04684382	-0.08331329	
1.72432	-0.06161582	-0.05604659	-0.1	-0.04407772	-0.0466637	-0.08332422	
1.7264	-0.06159201	-0.05598694	-0.1	-0.04411917	-0.04648561	-0.08328777	
1.72848	-0.0614786	-0.05590893	-0.1	-0.04415651	-0.04631309	-0.08329398	
1.73056	-0.0615559	-0.05585018	-0.1	-0.04419101	-0.04614055	-0.08324835	
1.73264	-0.06170397	-0.05580899	-0.1	-0.04422347	-0.04597411	-0.08334331	
1.73472	-0.06162604	-0.05579578	-0.1	-0.04510654	-0.04589078	-0.08342943	
1.7368	-0.06154939	-0.05567668	-0.1	-0.04598615	-0.0459487	-0.08352006	
1.73888	-0.0617092	-0.05553047	-0.1	-0.04667837	-0.04609947	-0.08350611	
1.74096	-0.06232323	-0.05531627	-0.1	-0.04718145	-0.04630715	-0.08340375	
1.74304	-0.06329896	-0.055074	-0.1	-0.04753574	-0.04654389	-0.08333664	
1.74512	-0.06449642	-0.0547809	-0.1	-0.04778317	-0.04690581	-0.08322539	
1.7472	-0.06578399	-0.05448314	-0.1	-0.04795713	-0.04735451	-0.08305072	
1.74928	-0.0673392	-0.05431038	-0.1	-0.04833179	-0.04781752	-0.08272015	
1.75136	-0.06880959	-0.05444826	-0.1	-0.04894011	-0.04828293	-0.08231456	
1.75344	-0.07049754	-0.05447431	-0.1	-0.04947986	-0.0490778	-0.08182431	
1.75552	-0.07350612	-0.05436901	-0.1	-0.04989255	-0.0506008	-0.0811559	
1.7576	-0.07785726	-0.05416421	-0.1	-0.05019097	-0.0528085	-0.08023342	
1.75968	-0.08342107	-0.05399529	-0.1	-0.05050145	-0.05552655	-0.07900894	
1.76176	-0.08851845	-0.05377747	-0.1	-0.05072752	-0.0588403	-0.07742001	
1.76384	-0.09141052	-0.053515	-0.1	-0.05097782	-0.06226377	-0.07546258	
1.76592	-0.09302958	-0.05331834	-0.09974488	-0.05118652	-0.06628159	-0.0730944	
1.768	-0.09395365	-0.05317883	-0.09924188	-0.0514272	-0.07054956	-0.0708141	
1.77008	-0.09451751	-0.0530361	-0.09871937	-0.05163045	-0.07509601	-0.06872419	
1.77216	-0.09488489	-0.05285721	-0.09826563	-0.05178663	-0.07782226	-0.06686371	
1.77424	-0.09510484	-0.0529123	-0.09773619	-0.05194779	-0.07889523	-0.06549735	
1.77632	-0.09522429	-0.05302229	-0.09726366	-0.05208176	-0.07926857	-0.06454878	
1.7784	-0.09530913	-0.05320504	-0.0968021	-0.0522378	-0.07942444	-0.06387347	
1.78048	-0.09537971	-0.05325136	-0.09642023	-0.05237208	-0.07955367	-0.06338075	
1.78256	-0.09547905	-0.05329012	-0.09600417	-0.05251036	-0.07969188	-0.06301396	
1.78464	-0.09558035	-0.05323523	-0.09564598	-0.05262594	-0.07974961	-0.0627377	
1.78672	-0.09561531	-0.05320687	-0.0953187	-0.05274577	-0.07982495	-0.0625295	
1.7888	-0.09561321	-0.05345534	-0.09505568	-0.05284685	-0.07996115	-0.06237461	
1.79088	-0.09561949	-0.05378272	-0.09482678	-0.05288012	-0.08030203	-0.06226282	
1.79296	-0.09564389	-0.05388964	-0.09466016	-0.05289441	-0.0807118	-0.06218667	
1.79504	-0.0956581	-0.05391368	-0.09446472	-0.05295192	-0.08119085	-0.06214049	
1.79712	-0.09565554	-0.05395626	-0.0942939	-0.05301396	-0.0815362	-0.06211995	
1.7992	-0.09565385	-0.05408531	-0.09409518	-0.05304708	-0.08172318	-0.06212143	
1.80128	-0.09565847	-0.05410207	-0.0939312	-0.05307092	-0.08176997	-0.06214188	
1.80336	-0.09564333	-0.0540331	-0.09368896	-0.05321633	-0.08181737	-0.0621784	
1.80544	-0.09566046	-0.05393868	-0.09347353	-0.05328568	-0.0820334	-0.0622283	
1.80752	-0.09567381	-0.05389834	-0.09280517	-0.05397743	-0.08222798	-0.06228909	
1.8096	-0.09569779	-0.05399077	-0.09249941	-0.05377032	-0.08271199	-0.06235876	
1.81168	-0.09572105	-0.05396076	-0.09236325	-0.05334888	-0.08316357	-0.06243584	
1.81376	-0.09574024	-0.0538481	-0.09231045	-0.05297254	-0.08347479	-0.06251905	
1.81584	-0.09540737	-0.05365836	-0.09228633	-0.05267461	-0.08381852	-0.0626076	
1.81792	-0.09493618	-0.05352869	-0.09222944	-0.05256573	-0.08405698	-0.06270067	
1.82	-0.09466441	-0.05355656	-0.09214967	-0.05250839	-0.08416732	-0.06279729	
1.82208	-0.09454459	-0.05349259	-0.09208009	-0.05248121	-0.08423912	-0.0628966	
1.82416	-0.0945292	-0.05331952	-0.0920294	-0.052472	-0.08429532	-0.06299777	
1.82624	-0.09474408	-0.05269896	-0.09201482	-0.05247372	-0.0844136	-0.06309998	
1.82832	-0.09483241	-0.0518112	-0.0920156	-0.05237404	-0.08461789	-0.06320255	
1.8304	-0.09484904	-0.0510455	-0.0920218	-0.05227472	-0.08482105	-0.06330501	
1.83248	-0.09483124	-0.05044982	-0.09202956	-0.05220175	-0.08499268	-0.06340706	
1.83456	-0.09468978	-0.04976124	-0.09200674	-0.05222107	-0.08512414	-0.0635086	
1.83664	-0.09448743	-0.04916153	-0.09198283	-0.05217392	-0.08526857	-0.06360953	
1.83872	-0.09429211	-0.04937521	-0.09196686	-0.05212407	-0.08542921	-0.06370971	
1.8408	-0.09411275	-0.05011646	-0.09195973	-0.05208845	-0.08558479	-0.06380893	
1.84288	-0.09388614	-0.05111043	-0.09206785	-0.05178495	-0.08569086	-0.06390705	
1.84496	-0.09347961	-0.05224602	-0.09215893	-0.05145996	-0.08580423	-0.06400398	
1.84704	-0.09305497	-0.05341834	-0.09222607	-0.05120808	-0.08594593	-0.06409965	
1.84912	-0.09244353	-0.05442402	-0.09232619	-0.05108615	-0.08603533	-0.06419393	
1.8512	-0.0918422	-0.05504819	-0.09241986	-0.05102738	-0.08603491	-0.06428678	
1.85328	-0.09119228	-0.05541715	-0.09259989	-0.05107087	-0.08607312	-0.06437816	
1.85536	-0.09061514	-0.05567625	-0.09277803	-0.05113324	-0.08612131	-0.06446803	
1.85744	-0.09002783	-0.0561217	-0.09279915	-0.05125522	-0.08617416	-0.06455627	
1.85952	-0.08951627	-0.05676852	-0.09275503	-0.05136831	-0.08619493	-0.06464285	
1.8616	-0.08908778	-0.05742945	-0.09268858	-0.05145724	-0.08618706	-0.06472781	
1.86368	-0.08823653	-0.05836206	-0.09266654	-0.05155312	-0.08613497	-0.06481117	
1.86576	-0.08735271	-0.05902955	-0.0926625	-0.05163277	-0.08605487	-0.06489297	
1.86784	-0.08639704	-0.05946328	-0.09287142	-0.05146936	-0.08605371	-0.0649732	
1.86992	-0.08557393	-0.05958388	-0.09311264	-0.05128543	-0.08607519	-0.06505183	
1.872	-0.08494179	-0.05954764	-0.09332068	-0.05114145	-0.08609493	-0.06512883	
1.87408	-0.08439215	-0.05927544	-0.0940052	-0.05064126	-0.0861802	-0.0652043	
1.87616	-0.08412116	-0.05898895	-0.09475233	-0.05017626	-0.08625412	-0.06527835	
1.87824	-0.08397725	-0.05874934	-0.09557463	-0.04956479	-0.08620492	-0.06535108	
1.88032	-0.08374238	-0.05856098	-0.09649137	-0.04879369	-0.08609842	-0.0654226	
1.8824	-0.08348352	-0.0583555	-0.09730862	-0.04818095	-0.08598318	-0.065493	
1.88448	-0.08318513	-0.05805878	-0.09818865	-0.04742061	-0.08582117	-0.06556219	
1.88656	-0.08313524	-0.05754735	-0.09900805	-0.04622945	-0.08546654	-0.06563004	
1.88864	-0.08304369	-0.05719827	-0.0994554	-0.04510503	-0.08498993	-0.06569647	
1.89072	-0.08300199	-0.05697443	-0.09970006	-0.044067	-0.08448228	-0.06605926	
1.8928	-0.0834338	-0.05673646	-0.09983422	-0.04332348	-0.08390963	-0.06660801	
1.89488	-0.08400618	-0.05639303	-0.09990802	-0.04283904	-0.08340099	-0.06737778	
1.89696	-0.08457548	-0.05600547	-0.09994878	-0.0425336	-0.08296813	-0.06828033	
1.89904	-0.08508793	-0.05561196	-0.09997136	-0.04234289	-0.08259673	-0.06921932	
1.90112	-0.08573575	-0.05515616	-0.09998393	-0.04202467	-0.0821664	-0.07012726	
1.9032	-0.08644377	-0.05464372	-0.09999095	-0.04168938	-0.08171537	-0.07081454	
1.90528	-0.08709351	-0.05417532	-0.09999488	-0.04144201	-0.08132049	-0.07133409	
1.90736	-0.08763842	-0.05374305	-0.0999971	-0.04127752	-0.0809928	-0.07173994	
1.90944	-0.08807658	-0.05333814	-0.09999835	-0.04117248	-0.08072189	-0.07207137	
1.91152	-0.08842204	-0.05307948	-0.09999906	-0.04095017	-0.08039289	-0.07235419	
1.9136	-0.08863381	-0.05282178	-0.09999946	-0.04076786	-0.08008629	-0.07260466	
1.91568	-0.08875908	-0.05257003	-0.09999969	-0.04064252	-0.07981928	-0.07283286	
1.91776	-0.08903743	-0.05213089	-0.09999982	-0.04056298	-0.07947039	-0.07304464	
1.91984	-0.09027424	-0.05041709	-0.0999999	-0.04040967	-0.07888079	-0.07324938	
1.92192	-0.09153902	-0.0492624	-0.09999994	-0.04020842	-0.07828557	-0.07334607	
1.924	-0.09255105	-0.04845387	-0.09999996	-0.04005458	-0.07778855	-0.07335928	
1.92608	-0.09329125	-0.04786703	-0.09999998	-0.04007946	-0.0774012	-0.07331872	
1.92816	-0.09381057	-0.0474226	-0.09999999	-0.04044537	-0.07710509	-0.07324599	
1.93024	-0.09416813	-0.04706355	-0.09999999	-0.04090011	-0.07687674	-0.07315513	
1.93232	-0.09441875	-0.04682012	-0.09999999	-0.04144762	-0.07665588	-0.07305499	
1.9344	-0.09538609	-0.04695235	-0.09999999	-0.04241962	-0.07649775	-0.07297981	
1.93648	-0.09638043	-0.04704412	-0.1	-0.04351604	-0.076393	-0.07288782	
1.93856	-0.0970973	-0.04706598	-0.1	-0.04465336	-0.0762599	-0.07277258	
1.94064	-0.09763767	-0.04727602	-0.1	-0.04575542	-0.07610045	-0.07271912	
1.94272	-0.09802056	-0.04762706	-0.1	-0.04666758	-0.07593979	-0.072669	
1.9448	-0.09856159	-0.04791538	-0.1	-0.04744698	-0.07578097	-0.07261048	
1.94688	-0.0993637	-0.0476247	-0.1	-0.04817793	-0.07563242	-0.07262476	
1.94896	-0.09971661	-0.04735005	-0.1	-0.04876491	-0.075511	-0.07261153	
1.95104	-0.09987282	-0.04711277	-0.1	-0.0492957	-0.07533199	-0.07255439	
1.95312	-0.09994246	-0.04707954	-0.1	-0.04984881	-0.07525463	-0.07248857	
1.9552	-0.09997375	-0.04748872	-0.1	-0.05028081	-0.07542907	-0.0723983	
1.95728	-0.0999879	-0.04761102	-0.1	-0.0507168	-0.0757421	-0.0723776	
1.95936	-0.09999438	-0.04799197	-0.1	-0.05101618	-0.07621466	-0.07238477	
1.96144	-0.09999736	-0.04885469	-0.1	-0.05110829	-0.07686227	-0.07235323	
1.96352	-0.09999874	-0.04987191	-0.1	-0.05105202	-0.07759134	-0.07225195	
1.9656	-0.09999939	-0.05088432	-0.1	-0.05107789	-0.07882029	-0.07208114	
1.96768	-0.0999997	-0.05167158	-0.1	-0.05128217	-0.07948297	-0.07195594	
1.96976	-0.09999985	-0.05204225	-0.1	-0.05184767	-0.07873224	-0.0716241	
1.97184	-0.098454	-0.05236603	-0.1	-0.05239634	-0.07685964	-0.07141568	
1.97392	-0.09589673	-0.05268751	-0.1	-0.05287962	-0.07431965	-0.07149007	
1.976	-0.09279613	-0.05333714	-0.1	-0.05380667	-0.07297907	-0.07122362	
1.97808	-0.08938531	-0.0538396	-0.1	-0.05469221	-0.07142065	-0.07090583	
1.98016	-0.08594684	-0.05420949	-0.1	-0.05546373	-0.06963741	-0.07065228	
1.98224	-0.0824466	-0.05469995	-0.1	-0.05688798	-0.06715506	-0.07134452	
1.98432	-0.0791444	-0.05498162	-0.09958982	-0.05828871	-0.06469736	-0.07229596	
1.9864	-0.07504793	-0.05512048	-0.09877408	-0.05953113	-0.06140257	-0.07322486	
1.98848	-0.07003149	-0.05515403	-0.09788544	-0.06060773	-0.05749182	-0.07405741	
1.99056	-0.06515177	-0.05514253	-0.09707164	-0.06154038	-0.05351539	-0.07502995	
1.99264	-0.06133418	-0.05526609	-0.09639233	-0.0623546	-0.05002369	-0.07644769	
1.99472	-0.05842458	-0.05554008	-0.09585125	-0.06306266	-0.04734527	-0.07821844	
1.9968	-0.05616353	-0.05596629	-0.09518769	-0.06368311	-0.04524315	-0.08046786	
1.99888	-0.05432506	-0.05644016	-0.09455039	-0.06423647	-0.04352073	-0.08296132	
2.00096	-0.05278	-0.0569858	-0.09407356	-0.06473461	-0.04206719	-0.08570169	
2.00304	-0.05143821	-0.05755903	-0.09368335	-0.06518593	-0.04080702	-0.08857927	
2.00512	-0.05024928	-0.0581224	-0.09338217	-0.06559845	-0.03969887	-0.09138582	
2.0072	-0.04918607	-0.05810346	-0.09407596	-0.06576462	-0.03885663	-0.09372904	
2.00928	-0.04822948	-0.05810099	-0.09512329	-0.06581795	-0.03809544	-0.09588175	
2.01136	-0.04737228	-0.05796117	-0.09616107	-0.0658254	-0.03740702	-0.09671819	
2.01344	-0.04666482	-0.05942317	-0.09687992	-0.06583089	-0.03707475	-0.09691755	
2.01552	-0.04611497	-0.06098863	-0.09721314	-0.06581417	-0.03683056	-0.09688669	
2.0176	-0.04565096	-0.06221759	-0.09732516	-0.06587693	-0.03661178	-0.09695386	
2.01968	-0.04537723	-0.06291565	-0.09722994	-0.06600907	-0.03641782	-0.09704431	
2.02176	-0.04528613	-0.0631277	-0.09727211	-0.06615053	-0.03623941	-0.09764232	
2.02384	-0.04519727	-0.06324533	-0.0974049	-0.06621704	-0.03607544	-0.09829068	
2.02592	-0.04508453	-0.06309052	-0.09759872	-0.06630634	-0.03595428	-0.09859537	
2.028	-0.0449552	-0.06286763	-0.09788004	-0.06653375	-0.03583048	-0.09878076	
2.03008	-0.04483443	-0.06350767	-0.09726038	-0.06670687	-0.03571967	-0.09912513	
2.03216	-0.04467258	-0.06452017	-0.09503778	-0.06684852	-0.03559745	-0.09960353	
2.03424	-0.04444886	-0.06534192	-0.09093662	-0.06704155	-0.03553124	-0.09982122	
2.03632	-0.04420722	-0.06586776	-0.08474419	-0.06711648	-0.03547754	-0.09991938	
2.0384	-0.04399352	-0.06622253	-0.07727945	-0.06711246	-0.03544244	-0.09996358	
2.04048	-0.04381825	-0.06626742	-0.06988783	-0.0673688	-0.03572252	-0.09997345	
2.04256	-0.04357579	-0.06783992	-0.06398253	-0.06847549	-0.03593326	-0.09995052	
2.04464	-0.04327966	-0.06938019	-0.05961575	-0.07014856	-0.03610046	-0.09991807	
2.04672	-0.04302924	-0.07051746	-0.0564924	-0.0721956	-0.03622334	-0.09988669	
2.0488	-0.04295173	-0.07130985	-0.05425141	-0.07450599	-0.03634066	-0.09986015	
2.05088	-0.04307965	-0.07186168	-0.05260636	-0.07694122	-0.03645981	-0.09983888	
2.05296	-0.04330262	-0.07219315	-0.05136245	-0.07850956	-0.03658158	-0.09982209	
2.05504	-0.0435636	-0.07261549	-0.0503968	-0.07884248	-0.03670549	-0.09980879	
2.05712	-0.04380568	-0.07296076	-0.0496333	-0.07894199	-0.03683088	-0.09979803	
2.0592	-0.04406976	-0.07396376	-0.04902282	-0.07913382	-0.03695716	-0.09978915	
2.06128	-0.04430993	-0.07532512	-0.04853152	-0.07936068	-0.03708385	-0.09978167	
2.06336	-0.04448519	-0.07670052	-0.04813604	-0.07962563	-0.03721052	-0.09977573	
2.06544	-0.04464065	-0.07793642	-0.04782019	-0.08002995	-0.0373368	-0.09977114	
2.06752	-0.04479092	-0.07884613	-0.04757223	-0.08039245	-0.0374624	-0.09976723	
2.0696	-0.04494026	-0.07946233	-0.04738322	-0.08068644	-0.03758705	-0.09976377	
2.07168	-0.04508936	-0.07985646	-0.04724615	-0.08092114	-0.03771055	-0.09976069	
2.07376	-0.04523754	-0.07990324	-0.04715504	-0.0810469	-0.03783271	-0.09975796	
2.07584	-0.04538381	-0.07983123	-0.04710466	-0.08104926	-0.0379534	-0.09975544	
2.07792	-0.04552732	-0.07921691	-0.04709036	-0.08126912	-0.03807248	-0.0997531	
2.08	-0.04566726	-0.07861265	-0.04710796	-0.08145475	-0.03818987	-0.09975091	
2.08208	-0.04580324	-0.07812529	-0.04715367	-0.08157438	-0.0383055	-0.0997489	
2.08416	-0.04593456	-0.07790907	-0.04722451	-0.0817106	-0.03841931	-0.09974708	
2.08624	-0.04606113	-0.07780004	-0.0473177	-0.08182729	-0.03853126	-0.09974543	
2.08832	-0.04618342	-0.0777292	-0.0474306	-0.08191714	-0.03864134	-0.09974397	
2.0904	-0.04630229	-0.07767036	-0.04756078	-0.08198322	-0.03874953	-0.09974269	
2.09248	-0.04641849	-0.07750146	-0.04770597	-0.08212749	-0.03885583	-0.09974157	
2.09456	-0.0465325	-0.07730003	-0.04786409	-0.08222593	-0.03896024	-0.09974061	
2.09664	-0.04664454	-0.07710047	-0.04803317	-0.0822762	-0.03906278	-0.0997398	
2.09872	-0.04675454	-0.07691257	-0.04821157	-0.08229288	-0.03916347	-0.09973912	
2.1008	-0.04686239	-0.07669225	-0.04839765	-0.08230061	-0.03926234	-0.09973855	
2.10288	-0.04696807	-0.07648224	-0.04858986	-0.08229072	-0.0393594	-0.09973811	
2.10496	-0.0470716	-0.07628885	-0.04878677	-0.08226738	-0.03945469	-0.09973776	
2.10704	-0.047173	-0.07610928	-0.0489871	-0.08223527	-0.03954824	-0.0997375	
2.10912	-0.04727233	-0.07580842	-0.04918972	-0.08224903	-0.03964009	-0.09973733	
2.1112	-0.04736967	-0.07553534	-0.04939362	-0.08223927	-0.03973027	-0.09973736	
2.11328	-0.0474651	-0.07531088	-0.04959793	-0.08220409	-0.03981882	-0.0997376	
2.11536	-0.04755856	-0.07512638	-0.04980192	-0.08215122	-0.03990577	-0.099738	
2.11744	-0.04765004	-0.07497011	-0.05000494	-0.08208714	-0.03999116	-0.09973852	
2.11952	-0.04773968	-0.07510171	-0.05020639	-0.08192647	-0.04007503	-0.09973914	
2.1216	-0.04782762	-0.0754049	-0.0504057	-0.08178139	-0.0401574	-0.09973974	
2.12368	-0.047914	-0.07603986	-0.05060242	-0.08175676	-0.04023832	-0.0997403	
2.12576	-0.04799925	-0.07663793	-0.05079607	-0.08177069	-0.04031783	-0.09974077	
2.12784	-0.04808381	-0.07709997	-0.05098633	-0.08183949	-0.04039595	-0.09974115	
2.12992	-0.04816824	-0.07742218	-0.05117312	-0.08186748	-0.0404727	-0.09974147	
2.132	-0.04825264	-0.07764635	-0.05135644	-0.08185513	-0.04054815	-0.09974175	
2.13408	-0.04833671	-0.07780769	-0.05153631	-0.08181564	-0.0406223	-0.099742	
2.13616	-0.04841997	-0.07792924	-0.05171264	-0.08175947	-0.04069519	-0.09974225	
2.13824	-0.04850199	-0.07762988	-0.05188527	-0.08185074	-0.04076685	-0.09974249	
2.14032	-0.04858246	-0.07723726	-0.05205407	-0.08195822	-0.04083731	-0.09974275	
2.1424	-0.04866124	-0.07686894	-0.05221894	-0.0820478	-0.04090659	-0.09974299	
2.14448	-0.0487378	-0.07655225	-0.05238008	-0.08211475	-0.04097472	-0.09974325	
2.14656	-0.0488118	-0.07617825	-0.05253762	-0.08206119	-0.04104173	-0.09974351	
2.14864	-0.04888331	-0.07592446	-0.05269164	-0.08201417	-0.04110764	-0.09974416	
2.15072	-0.04895259	-0.07594751	-0.05284217	-0.08198979	-0.04117248	-0.09974523	
2.1528	-0.04901987	-0.07608336	-0.05298906	-0.08191283	-0.04130353	-0.09974624	
2.15488	-0.0490855	-0.07625018	-0.05313229	-0.08179623	-0.04160832	-0.09974703	
2.15696	-0.04915011	-0.07657956	-0.05327194	-0.08175324	-0.04200661	-0.09974748	
2.15904	-0.04921416	-0.07706995	-0.05340806	-0.08176053	-0.04229493	-0.09974783	
2.16112	-0.04927788	-0.07749286	-0.0535407	-0.08172215	-0.04247348	-0.09974802	
2.1632	-0.04934148	-0.07843384	-0.05367004	-0.08158819	-0.04257766	-0.09974812	
2.16528	-0.04940518	-0.07902509	-0.05379632	-0.08138759	-0.0426361	-0.09974881	
