Time	BR_Ankle MN E	BR_Ankle MN F	BR_Hip MN E	BR_Hip MN F	BR_Knee MN E	BR_Knee MN F	
4.74864	-0.07868785	-0.06038115	-0.09241458	-0.05988963	-0.1	-0.06567331	
4.75072	-0.07970211	-0.06041089	-0.09234184	-0.05996766	-0.1	-0.06574685	
4.7528	-0.08082951	-0.06042736	-0.09247549	-0.06004426	-0.1	-0.06581515	
4.75488	-0.0817743	-0.06044338	-0.09264751	-0.06011946	-0.1	-0.06588063	
4.75696	-0.08248503	-0.06046344	-0.09279826	-0.06019331	-0.1	-0.06594437	
4.75904	-0.08326373	-0.0604601	-0.09268364	-0.06026583	-0.1	-0.06600686	
4.76112	-0.08391873	-0.06045792	-0.09249746	-0.06033706	-0.1	-0.06606828	
4.7632	-0.08490316	-0.06050356	-0.09241192	-0.06040704	-0.1	-0.06612869	
4.76528	-0.08576131	-0.06056204	-0.09237191	-0.06047579	-0.1	-0.06618812	
4.76736	-0.08694632	-0.06074676	-0.09208047	-0.06054333	-0.1	-0.06624658	
4.76944	-0.08800094	-0.06110178	-0.09175713	-0.06060971	-0.1	-0.06630409	
4.77152	-0.08858296	-0.06144898	-0.09137366	-0.06067495	-0.1	-0.06636064	
4.7736	-0.08889829	-0.06170348	-0.09102875	-0.06073907	-0.1	-0.06641625	
4.77568	-0.08906098	-0.06186887	-0.09074762	-0.0608021	-0.1	-0.06647093	
4.77776	-0.08916014	-0.06195514	-0.09051851	-0.0608639	-0.1	-0.06652471	
4.77984	-0.08921169	-0.06199255	-0.09034368	-0.06092371	-0.1	-0.06657759	
4.78192	-0.08922903	-0.06199854	-0.09021381	-0.06098156	-0.1	-0.0666296	
4.784	-0.08916023	-0.06201857	-0.09019696	-0.06103776	-0.1	-0.06668074	
4.78608	-0.08906462	-0.06213734	-0.09021894	-0.06109266	-0.1	-0.06673106	
4.78816	-0.08877975	-0.06234227	-0.09043935	-0.06114657	-0.1	-0.06678054	
4.79024	-0.08847713	-0.06250341	-0.09067938	-0.06119978	-0.1	-0.06682923	
4.79232	-0.08821584	-0.06259681	-0.09087811	-0.0612525	-0.1	-0.06687711	
4.7944	-0.08800814	-0.06263089	-0.09102304	-0.06130505	-0.1	-0.06692423	
4.79648	-0.08759594	-0.06257977	-0.09154835	-0.06135757	-0.1	-0.06697059	
4.79856	-0.08725787	-0.06249406	-0.09212163	-0.06141003	-0.1	-0.0670162	
4.80064	-0.08705726	-0.06237953	-0.09262082	-0.06146227	-0.1	-0.06706107	
4.80272	-0.08697978	-0.06223652	-0.09301516	-0.06151454	-0.1	-0.06710524	
4.8048	-0.08640677	-0.06208071	-0.09312965	-0.06156706	-0.1	-0.06714871	
4.80688	-0.08576713	-0.06196842	-0.09312207	-0.0616198	-0.1	-0.06719148	
4.80896	-0.08494586	-0.0618753	-0.09317253	-0.06167186	-0.1	-0.06723358	
4.81104	-0.0842127	-0.06193131	-0.09322768	-0.06172239	-0.1	-0.06721254	
4.81312	-0.08362103	-0.0621566	-0.09326933	-0.0617713	-0.1	-0.06703703	
4.8152	-0.08257417	-0.06240287	-0.09319371	-0.06181877	-0.1	-0.06630053	
4.81728	-0.08157784	-0.06258101	-0.09308483	-0.06186505	-0.1	-0.0655316	
4.81936	-0.08081274	-0.06276984	-0.09305567	-0.06191029	-0.1	-0.06499322	
4.82144	-0.08035902	-0.0628333	-0.09299813	-0.06195463	-0.1	-0.06471844	
4.82352	-0.08015875	-0.06280576	-0.09293432	-0.06199817	-0.1	-0.06462874	
4.8256	-0.08011205	-0.06262434	-0.09289555	-0.06204097	-0.1	-0.06466844	
4.82768	-0.08014031	-0.06238247	-0.09287659	-0.06208306	-0.1	-0.06472582	
4.82976	-0.08014659	-0.06216075	-0.09291664	-0.06208616	-0.1	-0.06477893	
4.83184	-0.0801058	-0.06209823	-0.09296986	-0.06203439	-0.1	-0.06486414	
4.83392	-0.07998504	-0.06225786	-0.09306417	-0.06185609	-0.1	-0.06507454	
4.836	-0.07982922	-0.06252402	-0.09315696	-0.06168107	-0.1	-0.06527372	
4.83808	-0.07966023	-0.06283753	-0.09323364	-0.06154839	-0.1	-0.06542441	
4.84016	-0.07959096	-0.06297214	-0.09327567	-0.06145351	-0.1	-0.06573879	
4.84224	-0.07961076	-0.06297384	-0.09329173	-0.06139538	-0.1	-0.06605126	
4.84432	-0.0797304	-0.06290286	-0.09335136	-0.06117409	-0.1	-0.06638445	
4.8464	-0.07981639	-0.06285334	-0.09341974	-0.06095359	-0.1	-0.06666113	
4.84848	-0.07984436	-0.06285221	-0.09348244	-0.06078344	-0.1	-0.0668621	
4.85056	-0.07987458	-0.06283499	-0.09353002	-0.0607005	-0.1	-0.06704657	
4.85264	-0.07992836	-0.06277324	-0.09355751	-0.06066621	-0.1	-0.06723745	
4.85472	-0.07983068	-0.06240893	-0.09492473	-0.05821429	-0.1	-0.06689043	
4.8568	-0.07960147	-0.06239551	-0.09614101	-0.05556288	-0.1	-0.06692557	
4.85888	-0.07934972	-0.06302327	-0.09774917	-0.05351685	-0.1	-0.06758397	
4.86096	-0.07974818	-0.06390221	-0.09872966	-0.05162529	-0.1	-0.06839387	
4.86304	-0.08057866	-0.06457414	-0.09928034	-0.05003034	-0.1	-0.06906528	
4.86512	-0.08149295	-0.06494529	-0.09959067	-0.04892216	-0.1	-0.06976419	
4.8672	-0.08234821	-0.06507163	-0.09976622	-0.04820958	-0.1	-0.07049286	
4.86928	-0.08309241	-0.06502996	-0.09986593	-0.0477661	-0.1	-0.07121386	
4.87136	-0.08371642	-0.0648823	-0.0999228	-0.0474938	-0.1	-0.07189503	
4.87344	-0.08423047	-0.06467173	-0.09995537	-0.04732786	-0.1	-0.07251883	
4.87552	-0.08465181	-0.06442624	-0.09997411	-0.04722781	-0.1	-0.07307971	
4.8776	-0.08499847	-0.06416332	-0.09998493	-0.04716879	-0.1	-0.07357938	
4.87968	-0.08598197	-0.06379782	-0.09999119	-0.04684446	-0.1	-0.07370277	
4.88176	-0.08690939	-0.06362735	-0.09999485	-0.04654497	-0.1	-0.07385184	
4.88384	-0.08775446	-0.06371167	-0.09999697	-0.04647732	-0.09940265	-0.07426071	
4.88592	-0.08838926	-0.06391519	-0.09999821	-0.04711326	-0.09846709	-0.07474872	
4.888	-0.08882141	-0.0641765	-0.09999894	-0.04853543	-0.09752528	-0.07522723	
4.89008	-0.08942898	-0.06438476	-0.09999937	-0.0500575	-0.0967643	-0.0754551	
4.89216	-0.09008571	-0.06461743	-0.09999962	-0.05152859	-0.09570125	-0.07573664	
4.89424	-0.09062772	-0.06473972	-0.09999977	-0.05289035	-0.09466439	-0.07601874	
4.89632	-0.09102942	-0.06476133	-0.09999986	-0.0541373	-0.0937764	-0.0762796	
4.8984	-0.09153855	-0.06475334	-0.09999991	-0.05521182	-0.09285036	-0.07653115	
4.90048	-0.09200823	-0.06470681	-0.09999994	-0.05614744	-0.09203268	-0.07676661	
4.90256	-0.09255578	-0.06459372	-0.09999996	-0.05696714	-0.09129821	-0.07697185	
4.90464	-0.09329224	-0.06431495	-0.09999998	-0.05802304	-0.09052735	-0.07717674	
4.90672	-0.09398378	-0.06401554	-0.09999999	-0.05905229	-0.08984675	-0.07732673	
4.9088	-0.09455324	-0.0637311	-0.09999999	-0.06000188	-0.08929464	-0.07743642	
4.91088	-0.09525611	-0.06336936	-0.09999999	-0.06071701	-0.08898453	-0.07743002	
4.91296	-0.09605809	-0.06298266	-0.09999999	-0.06116021	-0.08865494	-0.07744237	
4.91504	-0.09675116	-0.06261427	-0.09999999	-0.06148981	-0.08836313	-0.07747135	
4.91712	-0.0972892	-0.0622825	-0.1	-0.06176195	-0.08812477	-0.07750741	
4.9192	-0.09810353	-0.06185406	-0.1	-0.06254737	-0.08825785	-0.07795506	
4.92128	-0.09887311	-0.06145184	-0.1	-0.06326403	-0.08851625	-0.07835472	
4.92336	-0.09943241	-0.06110806	-0.1	-0.06384684	-0.08705105	-0.07863919	
4.92544	-0.0988199	-0.06064383	-0.1	-0.06422726	-0.08290976	-0.07906394	
4.92752	-0.09541221	-0.06024779	-0.1	-0.0644515	-0.07695562	-0.07943081	
4.9296	-0.09042041	-0.06011026	-0.1	-0.06466725	-0.07028157	-0.07965197	
4.93168	-0.08509697	-0.06044748	-0.1	-0.06486989	-0.06403819	-0.07973813	
4.93376	-0.07997856	-0.06104157	-0.1	-0.06491268	-0.05889302	-0.07970104	
4.93584	-0.07531769	-0.061756	-0.1	-0.0648405	-0.05463584	-0.07959141	
4.93792	-0.07119967	-0.06233986	-0.1	-0.06468305	-0.05116342	-0.07936471	
4.94	-0.0677826	-0.06271743	-0.1	-0.06467938	-0.04844617	-0.07934999	
4.94208	-0.06496703	-0.06275653	-0.1	-0.06500976	-0.04626152	-0.07978886	
4.94416	-0.06254718	-0.06290494	-0.1	-0.06535472	-0.04445861	-0.08053836	
4.94624	-0.06035606	-0.06329153	-0.1	-0.06563427	-0.04253313	-0.08182521	
4.94832	-0.05812782	-0.06422357	-0.1	-0.06575983	-0.04053912	-0.0836915	
4.9504	-0.05619542	-0.06569161	-0.1	-0.06584519	-0.03879093	-0.08586684	
4.95248	-0.05448481	-0.06770794	-0.1	-0.0660531	-0.03753068	-0.08803108	
4.95456	-0.05295414	-0.06994373	-0.1	-0.06665113	-0.03669199	-0.09023957	
4.95664	-0.05155718	-0.07208007	-0.1	-0.06813461	-0.03626767	-0.09316771	
4.95872	-0.05030369	-0.07425363	-0.1	-0.06970736	-0.03580944	-0.09654119	
4.9608	-0.04919525	-0.07615733	-0.1	-0.07085573	-0.03539026	-0.09854782	
4.96288	-0.04823276	-0.07759664	-0.1	-0.07154006	-0.03505014	-0.09938788	
4.96496	-0.04743825	-0.07839217	-0.09867156	-0.07190078	-0.03477493	-0.09974048	
4.96704	-0.04682375	-0.07883918	-0.09510343	-0.07205433	-0.03455611	-0.09988927	
4.96912	-0.04641542	-0.07904796	-0.08957301	-0.07209102	-0.0343868	-0.09995244	
4.9712	-0.04617024	-0.07911201	-0.08285746	-0.07206324	-0.03426095	-0.09997944	
4.97328	-0.04604037	-0.07922302	-0.07602105	-0.07207947	-0.03417321	-0.09999105	
4.97536	-0.04591229	-0.07886165	-0.06973428	-0.07265068	-0.03411893	-0.0999816	
4.97744	-0.0457717	-0.07875666	-0.06436235	-0.07390045	-0.03409405	-0.09995452	
4.97952	-0.04561866	-0.07875417	-0.06010019	-0.07575443	-0.03409503	-0.09992292	
4.9816	-0.04546277	-0.07875848	-0.05693622	-0.07818342	-0.03411876	-0.09989323	
4.98368	-0.04531292	-0.07865444	-0.05461268	-0.08100551	-0.03416248	-0.09986828	
4.98576	-0.04518186	-0.07854359	-0.05288875	-0.08414128	-0.03422378	-0.09984834	
4.98784	-0.04507114	-0.07855406	-0.05158141	-0.08745009	-0.03430046	-0.09983267	
4.98992	-0.04497879	-0.07847612	-0.05056808	-0.08848655	-0.03439057	-0.09982017	
4.992	-0.04520728	-0.07842086	-0.04976975	-0.08789542	-0.03449233	-0.09981026	
4.99408	-0.04538798	-0.07826232	-0.04913548	-0.0862083	-0.03460414	-0.09980227	
4.99616	-0.04571509	-0.07807654	-0.04862829	-0.08467898	-0.03472455	-0.09979552	
4.99824	-0.04615998	-0.07788377	-0.04822045	-0.08351943	-0.03485222	-0.09978966	
5.00032	-0.04666992	-0.07768927	-0.04789146	-0.08267812	-0.03498596	-0.09978451	
5.0024	-0.0472066	-0.0774952	-0.04762767	-0.08206634	-0.03512467	-0.09977991	
5.00448	-0.04774705	-0.07810766	-0.04742028	-0.08086303	-0.03527751	-0.09977578	
5.00656	-0.0483431	-0.07878938	-0.04726322	-0.07988579	-0.03553567	-0.09977283	
5.00864	-0.04896601	-0.07931451	-0.04715173	-0.0792428	-0.03573335	-0.09977088	
5.01072	-0.04953318	-0.07977293	-0.04708064	-0.07888432	-0.03587001	-0.09976894	
5.0128	-0.04987486	-0.079988	-0.04704571	-0.07875758	-0.03603869	-0.0997669	
5.01488	-0.05035728	-0.08006482	-0.04704367	-0.07883765	-0.03618126	-0.09976483	
5.01696	-0.05095807	-0.08005095	-0.04707172	-0.07903909	-0.0363026	-0.09976283	
5.01904	-0.05161039	-0.07990713	-0.04712728	-0.07927342	-0.03641166	-0.09976096	
5.02112	-0.05199779	-0.07971521	-0.0472078	-0.07940127	-0.03651413	-0.09975947	
5.0232	-0.05219027	-0.07952602	-0.04731074	-0.07945146	-0.0366183	-0.09975835	
5.02528	-0.05226956	-0.07936004	-0.0474335	-0.07946095	-0.03675641	-0.09975754	
5.02736	-0.05228557	-0.0792204	-0.04757334	-0.07945204	-0.03690005	-0.09975698	
5.02944	-0.0522657	-0.07910322	-0.04772766	-0.0794358	-0.03704297	-0.0997566	
5.03152	-0.05222504	-0.07900293	-0.04789408	-0.07941724	-0.03718383	-0.09975637	
5.0336	-0.05217216	-0.07891462	-0.04807053	-0.07939843	-0.03732233	-0.0997563	
5.03568	-0.05211205	-0.07883455	-0.04825519	-0.07938013	-0.03745841	-0.09975635	
5.03776	-0.05204767	-0.07884088	-0.04844645	-0.08081125	-0.03759203	-0.0997565	
5.03984	-0.05198075	-0.07886057	-0.0486429	-0.08220834	-0.03772318	-0.09975652	
5.04192	-0.05191234	-0.07886914	-0.04884323	-0.08328881	-0.03785184	-0.09975641	
5.044	-0.05184347	-0.07886152	-0.04904817	-0.08406407	-0.03797801	-0.09975621	
5.04608	-0.05177474	-0.07883941	-0.04925762	-0.08460366	-0.03810171	-0.09975599	
5.04816	-0.05170637	-0.0788063	-0.04947036	-0.0849748	-0.03822295	-0.09975576	
5.05024	-0.05163829	-0.07876554	-0.04968461	-0.08522979	-0.03834177	-0.09975557	
5.05232	-0.05157043	-0.07871987	-0.04989862	-0.08540629	-0.03845819	-0.09975542	
5.0544	-0.05150272	-0.07867131	-0.05011096	-0.0855304	-0.03857225	-0.0997553	
5.05648	-0.05143514	-0.07862133	-0.05032057	-0.08561984	-0.03868401	-0.09975521	
5.05856	-0.05136774	-0.07857089	-0.05052673	-0.08568647	-0.0387935	-0.09975515	
5.06064	-0.0513006	-0.07852069	-0.050729	-0.08573813	-0.03890079	-0.09975509	
5.06272	-0.05123385	-0.07851074	-0.05086216	-0.08602655	-0.03900591	-0.09975506	
5.0648	-0.05116763	-0.07852348	-0.0509422	-0.08629151	-0.03910893	-0.09975478	
5.06688	-0.05109897	-0.07860035	-0.05108028	-0.08689918	-0.0392099	-0.09975418	
5.06896	-0.05102706	-0.07868684	-0.05124076	-0.08741973	-0.03930888	-0.09975366	
5.07104	-0.05095275	-0.07869697	-0.05141335	-0.08785436	-0.03940591	-0.09975327	
5.07312	-0.05100529	-0.07846909	-0.05170318	-0.08828076	-0.03955365	-0.09975303	
5.0752	-0.0512087	-0.07819241	-0.05197863	-0.08856453	-0.03977275	-0.09975398	
5.07728	-0.05151673	-0.07762469	-0.0521874	-0.08907704	-0.03993705	-0.09975582	
5.07936	-0.05172224	-0.07708965	-0.05236838	-0.08952348	-0.04004056	-0.09975762	
5.08144	-0.05181622	-0.07642646	-0.05253666	-0.09010309	-0.04010476	-0.09975922	
5.08352	-0.05193434	-0.07583758	-0.05269825	-0.09056062	-0.0406434	-0.09976038	
5.0856	-0.05209351	-0.07516007	-0.0528554	-0.09123196	-0.0415427	-0.09976086	
5.08768	-0.05217607	-0.07476566	-0.05300906	-0.091786	-0.0421768	-0.09976086	
5.08976	-0.05215553	-0.07468305	-0.05315945	-0.09217653	-0.04254055	-0.09976079	
5.09184	-0.05204383	-0.07483249	-0.05330689	-0.09242979	-0.04270458	-0.09976088	
5.09392	-0.05186589	-0.07549081	-0.05345075	-0.09295744	-0.04250009	-0.09976126	
5.096	-0.05163339	-0.07628291	-0.05358979	-0.09343642	-0.04227268	-0.09976161	
5.09808	-0.05115051	-0.07700247	-0.05372418	-0.09350865	-0.04200216	-0.09976187	
5.10016	-0.05066634	-0.07746176	-0.05385442	-0.09345075	-0.04229666	-0.09976204	
5.10224	-0.05027077	-0.07770585	-0.05398098	-0.09335749	-0.04301114	-0.09976181	
5.10432	-0.04997609	-0.07780693	-0.0541042	-0.09325941	-0.04393068	-0.09976102	
5.1064	-0.04954596	-0.07786078	-0.05422438	-0.09329405	-0.0446254	-0.09975966	
5.10848	-0.04930719	-0.07786502	-0.05434169	-0.09334005	-0.04494357	-0.09975837	
5.11056	-0.04926989	-0.07782348	-0.0544563	-0.09336502	-0.04503015	-0.09975763	
5.11264	-0.04925614	-0.07795066	-0.05456834	-0.09326237	-0.04490376	-0.09975758	
5.11472	-0.04946043	-0.07806828	-0.05467791	-0.09294271	-0.04504369	-0.09975769	
5.1168	-0.05027538	-0.07811799	-0.0547851	-0.09261511	-0.04553018	-0.09975757	
5.11888	-0.05138986	-0.07823672	-0.05489	-0.09227753	-0.0462463	-0.09975697	
5.12096	-0.05226218	-0.07828249	-0.05499269	-0.09198723	-0.04724726	-0.09975585	
5.12304	-0.05290194	-0.07825553	-0.05509325	-0.09174898	-0.04832592	-0.09975414	
5.12512	-0.05325249	-0.07856148	-0.05519173	-0.09216141	-0.04918114	-0.0997519	
5.1272	-0.05331589	-0.07907063	-0.05528822	-0.09291783	-0.04943455	-0.09975043	
5.12928	-0.05323897	-0.07956959	-0.05538277	-0.09364275	-0.04940486	-0.09974937	
5.13136	-0.0529716	-0.08021696	-0.05547544	-0.09471866	-0.04903068	-0.09974873	
5.13344	-0.05289975	-0.08077891	-0.0555663	-0.09568945	-0.04879145	-0.09974834	
5.13552	-0.05301537	-0.08118945	-0.05565539	-0.09644772	-0.04868471	-0.09974802	
5.1376	-0.05298007	-0.08205684	-0.05574277	-0.09754077	-0.04818675	-0.09974768	
5.13968	-0.0529277	-0.08252555	-0.05582849	-0.09854855	-0.04776236	-0.09974728	
5.14176	-0.05290054	-0.08263277	-0.0559126	-0.09931438	-0.04745093	-0.09974686	
5.14384	-0.05283026	-0.0825186	-0.05599513	-0.09967322	-0.04706764	-0.09974647	
5.14592	-0.05288358	-0.08233556	-0.05607614	-0.0998432	-0.04675189	-0.09974612	
5.148	-0.05303566	-0.0821415	-0.05615567	-0.09992434	-0.04650257	-0.09974584	
5.15008	-0.05315809	-0.081973	-0.05623375	-0.09996331	-0.04616146	-0.09974563	
5.15216	-0.05314431	-0.08184867	-0.05631043	-0.09998209	-0.04589796	-0.0997455	
5.15424	-0.05303523	-0.0817726	-0.05638573	-0.09999119	-0.04570364	-0.09974542	
5.15632	-0.05285661	-0.08152062	-0.0564597	-0.09999564	-0.04545803	-0.09974538	
5.1584	-0.05321602	-0.08124077	-0.05653237	-0.09999782	-0.04534567	-0.09974536	
5.16048	-0.05393376	-0.08096069	-0.05660377	-0.0999989	-0.04532974	-0.09974529	
5.16256	-0.05478188	-0.0806815	-0.05667394	-0.09999944	-0.04536976	-0.09974515	
5.16464	-0.05562173	-0.08040491	-0.05674289	-0.09999972	-0.04544064	-0.09974491	
5.16672	-0.05639129	-0.08013584	-0.05681066	-0.09999985	-0.04552796	-0.0997446	
5.1688	-0.05697957	-0.07980483	-0.05687728	-0.09999993	-0.04544873	-0.09974424	
5.17088	-0.05727973	-0.07947811	-0.05694277	-0.09999996	-0.04542408	-0.09974384	
5.17296	-0.05742706	-0.07919426	-0.05700716	-0.09999998	-0.04545414	-0.09974343	
5.17504	-0.05750726	-0.07893166	-0.05707048	-0.09999999	-0.04551897	-0.09974299	
5.17712	-0.05746292	-0.07861836	-0.05713274	-0.09999999	-0.04548595	-0.09974253	
5.1792	-0.05731628	-0.07833155	-0.05719396	-0.09999999	-0.04544972	-0.09974208	
5.18128	-0.05712681	-0.07809968	-0.05725419	-0.1	-0.04542742	-0.09974165	
5.18336	-0.05692388	-0.07792448	-0.05731342	-0.1	-0.04541926	-0.09974128	
5.18544	-0.0567159	-0.07746511	-0.05737169	-0.1	-0.04540614	-0.09974097	
5.18752	-0.05665786	-0.07698759	-0.05734187	-0.1	-0.04546601	-0.09974073	
5.1896	-0.05669783	-0.07657591	-0.05717496	-0.1	-0.04557011	-0.09974012	
5.19168	-0.05678546	-0.07624342	-0.05701489	-0.09998294	-0.04569485	-0.09973866	
5.19376	-0.05685872	-0.07619536	-0.05655797	-0.09980658	-0.04583974	-0.09973668	
5.19584	-0.0567904	-0.07635115	-0.05605057	-0.09937599	-0.04611781	-0.09973309	
5.19792	-0.05670442	-0.07654844	-0.05564982	-0.09891674	-0.04656397	-0.09972823	
5.2	-0.05661478	-0.07674523	-0.05525958	-0.09867674	-0.04710488	-0.09972285	
5.20208	-0.05649873	-0.0768154	-0.05484248	-0.09890284	-0.0476767	-0.09971704	
5.20416	-0.05633386	-0.07689707	-0.05451878	-0.0992689	-0.04821659	-0.09971076	
5.20624	-0.05610269	-0.07705811	-0.05413537	-0.09958025	-0.04876815	-0.0997045	
5.20832	-0.05586613	-0.07727283	-0.05380405	-0.09975722	-0.04949674	-0.09969801	
5.2104	-0.05575204	-0.07743233	-0.0535679	-0.09985857	-0.05029443	-0.09969156	
5.21248	-0.05570958	-0.07749324	-0.0533508	-0.09991701	-0.05120751	-0.09968541	
5.21456	-0.05559444	-0.07757918	-0.05319418	-0.09995095	-0.05182135	-0.09967945	
5.21664	-0.05539323	-0.07772372	-0.05299807	-0.09997083	-0.05235399	-0.09967402	
5.21872	-0.05513914	-0.07776835	-0.05284249	-0.09998257	-0.05270961	-0.09966893	
5.2208	-0.05485519	-0.0776618	-0.05289147	-0.09998956	-0.05310196	-0.0996644	
5.22288	-0.0545949	-0.07748424	-0.05315746	-0.09999374	-0.05354973	-0.09966124	
5.22496	-0.05435839	-0.07709979	-0.05357055	-0.09999623	-0.05396579	-0.09965984	
5.22704	-0.05415871	-0.07648292	-0.05399172	-0.09999772	-0.05465642	-0.09965852	
5.22912	-0.05399155	-0.07566611	-0.05442277	-0.09999862	-0.05520277	-0.09917377	
5.2312	-0.05385653	-0.07466758	-0.05485673	-0.09999917	-0.05561173	-0.09854106	
5.23328	-0.05374687	-0.07348124	-0.0552698	-0.09999949	-0.05606388	-0.09800287	
5.23536	-0.05367022	-0.07225006	-0.05565662	-0.09999969	-0.056384	-0.09659667	
5.23744	-0.05361271	-0.07096544	-0.05601939	-0.09887513	-0.05662372	-0.09430128	
5.23952	-0.05357177	-0.06969016	-0.05641128	-0.09702346	-0.05681452	-0.09153754	
5.2416	-0.05353577	-0.0684634	-0.05669451	-0.09519409	-0.05690309	-0.08877601	
5.24368	-0.05360373	-0.06717851	-0.05697591	-0.09325639	-0.05696975	-0.08598763	
5.24576	-0.05376488	-0.06587574	-0.05730386	-0.09134372	-0.05715217	-0.08309257	
5.24784	-0.05392649	-0.06467751	-0.05764556	-0.08951624	-0.05733031	-0.08027321	
5.24992	-0.05406882	-0.06353584	-0.05798266	-0.0875028	-0.05746934	-0.07775258	
5.252	-0.05419551	-0.0625544	-0.05824494	-0.08542042	-0.05756629	-0.07555909	
5.25408	-0.05425426	-0.06172226	-0.05846826	-0.08349568	-0.05757421	-0.07351915	
5.25616	-0.05426197	-0.06102812	-0.05865502	-0.08167302	-0.05754941	-0.07180389	
5.25824	-0.05421773	-0.06046872	-0.05879163	-0.0799724	-0.05763639	-0.07024313	
5.26032	-0.05415455	-0.06008456	-0.05894957	-0.07809804	-0.05777515	-0.06891739	
5.2624	-0.05407372	-0.0598446	-0.05930131	-0.07625237	-0.05790488	-0.06771108	
5.26448	-0.05397716	-0.05970996	-0.06044332	-0.0746064	-0.05801529	-0.06655174	
5.26656	-0.05383752	-0.05968603	-0.06226172	-0.07311213	-0.05822733	-0.06562302	
5.26864	-0.05368309	-0.05996614	-0.06454017	-0.0715328	-0.05894435	-0.0646324	
5.27072	-0.05350241	-0.06015532	-0.06715049	-0.06967734	-0.05950683	-0.06362729	
5.2728	-0.05333115	-0.0602226	-0.06998812	-0.06714433	-0.05989446	-0.06249746	
5.27488	-0.05317995	-0.0601838	-0.07282549	-0.06371819	-0.06085096	-0.06154158	
5.27696	-0.05308853	-0.06010346	-0.07578319	-0.06082403	-0.06158132	-0.06074414	
5.27904	-0.05308625	-0.06000951	-0.07877903	-0.05853241	-0.06207096	-0.06006783	
5.28112	-0.05368953	-0.05992177	-0.0810854	-0.05692014	-0.06295185	-0.05960684	
5.2832	-0.05449593	-0.0596885	-0.08241289	-0.05596224	-0.06432201	-0.05914591	
5.28528	-0.055651	-0.05941293	-0.08322471	-0.05524125	-0.06639681	-0.05873439	
5.28736	-0.05793191	-0.05911218	-0.0837451	-0.0545596	-0.07016764	-0.05839015	
5.28944	-0.06156877	-0.05871727	-0.08416473	-0.05396935	-0.07593709	-0.05811509	
5.29152	-0.0665886	-0.05815348	-0.08450387	-0.05347915	-0.08393993	-0.05790514	
5.2936	-0.07298508	-0.0574316	-0.08473974	-0.05308156	-0.09410974	-0.05775551	
5.29568	-0.07574708	-0.05656711	-0.08489123	-0.052765	-0.09787364	-0.05766238	
5.29776	-0.07687253	-0.05588369	-0.08498251	-0.05251818	-0.09922495	-0.0576233	
5.29984	-0.07735339	-0.05543732	-0.08503318	-0.05233127	-0.09971499	-0.05763705	
5.30192	-0.07757493	-0.05517839	-0.08505713	-0.05219608	-0.0998944	-0.05769359	
5.304	-0.07768858	-0.05504143	-0.08506367	-0.05210578	-0.09996074	-0.05778072	
5.30608	-0.07775608	-0.05497452	-0.08505882	-0.05205469	-0.09998535	-0.0578797	
5.30816	-0.07780405	-0.0550125	-0.08504649	-0.05203799	-0.09999452	-0.05798588	
5.31024	-0.07784032	-0.05510207	-0.08502912	-0.05205153	-0.09999795	-0.05809952	
5.31232	-0.07782885	-0.05522764	-0.08493176	-0.05209168	-0.09999923	-0.0582216	
5.3144	-0.0778613	-0.05525848	-0.08525398	-0.05184271	-0.09999971	-0.05835261	
5.31648	-0.07789248	-0.05534158	-0.08571119	-0.05132332	-0.09999989	-0.05842146	
5.31856	-0.07787454	-0.05535081	-0.08614381	-0.05088862	-0.09999996	-0.05840782	
5.32064	-0.07781071	-0.05529634	-0.08644829	-0.05067546	-0.09999999	-0.05843667	
5.32272	-0.07780551	-0.05514238	-0.08661213	-0.0506872	-0.09999999	-0.05857044	
5.3248	-0.07797567	-0.05493799	-0.08670267	-0.05082393	-0.09999999	-0.05877006	
5.32688	-0.07821777	-0.05478095	-0.08674694	-0.05099711	-0.1	-0.05898444	
5.32896	-0.07846312	-0.05470782	-0.08672711	-0.05128592	-0.1	-0.05928763	
5.33104	-0.07855935	-0.05472063	-0.08674479	-0.05153939	-0.1	-0.05954995	
5.33312	-0.07852703	-0.05500429	-0.08682811	-0.05180067	-0.1	-0.05974757	
5.3352	-0.07844193	-0.05568827	-0.08691075	-0.05207661	-0.1	-0.05991273	
5.33728	-0.0784149	-0.05626601	-0.08696195	-0.05233452	-0.1	-0.06006983	
5.33936	-0.07849449	-0.05667183	-0.08703058	-0.05256438	-0.1	-0.06027186	
5.34144	-0.07871467	-0.05686872	-0.08715523	-0.0527484	-0.1	-0.06047062	
5.34352	-0.078963	-0.05684085	-0.08735188	-0.0529204	-0.1	-0.06056039	
5.3456	-0.07919317	-0.0567224	-0.08753823	-0.05308881	-0.1	-0.0606311	
5.34768	-0.07939501	-0.05657201	-0.0876902	-0.05325617	-0.1	-0.06071306	
5.34976	-0.07956956	-0.05641466	-0.08780631	-0.05342295	-0.1	-0.06081252	
5.35184	-0.0797293	-0.05624519	-0.08793025	-0.05354623	-0.1	-0.06089103	
5.35392	-0.07983629	-0.05608156	-0.08803196	-0.0536657	-0.1	-0.0609764	
5.356	-0.0799013	-0.05593501	-0.08810743	-0.05379198	-0.1	-0.0610751	
5.35808	-0.07993945	-0.05588135	-0.08816075	-0.05392573	-0.1	-0.06118586	
5.36016	-0.07995742	-0.05589435	-0.0881975	-0.05406483	-0.1	-0.06130531	
