Time	BL_Ankle PF E	BL_Ankle PF F	BL_Hip PF E	BL_Hip PF F	BL_Knee PF E	BL_Knee PF F	
4.60928	-0.05744542	-0.061045	-0.05666777	-0.06165257	-0.05744075	-0.0611215	
4.61136	-0.05746346	-0.06103151	-0.05667955	-0.06165654	-0.05745899	-0.06110433	
4.61344	-0.05748098	-0.06101261	-0.05669492	-0.06165478	-0.05747669	-0.06109272	
4.61552	-0.05749799	-0.06100119	-0.05671339	-0.06164919	-0.05749387	-0.06108119	
4.6176	-0.0575145	-0.06098682	-0.05673452	-0.06164488	-0.05751055	-0.06107379	
4.61968	-0.05753054	-0.06097924	-0.0567579	-0.06164105	-0.05752673	-0.06106127	
4.62176	-0.05754611	-0.06096246	-0.05678314	-0.06162423	-0.05754244	-0.06103159	
4.62384	-0.05756123	-0.06094937	-0.05680989	-0.06161183	-0.0575577	-0.06100053	
4.62592	-0.05757592	-0.06092984	-0.05683784	-0.06161063	-0.05757251	-0.06097975	
4.628	-0.05759019	-0.06090468	-0.05686668	-0.06159139	-0.0575869	-0.06096088	
4.63008	-0.05760406	-0.0608926	-0.05689617	-0.06158361	-0.05760087	-0.0609366	
4.63216	-0.05761754	-0.06086642	-0.05692606	-0.06156809	-0.05761446	-0.06090898	
4.63424	-0.05763065	-0.06086155	-0.05695616	-0.06155534	-0.05762766	-0.06089522	
4.63632	-0.05764339	-0.0608501	-0.05698628	-0.06153708	-0.0576405	-0.06087552	
4.6384	-0.0576558	-0.06084092	-0.05701627	-0.06151612	-0.05765299	-0.06085826	
4.64048	-0.05766787	-0.06084092	-0.05704599	-0.06149643	-0.05766514	-0.06084331	
4.64256	-0.05767962	-0.06084172	-0.05707534	-0.06147383	-0.05767697	-0.0608416	
4.64464	-0.05769106	-0.0608344	-0.05710421	-0.0614513	-0.05768849	-0.06082893	
4.64672	-0.05770221	-0.060824	-0.05713254	-0.06141737	-0.05769971	-0.06082544	
4.6488	-0.05771308	-0.06081633	-0.05716026	-0.06138438	-0.05771064	-0.06081365	
4.65088	-0.05772367	-0.06080022	-0.05718733	-0.06136661	-0.0577213	-0.06079308	
4.65296	-0.057734	-0.06077335	-0.05721372	-0.06133557	-0.05773169	-0.06078869	
4.65504	-0.05774407	-0.06075409	-0.05723939	-0.06131499	-0.05774182	-0.06077688	
4.65712	-0.05775391	-0.06074056	-0.05726434	-0.06128748	-0.05775171	-0.06075488	
4.6592	-0.0577635	-0.06072824	-0.05728856	-0.06126938	-0.05776136	-0.06073795	
4.66128	-0.05777287	-0.06071884	-0.05731204	-0.0612492	-0.05777078	-0.06072577	
4.66336	-0.05778202	-0.06071363	-0.0573348	-0.0612278	-0.05777998	-0.06071763	
4.66544	-0.05779096	-0.0607089	-0.05735685	-0.06120071	-0.05778897	-0.06069618	
4.66752	-0.0577997	-0.06068698	-0.05737819	-0.06117999	-0.05779775	-0.06066953	
4.6696	-0.05780824	-0.06066674	-0.05739884	-0.06115555	-0.05780634	-0.0606558	
4.67168	-0.05781658	-0.06065406	-0.05741884	-0.06112593	-0.05781472	-0.06065231	
4.67376	-0.05782475	-0.06064527	-0.05743818	-0.06111198	-0.05782293	-0.06064785	
4.67584	-0.05783273	-0.06062848	-0.0574569	-0.06108975	-0.05783096	-0.06063458	
4.67792	-0.05784054	-0.06061583	-0.05747502	-0.06106135	-0.05783881	-0.06061151	
4.68	-0.05784819	-0.060603	-0.05749255	-0.06104083	-0.05784649	-0.06060683	
4.68208	-0.05785567	-0.06060605	-0.05750953	-0.06101802	-0.057854	-0.06059283	
4.68416	-0.057863	-0.06060503	-0.05752597	-0.06099087	-0.05786137	-0.06059038	
4.68624	-0.05787017	-0.0605963	-0.0575419	-0.06097081	-0.05786857	-0.06058709	
4.68832	-0.05787719	-0.06059479	-0.05755734	-0.06094579	-0.05787563	-0.06058742	
4.6904	-0.05788407	-0.06058935	-0.05757231	-0.06093463	-0.05788254	-0.06058374	
4.69248	-0.05789081	-0.06058044	-0.05758683	-0.06091555	-0.05788931	-0.06056781	
4.69456	-0.05789742	-0.06057326	-0.05760091	-0.06090112	-0.05789595	-0.06056298	
4.69664	-0.05790389	-0.06056719	-0.05761459	-0.06088368	-0.05790245	-0.06055546	
4.69872	-0.05791024	-0.06056448	-0.05762786	-0.06087235	-0.05790883	-0.06054544	
4.7008	-0.05791646	-0.06056444	-0.05764076	-0.06085923	-0.05791507	-0.06054431	
4.70288	-0.05792256	-0.0605512	-0.0576533	-0.06085239	-0.0579212	-0.06054207	
4.70496	-0.05792854	-0.06054304	-0.0576655	-0.06084526	-0.05792721	-0.06053635	
4.70704	-0.0579344	-0.06053168	-0.05767736	-0.06082626	-0.0579331	-0.06051313	
4.70912	-0.05794016	-0.06050967	-0.0576889	-0.06080836	-0.05793887	-0.06050622	
4.7112	-0.0579458	-0.06050196	-0.05770014	-0.06077941	-0.05794454	-0.06048198	
4.71328	-0.05795133	-0.06049077	-0.05771109	-0.06076166	-0.0579501	-0.06046664	
4.71536	-0.05795677	-0.06047069	-0.05772176	-0.06074378	-0.05795556	-0.06045299	
4.71744	-0.0579621	-0.06045233	-0.05773215	-0.06073216	-0.05796091	-0.06044755	
4.71952	-0.05796733	-0.0604514	-0.05774229	-0.06071892	-0.05796617	-0.06044113	
4.7216	-0.05797247	-0.06045357	-0.05775218	-0.06070438	-0.05797133	-0.06043917	
4.72368	-0.05797751	-0.06043832	-0.05776183	-0.06068454	-0.05797639	-0.06043985	
4.72576	-0.05798246	-0.06043744	-0.05777125	-0.06067239	-0.05798136	-0.06042339	
4.72784	-0.05798732	-0.06042504	-0.05778045	-0.06066717	-0.05798624	-0.06040543	
4.72992	-0.0579921	-0.06040603	-0.05778943	-0.06066535	-0.05799104	-0.06040239	
4.732	-0.05799679	-0.06040586	-0.05779821	-0.06065506	-0.05799574	-0.06038729	
4.73408	-0.05800139	-0.06041017	-0.05780679	-0.0606501	-0.05800036	-0.06036986	
4.73616	-0.05800591	-0.0604134	-0.05781517	-0.06064758	-0.0580049	-0.06037138	
4.73824	-0.05801035	-0.0603974	-0.05782337	-0.06064287	-0.05800936	-0.06037593	
4.74032	-0.05801472	-0.06039057	-0.05783139	-0.06062514	-0.05801374	-0.06038188	
4.7424	-0.058019	-0.06038939	-0.05783923	-0.06061501	-0.05801805	-0.06037193	
4.74448	-0.05802322	-0.06037702	-0.05784691	-0.06060062	-0.05802228	-0.06035493	
4.74656	-0.05802736	-0.0603746	-0.05785442	-0.06059136	-0.05802644	-0.06035304	
4.74864	-0.05803142	-0.06036836	-0.05786177	-0.06058113	-0.05803052	-0.06034926	
4.75072	-0.05803542	-0.06035943	-0.05786897	-0.06056916	-0.05803453	-0.0603449	
4.7528	-0.05803935	-0.06036023	-0.05787602	-0.06056605	-0.05803848	-0.06034375	
4.75488	-0.05804322	-0.06035466	-0.05788293	-0.06055803	-0.05804235	-0.06033118	
4.75696	-0.05804701	-0.06034062	-0.05788969	-0.06054434	-0.05804617	-0.06032717	
4.75904	-0.05805074	-0.06032428	-0.05789632	-0.06053234	-0.05804991	-0.06031461	
4.76112	-0.05805441	-0.0603189	-0.05790281	-0.06052769	-0.0580536	-0.06029186	
4.7632	-0.05805802	-0.06031092	-0.05790918	-0.06051981	-0.05805722	-0.06028023	
4.76528	-0.05806157	-0.06029375	-0.05791542	-0.06050482	-0.05806078	-0.06026847	
4.76736	-0.05806506	-0.06029201	-0.05792154	-0.06049432	-0.05806428	-0.06026227	
4.76944	-0.05806849	-0.0602933	-0.05792754	-0.06047083	-0.05806772	-0.06024839	
4.77152	-0.05807186	-0.06029228	-0.05793343	-0.06046495	-0.05807111	-0.06023214	
4.7736	-0.05807517	-0.06028932	-0.0579392	-0.06044912	-0.05807444	-0.06023676	
4.77568	-0.05807844	-0.06027318	-0.05794486	-0.06042771	-0.05807771	-0.0602355	
4.77776	-0.05808165	-0.06026058	-0.05795041	-0.06042107	-0.05808093	-0.06024092	
4.77984	-0.0580848	-0.06025726	-0.05795586	-0.06041327	-0.0580841	-0.06024984	
4.78192	-0.05808791	-0.06026237	-0.05796121	-0.06039539	-0.05808722	-0.06024516	
4.784	-0.05809096	-0.06025063	-0.05796646	-0.06039098	-0.05809028	-0.06024575	
4.78608	-0.05809397	-0.06024276	-0.05797162	-0.06038722	-0.0580933	-0.06023454	
4.78816	-0.05809692	-0.06022502	-0.05797667	-0.06038098	-0.05809627	-0.0602283	
4.79024	-0.05809983	-0.06020923	-0.05798164	-0.06036408	-0.05809918	-0.06021748	
4.79232	-0.05810269	-0.06019454	-0.05798652	-0.06035721	-0.05810206	-0.06020094	
4.7944	-0.05810551	-0.0601817	-0.0579913	-0.06033741	-0.05810488	-0.06019419	
4.79648	-0.05810828	-0.0601823	-0.057996	-0.06033672	-0.05810766	-0.06017915	
4.79856	-0.05811101	-0.06019115	-0.05800062	-0.06033769	-0.0581104	-0.06017974	
4.80064	-0.05811369	-0.06018892	-0.05800516	-0.06032445	-0.05811309	-0.06017675	
4.80272	-0.05811633	-0.06017439	-0.05800962	-0.06030559	-0.05811574	-0.06016435	
4.8048	-0.05811893	-0.06015818	-0.05801399	-0.06029535	-0.05811835	-0.06015338	
4.80688	-0.05812149	-0.06016251	-0.05801829	-0.06028161	-0.05812092	-0.06014463	
4.80896	-0.05812401	-0.06014994	-0.05802252	-0.06026435	-0.05812344	-0.06013774	
4.81104	-0.05812648	-0.0601355	-0.05802667	-0.06026172	-0.05812593	-0.06012856	
4.81312	-0.05812892	-0.06013148	-0.05803075	-0.06026896	-0.05812838	-0.06013518	
4.8152	-0.05813132	-0.06012202	-0.05803476	-0.06027307	-0.05813079	-0.06012967	
4.81728	-0.05813368	-0.06012931	-0.0580387	-0.06028191	-0.05813316	-0.06013192	
4.81936	-0.05813601	-0.06013149	-0.05804257	-0.06028758	-0.05813549	-0.06016807	
4.82144	-0.0581383	-0.06014087	-0.05804638	-0.0602833	-0.05813779	-0.06022616	
4.82352	-0.05814056	-0.06014386	-0.05805013	-0.06026567	-0.05814005	-0.06030687	
4.8256	-0.05814277	-0.06015941	-0.0580538	-0.06025698	-0.05814228	-0.06040593	
4.82768	-0.05814496	-0.06017934	-0.05805742	-0.06024998	-0.05814447	-0.06050931	
4.82976	-0.05814711	-0.06019291	-0.05806098	-0.06023825	-0.05814663	-0.06058099	
4.83184	-0.05814923	-0.06021279	-0.05806448	-0.0602349	-0.05814876	-0.06064353	
4.83392	-0.05815132	-0.06022873	-0.05806792	-0.06023448	-0.05815085	-0.06068508	
4.836	-0.05815337	-0.0602429	-0.0580713	-0.0602261	-0.05815291	-0.06071851	
4.83808	-0.0581554	-0.06026625	-0.05807462	-0.06023015	-0.05815494	-0.0607574	
4.84016	-0.05815738	-0.06028002	-0.0580779	-0.06022844	-0.05815694	-0.06077613	
4.84224	-0.05815935	-0.06029785	-0.05808111	-0.06021668	-0.05815891	-0.0607837	
4.84432	-0.05816128	-0.06031008	-0.05808428	-0.06020574	-0.05816085	-0.06080614	
4.8464	-0.05816318	-0.06029869	-0.05808739	-0.06018933	-0.05816276	-0.06080693	
4.84848	-0.05816505	-0.06028583	-0.05809046	-0.06019361	-0.05816464	-0.06081364	
4.85056	-0.0581669	-0.06027867	-0.05809347	-0.06018953	-0.05816649	-0.0608073	
4.85264	-0.05816872	-0.06026531	-0.05809643	-0.06017583	-0.05816831	-0.06080536	
4.85472	-0.0581705	-0.06024326	-0.05809935	-0.06015703	-0.05817011	-0.0608073	
4.8568	-0.05817227	-0.06020952	-0.05810222	-0.06014263	-0.05817188	-0.06080856	
4.85888	-0.05817401	-0.06018769	-0.05810504	-0.06013053	-0.05817362	-0.06080395	
4.86096	-0.05817572	-0.06014207	-0.05810782	-0.06013134	-0.05817533	-0.0607956	
4.86304	-0.0581774	-0.06011002	-0.05811055	-0.06013014	-0.05817702	-0.06078664	
4.86512	-0.05817906	-0.06007142	-0.05811324	-0.06012671	-0.05817869	-0.0607591	
4.8672	-0.05818069	-0.06003113	-0.05811589	-0.06013659	-0.05818033	-0.0607409	
4.86928	-0.0581823	-0.06000107	-0.0581185	-0.06015097	-0.05818195	-0.06070464	
4.87136	-0.05818389	-0.05995212	-0.05812106	-0.06016601	-0.05818354	-0.06067138	
4.87344	-0.05818545	-0.05991401	-0.05812358	-0.06016748	-0.0581851	-0.06065615	
4.87552	-0.05818699	-0.05987529	-0.05812607	-0.06014822	-0.05818665	-0.06062718	
4.8776	-0.05818851	-0.05979342	-0.05812851	-0.06013346	-0.05818817	-0.06056347	
4.87968	-0.05819	-0.05969661	-0.05813092	-0.06009394	-0.05818967	-0.06048794	
4.88176	-0.05819147	-0.05956733	-0.05813329	-0.0600435	-0.05819115	-0.0603811	
4.88384	-0.05819292	-0.05943423	-0.05813562	-0.05999745	-0.0581926	-0.06027612	
4.88592	-0.05819435	-0.05931137	-0.05813792	-0.05996083	-0.05819403	-0.0601555	
4.888	-0.05819576	-0.05917632	-0.05814018	-0.05992713	-0.05819545	-0.06004156	
4.89008	-0.05819715	-0.05904788	-0.05814241	-0.05989828	-0.05819684	-0.05995264	
4.89216	-0.05819852	-0.05893167	-0.0581446	-0.05986767	-0.05819821	-0.0598615	
4.89424	-0.05819986	-0.05882016	-0.05814676	-0.05984032	-0.05819956	-0.05976509	
4.89632	-0.05820119	-0.0587251	-0.05814888	-0.05982484	-0.05820089	-0.05965947	
4.8984	-0.05820249	-0.05862776	-0.05815097	-0.05979107	-0.0582022	-0.0595546	
4.90048	-0.05820378	-0.05852168	-0.05815303	-0.05976723	-0.0582035	-0.05946584	
4.90256	-0.05820505	-0.05842805	-0.05815506	-0.05975377	-0.05820477	-0.05938017	
4.90464	-0.0582063	-0.05832482	-0.05815705	-0.05974563	-0.05820602	-0.05928194	
4.90672	-0.05820753	-0.05822638	-0.05815902	-0.0597208	-0.05820726	-0.05920999	
4.9088	-0.05820875	-0.05814105	-0.05816096	-0.0597096	-0.05820848	-0.05913196	
4.91088	-0.05820994	-0.05805203	-0.05816286	-0.05969435	-0.05820968	-0.05906633	
4.91296	-0.05821113	-0.05796323	-0.05816474	-0.05967491	-0.05821086	-0.05899527	
4.91504	-0.05821229	-0.05787202	-0.05816659	-0.059635	-0.05821203	-0.058904	
4.91712	-0.05821344	-0.0577496	-0.05816841	-0.05959694	-0.05821318	-0.05881013	
4.9192	-0.05821456	-0.05761945	-0.05817021	-0.05955636	-0.05821431	-0.0587109	
4.92128	-0.05821567	-0.05748963	-0.05817198	-0.05951342	-0.05821543	-0.0586045	
4.92336	-0.05821677	-0.05736668	-0.05817372	-0.05946159	-0.05821653	-0.05849626	
4.92544	-0.05821785	-0.05726545	-0.0582326	-0.05938971	-0.05821761	-0.05839701	
4.92752	-0.05821892	-0.05717957	-0.05833004	-0.05931509	-0.05821868	-0.05832027	
4.9296	-0.05821997	-0.05710788	-0.05845029	-0.05922943	-0.05821973	-0.05823476	
4.93168	-0.058221	-0.05704849	-0.0585772	-0.05911559	-0.05822077	-0.05817441	
4.93376	-0.05822202	-0.05700001	-0.05873307	-0.05899819	-0.05822179	-0.05812721	
4.93584	-0.05827282	-0.0569612	-0.05888923	-0.05884998	-0.0582228	-0.0580839	
4.93792	-0.05834953	-0.05693099	-0.05905423	-0.05870209	-0.0582238	-0.05803813	
4.94	-0.05844057	-0.05690842	-0.05922221	-0.05853422	-0.05822477	-0.05796126	
4.94208	-0.05855058	-0.05689265	-0.059397	-0.05834765	-0.05822574	-0.05788107	
4.94416	-0.0586493	-0.05688292	-0.05958573	-0.0581065	-0.05822669	-0.05776689	
4.94624	-0.05875804	-0.05687854	-0.05976966	-0.05787741	-0.05822763	-0.05760176	
4.94832	-0.05885992	-0.05687889	-0.05995727	-0.05768852	-0.0582732	-0.05745511	
4.9504	-0.05898106	-0.05688339	-0.06016228	-0.05752688	-0.05835336	-0.05732543	
4.95248	-0.05910578	-0.05689152	-0.06035126	-0.05738953	-0.05849007	-0.05721625	
4.95456	-0.05921138	-0.0569028	-0.06054683	-0.05727267	-0.05865472	-0.05712357	
4.95664	-0.05931292	-0.05691679	-0.06071127	-0.05717361	-0.05883462	-0.05704565	
4.95872	-0.05945958	-0.05693309	-0.06085895	-0.05709005	-0.05905112	-0.05698069	
4.9608	-0.0596506	-0.05695133	-0.06099501	-0.05702014	-0.05931624	-0.05692725	
4.96288	-0.05988455	-0.05697119	-0.0611204	-0.05696231	-0.05961167	-0.05688408	
4.96496	-0.06013223	-0.05699236	-0.06122018	-0.05691522	-0.05990202	-0.05685009	
4.96704	-0.0603782	-0.05701457	-0.0612917	-0.0568777	-0.06017411	-0.0568243	
4.96912	-0.06060832	-0.05703758	-0.06136372	-0.05684874	-0.06043593	-0.05680586	
4.9712	-0.06080443	-0.05706118	-0.06142876	-0.05682743	-0.06065013	-0.056794	
4.97328	-0.06096725	-0.05708518	-0.0614682	-0.05681297	-0.0608293	-0.05678799	
4.97536	-0.0610937	-0.05710941	-0.06150977	-0.0568046	-0.06096723	-0.05678719	
4.97744	-0.06118757	-0.05713373	-0.06152669	-0.05680167	-0.0610824	-0.056791	
4.97952	-0.06125943	-0.05715801	-0.06155069	-0.05680354	-0.0611888	-0.05679886	
4.9816	-0.06131772	-0.05718214	-0.06156532	-0.05680965	-0.06125996	-0.05681028	
4.98368	-0.06134279	-0.05720604	-0.06156994	-0.05681947	-0.06131925	-0.05682477	
4.98576	-0.06135968	-0.05722963	-0.06156879	-0.05683252	-0.06135958	-0.05684189	
4.98784	-0.061357	-0.05725285	-0.06157009	-0.05684835	-0.06138971	-0.05686126	
4.98992	-0.06135275	-0.05727565	-0.06157205	-0.05686656	-0.0614212	-0.05688249	
4.992	-0.06134863	-0.05729798	-0.06156618	-0.05688675	-0.06145032	-0.05690527	
4.99408	-0.06133262	-0.05731983	-0.06154684	-0.0569086	-0.06147771	-0.05692928	
4.99616	-0.06131777	-0.05734117	-0.06153125	-0.05693179	-0.06150188	-0.05695425	
4.99824	-0.06130785	-0.05736198	-0.06151157	-0.05695604	-0.06151183	-0.05697994	
5.00032	-0.06129821	-0.05738226	-0.06149413	-0.05698108	-0.06152432	-0.05700612	
5.0024	-0.06127912	-0.05740201	-0.06147401	-0.05700671	-0.0615187	-0.05703261	
5.00448	-0.06125049	-0.05742121	-0.06146526	-0.05703271	-0.0615008	-0.05705923	
5.00656	-0.06122508	-0.05743989	-0.06144482	-0.05705891	-0.06147829	-0.05708584	
5.00864	-0.06119655	-0.05745804	-0.06143238	-0.05708516	-0.06145544	-0.05711231	
5.01072	-0.06117704	-0.05747567	-0.06140859	-0.05711133	-0.06144388	-0.05713854	
5.0128	-0.06115942	-0.05749279	-0.06138787	-0.0571373	-0.06143163	-0.05716444	
5.01488	-0.06114358	-0.05750943	-0.06136493	-0.05716298	-0.06141739	-0.05718993	
5.01696	-0.06113769	-0.05752558	-0.06134453	-0.05718829	-0.06140663	-0.05721495	
5.01904	-0.06112132	-0.05754127	-0.06133336	-0.05721316	-0.06139363	-0.05723945	
5.02112	-0.06109585	-0.05755651	-0.06130798	-0.05723755	-0.06136384	-0.0572634	
5.0232	-0.0610853	-0.05757132	-0.06128246	-0.05726142	-0.06132891	-0.05728678	
5.02528	-0.06106262	-0.05758571	-0.06125102	-0.05728473	-0.06130712	-0.05730956	
5.02736	-0.0610483	-0.05759969	-0.06121983	-0.05730746	-0.06127739	-0.05733173	
5.02944	-0.06102965	-0.05761328	-0.06119912	-0.0573296	-0.06125788	-0.05735329	
5.03152	-0.06102083	-0.05762649	-0.06117961	-0.05735115	-0.06123479	-0.05737424	
5.0336	-0.06099775	-0.05763934	-0.06116085	-0.05737209	-0.06120919	-0.05739458	
5.03568	-0.060976	-0.05765185	-0.06113572	-0.05739244	-0.06119623	-0.05741432	
5.03776	-0.06095587	-0.05766402	-0.06110543	-0.05741219	-0.06118755	-0.05743348	
5.03984	-0.06094346	-0.05767586	-0.06108363	-0.05743137	-0.0611615	-0.05745206	
5.04192	-0.06092138	-0.0576874	-0.06106371	-0.05744997	-0.06113919	-0.05747008	
5.044	-0.06091141	-0.05769864	-0.06104269	-0.05746802	-0.0611233	-0.05748755	
5.04608	-0.06088905	-0.05770959	-0.06101717	-0.05748553	-0.06110991	-0.05750449	
5.04816	-0.06088325	-0.05772027	-0.06100127	-0.05750251	-0.0610787	-0.05752093	
5.05024	-0.0608712	-0.05773068	-0.0609847	-0.05751899	-0.06106387	-0.05753688	
5.05232	-0.0608593	-0.05774084	-0.06096271	-0.05753497	-0.06104388	-0.05755235	
5.0544	-0.06083969	-0.05775074	-0.06093936	-0.05755048	-0.06101514	-0.05756736	
5.05648	-0.06082308	-0.05776041	-0.06092673	-0.05756553	-0.06098304	-0.05758193	
5.05856	-0.06081236	-0.05776986	-0.06091794	-0.05758015	-0.060961	-0.05759608	
5.06064	-0.06079041	-0.05777908	-0.06091524	-0.05759434	-0.06094418	-0.05760983	
5.06272	-0.06077561	-0.05778808	-0.06090082	-0.05760813	-0.06093367	-0.05762319	
5.0648	-0.06075928	-0.05779688	-0.06087966	-0.05762153	-0.06092937	-0.05763617	
5.06688	-0.06074113	-0.05780548	-0.06087135	-0.05763455	-0.06091273	-0.0576488	
5.06896	-0.06072908	-0.05781389	-0.06084943	-0.05764722	-0.06090323	-0.05766108	
5.07104	-0.06071933	-0.05782212	-0.06084207	-0.05765953	-0.06089212	-0.05767303	
5.07312	-0.06070712	-0.05783015	-0.06083132	-0.05767152	-0.06088255	-0.05768466	
5.0752	-0.06069469	-0.05783802	-0.06080592	-0.05768319	-0.06085752	-0.05769599	
5.07728	-0.06067607	-0.05784572	-0.06077578	-0.05769455	-0.0608389	-0.05770703	
5.07936	-0.06067424	-0.05785326	-0.06075627	-0.05770563	-0.06083011	-0.05771778	
5.08144	-0.06065805	-0.05786063	-0.06074844	-0.05771641	-0.06081532	-0.05772826	
5.08352	-0.06065325	-0.05786785	-0.06072539	-0.05772693	-0.06080067	-0.05773849	
5.0856	-0.06064534	-0.05787493	-0.06071868	-0.05773719	-0.06078081	-0.05774846	
5.08768	-0.06063103	-0.05788185	-0.0607091	-0.05774719	-0.06077313	-0.05775819	
5.08976	-0.06061801	-0.05788864	-0.06070103	-0.05775695	-0.06074764	-0.05776769	
5.09184	-0.06060687	-0.05789528	-0.06068638	-0.05776648	-0.06072601	-0.05777697	
5.09392	-0.06060905	-0.0579018	-0.06067848	-0.05777578	-0.06071595	-0.05778603	
5.096	-0.06060225	-0.05790819	-0.06066598	-0.05778487	-0.06069712	-0.05779488	
5.09808	-0.06059369	-0.05791445	-0.06065197	-0.05779374	-0.06068873	-0.05780353	
5.10016	-0.0605913	-0.05792059	-0.06064358	-0.05780242	-0.06068644	-0.05781198	
5.10224	-0.06057277	-0.0579266	-0.06063667	-0.0578109	-0.06067995	-0.05782025	
5.10432	-0.06055678	-0.05793251	-0.06061908	-0.05781919	-0.06066952	-0.05782833	
5.1064	-0.06054282	-0.0579383	-0.06059505	-0.05782729	-0.06065594	-0.05783624	
5.10848	-0.06053928	-0.05794397	-0.06057378	-0.05783523	-0.06063166	-0.05784398	
5.11056	-0.06053313	-0.05794955	-0.06055392	-0.05784298	-0.06062374	-0.05785155	
5.11264	-0.06052529	-0.05795501	-0.06053805	-0.05785058	-0.06060165	-0.05785896	
5.11472	-0.06052009	-0.05796038	-0.06051641	-0.05785801	-0.06057722	-0.05786622	
5.1168	-0.06051169	-0.05796564	-0.06049398	-0.05786528	-0.0605736	-0.05787332	
5.11888	-0.06051089	-0.05797081	-0.06048178	-0.05787241	-0.06055991	-0.05788029	
5.12096	-0.06051084	-0.05797588	-0.06047843	-0.05787939	-0.06056115	-0.0578871	
5.12304	-0.060511	-0.05798086	-0.06046814	-0.05788623	-0.06055284	-0.05789378	
5.12512	-0.06050443	-0.05798575	-0.06046565	-0.05789292	-0.06054865	-0.05790033	
5.1272	-0.06050461	-0.05799055	-0.06046328	-0.05789949	-0.06054073	-0.05790674	
5.12928	-0.06050251	-0.05799527	-0.06046711	-0.05790592	-0.06054113	-0.05791303	
5.13136	-0.06049968	-0.0579999	-0.06045417	-0.05791222	-0.06054341	-0.0579192	
5.13344	-0.06048362	-0.05800445	-0.06044016	-0.05791841	-0.0605249	-0.05792524	
5.13552	-0.06045686	-0.05800892	-0.06043235	-0.05792447	-0.06048922	-0.05793117	
5.1376	-0.06043849	-0.05801331	-0.06043652	-0.05793041	-0.06043776	-0.05793699	
5.13968	-0.06038637	-0.05801762	-0.06043012	-0.05793624	-0.0603477	-0.05794269	
5.14176	-0.06027494	-0.05802185	-0.06041428	-0.05794196	-0.06023258	-0.05794829	
5.14384	-0.0601091	-0.05802602	-0.06040687	-0.05794757	-0.06006344	-0.05795378	
5.14592	-0.05990554	-0.05803011	-0.060389	-0.05795307	-0.05988475	-0.05795917	
5.148	-0.05969075	-0.05803413	-0.06037647	-0.05795847	-0.05968906	-0.05796445	
5.15008	-0.05946494	-0.05803808	-0.06036596	-0.05796377	-0.05948982	-0.05796964	
5.15216	-0.05925163	-0.05804197	-0.06036361	-0.05796897	-0.05929092	-0.05797474	
5.15424	-0.0590373	-0.05804579	-0.06036036	-0.05797408	-0.0591077	-0.05797974	
5.15632	-0.05885068	-0.05804954	-0.06035557	-0.0579791	-0.05892851	-0.05798465	
5.1584	-0.05866253	-0.05805323	-0.06035252	-0.05798402	-0.05875601	-0.05801723	
5.16048	-0.05845276	-0.0581305	-0.06034064	-0.05798885	-0.0585887	-0.05811345	
5.16256	-0.05825493	-0.05825767	-0.06032622	-0.05799359	-0.05842706	-0.0582673	
5.16464	-0.05804502	-0.05843493	-0.06031828	-0.05799825	-0.05826978	-0.05846229	
5.16672	-0.05787554	-0.05864472	-0.06031693	-0.05800283	-0.05808225	-0.05866313	
5.1688	-0.05773236	-0.05888518	-0.06031027	-0.05800733	-0.05789565	-0.05886738	
5.17088	-0.05761251	-0.05911592	-0.06029745	-0.05801175	-0.05774488	-0.05910006	
5.17296	-0.05751207	-0.05934233	-0.06028314	-0.05801609	-0.05761708	-0.059324	
5.17504	-0.05742823	-0.05955451	-0.06028277	-0.05802035	-0.05751003	-0.05955653	
5.17712	-0.05735862	-0.05975622	-0.06027199	-0.05802454	-0.05742035	-0.05977928	
5.1792	-0.05730132	-0.05994402	-0.06026913	-0.05802866	-0.05734565	-0.0599828	
5.18128	-0.05725469	-0.06010839	-0.0602553	-0.0580327	-0.05728388	-0.06015356	
5.18336	-0.05721737	-0.06025371	-0.06025365	-0.05803668	-0.05723336	-0.06030898	
5.18544	-0.05718816	-0.06037437	-0.06024954	-0.05804059	-0.05719265	-0.06044741	
5.18752	-0.05716606	-0.06047319	-0.0602538	-0.05804443	-0.05716053	-0.06055936	
5.1896	-0.05715017	-0.06056231	-0.060254	-0.0580482	-0.05713592	-0.06066036	
5.19168	-0.05713971	-0.06064517	-0.06024485	-0.05805192	-0.05711791	-0.06073442	
5.19376	-0.05713397	-0.06069644	-0.06023316	-0.05805556	-0.05710567	-0.06080848	
5.19584	-0.05713235	-0.06074025	-0.06020348	-0.05805915	-0.05709848	-0.06087007	
5.19792	-0.0571343	-0.06078291	-0.06004165	-0.05806268	-0.05709571	-0.06091674	
5.2	-0.05713932	-0.06081944	-0.05977936	-0.05806615	-0.05709677	-0.06095824	
5.20208	-0.05714698	-0.06085765	-0.05941343	-0.05806956	-0.05710115	-0.06099167	
5.20416	-0.05715689	-0.06088557	-0.05895915	-0.0580939	-0.05710839	-0.06103006	
5.20624	-0.05716869	-0.06091237	-0.05859812	-0.05820915	-0.05711808	-0.06106262	
5.20832	-0.05718208	-0.06093934	-0.05829683	-0.05840616	-0.05712984	-0.06108702	
5.2104	-0.05719678	-0.06095845	-0.05804485	-0.05869476	-0.05714334	-0.06110439	
5.21248	-0.05721255	-0.06096404	-0.05783225	-0.05901024	-0.0571583	-0.0611291	
