Time	BL_Ankle PF E	BL_Ankle PF F	BL_Hip PF E	BL_Hip PF F	BL_Knee PF E	BL_Knee PF F	
1.25216	-0.05812515	-0.06021614	-0.05801515	-0.06032193	-0.05818923	-0.06008539	
1.25424	-0.05812761	-0.06022361	-0.05801943	-0.06032731	-0.05819071	-0.06007732	
1.25632	-0.05813003	-0.06023301	-0.05802364	-0.06032066	-0.05819217	-0.06007766	
1.2584	-0.05813241	-0.0602304	-0.05802777	-0.06031501	-0.05819361	-0.06007528	
1.26048	-0.05813476	-0.06022652	-0.05803183	-0.06030709	-0.05819503	-0.06007754	
1.26256	-0.05813707	-0.06021143	-0.05803582	-0.06029253	-0.05819643	-0.06006524	
1.26464	-0.05813934	-0.06019701	-0.05803975	-0.06027392	-0.05819781	-0.06005826	
1.26672	-0.05814158	-0.06018765	-0.0580436	-0.06027163	-0.05819916	-0.06006109	
1.2688	-0.05814379	-0.06017051	-0.05804739	-0.06026071	-0.0582005	-0.06007123	
1.27088	-0.05814596	-0.06015257	-0.05805112	-0.06025301	-0.05820182	-0.06007621	
1.27296	-0.05814809	-0.06015615	-0.05805478	-0.06025512	-0.05820312	-0.06008267	
1.27504	-0.05815019	-0.0601585	-0.05805838	-0.06025855	-0.05820439	-0.06007874	
1.27712	-0.05815227	-0.06014663	-0.05806192	-0.06026397	-0.05820565	-0.06012378	
1.2792	-0.05815431	-0.06015543	-0.05806541	-0.06026475	-0.0582069	-0.0602164	
1.28128	-0.05815632	-0.06018668	-0.05806883	-0.06025559	-0.05820812	-0.06033948	
1.28336	-0.05815829	-0.06023357	-0.0580722	-0.06023556	-0.05820933	-0.0604885	
1.28544	-0.05816024	-0.06030315	-0.05807551	-0.06023027	-0.05821051	-0.06063133	
1.28752	-0.05816216	-0.0603851	-0.05807877	-0.0602238	-0.05821168	-0.06076313	
1.2896	-0.05816405	-0.06048632	-0.05808197	-0.06021574	-0.05821284	-0.06089491	
1.29168	-0.05816591	-0.06057604	-0.05808512	-0.06021711	-0.05821398	-0.06101182	
1.29376	-0.05816774	-0.06067415	-0.05808822	-0.06021445	-0.0582151	-0.06111447	
1.29584	-0.05816954	-0.06077493	-0.05809127	-0.06020444	-0.0582162	-0.06121865	
1.29792	-0.05817132	-0.06086061	-0.05809427	-0.06020632	-0.05821729	-0.0613157	
1.3	-0.05817307	-0.06092792	-0.05809722	-0.06019728	-0.05821836	-0.06139898	
1.30208	-0.0581748	-0.06098479	-0.05810012	-0.06019526	-0.05821942	-0.06145798	
1.30416	-0.0581765	-0.06104409	-0.05810298	-0.06019894	-0.05822046	-0.06151574	
1.30624	-0.05817817	-0.06109061	-0.05810579	-0.06018956	-0.05822149	-0.06156316	
1.30832	-0.05817981	-0.06114064	-0.05810856	-0.06019506	-0.0582225	-0.06160156	
1.3104	-0.05818144	-0.06118878	-0.05811128	-0.06019205	-0.0582235	-0.06163986	
1.31248	-0.05818304	-0.06123096	-0.05811396	-0.06017381	-0.05822448	-0.06166482	
1.31456	-0.05818461	-0.06127069	-0.0581166	-0.06016473	-0.05822546	-0.0617	
1.31664	-0.05818617	-0.06131139	-0.05811919	-0.06015375	-0.05822641	-0.06173691	
1.31872	-0.05818769	-0.06133745	-0.05812174	-0.06015171	-0.05822735	-0.06175721	
1.3208	-0.0581892	-0.06135637	-0.05812426	-0.06014854	-0.05822828	-0.06179181	
1.32288	-0.05819068	-0.06137243	-0.05812673	-0.06015496	-0.0582292	-0.06182254	
1.32496	-0.05819215	-0.06140219	-0.05812917	-0.06014767	-0.0582301	-0.0618398	
1.32704	-0.05819359	-0.06137751	-0.05813156	-0.06014983	-0.05823099	-0.06181214	
1.32912	-0.058195	-0.06131839	-0.05813392	-0.0601435	-0.05823186	-0.06175975	
1.3312	-0.0581964	-0.06124578	-0.05813624	-0.06013598	-0.05823273	-0.06169306	
1.33328	-0.05819778	-0.06117567	-0.05813853	-0.06013187	-0.05823358	-0.06164033	
1.33536	-0.05819914	-0.06111874	-0.05814078	-0.06013393	-0.05823442	-0.06158804	
1.33744	-0.05820047	-0.06106854	-0.058143	-0.06013639	-0.05823525	-0.06154714	
1.33952	-0.05820179	-0.06102062	-0.05814518	-0.06013429	-0.05823606	-0.06149908	
1.3416	-0.05820309	-0.06096636	-0.05814733	-0.0601303	-0.05823687	-0.06145766	
1.34368	-0.05820437	-0.06089396	-0.05814944	-0.06012134	-0.05823766	-0.06141091	
1.34576	-0.05820563	-0.06079769	-0.05815152	-0.06012663	-0.05823844	-0.06133525	
1.34784	-0.05820687	-0.06065504	-0.05815358	-0.06011173	-0.05823921	-0.06120484	
1.34992	-0.0582081	-0.06045763	-0.0581556	-0.06008989	-0.05823997	-0.06103852	
1.352	-0.0582093	-0.06023901	-0.05815759	-0.060069	-0.05824072	-0.06081965	
1.35408	-0.05821049	-0.06000178	-0.05815955	-0.06003328	-0.05824146	-0.06058235	
1.35616	-0.05821166	-0.05975433	-0.05816147	-0.06000161	-0.05824218	-0.06031287	
1.35824	-0.05821282	-0.05952442	-0.05816337	-0.05994339	-0.0582429	-0.06002258	
1.36032	-0.05821396	-0.05929158	-0.05816524	-0.05988662	-0.05824361	-0.05973516	
1.3624	-0.05821508	-0.05906038	-0.05816709	-0.05983905	-0.05824431	-0.05946194	
1.36448	-0.05821618	-0.05883643	-0.0581689	-0.05978591	-0.05824499	-0.05921914	
1.36656	-0.05821727	-0.05862234	-0.05817068	-0.05973487	-0.05824567	-0.05901561	
1.36864	-0.05821835	-0.05841603	-0.05817245	-0.0596926	-0.05824634	-0.05885358	
1.37072	-0.0582194	-0.05821147	-0.05817418	-0.05963718	-0.058247	-0.05873932	
1.3728	-0.05822045	-0.0580407	-0.05817589	-0.05957925	-0.05824765	-0.05864999	
1.37488	-0.05822147	-0.05786617	-0.05817757	-0.05951572	-0.05824829	-0.05855334	
1.37696	-0.05822248	-0.05768646	-0.05817923	-0.05946336	-0.05824892	-0.05847397	
1.37904	-0.05822348	-0.05750973	-0.05818086	-0.0594139	-0.05824954	-0.05840813	
1.38112	-0.05822447	-0.05735128	-0.05818247	-0.05935334	-0.05825016	-0.05833204	
1.3832	-0.05822544	-0.05721466	-0.05818405	-0.05929052	-0.05825076	-0.05824744	
1.38528	-0.05822639	-0.05709787	-0.05828994	-0.05922986	-0.05825135	-0.05817031	
1.38736	-0.05822733	-0.05699822	-0.05844795	-0.05916757	-0.05825194	-0.05811004	
1.38944	-0.05822826	-0.05691375	-0.05861835	-0.05908687	-0.05825252	-0.0580398	
1.39152	-0.05822918	-0.0568428	-0.05877708	-0.05896907	-0.05825309	-0.05793535	
1.3936	-0.05823008	-0.05678395	-0.05893081	-0.0588409	-0.05825366	-0.05779011	
1.39568	-0.05825087	-0.056736	-0.05908575	-0.05867987	-0.05825422	-0.05761398	
1.39776	-0.05830531	-0.05669788	-0.05924834	-0.05849555	-0.05825476	-0.05741344	
1.39984	-0.05840135	-0.05666866	-0.05942537	-0.05828427	-0.0582553	-0.05725162	
1.40192	-0.05851869	-0.05664748	-0.05960821	-0.05804269	-0.05825584	-0.05710955	
1.404	-0.05863121	-0.05663357	-0.05979038	-0.05782391	-0.0583215	-0.05698778	
1.40608	-0.05875234	-0.05662622	-0.05998047	-0.05764131	-0.05846714	-0.05688317	
1.40816	-0.05889975	-0.05662475	-0.06019142	-0.0574853	-0.05864856	-0.056794	
1.41024	-0.0590418	-0.05662855	-0.06039837	-0.0573526	-0.05883873	-0.05671864	
1.41232	-0.05919121	-0.05663703	-0.06057648	-0.05723973	-0.05904507	-0.05665577	
1.4144	-0.0593537	-0.05664965	-0.06074913	-0.05714409	-0.05926788	-0.05660423	
1.41648	-0.05953331	-0.05666589	-0.06090719	-0.05706351	-0.05947768	-0.05656301	
1.41856	-0.05977743	-0.05668526	-0.0610432	-0.05699622	-0.05973888	-0.05653121	
1.42064	-0.06007822	-0.05670732	-0.06115261	-0.0569407	-0.06005	-0.056508	
1.42272	-0.06038135	-0.05673164	-0.0612432	-0.05689568	-0.06035726	-0.05649262	
1.4248	-0.06068445	-0.05675784	-0.06131329	-0.05686002	-0.06064501	-0.05648438	
1.42688	-0.0609563	-0.05678556	-0.0613813	-0.05683275	-0.06089701	-0.05648259	
1.42896	-0.06117114	-0.05681448	-0.06143657	-0.05681296	-0.06110489	-0.05648664	
1.43104	-0.06132435	-0.05684429	-0.06147862	-0.05679988	-0.06127214	-0.05649591	
1.43312	-0.06142268	-0.05687474	-0.06152006	-0.05679278	-0.06140253	-0.05650983	
1.4352	-0.06149805	-0.05690558	-0.06154889	-0.056791	-0.06151387	-0.05652786	
1.43728	-0.06154991	-0.0569366	-0.06156032	-0.05679394	-0.06160557	-0.05654947	
1.43936	-0.06157711	-0.05696762	-0.06156564	-0.05680101	-0.06166591	-0.05657418	
1.44144	-0.06157657	-0.05699848	-0.06157446	-0.05681172	-0.06171063	-0.0566015	
1.44352	-0.06156391	-0.05702904	-0.06156629	-0.05682559	-0.06172876	-0.05663101	
1.4456	-0.06155584	-0.0570592	-0.06156226	-0.05684216	-0.06173331	-0.05666231	
1.44768	-0.06153258	-0.05708885	-0.06156409	-0.05686105	-0.06172667	-0.05669501	
1.44976	-0.061505	-0.05711792	-0.06156246	-0.05688186	-0.0617279	-0.05672877	
1.45184	-0.06147514	-0.05714636	-0.0615601	-0.05690427	-0.06172223	-0.05676327	
1.45392	-0.06145938	-0.0571741	-0.06155762	-0.05692797	-0.06170368	-0.05679825	
1.456	-0.06144235	-0.05720112	-0.06155363	-0.05695267	-0.06167939	-0.05687737	
1.45808	-0.06141848	-0.0572274	-0.06154755	-0.05697814	-0.06165264	-0.05696556	
1.46016	-0.06139103	-0.05725291	-0.06152604	-0.05700414	-0.06162028	-0.05706431	
1.46224	-0.06137497	-0.05727767	-0.06149122	-0.05703047	-0.06157904	-0.05714307	
1.46432	-0.06134938	-0.05730166	-0.0614622	-0.05705697	-0.06154618	-0.05723478	
1.4664	-0.06133329	-0.05732489	-0.06144724	-0.05708349	-0.06151273	-0.05735592	
1.46848	-0.0613108	-0.05734738	-0.06141666	-0.0571099	-0.06147593	-0.05749668	
1.47056	-0.06127868	-0.05736914	-0.06139628	-0.05713608	-0.06143046	-0.05765524	
1.47264	-0.06125354	-0.05739019	-0.06137918	-0.05716195	-0.06137204	-0.05782868	
1.47472	-0.06122087	-0.05742623	-0.06134772	-0.05718742	-0.06128681	-0.05799204	
1.4768	-0.06120538	-0.05746076	-0.06132304	-0.05721244	-0.06119759	-0.0581307	
1.47888	-0.06118139	-0.05747177	-0.06130285	-0.05723696	-0.06110143	-0.05825149	
1.48096	-0.0611506	-0.0574873	-0.06128465	-0.05726093	-0.06099471	-0.05834918	
1.48304	-0.06111926	-0.05750187	-0.06125879	-0.05728434	-0.06089338	-0.05842358	
1.48512	-0.06108645	-0.05751646	-0.06123479	-0.05730715	-0.06078428	-0.0584818	
1.4872	-0.06105435	-0.05753085	-0.06121309	-0.05732937	-0.06067498	-0.0585352	
1.48928	-0.06104233	-0.05754504	-0.06118437	-0.05735097	-0.06057298	-0.05856716	
1.49136	-0.06104074	-0.05755902	-0.06115469	-0.05737197	-0.06047008	-0.05860265	
1.49344	-0.06103341	-0.05757276	-0.06113109	-0.05739236	-0.06036799	-0.05862527	
1.49552	-0.06101266	-0.05758625	-0.06111518	-0.05741216	-0.06027285	-0.05864056	
1.4976	-0.06099238	-0.05759948	-0.06109189	-0.05743137	-0.06019122	-0.05864656	
1.49968	-0.06097192	-0.05761245	-0.06107736	-0.05745	-0.06012684	-0.05863649	
1.50176	-0.06095732	-0.05762515	-0.06107006	-0.05746807	-0.06007673	-0.05861513	
1.50384	-0.06093542	-0.05763758	-0.0610471	-0.0574856	-0.06004512	-0.05857204	
1.50592	-0.06092499	-0.05764974	-0.06103627	-0.05750259	-0.06001529	-0.05850314	
1.508	-0.06092273	-0.05766163	-0.06101396	-0.05751908	-0.06000773	-0.0584362	
1.51008	-0.06091197	-0.05767326	-0.06098928	-0.05753508	-0.0600108	-0.05836596	
1.51216	-0.06090907	-0.05768462	-0.06097464	-0.05755059	-0.06001397	-0.05831047	
1.51424	-0.06088791	-0.05769572	-0.06096145	-0.05756566	-0.06002899	-0.05828657	
1.51632	-0.06086117	-0.05770657	-0.06095202	-0.05758028	-0.06006939	-0.05826477	
1.5184	-0.06083417	-0.05771718	-0.06093164	-0.05759447	-0.06010611	-0.05826245	
1.52048	-0.06081922	-0.05772754	-0.06090218	-0.05760827	-0.0601359	-0.05826663	
1.52256	-0.0608143	-0.05773766	-0.06088975	-0.05762166	-0.06015494	-0.05829511	
1.52464	-0.06081295	-0.05774756	-0.06088179	-0.05763469	-0.06018831	-0.05830319	
1.52672	-0.06079246	-0.05775722	-0.06086601	-0.05764735	-0.06019744	-0.0583157	
1.5288	-0.06077552	-0.05776668	-0.06083615	-0.05765967	-0.06021337	-0.05829929	
1.53088	-0.06077237	-0.05777592	-0.06081923	-0.05767166	-0.06022323	-0.05827262	
1.53296	-0.06076002	-0.05778495	-0.0608104	-0.05768333	-0.06023012	-0.05825727	
1.53504	-0.06075088	-0.05779378	-0.06080351	-0.05769469	-0.06024203	-0.0582172	
1.53712	-0.06073393	-0.05780242	-0.06079014	-0.05770576	-0.0602557	-0.05820464	
1.5392	-0.06071153	-0.05781087	-0.06076704	-0.05771654	-0.06027991	-0.05820006	
1.54128	-0.06070404	-0.05781914	-0.06073975	-0.05772706	-0.06029962	-0.05816814	
1.54336	-0.06070046	-0.05782722	-0.06073158	-0.05773731	-0.06030234	-0.05809677	
1.54544	-0.06069785	-0.05783514	-0.06071385	-0.05774731	-0.06031893	-0.05799929	
1.54752	-0.06069487	-0.05784288	-0.06071049	-0.05775707	-0.0603461	-0.05792652	
1.5496	-0.06068655	-0.05785047	-0.06069694	-0.0577666	-0.06038141	-0.05786609	
1.55168	-0.06066158	-0.05785789	-0.06068375	-0.0577759	-0.06041261	-0.05781735	
1.55376	-0.06065282	-0.05786516	-0.06066618	-0.05778498	-0.06045392	-0.05777813	
1.55584	-0.06063686	-0.05787228	-0.06064573	-0.05779386	-0.06048755	-0.05774693	
1.55792	-0.060625	-0.05787926	-0.06062105	-0.05780253	-0.0605187	-0.05772245	
1.56	-0.06059994	-0.05788609	-0.06060017	-0.057811	-0.06055379	-0.05770362	
1.56208	-0.06057831	-0.05789279	-0.06058258	-0.05781929	-0.06059287	-0.05768955	
1.56416	-0.06055702	-0.05789935	-0.0605647	-0.0578274	-0.06063044	-0.05767948	
1.56624	-0.06054943	-0.05790578	-0.06054994	-0.05783533	-0.0606541	-0.05767277	
1.56832	-0.06053149	-0.05791209	-0.06054571	-0.05784308	-0.06067766	-0.05766888	
1.5704	-0.06052204	-0.05791827	-0.06053284	-0.05785067	-0.06070167	-0.05766736	
1.57248	-0.06052417	-0.05792433	-0.06053091	-0.05785811	-0.06072217	-0.05766782	
1.57456	-0.06052664	-0.05793028	-0.06053356	-0.05786538	-0.06073212	-0.05766992	
1.57664	-0.06051189	-0.05793611	-0.06052072	-0.0578725	-0.06074974	-0.05767338	
1.57872	-0.06049204	-0.05794183	-0.06052014	-0.05787948	-0.06076001	-0.05767796	
1.5808	-0.06047229	-0.05794744	-0.06050671	-0.05788631	-0.06077401	-0.05768346	
1.58288	-0.06047205	-0.05795294	-0.06049878	-0.05789301	-0.06078158	-0.05768971	
1.58496	-0.06046482	-0.05795835	-0.06050134	-0.05789957	-0.0607887	-0.05769656	
1.58704	-0.06045792	-0.05796365	-0.06049959	-0.057906	-0.06078733	-0.05770388	
1.58912	-0.06045236	-0.05796885	-0.06049268	-0.0579123	-0.06078322	-0.05771157	
1.5912	-0.06044553	-0.05797396	-0.06047704	-0.05791849	-0.06076813	-0.05771954	
1.59328	-0.06043724	-0.05797898	-0.06046856	-0.05792454	-0.06076159	-0.05772772	
1.59536	-0.06041837	-0.0579839	-0.06045512	-0.05793049	-0.06075253	-0.05773603	
1.59744	-0.06040215	-0.05798874	-0.06044577	-0.05793631	-0.06074628	-0.05774444	
1.59952	-0.06040625	-0.05799348	-0.06043359	-0.05794203	-0.06073681	-0.05775289	
1.6016	-0.06040654	-0.05799815	-0.06041574	-0.05794764	-0.06071194	-0.05776136	
1.60368	-0.06039964	-0.05800273	-0.0604022	-0.05795314	-0.06070301	-0.0577698	
1.60576	-0.06038701	-0.05800723	-0.06040197	-0.05795854	-0.0606971	-0.05777819	
1.60784	-0.06037452	-0.05801164	-0.06040438	-0.05796384	-0.06067295	-0.05778653	
1.60992	-0.06037423	-0.05801598	-0.06040867	-0.05796904	-0.0606474	-0.05779478	
1.612	-0.06037117	-0.05802025	-0.06040234	-0.05797415	-0.06062828	-0.05780293	
1.61408	-0.06036905	-0.05802444	-0.06039838	-0.05797916	-0.06062	-0.05781098	
1.61616	-0.06035277	-0.05802856	-0.06040115	-0.05798408	-0.06061991	-0.05781892	
1.61824	-0.06033362	-0.05803261	-0.06040239	-0.05798891	-0.06062366	-0.05782674	
1.62032	-0.06031315	-0.05803658	-0.06039969	-0.05799366	-0.0606081	-0.05783444	
1.6224	-0.06031298	-0.05804049	-0.06038941	-0.05799831	-0.06059956	-0.05784201	
1.62448	-0.060313	-0.05804434	-0.06036586	-0.05800289	-0.06058588	-0.05784945	
1.62656	-0.06031529	-0.05804811	-0.06034542	-0.05800739	-0.06056478	-0.05785676	
1.62864	-0.06032577	-0.05805183	-0.06033516	-0.0580118	-0.06054601	-0.05786394	
1.63072	-0.06031556	-0.05805548	-0.06033314	-0.05801614	-0.06053866	-0.05787099	
1.6328	-0.06030487	-0.05805907	-0.06033571	-0.05802041	-0.0605218	-0.05787792	
1.63488	-0.06030489	-0.0580626	-0.06033044	-0.05802459	-0.06051792	-0.05788471	
1.63696	-0.06031064	-0.05806607	-0.06032643	-0.05802871	-0.06050298	-0.05789138	
1.63904	-0.06030907	-0.05806948	-0.0603108	-0.05803275	-0.06048808	-0.05789793	
1.64112	-0.06029039	-0.05807284	-0.06030225	-0.05803673	-0.0604308	-0.05790435	
1.6432	-0.06027129	-0.05807614	-0.06029579	-0.05804064	-0.06036866	-0.05791065	
1.64528	-0.06022564	-0.05807938	-0.06029579	-0.05804448	-0.06029819	-0.05791683	
1.64736	-0.06015862	-0.05808258	-0.06029843	-0.05804825	-0.06022554	-0.0579229	
1.64944	-0.06007439	-0.05808572	-0.06030172	-0.05805196	-0.0601107	-0.05792886	
1.65152	-0.05993724	-0.05808881	-0.06029909	-0.05805561	-0.05996473	-0.0579347	
1.6536	-0.05977086	-0.05809185	-0.06028418	-0.0580592	-0.05979665	-0.05794043	
1.65568	-0.05955385	-0.05809484	-0.06026275	-0.05806273	-0.05961736	-0.05794606	
1.65776	-0.05931901	-0.05809778	-0.06025113	-0.0580662	-0.05942335	-0.05795158	
1.65984	-0.05906355	-0.05810068	-0.06023169	-0.05806961	-0.05920244	-0.057957	
1.66192	-0.05878622	-0.05810352	-0.06022048	-0.05807296	-0.05897612	-0.05796232	
1.664	-0.05848408	-0.05810633	-0.06022033	-0.05807626	-0.05875542	-0.05796755	
1.66608	-0.05821491	-0.05820087	-0.06020901	-0.0580795	-0.05851457	-0.05805587	
1.66816	-0.05799314	-0.05835967	-0.06020794	-0.0580827	-0.05826249	-0.05821711	
1.67024	-0.05780589	-0.0585769	-0.06021143	-0.05808584	-0.05803634	-0.05843042	
1.67232	-0.05764795	-0.05884228	-0.06022029	-0.05808892	-0.05784955	-0.05868731	
1.6744	-0.05751439	-0.0591244	-0.06021125	-0.05809196	-0.05769163	-0.05897681	
1.67648	-0.05740156	-0.05940697	-0.06019564	-0.05809495	-0.05755854	-0.0592667	
1.67856	-0.05730649	-0.05966445	-0.06017963	-0.05809789	-0.0574463	-0.05955182	
1.68064	-0.0572268	-0.05989403	-0.0601588	-0.05810078	-0.05735193	-0.0598173	
1.68272	-0.0571605	-0.06011689	-0.06012727	-0.05810363	-0.05727294	-0.0600463	
1.6848	-0.05710594	-0.06031806	-0.05997839	-0.05810643	-0.05720733	-0.06026168	
1.68688	-0.05706172	-0.06049374	-0.05973084	-0.05810919	-0.05715341	-0.06045527	
1.68896	-0.05702662	-0.06063924	-0.05943611	-0.0581119	-0.05710973	-0.06061189	
1.69104	-0.0569996	-0.06075494	-0.05907571	-0.05812939	-0.05707508	-0.06073654	
1.69312	-0.05697972	-0.06085057	-0.05866997	-0.05823623	-0.05704838	-0.06083817	
1.6952	-0.05696616	-0.06091978	-0.05835309	-0.05841072	-0.0570287	-0.06094054	
1.69728	-0.05695818	-0.06099016	-0.05808428	-0.05866624	-0.0570152	-0.06101553	
1.69936	-0.05695513	-0.06105639	-0.0578581	-0.05897775	-0.05700715	-0.06107502	
1.70144	-0.05695638	-0.06109551	-0.05766603	-0.0593041	-0.05700388	-0.06113474	
1.70352	-0.05696141	-0.06112366	-0.05750251	-0.05963101	-0.0570048	-0.06118422	
1.7056	-0.05696972	-0.06115137	-0.05736309	-0.0599358	-0.05700937	-0.06122457	
1.70768	-0.05698084	-0.06117267	-0.05724432	-0.06022383	-0.0570171	-0.06124778	
1.70976	-0.05699439	-0.06119083	-0.05714344	-0.0604866	-0.05702755	-0.0612741	
1.71184	-0.05700998	-0.06121254	-0.05705819	-0.06070798	-0.05704032	-0.0612886	
1.71392	-0.05702728	-0.06122048	-0.05698673	-0.06089801	-0.05705505	-0.06131145	
1.716	-0.05704599	-0.06123172	-0.0569275	-0.0610582	-0.05707142	-0.06132879	
1.71808	-0.05706583	-0.06124127	-0.05687916	-0.06118242	-0.05708913	-0.06134578	
1.72016	-0.05708656	-0.06124693	-0.05684057	-0.06129039	-0.05710793	-0.06135537	
1.72224	-0.05710798	-0.06123284	-0.0568107	-0.06137073	-0.05712758	-0.06135245	
1.72432	-0.05712989	-0.06122294	-0.05678866	-0.06142227	-0.05714789	-0.06135019	
1.7264	-0.05715211	-0.06120062	-0.05677364	-0.06147119	-0.05716866	-0.06134635	
1.72848	-0.05717451	-0.06118596	-0.05676489	-0.06151017	-0.05718974	-0.06132533	
1.73056	-0.05719696	-0.06117496	-0.05676172	-0.06153134	-0.057211	-0.06131412	
1.73264	-0.05721936	-0.06114886	-0.05676353	-0.0615542	-0.05723231	-0.06129569	
1.73472	-0.05724161	-0.06113047	-0.05676974	-0.06156002	-0.05725357	-0.06127402	
1.7368	-0.05726363	-0.06111693	-0.0567798	-0.06157241	-0.0572747	-0.06125852	
1.73888	-0.05728536	-0.06110275	-0.05679322	-0.06158828	-0.05729563	-0.06123572	
1.74096	-0.05730674	-0.06109174	-0.05680954	-0.0615995	-0.05731629	-0.06121082	
1.74304	-0.05732775	-0.06108498	-0.05682835	-0.06160638	-0.05733664	-0.06118344	
1.74512	-0.05734834	-0.06108522	-0.05684925	-0.06158996	-0.05735663	-0.06117273	
1.7472	-0.05736849	-0.06107496	-0.05687188	-0.0615811	-0.05737624	-0.06116617	
1.74928	-0.05738818	-0.06107478	-0.05689593	-0.0615606	-0.05739544	-0.06114307	
1.75136	-0.0574074	-0.06106369	-0.05692109	-0.06153461	-0.05741422	-0.06112073	
1.75344	-0.05742614	-0.06106568	-0.0569471	-0.06151363	-0.05743255	-0.06111001	
1.75552	-0.0574444	-0.06105511	-0.05697372	-0.06148792	-0.05745045	-0.06109119	
1.7576	-0.05746219	-0.06104538	-0.05700074	-0.06146546	-0.05746791	-0.06107058	
1.75968	-0.05747949	-0.06104084	-0.05702798	-0.06144866	-0.05748491	-0.06106359	
1.76176	-0.05749634	-0.06104223	-0.05705527	-0.06142954	-0.05750148	-0.06104418	
1.76384	-0.05751272	-0.06104476	-0.05708248	-0.06141887	-0.05751761	-0.06101479	
1.76592	-0.05752864	-0.06102807	-0.05710948	-0.06139229	-0.05753331	-0.06098556	
1.768	-0.05754413	-0.06102266	-0.05713618	-0.06137236	-0.05754859	-0.06096786	
1.77008	-0.0575592	-0.06100643	-0.05716249	-0.0613522	-0.05756346	-0.06095011	
1.77216	-0.05757384	-0.06100121	-0.05718833	-0.06133766	-0.05757793	-0.06092918	
1.77424	-0.05758809	-0.06099653	-0.05721367	-0.0613237	-0.057592	-0.06092156	
1.77632	-0.05760194	-0.06099246	-0.05723845	-0.06130531	-0.05760571	-0.06090263	
1.7784	-0.05761541	-0.06097568	-0.05726264	-0.06128677	-0.05761904	-0.06088847	
1.78048	-0.05762852	-0.06096172	-0.05728622	-0.06125682	-0.05763202	-0.0608666	
1.78256	-0.05764128	-0.06094874	-0.05730918	-0.06123478	-0.05764466	-0.06085268	
1.78464	-0.0576537	-0.06093629	-0.05733151	-0.06121985	-0.05765697	-0.06084608	
1.78672	-0.05766579	-0.06091694	-0.0573532	-0.06118858	-0.05766895	-0.06083535	
1.7888	-0.05767757	-0.06089122	-0.05737426	-0.06115523	-0.05768063	-0.06081685	
1.79088	-0.05768904	-0.06085853	-0.05739469	-0.06113168	-0.05769201	-0.06080274	
1.79296	-0.05770022	-0.06082847	-0.05741451	-0.06110421	-0.0577031	-0.06079816	
1.79504	-0.05771112	-0.06080836	-0.05743373	-0.06107609	-0.05771392	-0.06078864	
1.79712	-0.05772175	-0.06078262	-0.05745236	-0.06105489	-0.05772447	-0.06078141	
1.7992	-0.05773211	-0.06075447	-0.05747043	-0.0610318	-0.05773476	-0.0607583	
1.80128	-0.05774222	-0.06074256	-0.05748793	-0.06102249	-0.0577448	-0.06075242	
1.80336	-0.05775209	-0.06073242	-0.05750491	-0.06101097	-0.0577546	-0.06073341	
1.80544	-0.05776172	-0.06071229	-0.05752137	-0.06099184	-0.05776417	-0.06072793	
1.80752	-0.05777112	-0.06071121	-0.05753733	-0.06098127	-0.05777351	-0.06070581	
1.8096	-0.05778031	-0.06069423	-0.05755281	-0.06097008	-0.05778264	-0.06069098	
1.81168	-0.05778928	-0.06068069	-0.05756783	-0.06094363	-0.05779155	-0.06068671	
1.81376	-0.05779805	-0.06067449	-0.05758241	-0.06092107	-0.05780027	-0.06066573	
1.81584	-0.05780663	-0.06066004	-0.05759656	-0.06090553	-0.05780879	-0.06063925	
1.81792	-0.05781501	-0.0606608	-0.05761031	-0.06088334	-0.05781712	-0.06061727	
1.82	-0.0578232	-0.06065549	-0.05762367	-0.06086593	-0.05782527	-0.06059302	
1.82208	-0.05783122	-0.06063677	-0.05763665	-0.06084026	-0.05783324	-0.06057595	
1.82416	-0.05783906	-0.06062611	-0.05764927	-0.06083104	-0.05784104	-0.06055736	
1.82624	-0.05784674	-0.06062366	-0.05766154	-0.06081412	-0.05784867	-0.06055418	
1.82832	-0.05785425	-0.06060437	-0.05767349	-0.06081006	-0.05785614	-0.06053828	
1.8304	-0.0578616	-0.06059722	-0.05768511	-0.06080365	-0.05786346	-0.06052454	
1.83248	-0.0578688	-0.06059011	-0.05769644	-0.06078285	-0.05787062	-0.06052263	
1.83456	-0.05787585	-0.060579	-0.05770747	-0.06075711	-0.05787763	-0.06052876	
1.83664	-0.05788276	-0.06056699	-0.05771821	-0.0607347	-0.0578845	-0.06053832	
1.83872	-0.05788953	-0.06055831	-0.05772869	-0.06071029	-0.05789123	-0.06052626	
1.8408	-0.05789616	-0.0605551	-0.0577389	-0.06068999	-0.05789783	-0.06051175	
1.84288	-0.05790266	-0.06054432	-0.05774887	-0.06068323	-0.05790429	-0.06050134	
1.84496	-0.05790903	-0.06053055	-0.05775859	-0.06067578	-0.05791063	-0.06049077	
1.84704	-0.05791527	-0.060517	-0.05776808	-0.06066962	-0.05791684	-0.06048524	
1.84912	-0.05792139	-0.06050377	-0.05777735	-0.06065618	-0.05792293	-0.06046511	
1.8512	-0.05792739	-0.06050172	-0.0577864	-0.06065329	-0.0579289	-0.06045293	
1.85328	-0.05793328	-0.06050357	-0.05779525	-0.06063749	-0.05793476	-0.06043706	
