Time	BL_Ankle MN E	BL_Ankle MN F	BL_Hip MN E	BL_Hip MN F	BL_Knee MN E	BL_Knee MN F	
4.76736	-0.05368885	-0.08957289	-0.05693901	-0.09536827	-0.04518393	-0.09977578	
4.76944	-0.05368413	-0.08963797	-0.05700959	-0.09576042	-0.04518312	-0.09977604	
4.77152	-0.05364811	-0.08970521	-0.05707683	-0.09639943	-0.04489412	-0.09977628	
4.7736	-0.05358839	-0.08974848	-0.05714144	-0.09701935	-0.04477679	-0.09977642	
4.77568	-0.05309563	-0.09029371	-0.05720399	-0.09716797	-0.04398553	-0.09977628	
4.77776	-0.05237688	-0.0909031	-0.0572649	-0.09712796	-0.04377004	-0.09977575	
4.77984	-0.05179454	-0.09142374	-0.05732445	-0.09702573	-0.04407658	-0.0997747	
4.78192	-0.05132218	-0.09203812	-0.05738282	-0.09672076	-0.04444167	-0.09977312	
4.784	-0.05097271	-0.09235469	-0.05744011	-0.09639085	-0.04506397	-0.09977106	
4.78608	-0.05071633	-0.09252207	-0.05749641	-0.09609946	-0.04581656	-0.09965749	
4.78816	-0.05025766	-0.09256893	-0.05755177	-0.09698111	-0.04647962	-0.09919434	
4.79024	-0.05000418	-0.09255703	-0.05760622	-0.09814908	-0.04719521	-0.09865298	
4.79232	-0.04998366	-0.09251549	-0.05765979	-0.09899184	-0.04790731	-0.09814867	
4.7944	-0.05013377	-0.09245828	-0.0577125	-0.09944876	-0.04857211	-0.0977208	
4.79648	-0.05024482	-0.09236611	-0.05776437	-0.09969749	-0.04909031	-0.09732266	
4.79856	-0.05039505	-0.09226478	-0.05781542	-0.09983318	-0.04941095	-0.09698357	
4.80064	-0.05058855	-0.09216529	-0.05786567	-0.0999075	-0.0496299	-0.09670911	
4.80272	-0.05081181	-0.09207159	-0.05791513	-0.09994841	-0.04980239	-0.09649388	
4.8048	-0.05074956	-0.09190457	-0.05796381	-0.09997106	-0.05026886	-0.09624291	
4.80688	-0.05081233	-0.09172852	-0.05801174	-0.09998368	-0.05076406	-0.09600765	
4.80896	-0.05084899	-0.09145765	-0.05805892	-0.09999076	-0.05102603	-0.09566124	
4.81104	-0.05079246	-0.09118851	-0.05810537	-0.09999474	-0.05112628	-0.09531057	
4.81312	-0.05067458	-0.09095867	-0.05815111	-0.09999699	-0.05115875	-0.09500157	
4.8152	-0.05026418	-0.09046315	-0.05819614	-0.09999827	-0.05100782	-0.09434962	
4.81728	-0.05007075	-0.08985776	-0.05824048	-0.099999	-0.051165	-0.09331473	
4.81936	-0.05007047	-0.08929857	-0.05828414	-0.09999941	-0.05151039	-0.09226364	
4.82144	-0.05015898	-0.08881269	-0.05832713	-0.09999966	-0.0519834	-0.09114872	
4.82352	-0.05023381	-0.08841673	-0.05836947	-0.0999998	-0.05253194	-0.09015182	
4.8256	-0.05037683	-0.08762467	-0.05841116	-0.09999988	-0.05312862	-0.08919877	
4.82768	-0.05222806	-0.08681671	-0.05845222	-0.09999993	-0.05359103	-0.08838014	
4.82976	-0.05477665	-0.0860018	-0.05849266	-0.09999996	-0.05398506	-0.08768612	
4.83184	-0.05631106	-0.08513755	-0.0585325	-0.09999997	-0.05424925	-0.08713356	
4.83392	-0.0571301	-0.08450945	-0.05857173	-0.09999999	-0.05447426	-0.08669677	
4.836	-0.05740543	-0.08398975	-0.05861037	-0.09999999	-0.05458917	-0.08636355	
4.83808	-0.05740934	-0.08359233	-0.05864843	-0.09999999	-0.05465026	-0.08611745	
4.84016	-0.05730209	-0.08291609	-0.05730383	-0.09999999	-0.05480645	-0.08598709	
4.84224	-0.05740373	-0.08225404	-0.05576356	-0.1	-0.05497811	-0.08591878	
4.84432	-0.05766072	-0.08159108	-0.05430215	-0.1	-0.05528492	-0.08569498	
4.8464	-0.05784023	-0.08101942	-0.05321834	-0.1	-0.05559179	-0.0854387	
4.84848	-0.05795544	-0.08056279	-0.05249264	-0.1	-0.05585705	-0.08520526	
4.85056	-0.05803771	-0.08015428	-0.05189095	-0.1	-0.0561754	-0.08492745	
4.85264	-0.05807411	-0.07982169	-0.05146521	-0.1	-0.05641191	-0.08467121	
4.85472	-0.05811681	-0.07940611	-0.05065422	-0.1	-0.05788329	-0.08448447	
4.8568	-0.05807789	-0.07904032	-0.04990656	-0.1	-0.05917121	-0.08446529	
4.85888	-0.05798908	-0.07875957	-0.04933634	-0.1	-0.06016617	-0.08470297	
4.86096	-0.05783372	-0.07863164	-0.04902981	-0.1	-0.06099993	-0.08504519	
4.86304	-0.05764341	-0.07860955	-0.04892104	-0.1	-0.06145938	-0.08528063	
4.86512	-0.05754827	-0.0786074	-0.04888756	-0.1	-0.06162539	-0.08544153	
4.8672	-0.05753021	-0.07859384	-0.04888304	-0.1	-0.06176728	-0.08555098	
4.86928	-0.0575597	-0.07856173	-0.04888999	-0.1	-0.06190644	-0.08562521	
4.87136	-0.05761583	-0.07851332	-0.04890179	-0.1	-0.06203947	-0.0856754	
4.87344	-0.05768576	-0.07821395	-0.04891583	-0.1	-0.06216429	-0.08570926	
4.87552	-0.05777474	-0.07783227	-0.04903077	-0.1	-0.06228065	-0.08573209	
4.8776	-0.05787075	-0.07740662	-0.04945014	-0.1	-0.062389	-0.08574786	
4.87968	-0.05796954	-0.07675042	-0.05001353	-0.1	-0.06248998	-0.08583537	
4.88176	-0.05794699	-0.07591116	-0.05055234	-0.1	-0.06252164	-0.085941	
4.88384	-0.05785934	-0.07486946	-0.05103636	-0.1	-0.06252822	-0.0859788	
4.88592	-0.0577443	-0.07378557	-0.05140357	-0.09996957	-0.06250808	-0.08598451	
4.888	-0.05760841	-0.07278298	-0.05167395	-0.09951483	-0.06247987	-0.08597673	
4.89008	-0.05748256	-0.07183509	-0.05186399	-0.09883979	-0.06245025	-0.08605061	
4.89216	-0.05735007	-0.07101753	-0.05207239	-0.09809262	-0.06241791	-0.08567694	
4.89424	-0.05722184	-0.07023975	-0.05230075	-0.09728627	-0.06239326	-0.08472008	
4.89632	-0.05710699	-0.06946439	-0.05254209	-0.09648655	-0.06237666	-0.08340796	
4.8984	-0.05701131	-0.06874171	-0.05277146	-0.09582926	-0.0623625	-0.0819815	
4.90048	-0.05689482	-0.06802794	-0.05297389	-0.09505364	-0.0622779	-0.0804886	
4.90256	-0.05676989	-0.06727436	-0.05315837	-0.09432329	-0.06216021	-0.0790993	
4.90464	-0.05670354	-0.06657614	-0.05335364	-0.09373731	-0.06209431	-0.0778418	
4.90672	-0.05661316	-0.06592653	-0.0535388	-0.09329605	-0.06202026	-0.07656667	
4.9088	-0.05649937	-0.06535533	-0.05370796	-0.0927598	-0.06194119	-0.07545577	
4.91088	-0.05637544	-0.06487878	-0.05386565	-0.09231731	-0.06185791	-0.07443512	
4.91296	-0.05628621	-0.06439746	-0.05407905	-0.09188743	-0.0618263	-0.07342204	
4.91504	-0.05618206	-0.06396141	-0.05432791	-0.09142177	-0.06185304	-0.07242058	
4.91712	-0.05606196	-0.06356309	-0.05459609	-0.09072017	-0.06190177	-0.07133745	
4.9192	-0.05586977	-0.06309915	-0.05504452	-0.08990512	-0.06195752	-0.07011142	
4.92128	-0.05569361	-0.06252796	-0.05547563	-0.08900377	-0.06196832	-0.06885609	
4.92336	-0.05555388	-0.06189222	-0.05585164	-0.08803612	-0.06196081	-0.06760564	
4.92544	-0.0554341	-0.06123015	-0.05619106	-0.08695719	-0.06194841	-0.06644793	
4.92752	-0.05538983	-0.06062191	-0.05679573	-0.08563566	-0.06189915	-0.06540146	
4.9296	-0.05539019	-0.06008277	-0.0576918	-0.08416088	-0.06183429	-0.06458134	
4.93168	-0.05535979	-0.05968061	-0.05880193	-0.0825034	-0.06173391	-0.06376037	
4.93376	-0.05529855	-0.05957808	-0.06001964	-0.08050286	-0.06168169	-0.06308317	
4.93584	-0.05519322	-0.05971679	-0.06148199	-0.07831778	-0.06165143	-0.06254993	
4.93792	-0.05557845	-0.0599703	-0.06309999	-0.07580829	-0.06162824	-0.06215846	
4.94	-0.0563596	-0.06006223	-0.06490094	-0.07318917	-0.0615581	-0.0618079	
4.94208	-0.05747435	-0.0599586	-0.06690415	-0.07042138	-0.06146891	-0.06125714	
4.94416	-0.0587649	-0.05972889	-0.06912889	-0.06752575	-0.0614756	-0.06062327	
4.94624	-0.05989725	-0.05943469	-0.07165517	-0.06454518	-0.06152634	-0.05976269	
4.94832	-0.06095402	-0.05914674	-0.07437447	-0.06177972	-0.06154104	-0.05861542	
4.9504	-0.0619822	-0.05885988	-0.07725916	-0.05950095	-0.06199248	-0.05748137	
4.95248	-0.06330495	-0.0585832	-0.07913295	-0.05769033	-0.06289159	-0.05647795	
4.95456	-0.06520018	-0.05832755	-0.08006364	-0.05627377	-0.06450187	-0.05566436	
4.95664	-0.06632722	-0.05825653	-0.0812378	-0.05516536	-0.06668427	-0.05515142	
4.95872	-0.0672612	-0.05828087	-0.08268589	-0.05429252	-0.0693064	-0.05489499	
4.9608	-0.06871488	-0.0582552	-0.08393319	-0.05359939	-0.07274958	-0.05471362	
4.96288	-0.07100487	-0.05816816	-0.08494171	-0.05304622	-0.07752234	-0.05461343	
4.96496	-0.07426679	-0.05819426	-0.08569367	-0.05260531	-0.08385779	-0.05453088	
4.96704	-0.07678794	-0.05828649	-0.08629785	-0.05225657	-0.09162952	-0.05444982	
4.96912	-0.07771834	-0.05829347	-0.08674213	-0.05198483	-0.09670617	-0.05438217	
4.9712	-0.07796592	-0.0583193	-0.08700937	-0.05177823	-0.09868892	-0.05443151	
4.97328	-0.07794844	-0.05860263	-0.08716065	-0.05162739	-0.0994717	-0.05451893	
4.97536	-0.07782934	-0.05908968	-0.08739468	-0.05152471	-0.09978465	-0.05461817	
4.97744	-0.07771725	-0.05970633	-0.08760637	-0.05146388	-0.09991154	-0.05470607	
4.97952	-0.07762688	-0.06016897	-0.08775003	-0.05143961	-0.0999635	-0.05480647	
4.9816	-0.07751703	-0.06075283	-0.08783523	-0.05144763	-0.09998484	-0.05490811	
4.98368	-0.07727193	-0.06145219	-0.08790869	-0.05148428	-0.09999366	-0.05503758	
4.98576	-0.07699069	-0.0619217	-0.08796433	-0.05154626	-0.09999733	-0.05517385	
4.98784	-0.07665074	-0.0621923	-0.08809288	-0.05163051	-0.09999887	-0.05536932	
4.98992	-0.07784473	-0.0623956	-0.08809602	-0.05173432	-0.09999952	-0.05601692	
4.992	-0.0794915	-0.06251151	-0.08781044	-0.0518552	-0.09999979	-0.05677095	
4.99408	-0.08060279	-0.06253312	-0.0873942	-0.05199101	-0.09999991	-0.05740676	
4.99616	-0.08138321	-0.0624896	-0.08701349	-0.05213961	-0.09999996	-0.05776514	
4.99824	-0.08194558	-0.06240778	-0.0867119	-0.05229865	-0.09999999	-0.05801022	
5.00032	-0.082359	-0.06230399	-0.08648743	-0.05246599	-0.09999999	-0.05821287	
5.0024	-0.08266906	-0.06218724	-0.08632475	-0.05263996	-0.09999999	-0.05840242	
5.00448	-0.08295292	-0.06215865	-0.08620024	-0.05281929	-0.1	-0.05859008	
5.00656	-0.08313717	-0.06249171	-0.08612912	-0.05300298	-0.1	-0.05877946	
5.00864	-0.08315966	-0.06310496	-0.08614653	-0.05319013	-0.1	-0.05897108	
5.01072	-0.08305191	-0.06355542	-0.08623829	-0.05337989	-0.1	-0.05916438	
5.0128	-0.08295706	-0.06381795	-0.08626339	-0.05357144	-0.1	-0.05935846	
5.01488	-0.0830168	-0.06393057	-0.08624384	-0.0537641	-0.1	-0.05955248	
5.01696	-0.08307756	-0.06393039	-0.08622304	-0.05395724	-0.1	-0.05974564	
5.01904	-0.08310577	-0.06378425	-0.08621208	-0.05415013	-0.1	-0.05993729	
5.02112	-0.08310226	-0.06351351	-0.08621117	-0.05434202	-0.1	-0.0601269	
5.0232	-0.08307496	-0.06324499	-0.08621772	-0.05453227	-0.1	-0.06031401	
5.02528	-0.08303121	-0.06301106	-0.08622915	-0.05472039	-0.1	-0.06049829	
5.02736	-0.08297633	-0.06281273	-0.08624346	-0.05490598	-0.1	-0.06067945	
5.02944	-0.08291417	-0.06264288	-0.08625936	-0.05508874	-0.1	-0.06085727	
5.03152	-0.0828475	-0.06249384	-0.08627603	-0.05526845	-0.1	-0.06103158	
5.0336	-0.08277831	-0.06235947	-0.08629301	-0.05544492	-0.1	-0.06120228	
5.03568	-0.08249816	-0.06194483	-0.08630162	-0.055618	-0.1	-0.06136927	
5.03776	-0.08219423	-0.06165396	-0.08629519	-0.05578759	-0.1	-0.06153253	
5.03984	-0.08192045	-0.06154924	-0.08627669	-0.05595363	-0.1	-0.06169203	
5.04192	-0.08168381	-0.06159436	-0.08625043	-0.05611605	-0.1	-0.06184778	
5.044	-0.08147839	-0.06173891	-0.0862198	-0.05627483	-0.1	-0.06199982	
5.04608	-0.08129691	-0.06194225	-0.08618698	-0.05642994	-0.1	-0.06214819	
5.04816	-0.08113351	-0.06217647	-0.08615331	-0.05658141	-0.1	-0.06229296	
5.05024	-0.08098402	-0.06242386	-0.08611948	-0.05672925	-0.1	-0.06243419	
5.05232	-0.08084546	-0.06267363	-0.08608588	-0.05687354	-0.1	-0.06257196	
5.0544	-0.08071572	-0.06291951	-0.08605266	-0.05701435	-0.1	-0.06270636	
5.05648	-0.08059322	-0.06315801	-0.0860199	-0.05715177	-0.1	-0.06283748	
5.05856	-0.08047678	-0.06338736	-0.08598763	-0.0572859	-0.1	-0.06296542	
5.06064	-0.08036549	-0.06360684	-0.08595584	-0.05741684	-0.1	-0.06309026	
5.06272	-0.08023991	-0.06398585	-0.08603079	-0.05754468	-0.1	-0.06321211	
5.0648	-0.08011569	-0.06433671	-0.08612183	-0.05766952	-0.1	-0.0633731	
5.06688	-0.07977005	-0.06487081	-0.0863977	-0.05779147	-0.1	-0.06356113	
5.06896	-0.07940377	-0.06542847	-0.08667625	-0.05791073	-0.1	-0.06382565	
5.07104	-0.07902463	-0.06583057	-0.08686627	-0.0580275	-0.1	-0.06415808	
5.07312	-0.07863677	-0.06601885	-0.08695938	-0.05814211	-0.1	-0.06466269	
5.0752	-0.07829888	-0.06629916	-0.0869961	-0.05825476	-0.1	-0.06555068	
5.07728	-0.07795508	-0.06657095	-0.08723865	-0.05836546	-0.1	-0.06671444	
5.07936	-0.07764152	-0.06701704	-0.08749525	-0.05847401	-0.1	-0.06813239	
5.08144	-0.0772688	-0.06760747	-0.08782128	-0.05858026	-0.1	-0.06961912	
5.08352	-0.0769048	-0.06832796	-0.08810524	-0.05868438	-0.1	-0.07083602	
5.0856	-0.07647695	-0.06896763	-0.08857203	-0.05878654	-0.1	-0.07177877	
5.08768	-0.07606295	-0.06942043	-0.08901443	-0.05888696	-0.1	-0.07249085	
5.08976	-0.07570288	-0.06974721	-0.08936746	-0.0589857	-0.1	-0.07304366	
5.09184	-0.07540655	-0.07000375	-0.0896241	-0.059083	-0.1	-0.07349224	
5.09392	-0.07541161	-0.07002318	-0.09015795	-0.05917895	-0.1	-0.07387222	
5.096	-0.07550085	-0.07001416	-0.0906957	-0.05927349	-0.1	-0.0742657	
5.09808	-0.07588346	-0.07010948	-0.0912822	-0.0593664	-0.1	-0.07466813	
5.10016	-0.07628895	-0.07019748	-0.09178828	-0.05945789	-0.1	-0.07504739	
5.10224	-0.07662527	-0.07026869	-0.09218139	-0.05954813	-0.1	-0.07539678	
5.10432	-0.07687341	-0.0703305	-0.09246771	-0.05962853	-0.1	-0.07571727	
5.1064	-0.07743709	-0.07046767	-0.09290379	-0.05913071	-0.1	-0.07601172	
5.10848	-0.07801228	-0.07059909	-0.09332279	-0.05858514	-0.1	-0.0763334	
5.11056	-0.07871521	-0.07066102	-0.09375194	-0.05782343	-0.09939931	-0.07666703	
5.11264	-0.07934598	-0.07072501	-0.09411655	-0.05717973	-0.09841879	-0.0769784	
5.11472	-0.08000233	-0.07076287	-0.09443136	-0.05652808	-0.09695772	-0.07726267	
5.1168	-0.08055799	-0.07077396	-0.09467715	-0.05622968	-0.09552486	-0.0775508	
5.11888	-0.08113935	-0.07073974	-0.09484747	-0.05659201	-0.09405357	-0.07783432	
5.12096	-0.08163673	-0.07072334	-0.09495056	-0.05765855	-0.09277884	-0.07811909	
5.12304	-0.08202149	-0.07072893	-0.0949958	-0.05912566	-0.09175684	-0.07839408	
5.12512	-0.08229986	-0.07075051	-0.09499479	-0.0606963	-0.09096975	-0.078652	
5.1272	-0.08267869	-0.07086521	-0.09511366	-0.06180754	-0.09024304	-0.07889039	
5.12928	-0.0831777	-0.07115075	-0.09527564	-0.06239236	-0.0896099	-0.0790964	
5.13136	-0.08397226	-0.07116011	-0.09550443	-0.06265739	-0.08915385	-0.07926668	
5.13344	-0.08476591	-0.07110763	-0.09572352	-0.06288989	-0.08882653	-0.07940222	
5.13552	-0.08544537	-0.07105005	-0.09590535	-0.06315612	-0.08859157	-0.07951657	
5.1376	-0.08673425	-0.07094302	-0.09627733	-0.06299452	-0.08849364	-0.07961911	
5.13968	-0.08809171	-0.07080252	-0.09667698	-0.06288548	-0.08845816	-0.07970336	
5.14176	-0.08957921	-0.07051802	-0.09702431	-0.06283329	-0.08842379	-0.07977676	
5.14384	-0.09094571	-0.07022948	-0.09730689	-0.06297676	-0.08839104	-0.07984841	
5.14592	-0.09209689	-0.0699655	-0.09752626	-0.06324931	-0.08835961	-0.07991962	
5.148	-0.09155392	-0.06994002	-0.09777637	-0.06343529	-0.08548108	-0.07999017	
5.15008	-0.08778487	-0.07001577	-0.09800772	-0.06354193	-0.0794262	-0.08007025	
5.15216	-0.0822535	-0.0701559	-0.09820295	-0.06362057	-0.07236061	-0.08016312	
5.15424	-0.0764045	-0.07032072	-0.09835926	-0.06369729	-0.06565234	-0.08025414	
5.15632	-0.0710332	-0.070481	-0.0985254	-0.06373468	-0.06012272	-0.08032776	
5.1584	-0.06656293	-0.07058612	-0.0986756	-0.06384467	-0.05569673	-0.08036556	
5.16048	-0.0627619	-0.07063016	-0.09880062	-0.0640057	-0.05219423	-0.08052478	
5.16256	-0.05929274	-0.07088751	-0.09889951	-0.06419055	-0.04936038	-0.08105937	
5.16464	-0.05626562	-0.07138216	-0.09897506	-0.06438261	-0.04696703	-0.08203715	
5.16672	-0.05345093	-0.07213896	-0.0990313	-0.06457324	-0.04484009	-0.08341822	
5.1688	-0.0511646	-0.07330867	-0.09919479	-0.06464801	-0.04271375	-0.08501504	
5.17088	-0.0492376	-0.0747207	-0.09938507	-0.06479033	-0.04066321	-0.08676725	
5.17296	-0.04756666	-0.07618351	-0.0995645	-0.06498237	-0.03897615	-0.08881404	
5.17504	-0.04608463	-0.07795887	-0.09935231	-0.06513127	-0.03790906	-0.0909834	
5.17712	-0.0450302	-0.07976693	-0.09899708	-0.0652309	-0.0371354	-0.09332559	
5.1792	-0.04434139	-0.08150535	-0.09862284	-0.0653142	-0.03653715	-0.09575731	
5.18128	-0.0438489	-0.08313152	-0.09828486	-0.06539606	-0.03606481	-0.09818168	
5.18336	-0.04348042	-0.08409321	-0.09800237	-0.06548013	-0.03569037	-0.09927483	
5.18544	-0.04330382	-0.08454569	-0.09772687	-0.06563946	-0.03541155	-0.09971056	
5.18752	-0.04312697	-0.08472172	-0.09748685	-0.0658138	-0.03518812	-0.09988422	
5.1896	-0.04298405	-0.08475789	-0.09729057	-0.06597963	-0.03500972	-0.09995357	
5.19168	-0.04288011	-0.0847249	-0.09713727	-0.06613083	-0.03487144	-0.09998134	
5.19376	-0.04281211	-0.08469588	-0.09701151	-0.06633359	-0.03478521	-0.09999248	
5.19584	-0.0427755	-0.08489712	-0.09667028	-0.06665687	-0.03471676	-0.09999696	
5.19792	-0.04276608	-0.08513913	-0.09627925	-0.06694305	-0.03467434	-0.09999877	
5.2	-0.0427803	-0.08540732	-0.09584752	-0.06720947	-0.03466865	-0.0999995	
5.20208	-0.0428155	-0.08566631	-0.0923537	-0.06748226	-0.0346996	-0.0999998	
5.20416	-0.04286927	-0.0859369	-0.08558182	-0.0677389	-0.03477408	-0.09999992	
5.20624	-0.04293936	-0.0861664	-0.07678369	-0.06803121	-0.03485439	-0.09999996	
5.20832	-0.04302365	-0.08624544	-0.0688538	-0.06882226	-0.03496452	-0.09998859	
5.2104	-0.04312015	-0.08623268	-0.06275588	-0.07010811	-0.03507448	-0.09995575	
5.21248	-0.04321771	-0.08628193	-0.05838339	-0.07197671	-0.03520689	-0.09992032	
5.21456	-0.04333731	-0.08628421	-0.05525943	-0.0742608	-0.03535344	-0.0998899	
5.21664	-0.04346322	-0.08624305	-0.0530464	-0.07684501	-0.03549349	-0.09986585	
5.21872	-0.04359206	-0.08621457	-0.05142035	-0.07968711	-0.0356744	-0.09984759	
5.2208	-0.0437785	-0.08618521	-0.05020523	-0.08252531	-0.03584567	-0.09983379	
5.22288	-0.04401411	-0.08614822	-0.04927738	-0.08353309	-0.03600387	-0.09982326	
5.22496	-0.04420033	-0.08610216	-0.04855615	-0.0838225	-0.03615267	-0.09981511	
5.22704	-0.04433706	-0.08629398	-0.04793617	-0.08398509	-0.03630578	-0.09980867	
5.22912	-0.04444003	-0.08654501	-0.04743637	-0.08409382	-0.03643822	-0.09980319	
5.2312	-0.0445107	-0.08697887	-0.04702555	-0.08420162	-0.0365678	-0.09979847	
5.23328	-0.04458735	-0.08740826	-0.04670279	-0.08427326	-0.03669778	-0.09979442	
5.23536	-0.04471109	-0.08777174	-0.04645565	-0.08431717	-0.03682835	-0.09979097	
5.23744	-0.04484935	-0.0880592	-0.04627142	-0.08434322	-0.03695914	-0.09978805	
5.23952	-0.04499164	-0.08828096	-0.04613963	-0.08435809	-0.03708973	-0.09978559	
5.2416	-0.04513445	-0.08844678	-0.04606663	-0.08436109	-0.03721976	-0.09978351	
5.24368	-0.04527636	-0.0885222	-0.04603113	-0.08436515	-0.03734892	-0.09978202	
5.24576	-0.04541669	-0.08852403	-0.045929	-0.08451104	-0.03747696	-0.099781	
5.24784	-0.04555504	-0.08848413	-0.04585492	-0.08465733	-0.03760367	-0.09977982	
5.24992	-0.04569106	-0.08842181	-0.04582657	-0.08477249	-0.03772889	-0.09977864	
5.252	-0.04582451	-0.08828595	-0.04584175	-0.08484556	-0.03785248	-0.09977762	
5.25408	-0.04595523	-0.08813877	-0.04589118	-0.08487855	-0.03797432	-0.09977695	
5.25616	-0.04609007	-0.08799996	-0.04596728	-0.08488964	-0.03809434	-0.09977661	
5.25824	-0.04645392	-0.08794214	-0.04604732	-0.08494601	-0.03821247	-0.09977655	
5.26032	-0.04675922	-0.0879063	-0.04614414	-0.08499769	-0.03832866	-0.09977629	
5.2624	-0.04696922	-0.0878749	-0.04625801	-0.0850342	-0.03844289	-0.09977588	
5.26448	-0.04710468	-0.08784374	-0.0463862	-0.08505676	-0.03855513	-0.09977543	
5.26656	-0.04719059	-0.08789644	-0.04662007	-0.08494155	-0.03866539	-0.09977499	
5.26864	-0.04724551	-0.08796995	-0.04691931	-0.08473409	-0.03877367	-0.09977553	
5.27072	-0.04727226	-0.08801002	-0.04720412	-0.08454189	-0.03887998	-0.09977694	
5.2728	-0.04728901	-0.08794542	-0.04765327	-0.08437714	-0.03898433	-0.09977875	
5.27488	-0.04736667	-0.08784588	-0.04808019	-0.08424941	-0.03908676	-0.09978084	
5.27696	-0.04750189	-0.08776434	-0.04847775	-0.08435321	-0.03918729	-0.09978281	
5.27904	-0.04761703	-0.08769233	-0.04882027	-0.08447342	-0.03928596	-0.09978493	
5.28112	-0.04770162	-0.08762174	-0.0492023	-0.08442573	-0.0393828	-0.09978706	
5.2832	-0.04776166	-0.08752715	-0.04970874	-0.08484547	-0.03947783	-0.09978907	
5.28528	-0.04780699	-0.08742797	-0.05017689	-0.08526384	-0.03957111	-0.09979114	
5.28736	-0.04784446	-0.08743194	-0.05058353	-0.08557437	-0.03966267	-0.09979297	
5.28944	-0.04787793	-0.08749862	-0.05086072	-0.08577274	-0.03975255	-0.0997944	
5.29152	-0.04792124	-0.08749215	-0.05107319	-0.08598402	-0.0398408	-0.09979514	
5.2936	-0.04814575	-0.08743777	-0.05126223	-0.08616024	-0.03992743	-0.0997954	
5.29568	-0.04858796	-0.08735278	-0.05144237	-0.08628948	-0.0400125	-0.09979539	
5.29776	-0.04916724	-0.08724669	-0.05161831	-0.0863774	-0.04009604	-0.09979525	
5.29984	-0.04981399	-0.08712674	-0.05179125	-0.08643407	-0.04017809	-0.09979504	
5.30192	-0.05048013	-0.08699858	-0.05196127	-0.08646872	-0.04025869	-0.09979481	
5.304	-0.05113627	-0.08686646	-0.05212812	-0.08648844	-0.04033787	-0.09979457	
5.30608	-0.05176613	-0.08673339	-0.05229157	-0.08649826	-0.04041567	-0.09979434	
5.30816	-0.05236193	-0.08660134	-0.05245145	-0.08650161	-0.04049212	-0.09979409	
5.31024	-0.05292094	-0.08647153	-0.05260769	-0.08650079	-0.04056725	-0.09979385	
5.31232	-0.05344331	-0.08708591	-0.05276028	-0.08664051	-0.04064109	-0.09979361	
5.3144	-0.05375859	-0.08796766	-0.05283096	-0.08693031	-0.04071368	-0.09979327	
5.31648	-0.05388626	-0.08887295	-0.05281609	-0.08714911	-0.04078504	-0.09979253	
5.31856	-0.05390296	-0.08966535	-0.05282684	-0.0873	-0.0408552	-0.09979126	
5.32064	-0.05386515	-0.09030002	-0.05287005	-0.08739429	-0.04092419	-0.09978981	
5.32272	-0.05379751	-0.09059153	-0.05295992	-0.08746291	-0.04099204	-0.0997884	
5.3248	-0.05402194	-0.09058483	-0.05306036	-0.08751252	-0.04105877	-0.09978719	
5.32688	-0.05442367	-0.09046096	-0.05316772	-0.08753948	-0.04112441	-0.09978614	
5.32896	-0.05491514	-0.09051884	-0.05325204	-0.08755855	-0.04118898	-0.0997852	
5.33104	-0.05522546	-0.09102542	-0.0534486	-0.08753146	-0.0412525	-0.09978478	
5.33312	-0.05536774	-0.09207428	-0.05366457	-0.08772884	-0.041315	-0.09978481	
5.3352	-0.05537224	-0.09327351	-0.05383893	-0.08832849	-0.04195051	-0.09978501	
5.33728	-0.05553776	-0.09432577	-0.05398798	-0.08889487	-0.04258718	-0.09978475	
5.33936	-0.05586593	-0.095084	-0.05415361	-0.08974189	-0.04300516	-0.09978405	
5.34144	-0.05614092	-0.09547937	-0.05430969	-0.09026746	-0.04324708	-0.09978371	
5.34352	-0.05627222	-0.09573655	-0.05455599	-0.08990924	-0.04336943	-0.09978364	
5.3456	-0.0562847	-0.09582763	-0.05473118	-0.08991808	-0.04347324	-0.09978396	
5.34768	-0.05663149	-0.09584178	-0.05487244	-0.0900389	-0.04352682	-0.09978494	
5.34976	-0.05724747	-0.09581793	-0.05499551	-0.09017352	-0.04352954	-0.09978651	
5.35184	-0.05799374	-0.09580104	-0.05510942	-0.09092378	-0.0434917	-0.09978849	
5.35392	-0.05843413	-0.0957893	-0.05521329	-0.09164684	-0.04342517	-0.09978998	
5.356	-0.05861393	-0.09578486	-0.05531202	-0.09220155	-0.04335322	-0.09979086	
5.35808	-0.05862875	-0.09578846	-0.05540844	-0.09259047	-0.04328752	-0.09979125	
5.36016	-0.05854692	-0.09579915	-0.05550385	-0.09285028	-0.04323143	-0.0997913	
5.36224	-0.05840956	-0.09577937	-0.0555975	-0.09320662	-0.04318461	-0.09979115	
5.36432	-0.05832953	-0.09580874	-0.05568853	-0.09303594	-0.04314555	-0.09979099	
5.3664	-0.05822381	-0.09585881	-0.05577696	-0.09275524	-0.0431101	-0.09979083	
5.36848	-0.05808157	-0.09591492	-0.05586309	-0.09249438	-0.04307745	-0.09979064	
5.37056	-0.05791013	-0.09597881	-0.05594718	-0.0927678	-0.04304735	-0.09979044	
5.37264	-0.05771891	-0.09599554	-0.05602944	-0.09375247	-0.04301961	-0.09979026	
5.37472	-0.05763988	-0.09598785	-0.05611002	-0.09474874	-0.0430872	-0.09979001	
