Time	BL_Ankle MN E	BL_Ankle MN F	BL_Hip MN E	BL_Hip MN F	BL_Knee MN E	BL_Knee MN F	
1.91568	-0.04960496	-0.09776387	-0.05769264	-0.09448895	-0.04483378	-0.09979856	
1.91776	-0.04919871	-0.09776246	-0.05774558	-0.09559748	-0.04434257	-0.09979855	
1.91984	-0.04780877	-0.09776871	-0.05779738	-0.09607375	-0.04258219	-0.09979846	
1.92192	-0.04644302	-0.09772892	-0.05784818	-0.09653572	-0.04131066	-0.09979813	
1.924	-0.0455219	-0.09767748	-0.05789806	-0.09691041	-0.04113309	-0.09979741	
1.92608	-0.04507812	-0.09762672	-0.0579471	-0.09718993	-0.04164135	-0.09979606	
1.92816	-0.04492446	-0.09757964	-0.05799448	-0.09738803	-0.04245	-0.09979402	
1.93024	-0.04494173	-0.09753669	-0.05794079	-0.09752291	-0.04333812	-0.09979138	
1.93232	-0.04500914	-0.09753155	-0.05762067	-0.09727747	-0.04416344	-0.09978794	
1.9344	-0.04483305	-0.0975056	-0.05636737	-0.09801354	-0.04477329	-0.09978296	
1.93648	-0.04465738	-0.09747259	-0.05516149	-0.09896374	-0.04550466	-0.09977334	
1.93856	-0.04449964	-0.09748171	-0.054142	-0.09946185	-0.04625433	-0.09976111	
1.94064	-0.04434622	-0.09748331	-0.05336762	-0.09971879	-0.0468095	-0.09974799	
1.94272	-0.04442221	-0.09747684	-0.05284201	-0.09985208	-0.04742158	-0.09973542	
1.9448	-0.04468381	-0.09739368	-0.05238942	-0.09992167	-0.04804662	-0.09939516	
1.94688	-0.04516824	-0.09724956	-0.05192913	-0.09995823	-0.04860144	-0.09879578	
1.94896	-0.04568548	-0.09710182	-0.05157912	-0.09997757	-0.04911259	-0.09816938	
1.95104	-0.04617421	-0.09687353	-0.05133018	-0.09998787	-0.04967302	-0.09723946	
1.95312	-0.04670975	-0.0965689	-0.05112508	-0.0999934	-0.05030061	-0.095958	
1.9552	-0.04727977	-0.09628914	-0.05093751	-0.09999638	-0.05092188	-0.09472424	
1.95728	-0.04759573	-0.09601325	-0.05075516	-0.099998	-0.05121245	-0.09358448	
1.95936	-0.04791686	-0.09582109	-0.0506265	-0.09999889	-0.0515337	-0.09244551	
1.96144	-0.04806694	-0.09570691	-0.05054577	-0.09999938	-0.0520172	-0.09146003	
1.96352	-0.04806334	-0.0956545	-0.05076629	-0.09999965	-0.05250987	-0.09065901	
1.9656	-0.04796539	-0.09546966	-0.05116858	-0.0999998	-0.0530814	-0.08974236	
1.96768	-0.04818933	-0.09527697	-0.05162816	-0.09999989	-0.0535072	-0.08887297	
1.96976	-0.04828619	-0.09510847	-0.05194065	-0.09999993	-0.0538026	-0.08806849	
1.97184	-0.04825805	-0.09496573	-0.05222054	-0.09999996	-0.05403541	-0.08739816	
1.97392	-0.04816031	-0.09484791	-0.05249963	-0.09999998	-0.05421797	-0.0868769	
1.976	-0.04797709	-0.09468106	-0.05247302	-0.0994864	-0.05520047	-0.0867487	
1.97808	-0.04798824	-0.09451929	-0.05251939	-0.09852264	-0.05604467	-0.08678944	
1.98016	-0.04816055	-0.09437676	-0.05270585	-0.09736252	-0.0566747	-0.08688597	
1.98224	-0.04841993	-0.09407565	-0.05301396	-0.09606178	-0.05740342	-0.08684985	
1.98432	-0.0486371	-0.09375835	-0.05330569	-0.09484599	-0.05783882	-0.08676107	
1.9864	-0.04881096	-0.093477	-0.05355162	-0.09381322	-0.05808539	-0.08666433	
1.98848	-0.04895625	-0.09324405	-0.05374652	-0.09279494	-0.05821819	-0.08657901	
1.99056	-0.04908385	-0.09305625	-0.05390605	-0.09179996	-0.05827942	-0.08651073	
1.99264	-0.04920011	-0.09265821	-0.05404036	-0.09088921	-0.05829463	-0.08645881	
1.99472	-0.04933063	-0.09215651	-0.0541533	-0.0902072	-0.05828018	-0.08642037	
1.9968	-0.0494721	-0.09167526	-0.05424051	-0.0895457	-0.05824678	-0.08639213	
1.99888	-0.04961254	-0.09132958	-0.0543148	-0.08893523	-0.05820142	-0.08637115	
2.00096	-0.04973884	-0.09104354	-0.05437968	-0.08843321	-0.0581487	-0.08635523	
2.00304	-0.04985454	-0.09087224	-0.05443371	-0.08804709	-0.05809155	-0.08634272	
2.00512	-0.04995566	-0.0907902	-0.05446687	-0.08783117	-0.0580319	-0.08633248	
2.0072	-0.05007903	-0.09074911	-0.05441554	-0.08767492	-0.05837373	-0.08651436	
2.00928	-0.05010401	-0.0908775	-0.05434915	-0.08749416	-0.05864648	-0.08674845	
2.01136	-0.05001721	-0.09103772	-0.05429157	-0.08738996	-0.05881776	-0.08697126	
2.01344	-0.04982276	-0.09116857	-0.05433302	-0.08735681	-0.05976795	-0.0871777	
2.01552	-0.04960124	-0.09131044	-0.05440177	-0.0873306	-0.06058865	-0.0873499	
2.0176	-0.04939283	-0.09137849	-0.05484337	-0.08717731	-0.06087013	-0.08751939	
2.01968	-0.0492803	-0.09127462	-0.05567079	-0.08695999	-0.0608821	-0.08766528	
2.02176	-0.04923512	-0.09120896	-0.05660603	-0.08653519	-0.06083655	-0.08789241	
2.02384	-0.04915332	-0.09120182	-0.05768636	-0.08582594	-0.06076681	-0.08812505	
2.02592	-0.04905124	-0.09108777	-0.05882886	-0.08470678	-0.06068933	-0.08845912	
2.028	-0.04934949	-0.09084359	-0.0600085	-0.08308595	-0.06056343	-0.08895722	
2.03008	-0.04949638	-0.09070645	-0.06127338	-0.08109953	-0.06040557	-0.08952402	
2.03216	-0.0495171	-0.09045776	-0.06263755	-0.07860013	-0.06031148	-0.0902035	
2.03424	-0.04947921	-0.09010415	-0.06412015	-0.07572275	-0.06020052	-0.09090795	
2.03632	-0.04956178	-0.08976579	-0.06579906	-0.07273606	-0.06015303	-0.09153236	
2.0384	-0.0497381	-0.08936249	-0.06774694	-0.06964446	-0.06014457	-0.09204353	
2.04048	-0.04994431	-0.08889367	-0.07031153	-0.06662216	-0.06015566	-0.09340033	
2.04256	-0.05008491	-0.08852059	-0.0735309	-0.06384689	-0.06021626	-0.09454627	
2.04464	-0.05012174	-0.08812798	-0.07675754	-0.06127468	-0.06025966	-0.09559969	
2.04672	-0.05008208	-0.08776906	-0.08008108	-0.05911636	-0.06019967	-0.09649805	
2.0488	-0.04999012	-0.08744296	-0.08179431	-0.05726415	-0.0600748	-0.09723099	
2.05088	-0.04986785	-0.08717472	-0.0827193	-0.05598735	-0.05991814	-0.09790319	
2.05296	-0.04972468	-0.08686133	-0.08346329	-0.055089	-0.05980339	-0.09853853	
2.05504	-0.04975232	-0.08654562	-0.08406212	-0.05433468	-0.05970275	-0.09904781	
2.05712	-0.04978847	-0.08621348	-0.0842434	-0.05371486	-0.05967838	-0.09937964	
2.0592	-0.04986911	-0.08598224	-0.08463082	-0.05321167	-0.05967941	-0.09959572	
2.06128	-0.04986838	-0.08581012	-0.08501923	-0.05280713	-0.05969613	-0.09973642	
2.06336	-0.04988457	-0.0856277	-0.08551719	-0.05248544	-0.05984292	-0.09982805	
2.06544	-0.04982362	-0.08531597	-0.08618332	-0.05223419	-0.05996477	-0.0998877	
2.06752	-0.05007852	-0.0849403	-0.08659453	-0.05204353	-0.06006484	-0.09992657	
2.0696	-0.05083639	-0.08439422	-0.08704645	-0.05190567	-0.06011653	-0.09975453	
2.07168	-0.05186697	-0.08362719	-0.08742325	-0.05181433	-0.06014195	-0.09900687	
2.07376	-0.05310706	-0.08273327	-0.08770408	-0.05176376	-0.06016438	-0.09797277	
2.07584	-0.05452032	-0.08162803	-0.08795052	-0.05174907	-0.06018541	-0.09678094	
2.07792	-0.05597216	-0.08043677	-0.08814748	-0.05176587	-0.06015316	-0.09564372	
2.08	-0.05764789	-0.07907632	-0.08829729	-0.05181027	-0.06013456	-0.09450457	
2.08208	-0.05941649	-0.07756657	-0.08840821	-0.05187879	-0.06060464	-0.09344991	
2.08416	-0.06131382	-0.07601585	-0.08867362	-0.05196835	-0.06146683	-0.09249399	
2.08624	-0.06337314	-0.07430053	-0.08892869	-0.0520762	-0.06223058	-0.0915202	
2.08832	-0.06561837	-0.07253385	-0.08912629	-0.05219985	-0.06310579	-0.09056185	
2.0904	-0.068225	-0.07076562	-0.08926319	-0.0523373	-0.06421778	-0.08966158	
2.09248	-0.06998464	-0.06897247	-0.08913552	-0.05248669	-0.06531141	-0.08874236	
2.09456	-0.07083364	-0.06727884	-0.08895061	-0.05264617	-0.06663579	-0.08796486	
2.09664	-0.0713448	-0.06583189	-0.0887828	-0.05281398	-0.06790764	-0.08711354	
2.09872	-0.07170787	-0.06460822	-0.08897732	-0.05298817	-0.0690504	-0.08626457	
2.1008	-0.07196195	-0.06358878	-0.08924915	-0.05316706	-0.07037013	-0.08525173	
2.10288	-0.07214152	-0.06274237	-0.089495	-0.05334936	-0.07173151	-0.08400328	
2.10496	-0.07227165	-0.0620384	-0.089687	-0.05353448	-0.07326506	-0.08278061	
2.10704	-0.07237216	-0.06146072	-0.08975951	-0.05372193	-0.0746506	-0.08140244	
2.10912	-0.07242019	-0.06102198	-0.08978574	-0.05391101	-0.07605845	-0.08010604	
2.1112	-0.07242341	-0.06070686	-0.08979616	-0.0541009	-0.0778904	-0.07870337	
2.11328	-0.07239446	-0.06049296	-0.0898027	-0.05429065	-0.07982784	-0.07734184	
2.11536	-0.07234405	-0.06035906	-0.08980956	-0.05447941	-0.08203048	-0.07580601	
2.11744	-0.07227984	-0.06028781	-0.08981781	-0.05466649	-0.0847782	-0.07428834	
2.11952	-0.07216118	-0.06025596	-0.08995446	-0.05485143	-0.08783289	-0.07270626	
2.1216	-0.07206277	-0.06021867	-0.09010198	-0.05503383	-0.09120965	-0.07110435	
2.12368	-0.07201467	-0.06016423	-0.09035406	-0.05521344	-0.09506134	-0.06952311	
2.12576	-0.07198036	-0.06010197	-0.09059361	-0.0553902	-0.0979004	-0.06796321	
2.12784	-0.07192688	-0.06009634	-0.09092107	-0.05556408	-0.09910318	-0.06639993	
2.12992	-0.07186088	-0.06046859	-0.09122053	-0.0557351	-0.09961437	-0.06495106	
2.132	-0.07175973	-0.06117906	-0.09145904	-0.05590324	-0.09983302	-0.06374849	
2.13408	-0.07161521	-0.06209546	-0.09163634	-0.05606849	-0.09992737	-0.06265664	
2.13616	-0.07143338	-0.06309578	-0.09176291	-0.05623081	-0.09996825	-0.06174153	
2.13824	-0.07127089	-0.06406092	-0.09158769	-0.05639	-0.09998606	-0.06097541	
2.14032	-0.07117075	-0.06471381	-0.09133854	-0.05654533	-0.09999386	-0.06024633	
2.1424	-0.07114716	-0.06508896	-0.09110226	-0.05669659	-0.09999729	-0.05960312	
2.14448	-0.07119131	-0.06527293	-0.09090461	-0.05684393	-0.09999879	-0.05917252	
2.14656	-0.07120848	-0.06535326	-0.09091263	-0.05698754	-0.09999947	-0.05880632	
2.14864	-0.07118157	-0.06542575	-0.09098295	-0.05712762	-0.09999976	-0.0585866	
2.15072	-0.0711289	-0.06552678	-0.09111617	-0.05726419	-0.09999989	-0.05852054	
2.1528	-0.07105474	-0.06561209	-0.09125603	-0.05739713	-0.09999995	-0.0586382	
2.15488	-0.07096983	-0.06567916	-0.09138074	-0.0575268	-0.09999998	-0.05880108	
2.15696	-0.0709064	-0.06572857	-0.09167334	-0.05765359	-0.0999779	-0.05887443	
2.15904	-0.07087478	-0.06575263	-0.09179116	-0.05777778	-0.09986053	-0.05884991	
2.16112	-0.07083967	-0.06575511	-0.09182893	-0.05789947	-0.09973686	-0.05888741	
2.1632	-0.07067648	-0.06570619	-0.09180423	-0.05801878	-0.09945712	-0.05885829	
2.16528	-0.07053532	-0.06560317	-0.09179985	-0.05813539	-0.09916253	-0.05891901	
2.16736	-0.07044163	-0.06549744	-0.09179775	-0.05824931	-0.09891646	-0.05893399	
2.16944	-0.070369	-0.06538015	-0.09175708	-0.05836061	-0.09878441	-0.0589936	
2.17152	-0.07047053	-0.06529397	-0.09177709	-0.05846941	-0.09867355	-0.05914396	
2.1736	-0.07056898	-0.06529034	-0.09180941	-0.05857581	-0.09869839	-0.05929025	
2.17568	-0.07078606	-0.0652367	-0.09202591	-0.0586799	-0.09857961	-0.05938914	
2.17776	-0.07099605	-0.06529164	-0.09242655	-0.05878177	-0.09846926	-0.05962116	
2.17984	-0.07111472	-0.06536141	-0.09281333	-0.0588815	-0.09837825	-0.05975452	
2.18192	-0.07115304	-0.06542754	-0.09312486	-0.05897916	-0.09830702	-0.06015814	
2.184	-0.071137	-0.06549048	-0.09335395	-0.05907482	-0.09825049	-0.06061525	
2.18608	-0.07108766	-0.06555274	-0.09351213	-0.05916854	-0.09820486	-0.06119241	
2.18816	-0.07107156	-0.06559308	-0.09356349	-0.05926038	-0.0982082	-0.06187394	
2.19024	-0.07109174	-0.0656043	-0.09356484	-0.0593504	-0.09822247	-0.06270776	
2.19232	-0.07113744	-0.06558785	-0.09354356	-0.05943865	-0.09823336	-0.06365367	
2.1944	-0.07134609	-0.06552637	-0.09360876	-0.05952519	-0.09756761	-0.06477439	
2.19648	-0.0715813	-0.06544603	-0.09368781	-0.05961006	-0.09679589	-0.06591049	
2.19856	-0.07177141	-0.06540252	-0.09370603	-0.05969331	-0.09606657	-0.06708156	
2.20064	-0.07187756	-0.06570191	-0.09369524	-0.05977499	-0.09546339	-0.0680095	
2.20272	-0.0718851	-0.0663143	-0.09367104	-0.05985514	-0.0949929	-0.06878643	
2.2048	-0.07180341	-0.06711809	-0.09364095	-0.0599338	-0.09463458	-0.06955975	
2.20688	-0.07165392	-0.06799772	-0.09360848	-0.06001102	-0.09436142	-0.07032657	
2.20896	-0.07146008	-0.06887284	-0.09357526	-0.06008682	-0.09414992	-0.07106744	
2.21104	-0.07124197	-0.06969784	-0.09354196	-0.06016126	-0.09398214	-0.07174266	
2.21312	-0.07101451	-0.07045235	-0.09350884	-0.06023435	-0.09384551	-0.07253244	
2.2152	-0.07078765	-0.07113142	-0.09347595	-0.06030614	-0.09372815	-0.07329876	
2.21728	-0.0706264	-0.07173833	-0.09427457	-0.06037666	-0.09415218	-0.07409188	
2.21936	-0.07049678	-0.07207956	-0.0947346	-0.06044593	-0.0936972	-0.07494704	
2.22144	-0.0704088	-0.07221828	-0.09499945	-0.060514	-0.09300013	-0.07583904	
2.22352	-0.07045005	-0.07209165	-0.09502816	-0.06058089	-0.09205672	-0.07676551	
2.2256	-0.07088873	-0.07166492	-0.09557138	-0.06064662	-0.09046589	-0.07768991	
2.22768	-0.07178828	-0.07116301	-0.09632241	-0.06071122	-0.08927034	-0.07855267	
2.22976	-0.07272699	-0.07062865	-0.09723472	-0.06077472	-0.08864313	-0.07901222	
2.23184	-0.073617	-0.06997022	-0.09814095	-0.06083715	-0.08791851	-0.079344	
2.23392	-0.07465823	-0.06936514	-0.09891942	-0.06089853	-0.08726983	-0.07954541	
2.236	-0.07577445	-0.0687541	-0.09937639	-0.06095887	-0.08611602	-0.07965946	
2.23808	-0.0766172	-0.06817698	-0.09963913	-0.06059151	-0.08497657	-0.07963399	
2.24016	-0.07735357	-0.06755754	-0.09979061	-0.05976844	-0.08353604	-0.07941756	
2.24224	-0.07799128	-0.06701012	-0.09987818	-0.058998	-0.08225124	-0.07927016	
2.24432	-0.07868038	-0.06642517	-0.09992895	-0.05885372	-0.08074024	-0.0791124	
2.2464	-0.07931902	-0.06589831	-0.09979852	-0.05921103	-0.07942151	-0.07879227	
2.24848	-0.0799504	-0.06526806	-0.0995514	-0.05861	-0.07832943	-0.07829282	
2.25056	-0.08038487	-0.06468348	-0.09929103	-0.05816394	-0.07751974	-0.07765093	
2.25264	-0.08063016	-0.06421987	-0.09938592	-0.0579433	-0.07697153	-0.07703942	
2.25472	-0.08071715	-0.06397922	-0.09960791	-0.05801603	-0.07661792	-0.07648943	
2.2568	-0.08068899	-0.06392468	-0.09976069	-0.05811957	-0.07685129	-0.07601579	
2.25888	-0.08062154	-0.06388669	-0.09985283	-0.05856186	-0.0772361	-0.07558741	
2.26096	-0.08054639	-0.06382404	-0.09990881	-0.05924029	-0.07760444	-0.07520574	
2.26304	-0.08045711	-0.06373413	-0.09994309	-0.0599451	-0.07813069	-0.074874	
2.26512	-0.08034746	-0.06362341	-0.09996425	-0.06063419	-0.07861765	-0.07465079	
2.2672	-0.08022688	-0.06350347	-0.0999774	-0.06128089	-0.07899953	-0.07451724	
2.26928	-0.08009043	-0.06338137	-0.09998564	-0.06194006	-0.07924362	-0.07444859	
2.27136	-0.07992824	-0.06327752	-0.09987938	-0.062491	-0.0789681	-0.07435952	
2.27344	-0.07976844	-0.06329715	-0.09942717	-0.06303796	-0.07856525	-0.07431401	
2.27552	-0.07960949	-0.06342758	-0.09888516	-0.0635642	-0.07818414	-0.07430988	
2.2776	-0.07944834	-0.0636321	-0.09837087	-0.06405065	-0.07786816	-0.07433404	
2.27968	-0.07910754	-0.06380348	-0.09833686	-0.06437635	-0.07770164	-0.07447764	
2.28176	-0.07723239	-0.06389483	-0.09850894	-0.06466891	-0.07759626	-0.07468013	
2.28384	-0.07536765	-0.06377673	-0.09850839	-0.06506557	-0.07623564	-0.07486523	
2.28592	-0.07340914	-0.06363016	-0.0984333	-0.0654575	-0.0732647	-0.07490105	
2.288	-0.07130859	-0.06350362	-0.09826389	-0.06587286	-0.0693542	-0.07490838	
2.29008	-0.06911606	-0.06340408	-0.09808642	-0.0661546	-0.06532235	-0.07493383	
2.29216	-0.06674999	-0.06339835	-0.09792574	-0.06636877	-0.06120257	-0.074963	
2.29424	-0.06466024	-0.06238529	-0.09768023	-0.06642956	-0.05782488	-0.074991	
2.29632	-0.06280619	-0.06167094	-0.09742834	-0.06650266	-0.05442365	-0.07515557	
2.2984	-0.06109866	-0.06164689	-0.09597662	-0.06702143	-0.05055609	-0.07588619	
2.30048	-0.05952747	-0.06278131	-0.09426521	-0.06751234	-0.04747873	-0.07705245	
2.30256	-0.05804983	-0.06492322	-0.09170299	-0.06786711	-0.04505658	-0.07883912	
2.30464	-0.05666441	-0.06771629	-0.08288208	-0.06814089	-0.04310262	-0.08127768	
2.30672	-0.05530623	-0.07074927	-0.07345125	-0.06848274	-0.04144115	-0.08435848	
2.3088	-0.05404843	-0.07399718	-0.06566367	-0.06933876	-0.03993466	-0.08783686	
2.31088	-0.05278686	-0.07681525	-0.06001489	-0.0706597	-0.03859821	-0.0914508	
2.31296	-0.05153991	-0.07878759	-0.05604692	-0.07264116	-0.037811	-0.09507255	
2.31504	-0.05055616	-0.08030672	-0.05331104	-0.07512756	-0.03703952	-0.09769721	
2.31712	-0.04976154	-0.08146973	-0.0513913	-0.07794815	-0.03665006	-0.09886436	
2.3192	-0.04912768	-0.08300903	-0.05000227	-0.08133709	-0.03644009	-0.09938303	
2.32128	-0.04858241	-0.08421978	-0.04895599	-0.08472647	-0.03628104	-0.09961072	
2.32336	-0.0482697	-0.08511163	-0.04809748	-0.08587299	-0.03618729	-0.09970891	
2.32544	-0.04811243	-0.08555695	-0.04739685	-0.08658742	-0.03613091	-0.09975	
2.32752	-0.04798321	-0.08576015	-0.04684139	-0.08705162	-0.03605179	-0.09976548	
2.3296	-0.04781476	-0.08606225	-0.04641767	-0.08759367	-0.03599245	-0.0997698	
2.33168	-0.04766085	-0.08632915	-0.04608719	-0.08801857	-0.0359589	-0.09976956	
2.33376	-0.04751936	-0.08652785	-0.04582833	-0.08831633	-0.03594946	-0.09976761	
2.33584	-0.04730321	-0.08664246	-0.04564095	-0.08843672	-0.03596122	-0.09976512	
2.33792	-0.04752895	-0.08701151	-0.0454956	-0.08861031	-0.03599131	-0.09976298	
2.34	-0.04765327	-0.0874478	-0.04539028	-0.08874967	-0.03603721	-0.09976121	
2.34208	-0.0476375	-0.08785845	-0.04532123	-0.08884634	-0.03609665	-0.09975977	
2.34416	-0.0475318	-0.08821031	-0.04528473	-0.0889089	-0.0361677	-0.09975863	
2.34624	-0.04746415	-0.08851235	-0.04531688	-0.08918505	-0.03624863	-0.09975775	
2.34832	-0.04744212	-0.08867315	-0.04537372	-0.08943946	-0.03633791	-0.09975715	
2.3504	-0.04760856	-0.08866276	-0.04543306	-0.08960877	-0.03643421	-0.09975673	
2.35248	-0.04800166	-0.08866639	-0.04556496	-0.08969294	-0.03653635	-0.09975597	
2.35456	-0.04814047	-0.08854608	-0.04602386	-0.08986931	-0.03664327	-0.0997555	
2.35664	-0.04816786	-0.0883973	-0.04648191	-0.09001774	-0.03675406	-0.09975638	
2.35872	-0.04812945	-0.08844715	-0.0469041	-0.09010035	-0.03686788	-0.09975792	
2.3608	-0.04807763	-0.08858821	-0.0472596	-0.09014281	-0.03698402	-0.09976008	
2.36288	-0.0480165	-0.08861589	-0.04760821	-0.09017689	-0.03709874	-0.09976248	
2.36496	-0.04793289	-0.08856944	-0.04791678	-0.09019111	-0.03719366	-0.09976479	
2.36704	-0.04787911	-0.08826685	-0.04824933	-0.09019789	-0.03730395	-0.09976683	
2.36912	-0.04818114	-0.0879406	-0.04855544	-0.09019185	-0.0374191	-0.09976894	
2.3712	-0.04873779	-0.0876452	-0.0488299	-0.0901744	-0.03753595	-0.09977102	
2.37328	-0.04941914	-0.08738557	-0.04907896	-0.09014823	-0.0376533	-0.09977297	
2.37536	-0.05013233	-0.08725115	-0.04935608	-0.09013057	-0.0378073	-0.0997748	
2.37744	-0.05057484	-0.0871457	-0.04962206	-0.09011405	-0.03793411	-0.09977613	
2.37952	-0.05081964	-0.08704989	-0.04986981	-0.09009463	-0.03805242	-0.09977695	
2.3816	-0.05094079	-0.08693857	-0.05009421	-0.09009398	-0.03816789	-0.09977739	
2.38368	-0.05098639	-0.0867838	-0.05029683	-0.09012529	-0.03828169	-0.0997781	
2.38576	-0.05106348	-0.08662891	-0.05049135	-0.0901535	-0.038394	-0.09977901	
2.38784	-0.05116563	-0.0866463	-0.05068229	-0.09018798	-0.03850476	-0.09978005	
2.38992	-0.05120479	-0.08673294	-0.05087088	-0.0902148	-0.03861392	-0.09978107	
2.392	-0.05117693	-0.08679412	-0.05105715	-0.09023792	-0.03872142	-0.09978203	
2.39408	-0.05124433	-0.08680226	-0.0512409	-0.09023844	-0.03882722	-0.09978295	
2.39616	-0.05139359	-0.08677768	-0.05142188	-0.09027094	-0.03893129	-0.09978387	
2.39824	-0.05146698	-0.08676113	-0.05159985	-0.09030263	-0.03903362	-0.09978487	
2.40032	-0.05146709	-0.08667435	-0.05177459	-0.09032953	-0.03913421	-0.09978594	
2.4024	-0.05151896	-0.08667508	-0.05194599	-0.09031612	-0.03923307	-0.09978659	
2.40448	-0.05152449	-0.08670048	-0.05211396	-0.09028209	-0.0393302	-0.09978727	
2.40656	-0.05148295	-0.08672791	-0.05227844	-0.090238	-0.03942563	-0.09978806	
2.40864	-0.05140942	-0.08675047	-0.05243936	-0.09018889	-0.03951938	-0.09978894	
2.41072	-0.05129861	-0.08681329	-0.05259663	-0.09020451	-0.03961147	-0.09978988	
2.4128	-0.05117798	-0.08687463	-0.05275024	-0.09023914	-0.03970192	-0.09979051	
2.41488	-0.05105677	-0.08687108	-0.05290021	-0.09044445	-0.03979078	-0.09979081	
2.41696	-0.05093689	-0.08682434	-0.05304669	-0.09064019	-0.03987805	-0.09979081	
2.41904	-0.05082635	-0.08672098	-0.05318983	-0.09090861	-0.03996379	-0.09979059	
2.42112	-0.05074298	-0.08660278	-0.05332998	-0.09113244	-0.04004801	-0.09979022	
2.4232	-0.05068292	-0.08648495	-0.05346734	-0.09129123	-0.04013076	-0.09978979	
2.42528	-0.05064313	-0.08631824	-0.0536021	-0.09142697	-0.04021205	-0.09978931	
2.42736	-0.05073801	-0.08680698	-0.05373373	-0.09157146	-0.04029194	-0.09978879	
2.42944	-0.05080349	-0.08758985	-0.05386215	-0.09169079	-0.04037044	-0.09978826	
2.43152	-0.05100974	-0.08829042	-0.05398747	-0.0917654	-0.04044759	-0.09978771	
2.4336	-0.0513422	-0.0888152	-0.0541098	-0.09180144	-0.04052341	-0.09978716	
2.43568	-0.05175566	-0.0890745	-0.05422932	-0.09187944	-0.04059794	-0.09978661	
2.43776	-0.05201869	-0.08915948	-0.05434612	-0.09194273	-0.04067121	-0.09978624	
2.43984	-0.0521448	-0.0891711	-0.05446032	-0.09197905	-0.04074325	-0.09978607	
2.44192	-0.052179	-0.08915495	-0.05457202	-0.09199031	-0.04081408	-0.09978604	
2.444	-0.05215577	-0.08913043	-0.0546813	-0.09198181	-0.04088372	-0.09978613	
2.44608	-0.05209716	-0.08910509	-0.05478825	-0.09195867	-0.04095222	-0.09978628	
2.44816	-0.05201685	-0.08908141	-0.05489294	-0.09192497	-0.04101958	-0.09978648	
2.45024	-0.05192346	-0.08905987	-0.05499545	-0.0918837	-0.04108584	-0.0997867	
2.45232	-0.05182248	-0.08904025	-0.05509584	-0.09183692	-0.04115102	-0.09978694	
2.4544	-0.05171747	-0.0890222	-0.05519419	-0.0917861	-0.04121515	-0.0997872	
2.45648	-0.05161076	-0.08900537	-0.05529055	-0.0917322	-0.04127824	-0.09978746	
2.45856	-0.05150387	-0.0889895	-0.05538499	-0.09167586	-0.04134032	-0.09978773	
2.46064	-0.05139779	-0.08897442	-0.05547757	-0.09161753	-0.04140141	-0.099788	
2.46272	-0.05129318	-0.08896001	-0.05556834	-0.09155748	-0.04146152	-0.09978827	
2.4648	-0.05135301	-0.08895467	-0.05565735	-0.09171428	-0.04152069	-0.09978855	
2.46688	-0.0514392	-0.08890403	-0.05574466	-0.09195008	-0.04157892	-0.09978868	
2.46896	-0.05157866	-0.08884308	-0.05583031	-0.09212463	-0.04163624	-0.09978861	
2.47104	-0.05165036	-0.08877447	-0.05591436	-0.0923094	-0.04169267	-0.09978846	
2.47312	-0.05168557	-0.08850637	-0.05599685	-0.09231993	-0.04174822	-0.0997882	
2.4752	-0.05189453	-0.08818758	-0.05607781	-0.09156595	-0.0418029	-0.09978784	
2.47728	-0.05209716	-0.0872366	-0.05615729	-0.09082337	-0.04185675	-0.09978794	
2.47936	-0.05216301	-0.08626331	-0.05623533	-0.08970363	-0.04190977	-0.09978813	
2.48144	-0.05215585	-0.08638919	-0.05631197	-0.08893979	-0.041984	-0.09978847	
2.48352	-0.05207307	-0.08696634	-0.05638724	-0.08844871	-0.04220837	-0.09978866	
2.4856	-0.05189109	-0.08754501	-0.05646013	-0.08812246	-0.04238529	-0.09978881	
2.48768	-0.05166702	-0.0880105	-0.05652933	-0.08789556	-0.04249507	-0.09978901	
2.48976	-0.05144319	-0.08835929	-0.0565954	-0.0877298	-0.0425537	-0.0997893	
2.49184	-0.0512386	-0.0886157	-0.05665931	-0.08760225	-0.04257843	-0.09978968	
2.49392	-0.05105769	-0.0882291	-0.05672192	-0.08742727	-0.04258173	-0.09979015	
2.496	-0.05089832	-0.08790812	-0.05678377	-0.08912525	-0.04283893	-0.09979042	
2.49808	-0.05100523	-0.08764272	-0.05684512	-0.09119344	-0.04327779	-0.09979032	
2.50016	-0.05130609	-0.08722026	-0.056906	-0.09260479	-0.04381854	-0.09978982	
2.50224	-0.05082878	-0.0867459	-0.05696858	-0.09422315	-0.04388809	-0.09978897	
2.50432	-0.04946771	-0.08737757	-0.05703465	-0.09517269	-0.04359635	-0.09978782	
2.5064	-0.04832647	-0.0883056	-0.05696067	-0.09566724	-0.04387052	-0.09978615	
2.50848	-0.04750856	-0.08916269	-0.05678978	-0.09592479	-0.044735	-0.09973415	
2.51056	-0.04694483	-0.08984539	-0.05663891	-0.09605531	-0.04583433	-0.09927667	
2.51264	-0.04652066	-0.09077659	-0.05624914	-0.0970061	-0.04697583	-0.098617	
2.51472	-0.04634772	-0.09160832	-0.05588838	-0.09808042	-0.04772921	-0.09796471	
2.5168	-0.04637531	-0.09225118	-0.05562408	-0.09901118	-0.04823585	-0.09739885	
2.51888	-0.04639444	-0.09193799	-0.05416184	-0.09948789	-0.04838943	-0.09657149	
