Time	BR_Ankle-Ext Ia	BR_Ankle-Ext Ib	BR_Ankle-Flx II	BR_Ankle-Flx Ia	BR_Ankle-Flx Ib	BR_Hip-Ext II	BR_Hip-Flx II	BR_Hip-Flx Ia	
2.08	-0.05632927	-0.06020677	-0.05083885	-0.05954458	-0.05714809	-0.04261742	-0.05223347	-0.06140508	
2.08208	-0.05639987	-0.06020992	-0.05089113	-0.05956314	-0.05713405	-0.04245534	-0.05232298	-0.06141733	
2.08416	-0.05646761	-0.06021199	-0.05092562	-0.05958094	-0.05712479	-0.04234842	-0.05238203	-0.06142932	
2.08624	-0.05653258	-0.06021336	-0.05094837	-0.05959801	-0.05711868	-0.04227788	-0.05242098	-0.06144107	
2.08832	-0.0565949	-0.06021426	-0.05096338	-0.05961439	-0.05711466	-0.04223135	-0.05244668	-0.06145258	
2.0904	-0.05673365	-0.0602017	-0.05096181	-0.05960474	-0.05707204	-0.04213396	-0.05249925	-0.06146384	
2.09248	-0.05686674	-0.06019342	-0.05096078	-0.05959548	-0.05704392	-0.04206971	-0.05253392	-0.06147488	
2.09456	-0.05699441	-0.06018795	-0.0509601	-0.05958659	-0.05702538	-0.04202733	-0.0525568	-0.06148569	
2.09664	-0.05711688	-0.06018434	-0.05095965	-0.05957807	-0.05701314	-0.04199937	-0.05257189	-0.06149628	
2.09872	-0.05723436	-0.06027533	-0.05095361	-0.05958117	-0.05698993	-0.04192538	-0.05261111	-0.06150664	
2.1008	-0.05734705	-0.06033536	-0.05094963	-0.05958414	-0.05697462	-0.04187657	-0.05263698	-0.0615168	
2.10288	-0.05745514	-0.06037496	-0.05094701	-0.05958699	-0.05696452	-0.04184437	-0.05265405	-0.06152675	
2.10496	-0.05755884	-0.06040108	-0.05094528	-0.05958973	-0.05695786	-0.04182313	-0.0526653	-0.06153649	
2.10704	-0.05762888	-0.06049862	-0.05096134	-0.05960645	-0.05689343	-0.04177582	-0.0526901	-0.06154603	
2.10912	-0.05769607	-0.06056296	-0.05097194	-0.05962248	-0.05685093	-0.04174462	-0.05270646	-0.06155538	
2.1112	-0.05776051	-0.0606054	-0.05097893	-0.05963787	-0.05682289	-0.04172403	-0.05271725	-0.06156453	
2.11328	-0.05782234	-0.06063341	-0.05098354	-0.05965262	-0.05680439	-0.04171045	-0.05272437	-0.06157349	
2.11536	-0.05788164	-0.06065188	-0.05098658	-0.05966678	-0.05679219	-0.04170149	-0.05272907	-0.06158227	
2.11744	-0.05770389	-0.06057668	-0.05110852	-0.05968035	-0.05684016	-0.04165677	-0.05275228	-0.06159087	
2.11952	-0.05753339	-0.06052708	-0.05118896	-0.05969338	-0.05687181	-0.04162726	-0.05276758	-0.0615993	
2.1216	-0.0574068	-0.06050149	-0.05136095	-0.05970587	-0.05695168	-0.04153575	-0.05281447	-0.06160754	
2.12368	-0.05728537	-0.0604846	-0.0514744	-0.05971786	-0.05700436	-0.04147538	-0.05284539	-0.06161562	
2.12576	-0.05722532	-0.06044676	-0.05161672	-0.05972935	-0.05700145	-0.04141347	-0.05287698	-0.06162353	
2.12784	-0.05716771	-0.06042179	-0.05171061	-0.05974038	-0.05699953	-0.04137263	-0.05289782	-0.06163128	
2.12992	-0.05711244	-0.06040533	-0.05177254	-0.05975096	-0.05699827	-0.04134569	-0.05291157	-0.06163887	
2.132	-0.05705943	-0.06039446	-0.0518134	-0.05976111	-0.05699743	-0.04132792	-0.05292064	-0.06164631	
2.13408	-0.05700858	-0.06038729	-0.05184035	-0.05977084	-0.05699688	-0.0413162	-0.05292663	-0.06165359	
2.13616	-0.05713047	-0.06032285	-0.05185256	-0.05976787	-0.05684485	-0.04122559	-0.0529719	-0.06166072	
2.13824	-0.0572474	-0.06028033	-0.05186062	-0.05976501	-0.05674455	-0.04116582	-0.05300177	-0.0616677	
2.14032	-0.05735956	-0.06025228	-0.05186594	-0.05976228	-0.05667839	-0.0411264	-0.05302147	-0.06167454	
2.1424	-0.05746714	-0.06023378	-0.05186944	-0.05975965	-0.05663475	-0.04110039	-0.05303447	-0.06168124	
2.14448	-0.05743739	-0.06036305	-0.05193324	-0.05976945	-0.05653714	-0.04101157	-0.05307807	-0.0616878	
2.14656	-0.05740884	-0.06044833	-0.05197532	-0.05977884	-0.05647276	-0.04095298	-0.05310684	-0.06169423	
2.14864	-0.05730598	-0.06048108	-0.05211417	-0.05978785	-0.05644909	-0.04095839	-0.0531043	-0.06165706	
2.15072	-0.05720731	-0.06050268	-0.05220576	-0.0597965	-0.05643348	-0.04096195	-0.05310263	-0.06162066	
2.1528	-0.05711267	-0.06051693	-0.05226618	-0.05980479	-0.05642318	-0.0409643	-0.05310153	-0.061585	
2.15488	-0.05701146	-0.06044756	-0.05239417	-0.05981274	-0.0564442	-0.04090524	-0.0531303	-0.06159354	
2.15696	-0.05693685	-0.06035676	-0.0525713	-0.05982038	-0.0564866	-0.0408718	-0.05314665	-0.06159585	
2.15904	-0.05686528	-0.06029686	-0.05268814	-0.05982769	-0.05651458	-0.04084973	-0.05315744	-0.06159811	
2.16112	-0.05699301	-0.06042659	-0.05319444	-0.05975886	-0.05658591	-0.04061587	-0.05326756	-0.06160639	
2.1632	-0.05711554	-0.06048227	-0.05354387	-0.05976869	-0.05656117	-0.04040701	-0.05336491	-0.06161449	
2.16528	-0.05717804	-0.06050207	-0.05378981	-0.05977811	-0.05655121	-0.04026923	-0.05342913	-0.06162243	
2.16736	-0.05729303	-0.06051723	-0.0539572	-0.05964167	-0.05655363	-0.04017761	-0.05348124	-0.0616302	
2.16944	-0.05734476	-0.06052307	-0.05408812	-0.05965627	-0.05655773	-0.04011789	-0.05350587	-0.06160634	
2.17152	-0.05745295	-0.06051775	-0.05413855	-0.05955676	-0.05653965	-0.04007777	-0.05354153	-0.06161444	
2.1736	-0.05745943	-0.06010611	-0.0542129	-0.05957482	-0.05705646	-0.0400513	-0.05355538	-0.06157039	
2.17568	-0.05756295	-0.05965194	-0.05415887	-0.05921226	-0.05748113	-0.04003384	-0.05358382	-0.06157924	
2.17776	-0.05766225	-0.05935233	-0.05412324	-0.05886447	-0.05776128	-0.04002233	-0.05360257	-0.0615879	
2.17984	-0.05775751	-0.05915469	-0.05409973	-0.05853086	-0.05794608	-0.04001473	-0.05361494	-0.06159638	
2.18192	-0.05784888	-0.0590243	-0.05408422	-0.05821083	-0.058068	-0.04000971	-0.0536231	-0.06160469	
2.184	-0.05793653	-0.05893829	-0.05407399	-0.05790385	-0.05814842	-0.04000641	-0.05362849	-0.06161283	
2.18608	-0.05802061	-0.0586859	-0.05376597	-0.057323	-0.05822618	-0.04000423	-0.05364154	-0.0616208	
2.18816	-0.05810127	-0.0585194	-0.05356278	-0.05676582	-0.05827748	-0.04000279	-0.05365015	-0.0616286	
2.19024	-0.05817863	-0.05840957	-0.05342874	-0.05623134	-0.05831132	-0.04000184	-0.05365583	-0.06163625	
2.19232	-0.05825285	-0.05815142	-0.05317206	-0.05591976	-0.05840592	-0.04000121	-0.05363562	-0.06159532	
2.1944	-0.05832404	-0.05798113	-0.05300273	-0.05562087	-0.05846833	-0.0400008	-0.05362229	-0.06155524	
2.19648	-0.05839233	-0.05780388	-0.05286361	-0.05564776	-0.05849697	-0.04000126	-0.05359892	-0.0615055	
2.19856	-0.05845784	-0.05768695	-0.05277184	-0.05567355	-0.05851587	-0.04000156	-0.05358351	-0.06145679	
2.20064	-0.05852067	-0.05760982	-0.0527113	-0.05569828	-0.05852833	-0.04000176	-0.05357334	-0.06140908	
2.20272	-0.05858095	-0.05755894	-0.05267137	-0.05572201	-0.05853655	-0.0400019	-0.05356663	-0.06136235	
2.2048	-0.05863877	-0.05752537	-0.05264502	-0.05574478	-0.05854198	-0.04000198	-0.05356221	-0.06131658	
2.20688	-0.05869424	-0.05750323	-0.05262764	-0.05576661	-0.05854556	-0.04000204	-0.05355928	-0.06127175	
2.20896	-0.05874744	-0.05748862	-0.05261618	-0.05578756	-0.05854792	-0.04000208	-0.05355736	-0.06122785	
2.21104	-0.05879848	-0.05747898	-0.05260861	-0.05580765	-0.05854947	-0.0400021	-0.05355609	-0.06118485	
2.21312	-0.05884744	-0.05747262	-0.05260362	-0.05582692	-0.0585505	-0.04000212	-0.05355525	-0.06114274	
2.2152	-0.0588944	-0.05723676	-0.05230547	-0.05545356	-0.05835793	-0.04012229	-0.05349979	-0.06108641	
2.21728	-0.05893945	-0.05699414	-0.05184716	-0.05519374	-0.0582987	-0.04030032	-0.05341675	-0.06104745	
2.21936	-0.05898266	-0.05683409	-0.05154483	-0.0549445	-0.05825962	-0.04041776	-0.05336196	-0.06100928	
2.22144	-0.05901224	-0.05621352	-0.05136832	-0.0551505	-0.05850522	-0.04060531	-0.0532726	-0.061001	
2.22352	-0.05905249	-0.05563498	-0.05125188	-0.0553481	-0.05870835	-0.04082289	-0.05316715	-0.06096043	
2.2256	-0.0590911	-0.05521945	-0.0511636	-0.05547423	-0.05882007	-0.04091673	-0.05312235	-0.06098183	
2.22768	-0.05912813	-0.05491506	-0.05109389	-0.05561636	-0.05885581	-0.04104494	-0.05305969	-0.06091359	
2.22976	-0.05916366	-0.05470964	-0.05097318	-0.05551955	-0.05888009	-0.0410853	-0.0530405	-0.06093595	
2.23184	-0.05919774	-0.05457412	-0.05089355	-0.05542668	-0.05889612	-0.04111192	-0.05302784	-0.06095785	
2.23392	-0.05912597	-0.05442325	-0.05088125	-0.05561303	-0.05906576	-0.04117922	-0.05299455	-0.06091209	
2.236	-0.05905713	-0.05432373	-0.05087314	-0.05579178	-0.05917766	-0.04122363	-0.05297258	-0.06086726	
2.23808	-0.0589911	-0.05425807	-0.05086778	-0.05596325	-0.05925148	-0.04125291	-0.05295809	-0.06082336	
2.24016	-0.05903221	-0.05420698	-0.05082402	-0.05600063	-0.05941141	-0.04129438	-0.05293734	-0.06082174	
2.24224	-0.05905672	-0.05416735	-0.05080089	-0.05616359	-0.05962218	-0.04144921	-0.05285801	-0.06066915	
2.24432	-0.05908024	-0.05414121	-0.05078563	-0.05631991	-0.05976122	-0.04155135	-0.05280569	-0.06051971	
2.2464	-0.05911771	-0.05408489	-0.05077556	-0.05646987	-0.0598608	-0.04204732	-0.05253655	-0.0604043	
2.24848	-0.05915366	-0.05404773	-0.05076892	-0.05661371	-0.05992649	-0.0423745	-0.05235901	-0.06029127	
2.25056	-0.05914338	-0.05401146	-0.05078183	-0.05675169	-0.05995727	-0.04272424	-0.05216425	-0.06011725	
2.25264	-0.05913352	-0.05398753	-0.05079035	-0.05688404	-0.05997758	-0.04295496	-0.05203576	-0.05994681	
2.25472	-0.05912406	-0.05397175	-0.05079596	-0.05701101	-0.05999097	-0.04310716	-0.05195101	-0.05977989	
2.2568	-0.05915975	-0.05395312	-0.05079385	-0.05710062	-0.06001355	-0.04325218	-0.05186881	-0.05971934	
2.25888	-0.05919399	-0.05394083	-0.05079246	-0.05718659	-0.06002844	-0.04334784	-0.05181458	-0.05966004	
2.26096	-0.05922683	-0.05392531	-0.05079154	-0.05730123	-0.06005396	-0.04358373	-0.0516747	-0.05942772	
2.26304	-0.05925833	-0.05391506	-0.05079093	-0.05741119	-0.0600708	-0.04373934	-0.05158243	-0.05920017	
2.26512	-0.05928856	-0.05390831	-0.05079053	-0.05751668	-0.06008191	-0.04384199	-0.05152156	-0.05897731	
2.2672	-0.05930476	-0.0538952	-0.05079608	-0.05761786	-0.0600903	-0.04407663	-0.05137765	-0.05879992	
2.26928	-0.05927936	-0.05387544	-0.05081695	-0.05771493	-0.06008848	-0.04439788	-0.0511761	-0.05852109	
2.27136	-0.05925501	-0.05386239	-0.05083072	-0.05780804	-0.06008728	-0.0446098	-0.05104315	-0.05824801	
2.27344	-0.05923165	-0.05385379	-0.0508398	-0.05789735	-0.06008649	-0.0447496	-0.05095544	-0.05798054	
2.27552	-0.05920924	-0.05384812	-0.0508458	-0.05798303	-0.06008597	-0.04484182	-0.05089758	-0.05771859	
2.2776	-0.05924146	-0.05385987	-0.05081525	-0.05787449	-0.06008463	-0.04499116	-0.05080147	-0.05757255	
2.27968	-0.05927236	-0.05386762	-0.0507951	-0.05777038	-0.06008375	-0.04508968	-0.05073807	-0.05742953	
2.28176	-0.05923487	-0.05383698	-0.05081631	-0.05786123	-0.06009547	-0.04531449	-0.05058928	-0.05730747	
2.28384	-0.05919889	-0.05381677	-0.0508303	-0.05794838	-0.0601032	-0.04546279	-0.05049113	-0.05718792	
2.28592	-0.05923153	-0.05381998	-0.05078192	-0.05777718	-0.06007522	-0.04566489	-0.05035504	-0.0570563	
2.288	-0.05926285	-0.05386053	-0.05071534	-0.05742103	-0.06003179	-0.04591297	-0.05018528	-0.05714276	
2.29008	-0.05929289	-0.05388729	-0.05067142	-0.05707939	-0.06000315	-0.04607662	-0.0500733	-0.05722743	
2.29216	-0.0593217	-0.05387009	-0.05059614	-0.05714964	-0.05994102	-0.04626621	-0.04994161	-0.05728116	
2.29424	-0.05934934	-0.05385874	-0.05054649	-0.05721702	-0.05990003	-0.04639127	-0.04985473	-0.05733379	
2.29632	-0.05937585	-0.05385125	-0.05051373	-0.05728165	-0.05987299	-0.04647378	-0.04979742	-0.05738533	
2.2984	-0.05938337	-0.05382241	-0.05050376	-0.05739241	-0.05985128	-0.04700484	-0.04940568	-0.05720535	
2.30048	-0.05939059	-0.05380338	-0.05049718	-0.05749866	-0.05983695	-0.04735518	-0.04914725	-0.05702909	
2.30256	-0.05941543	-0.05380658	-0.05046964	-0.0574296	-0.05983003	-0.04764944	-0.04892775	-0.05686725	
2.30464	-0.05918977	-0.05380748	-0.05051516	-0.05753434	-0.05988172	-0.04784879	-0.04877882	-0.05695618	
2.30672	-0.05922278	-0.05382596	-0.05052207	-0.05746445	-0.05996495	-0.04808475	-0.04859826	-0.0566165	
2.3088	-0.05925445	-0.05382246	-0.05050926	-0.0574717	-0.06008688	-0.04826119	-0.0484626	-0.05666041	
2.31088	-0.05928483	-0.05382016	-0.05050081	-0.05747867	-0.06016732	-0.04837758	-0.0483731	-0.05670342	
2.31296	-0.05925304	-0.053798	-0.05050679	-0.0575814	-0.06027788	-0.04849583	-0.04828084	-0.05663341	
2.31504	-0.05922255	-0.05378339	-0.05051073	-0.05767995	-0.06035082	-0.04857383	-0.04821998	-0.05656485	
2.31712	-0.0592393	-0.05375221	-0.05051916	-0.05777448	-0.06044305	-0.04866658	-0.04814654	-0.05658706	
2.3192	-0.05925538	-0.05373165	-0.05052471	-0.05786517	-0.0605039	-0.04872777	-0.0480981	-0.0566088	
2.32128	-0.05921764	-0.05372377	-0.05052255	-0.05795215	-0.06049728	-0.04886046	-0.04799077	-0.0565504	
2.32336	-0.05924952	-0.05370922	-0.05052114	-0.0580356	-0.06052191	-0.04907486	-0.04781447	-0.05637832	
2.32544	-0.05928009	-0.05369962	-0.0505202	-0.05811564	-0.06053816	-0.0492163	-0.04769817	-0.05620978	
2.32752	-0.05923706	-0.05369335	-0.05054269	-0.05819242	-0.06057976	-0.04940486	-0.04754065	-0.05606776	
2.3296	-0.05919578	-0.05368921	-0.05055752	-0.05826607	-0.0606072	-0.04952925	-0.04743674	-0.05592867	
2.33168	-0.05915617	-0.05368648	-0.05056731	-0.05833672	-0.06062531	-0.04961131	-0.0473682	-0.05579244	
2.33376	-0.05919056	-0.05368684	-0.05053329	-0.05810606	-0.06061286	-0.04965547	-0.04733149	-0.05592022	
2.33584	-0.05922354	-0.05368708	-0.05051084	-0.0578848	-0.06060465	-0.0496846	-0.04730728	-0.05604537	
2.33792	-0.05911963	-0.05363234	-0.05054807	-0.05797098	-0.06061487	-0.04987181	-0.04714563	-0.05577547	
2.34	-0.05901997	-0.05359622	-0.05057263	-0.05805366	-0.06062161	-0.0499953	-0.047039	-0.05551114	
2.34208	-0.05892436	-0.0535724	-0.05058883	-0.05813297	-0.06062606	-0.05007677	-0.04696866	-0.05525224	
2.34416	-0.05896819	-0.05355981	-0.05059952	-0.05820904	-0.06064145	-0.05017924	-0.04687912	-0.05525168	
2.34624	-0.05901023	-0.05355151	-0.05060657	-0.05828202	-0.06065161	-0.05024684	-0.04682006	-0.05525113	
2.34832	-0.05905056	-0.05355921	-0.05055918	-0.05818761	-0.06063543	-0.05038315	-0.04669885	-0.05520011	
2.3504	-0.05901371	-0.05353427	-0.05055685	-0.05826146	-0.0606292	-0.05053036	-0.04656677	-0.05519968	
2.35248	-0.05905389	-0.05349705	-0.05049737	-0.05829347	-0.06059165	-0.05094705	-0.04617747	-0.05519164	
2.35456	-0.05909244	-0.0534725	-0.05045813	-0.05832417	-0.06056688	-0.05122193	-0.04592066	-0.05518376	
2.35664	-0.05912942	-0.05345879	-0.05043225	-0.05839246	-0.06054437	-0.0514347	-0.04572041	-0.05519946	
2.35872	-0.0591649	-0.05344975	-0.05041517	-0.05845796	-0.06052952	-0.05157506	-0.04558831	-0.05521483	
2.3608	-0.059108	-0.05344993	-0.0504271	-0.05852079	-0.06052926	-0.05169886	-0.04547033	-0.05522988	
2.36288	-0.05905341	-0.05345005	-0.05043497	-0.05858107	-0.06052908	-0.05178053	-0.04539251	-0.05524462	
2.36496	-0.05909198	-0.05346627	-0.05039951	-0.05841412	-0.06050477	-0.05187869	-0.04529704	-0.05520535	
2.36704	-0.05912898	-0.05347697	-0.05037612	-0.05825398	-0.06048874	-0.05194344	-0.04523406	-0.05516689	
2.36912	-0.05916447	-0.05348403	-0.05036069	-0.05810037	-0.06047816	-0.05198615	-0.04519252	-0.05512921	
2.3712	-0.05919852	-0.05348868	-0.05035051	-0.05795301	-0.06047118	-0.05201433	-0.04516511	-0.05509232	
2.37328	-0.05923117	-0.05360655	-0.05031478	-0.05792947	-0.06044804	-0.05205049	-0.04512937	-0.05518692	
2.37536	-0.0592625	-0.0536843	-0.05029121	-0.0579069	-0.06043278	-0.05207435	-0.04510579	-0.05527959	
2.37744	-0.05929255	-0.05373559	-0.05027566	-0.05788525	-0.0604227	-0.05209009	-0.04509024	-0.05537034	
2.37952	-0.05931122	-0.05414904	-0.05027122	-0.05797142	-0.06040831	-0.05220463	-0.04497383	-0.05531615	
2.3816	-0.05933929	-0.05450534	-0.05024493	-0.05798949	-0.06039625	-0.05232289	-0.0448528	-0.05536434	
2.38368	-0.05936621	-0.05474039	-0.05022759	-0.05800683	-0.0603883	-0.05240091	-0.04477296	-0.05541153	
2.38576	-0.05927732	-0.05500511	-0.05024525	-0.05808805	-0.06039459	-0.05247356	-0.04469813	-0.05545764	
2.38784	-0.05919206	-0.05517975	-0.05025689	-0.05816595	-0.06039873	-0.05252148	-0.04464878	-0.05550279	
2.38992	-0.05922498	-0.05539645	-0.0502413	-0.05813772	-0.06039189	-0.05260346	-0.04456306	-0.05546466	
2.392	-0.05925656	-0.0555394	-0.05023101	-0.05811064	-0.06038737	-0.05265754	-0.04450651	-0.05542731	
2.39408	-0.05919546	-0.05574105	-0.05024751	-0.05818763	-0.06039133	-0.05270989	-0.04445149	-0.055491	
2.39616	-0.05913684	-0.05587408	-0.05025838	-0.05826148	-0.06039393	-0.05274442	-0.04441519	-0.05555337	
2.39824	-0.05917201	-0.05602986	-0.05025401	-0.05828121	-0.0603909	-0.05279616	-0.04436017	-0.05558562	
2.40032	-0.05920575	-0.05613263	-0.05025112	-0.05830013	-0.06038891	-0.05283029	-0.04432388	-0.05561721	
2.4024	-0.05917718	-0.0563832	-0.05027241	-0.0583694	-0.06040066	-0.05291009	-0.04423786	-0.05558135	
2.40448	-0.05914978	-0.05654851	-0.05028645	-0.05843584	-0.06040841	-0.05296274	-0.04418112	-0.05554621	
2.40656	-0.05912349	-0.05665755	-0.05029571	-0.05849957	-0.06041352	-0.05299747	-0.04414368	-0.05551181	
2.40864	-0.05909827	-0.05676437	-0.0503251	-0.05856071	-0.06042647	-0.05302038	-0.04411899	-0.05564537	
2.41072	-0.05907409	-0.05683484	-0.05034449	-0.05861936	-0.06043502	-0.05303549	-0.0441027	-0.05577618	
2.4128	-0.05910084	-0.05682138	-0.05033983	-0.05867561	-0.06043391	-0.0532272	-0.04388812	-0.05581259	
2.41488	-0.05912651	-0.0568125	-0.05033674	-0.05872958	-0.06043318	-0.05335366	-0.04374656	-0.05584825	
2.41696	-0.05916211	-0.05679559	-0.05031725	-0.05876649	-0.06042596	-0.05355747	-0.04351159	-0.05588685	
2.41904	-0.05919625	-0.05678443	-0.0503044	-0.0588019	-0.06042119	-0.05369192	-0.04335659	-0.05592466	
2.42112	-0.059229	-0.05677707	-0.05029592	-0.05883587	-0.06041804	-0.05378062	-0.04325433	-0.05596169	
2.4232	-0.05926041	-0.05680723	-0.05026122	-0.05872243	-0.06040179	-0.05385743	-0.04316479	-0.0559967	
2.42528	-0.05917278	-0.05679682	-0.05029071	-0.05877449	-0.06040778	-0.0539516	-0.04305273	-0.05599792	
2.42736	-0.05920648	-0.05677661	-0.05029852	-0.05873862	-0.06040606	-0.05401372	-0.04297881	-0.05612147	
2.42944	-0.05923881	-0.05676327	-0.05030368	-0.05870422	-0.06040492	-0.0540547	-0.04293004	-0.05624248	
2.43152	-0.05926983	-0.05675448	-0.05030708	-0.05867122	-0.06040417	-0.05408173	-0.04289788	-0.056361	
2.4336	-0.05926912	-0.05674981	-0.05032096	-0.05872536	-0.06041816	-0.05414232	-0.04282378	-0.05633463	
2.43568	-0.05926843	-0.05674672	-0.05033012	-0.0587773	-0.06042738	-0.05418229	-0.04277491	-0.05630881	
2.43776	-0.05926777	-0.05674469	-0.05033616	-0.05882712	-0.06043347	-0.05420866	-0.04274267	-0.05628351	
2.43984	-0.05926714	-0.05674335	-0.05034015	-0.05887491	-0.06043749	-0.05422605	-0.0427214	-0.05625875	
2.44192	-0.05926654	-0.05674246	-0.05034278	-0.05892075	-0.06044014	-0.05423753	-0.04270737	-0.05623448	
2.444	-0.05926596	-0.05674188	-0.05034451	-0.05896473	-0.06044189	-0.0542451	-0.04269811	-0.05621072	
2.44608	-0.0592654	-0.05674149	-0.05034566	-0.05900691	-0.06044304	-0.05425009	-0.04269201	-0.05618745	
2.44816	-0.05926487	-0.05674124	-0.05034641	-0.05904738	-0.0604438	-0.05425338	-0.04268797	-0.05616465	
2.45024	-0.05926436	-0.05674107	-0.05034691	-0.05908619	-0.0604443	-0.05425556	-0.04268532	-0.05614233	
2.45232	-0.05926387	-0.05674096	-0.05034724	-0.05912343	-0.06044463	-0.05425699	-0.04268357	-0.05612046	
2.4544	-0.0592634	-0.05674089	-0.05034745	-0.05915914	-0.06044485	-0.05425794	-0.04268241	-0.05609905	
2.45648	-0.05926295	-0.05674084	-0.0503476	-0.05919341	-0.06044499	-0.05425856	-0.04268165	-0.05607807	
2.45856	-0.05926251	-0.05674081	-0.05034769	-0.05922627	-0.06044509	-0.05425897	-0.04268114	-0.05605753	
2.46064	-0.0592621	-0.05674079	-0.05034775	-0.0592578	-0.06044515	-0.05425924	-0.04268081	-0.05603741	
2.46272	-0.05926836	-0.05670192	-0.05041164	-0.05928804	-0.06047718	-0.05439642	-0.04250485	-0.05609251	
2.4648	-0.05929523	-0.05667474	-0.05045952	-0.05931705	-0.06050549	-0.05457762	-0.04226648	-0.05615034	
2.46688	-0.0592981	-0.05652413	-0.05050266	-0.05934488	-0.06052277	-0.05472222	-0.04207437	-0.05619026	
2.46896	-0.0593267	-0.05640358	-0.05051956	-0.05932898	-0.06053293	-0.05480195	-0.04196945	-0.05630985	
2.47104	-0.05935413	-0.05640169	-0.05050761	-0.05927115	-0.06052222	-0.0548857	-0.04185669	-0.05630967	
2.47312	-0.05934155	-0.05616735	-0.05051709	-0.05930084	-0.06052978	-0.05495328	-0.04176493	-0.05638669	
2.4752	-0.0593501	-0.05592463	-0.05052909	-0.05932933	-0.06053316	-0.05500394	-0.04169571	-0.05647416	
2.47728	-0.0593583	-0.05576451	-0.050537	-0.05935666	-0.0605354	-0.05503737	-0.04165006	-0.05655983	
2.47936	-0.05936617	-0.05565889	-0.05054222	-0.05938287	-0.06053687	-0.05505942	-0.04161993	-0.05664373	
2.48144	-0.05937371	-0.05558921	-0.05054566	-0.05940802	-0.06053784	-0.05507397	-0.04160006	-0.05672591	
2.48352	-0.05937339	-0.05565313	-0.05055948	-0.05943214	-0.06054411	-0.05513759	-0.04150902	-0.05665449	
2.4856	-0.05937307	-0.0556953	-0.05056861	-0.05945528	-0.06054825	-0.05517955	-0.04144897	-0.05658455	
2.48768	-0.05937277	-0.05572312	-0.05057462	-0.05947747	-0.06055098	-0.05520724	-0.04140935	-0.05651605	
2.48976	-0.05937248	-0.05574147	-0.05057859	-0.05949876	-0.06055278	-0.0552255	-0.04138321	-0.05644896	
2.49184	-0.0593722	-0.05575357	-0.05058121	-0.05951919	-0.06055397	-0.05523755	-0.04136597	-0.05638324	
2.49392	-0.05939778	-0.05530602	-0.0505018	-0.05953878	-0.06048967	-0.05535873	-0.0411827	-0.05646447	
2.496	-0.05942232	-0.05501077	-0.05044942	-0.05955758	-0.06044725	-0.05543867	-0.0410618	-0.05654402	
2.49808	-0.05944586	-0.0548577	-0.05041486	-0.05936172	-0.06040068	-0.05549141	-0.04098205	-0.05665633	
2.50016	-0.05942274	-0.05512981	-0.05033387	-0.05938773	-0.06009956	-0.05556878	-0.04086117	-0.05668035	
2.50224	-0.05942532	-0.05515093	-0.050327	-0.05941268	-0.05988813	-0.05568568	-0.04067133	-0.056739	
2.50432	-0.05942779	-0.05516486	-0.05032246	-0.05943661	-0.05974865	-0.05576279	-0.04054609	-0.05679644	
2.5064	-0.05942826	-0.05520755	-0.05032529	-0.05945956	-0.05965613	-0.05582347	-0.04044663	-0.05683547	
2.50848	-0.05942871	-0.05523571	-0.05032716	-0.05948159	-0.05959509	-0.05586349	-0.04038102	-0.0568737	
2.51056	-0.05945198	-0.05523632	-0.05030519	-0.05942943	-0.05956382	-0.05587272	-0.04036723	-0.05697923	
2.51264	-0.05947431	-0.05523672	-0.0502907	-0.0593794	-0.05954318	-0.0558788	-0.04035813	-0.05708258	
2.51472	-0.05949573	-0.05523698	-0.05028115	-0.05933141	-0.05952957	-0.05588281	-0.04035214	-0.05718381	
2.5168	-0.05951628	-0.05521642	-0.05026902	-0.05923027	-0.05931457	-0.05592185	-0.04028499	-0.05728295	
2.51888	-0.05941848	-0.05518389	-0.05031332	-0.05926163	-0.05921154	-0.0559618	-0.04021557	-0.05732203	
2.52096	-0.05944217	-0.05519615	-0.05031926	-0.05922737	-0.05907741	-0.05597396	-0.0401949	-0.05741833	
2.52304	-0.05946491	-0.05520423	-0.05032318	-0.0591945	-0.05898893	-0.05598198	-0.04018127	-0.05751264	
2.52512	-0.05948671	-0.05539036	-0.05034322	-0.05919515	-0.05898086	-0.05594096	-0.04025236	-0.05760502	
2.5272	-0.05950762	-0.05551315	-0.05035644	-0.05919576	-0.05897555	-0.05591391	-0.04029926	-0.05769549	
2.52928	-0.05952768	-0.05559415	-0.05036516	-0.05919636	-0.05897204	-0.05589605	-0.0403302	-0.0577841	
2.53136	-0.05954693	-0.05564758	-0.05037092	-0.05919693	-0.05896972	-0.05588428	-0.04035061	-0.05787088	
2.53344	-0.05956539	-0.05568283	-0.05037472	-0.05919748	-0.0589682	-0.05587652	-0.04036408	-0.05795588	
2.53552	-0.0595831	-0.05570609	-0.05037722	-0.059198	-0.05896719	-0.05587139	-0.04037296	-0.05803913	
2.5376	-0.05960009	-0.05615733	-0.05036141	-0.05918242	-0.05894126	-0.05585545	-0.04039998	-0.05812066	
2.53968	-0.0595579	-0.05652122	-0.05040328	-0.05921573	-0.05895355	-0.05569666	-0.04065265	-0.05820052	
2.54176	-0.05951742	-0.05676127	-0.05043089	-0.05924769	-0.05896166	-0.05559191	-0.04081933	-0.05827874	
2.54384	-0.0594786	-0.05691963	-0.05044911	-0.05927834	-0.05896701	-0.05552281	-0.04092929	-0.05835534	
