Time	BR_Ankle PF E	BR_Ankle PF F	BR_Hip PF E	BR_Hip PF F	BR_Knee PF E	BR_Knee PF F	
1.2168	-0.05768224	-0.05988556	-0.05993018	-0.0582951	-0.0577284	-0.05987587	
1.21888	-0.0576936	-0.05986473	-0.05991551	-0.05829509	-0.05773861	-0.05986518	
1.22096	-0.05770468	-0.05985286	-0.05990837	-0.05829507	-0.05774857	-0.05986422	
1.22304	-0.05771547	-0.05984226	-0.05990838	-0.05829506	-0.05775829	-0.05986362	
1.22512	-0.05772599	-0.05983445	-0.05991432	-0.05829505	-0.05776777	-0.05986373	
1.2272	-0.05773626	-0.05982303	-0.05992387	-0.05829503	-0.05777704	-0.05985409	
1.22928	-0.05774627	-0.05981527	-0.05992215	-0.05829502	-0.0577861	-0.05984154	
1.23136	-0.05775604	-0.05978831	-0.05991539	-0.05829501	-0.05779494	-0.05982055	
1.23344	-0.05776559	-0.05977476	-0.05990549	-0.05829499	-0.05780358	-0.05981671	
1.23552	-0.05777491	-0.0597683	-0.05990101	-0.05829498	-0.05781203	-0.05979918	
1.2376	-0.057784	-0.05976102	-0.05990972	-0.05829497	-0.05782029	-0.05978403	
1.23968	-0.05779289	-0.05975035	-0.05991734	-0.05829496	-0.05782837	-0.05977414	
1.24176	-0.05780159	-0.05975098	-0.05992435	-0.05829494	-0.05783628	-0.0597653	
1.24384	-0.05781008	-0.059752	-0.05992351	-0.05829493	-0.05784401	-0.05976013	
1.24592	-0.05781838	-0.05973991	-0.05991451	-0.05829492	-0.05785158	-0.05976946	
1.248	-0.05782651	-0.05972251	-0.05990774	-0.05829491	-0.057859	-0.05978332	
1.25008	-0.05783445	-0.05971235	-0.05990015	-0.0582949	-0.05786625	-0.05978998	
1.25216	-0.05784222	-0.05972134	-0.05988858	-0.05829488	-0.05787335	-0.05979384	
1.25424	-0.05784983	-0.05973428	-0.0598869	-0.05829487	-0.05788031	-0.0598079	
1.25632	-0.05785728	-0.05972501	-0.05988846	-0.05829486	-0.05788713	-0.05981683	
1.2584	-0.05786457	-0.05971894	-0.05987848	-0.05829485	-0.05789381	-0.05982558	
1.26048	-0.05787171	-0.05970563	-0.05988937	-0.05829484	-0.05790035	-0.05981049	
1.26256	-0.0578787	-0.05968666	-0.05988637	-0.05829483	-0.05790677	-0.05980458	
1.26464	-0.05788555	-0.05966577	-0.05989402	-0.05829482	-0.05791306	-0.05979072	
1.26672	-0.05789226	-0.05965158	-0.0598893	-0.05829481	-0.05791922	-0.05979304	
1.2688	-0.05789884	-0.05965312	-0.05989459	-0.0582948	-0.05792527	-0.05979874	
1.27088	-0.05790528	-0.05965073	-0.05988478	-0.05829479	-0.0579312	-0.05978519	
1.27296	-0.0579116	-0.0596418	-0.05988932	-0.05829478	-0.05793701	-0.05978547	
1.27504	-0.05791779	-0.05964141	-0.05989503	-0.05829477	-0.05794271	-0.05976873	
1.27712	-0.05792386	-0.05964993	-0.05989238	-0.05829476	-0.05794831	-0.0597527	
1.2792	-0.05792982	-0.05965719	-0.05990513	-0.05829475	-0.0579538	-0.05975562	
1.28128	-0.05793566	-0.0596678	-0.05991649	-0.05829474	-0.05795918	-0.05975273	
1.28336	-0.05794139	-0.05968148	-0.05992327	-0.05829473	-0.05796447	-0.05975719	
1.28544	-0.05794701	-0.05969367	-0.05992203	-0.05829472	-0.05796966	-0.05976509	
1.28752	-0.05795253	-0.05969776	-0.05991739	-0.05829471	-0.05797476	-0.05977494	
1.2896	-0.05795794	-0.05970861	-0.05991302	-0.0582947	-0.05797976	-0.05977373	
1.29168	-0.05796325	-0.0597041	-0.05990785	-0.05829469	-0.05798467	-0.05978024	
1.29376	-0.05796846	-0.05969298	-0.05991586	-0.05829468	-0.05798949	-0.05978251	
1.29584	-0.05797357	-0.05969579	-0.05992289	-0.05829468	-0.05799422	-0.05977855	
1.29792	-0.0579786	-0.05968824	-0.05992987	-0.05829467	-0.05799887	-0.05976694	
1.3	-0.05798353	-0.05969111	-0.05992055	-0.05829466	-0.05800344	-0.05976258	
1.30208	-0.05798837	-0.05969302	-0.05990423	-0.05829465	-0.05800792	-0.05977105	
1.30416	-0.05799313	-0.05968155	-0.05989162	-0.05829464	-0.05801233	-0.05977415	
1.30624	-0.05799779	-0.05968606	-0.05990059	-0.05829464	-0.05801666	-0.05977442	
1.30832	-0.05800238	-0.05969185	-0.05989151	-0.05829463	-0.05802091	-0.05976735	
1.3104	-0.05800688	-0.05970056	-0.05989318	-0.05829462	-0.05802509	-0.05976939	
1.31248	-0.05801131	-0.05970721	-0.059882	-0.05829461	-0.0580292	-0.05977273	
1.31456	-0.05801566	-0.05969934	-0.05986854	-0.05829461	-0.05803324	-0.05978303	
1.31664	-0.05801993	-0.05969881	-0.05987329	-0.0582946	-0.0580372	-0.05978616	
1.31872	-0.05802412	-0.05968903	-0.05988874	-0.05829459	-0.0580411	-0.05978154	
1.3208	-0.05802825	-0.05967368	-0.05989276	-0.05829458	-0.05804494	-0.05976565	
1.32288	-0.0580323	-0.05966375	-0.05990953	-0.05829458	-0.0580487	-0.05977098	
1.32496	-0.05803628	-0.05964616	-0.0599081	-0.05829457	-0.05805241	-0.05977254	
1.32704	-0.0580402	-0.05962986	-0.05990713	-0.05829456	-0.05805605	-0.05977812	
1.32912	-0.05804405	-0.05963183	-0.05990825	-0.05829455	-0.05805963	-0.05976918	
1.3312	-0.05804783	-0.059623	-0.05991899	-0.05829455	-0.05806315	-0.05977034	
1.33328	-0.05805155	-0.0596099	-0.05991754	-0.05829454	-0.05806661	-0.05976158	
1.33536	-0.0580552	-0.0595971	-0.05992809	-0.05829453	-0.05807002	-0.05976393	
1.33744	-0.0580588	-0.05958668	-0.05992754	-0.05829453	-0.05807336	-0.05975078	
1.33952	-0.05806233	-0.05957073	-0.05991533	-0.05829452	-0.05807665	-0.05974539	
1.3416	-0.05806581	-0.05957281	-0.05992027	-0.05829451	-0.05807989	-0.05973119	
1.34368	-0.05806923	-0.05958247	-0.05991127	-0.05829451	-0.05808308	-0.05972207	
1.34576	-0.05807259	-0.05957197	-0.05991395	-0.0582945	-0.05808621	-0.05972438	
1.34784	-0.05807589	-0.05955884	-0.05991042	-0.05829449	-0.05808929	-0.05971146	
1.34992	-0.05807914	-0.0595536	-0.05990469	-0.05829449	-0.05809232	-0.05969803	
1.352	-0.05808234	-0.05953728	-0.05989811	-0.05829448	-0.05809531	-0.05969371	
1.35408	-0.05808548	-0.05954117	-0.05989438	-0.05829448	-0.05809824	-0.05970125	
1.35616	-0.05808858	-0.05953589	-0.05990348	-0.05829447	-0.05810113	-0.05970775	
1.35824	-0.05809162	-0.05953284	-0.0598993	-0.05829446	-0.05810397	-0.05970392	
1.36032	-0.05809461	-0.05952129	-0.05990296	-0.05829446	-0.05810677	-0.0596889	
1.3624	-0.05809756	-0.05950869	-0.05991451	-0.05829445	-0.05810951	-0.0596727	
1.36448	-0.05810046	-0.05949045	-0.05991237	-0.05829445	-0.05811222	-0.05966322	
1.36656	-0.05810331	-0.05948928	-0.05990364	-0.05829444	-0.05811489	-0.05964708	
1.36864	-0.05810612	-0.05949561	-0.05989652	-0.05829444	-0.05811751	-0.0596307	
1.37072	-0.05810888	-0.05949648	-0.05988739	-0.05829443	-0.05812009	-0.05961722	
1.3728	-0.05811159	-0.05949798	-0.05989583	-0.05829443	-0.05812263	-0.0596027	
1.37488	-0.05811427	-0.05948796	-0.05990473	-0.05829442	-0.05812513	-0.05958464	
1.37696	-0.0581169	-0.05949022	-0.05989946	-0.05829442	-0.05812759	-0.0595849	
1.37904	-0.05811949	-0.05949807	-0.05989755	-0.05829441	-0.05813001	-0.0595881	
1.38112	-0.05812204	-0.05950185	-0.05990528	-0.05829441	-0.05813239	-0.05958134	
1.3832	-0.05812455	-0.05949619	-0.05991745	-0.0582944	-0.05813474	-0.0595649	
1.38528	-0.05812702	-0.0594781	-0.05992747	-0.0582944	-0.05813705	-0.05954809	
1.38736	-0.05812944	-0.05948249	-0.059926	-0.05829439	-0.05813932	-0.05955325	
1.38944	-0.05813184	-0.0594867	-0.0599235	-0.05829439	-0.05814156	-0.05955297	
1.39152	-0.05813419	-0.05948235	-0.05991324	-0.05829438	-0.05814376	-0.05954511	
1.3936	-0.05813651	-0.05947157	-0.05990242	-0.05829438	-0.05814594	-0.05953381	
1.39568	-0.0581388	-0.05946589	-0.05988692	-0.05829437	-0.05814807	-0.05954092	
1.39776	-0.05814104	-0.0594497	-0.05988055	-0.05829437	-0.05815018	-0.05953592	
1.39984	-0.05814325	-0.05945155	-0.05988244	-0.05829437	-0.05815225	-0.05954713	
1.40192	-0.05814543	-0.05944732	-0.05989029	-0.05829436	-0.05815429	-0.05955815	
1.404	-0.05814758	-0.05944845	-0.05988451	-0.05829436	-0.0581563	-0.0595509	
1.40608	-0.05814969	-0.05943945	-0.05989186	-0.05829435	-0.05815827	-0.05954572	
1.40816	-0.05815177	-0.0594295	-0.05989058	-0.05829435	-0.05816022	-0.05953437	
1.41024	-0.05815381	-0.0594229	-0.05988048	-0.05829434	-0.05816214	-0.05953132	
1.41232	-0.05815583	-0.05943102	-0.05988257	-0.05829434	-0.05816403	-0.05953972	
1.4144	-0.05815782	-0.05942937	-0.05987709	-0.05829434	-0.05816589	-0.05955257	
1.41648	-0.05815977	-0.05942168	-0.05988678	-0.05829433	-0.05816772	-0.05955891	
1.41856	-0.05816169	-0.059421	-0.05990065	-0.05829433	-0.05816953	-0.05954973	
1.42064	-0.05816359	-0.0594288	-0.05989925	-0.05829433	-0.05817131	-0.05955866	
1.42272	-0.05816546	-0.05942136	-0.0598927	-0.05829432	-0.05817306	-0.05955568	
1.4248	-0.0581673	-0.05941533	-0.0598819	-0.05829432	-0.05817478	-0.05956661	
1.42688	-0.05816911	-0.05941261	-0.05988843	-0.05829431	-0.05817648	-0.05956576	
1.42896	-0.05817089	-0.05942106	-0.05988071	-0.05829431	-0.05817815	-0.05957343	
1.43104	-0.05817265	-0.0594339	-0.05989033	-0.05829431	-0.0581798	-0.0595772	
1.43312	-0.05817438	-0.05942958	-0.05988738	-0.0582943	-0.05818142	-0.05957279	
1.4352	-0.05817609	-0.05943822	-0.05988916	-0.0582943	-0.05818302	-0.0595661	
1.43728	-0.05817776	-0.05944986	-0.05987966	-0.0582943	-0.0581846	-0.05956771	
1.43936	-0.05817942	-0.05944854	-0.05985831	-0.05829429	-0.05818615	-0.05957206	
1.44144	-0.05818105	-0.05945082	-0.05982132	-0.05829429	-0.05818768	-0.05956094	
1.44352	-0.05818265	-0.05946107	-0.05977767	-0.05829429	-0.05818918	-0.05955835	
1.4456	-0.05818423	-0.05946147	-0.0597301	-0.05829429	-0.05819067	-0.05956364	
1.44768	-0.05818579	-0.05946281	-0.05969234	-0.05829428	-0.05819213	-0.05955149	
1.44976	-0.05818732	-0.05945486	-0.05965666	-0.05829428	-0.05819357	-0.05954761	
1.45184	-0.05818883	-0.0594464	-0.05963475	-0.05829427	-0.05819499	-0.05953699	
1.45392	-0.05819032	-0.05943419	-0.059617	-0.05829427	-0.05819639	-0.05953848	
1.456	-0.05819179	-0.05941882	-0.05958242	-0.05829427	-0.05819777	-0.05953778	
1.45808	-0.05819324	-0.05941974	-0.05955953	-0.05829427	-0.05819912	-0.05952978	
1.46016	-0.05819466	-0.05940889	-0.05950418	-0.05829426	-0.05820046	-0.0595329	
1.46224	-0.05819606	-0.05939962	-0.05942336	-0.05829426	-0.05820178	-0.05953744	
1.46432	-0.05819745	-0.05940855	-0.05929821	-0.05830097	-0.05820308	-0.05954273	
1.4664	-0.05819881	-0.05942861	-0.05909686	-0.05835874	-0.05820436	-0.05956252	
1.46848	-0.05820015	-0.05944534	-0.05885819	-0.05845831	-0.05820562	-0.05956497	
1.47056	-0.05820147	-0.05946132	-0.05858207	-0.05860392	-0.05820686	-0.05957159	
1.47264	-0.05820278	-0.05947233	-0.05826122	-0.05878039	-0.05820809	-0.05958215	
1.47472	-0.05820406	-0.05947325	-0.05800718	-0.05899289	-0.05820929	-0.05960789	
1.4768	-0.05820533	-0.05948542	-0.05778918	-0.05923637	-0.05821048	-0.05963008	
1.47888	-0.05820657	-0.05949946	-0.05760442	-0.05950808	-0.05821165	-0.05964976	
1.48096	-0.0582078	-0.05951941	-0.05744672	-0.05979275	-0.05821281	-0.05964674	
1.48304	-0.05820901	-0.05951631	-0.05731216	-0.06004257	-0.05821395	-0.05963998	
1.48512	-0.05821021	-0.05950262	-0.05719748	-0.06026771	-0.05821507	-0.05964122	
1.4872	-0.05821138	-0.05950596	-0.05710007	-0.06046295	-0.05821617	-0.05962784	
1.48928	-0.05821254	-0.05949183	-0.05701783	-0.06064488	-0.05821726	-0.05961433	
1.49136	-0.05821368	-0.05947256	-0.056949	-0.06080078	-0.05821833	-0.05960618	
1.49344	-0.05821481	-0.05947515	-0.0568921	-0.06092134	-0.05821939	-0.0596129	
1.49552	-0.05821592	-0.05947611	-0.05684585	-0.0610189	-0.05822043	-0.05959901	
1.4976	-0.05821701	-0.05946646	-0.05680915	-0.06108683	-0.05822146	-0.05958738	
1.49968	-0.05821808	-0.05946689	-0.05678102	-0.06113759	-0.05822248	-0.05957375	
1.50176	-0.05821915	-0.0594679	-0.05676059	-0.06116287	-0.05822347	-0.05957441	
1.50384	-0.05822019	-0.05944669	-0.05674706	-0.06117645	-0.05822446	-0.05956499	
1.50592	-0.05822122	-0.05942993	-0.05673971	-0.06118151	-0.05822543	-0.05955668	
1.508	-0.05822224	-0.05941084	-0.05673787	-0.06118476	-0.05822638	-0.05954713	
1.51008	-0.05822324	-0.05939677	-0.05674094	-0.06118148	-0.05822733	-0.05953657	
1.51216	-0.05822423	-0.05937615	-0.05674835	-0.06118511	-0.05822825	-0.0595316	
1.51424	-0.0582252	-0.05936785	-0.05675955	-0.06118351	-0.05822917	-0.05952275	
1.51632	-0.05822616	-0.05934314	-0.05677406	-0.06117821	-0.05823007	-0.05951242	
1.5184	-0.05822711	-0.05932413	-0.05679143	-0.06116441	-0.05823096	-0.05948948	
1.52048	-0.05822804	-0.05931728	-0.05681123	-0.06113732	-0.05823184	-0.05947841	
1.52256	-0.05822896	-0.05931201	-0.05683726	-0.06110564	-0.0582327	-0.05945088	
1.52464	-0.05822986	-0.05928406	-0.05685935	-0.06105733	-0.05823356	-0.05943698	
1.52672	-0.05823075	-0.05924934	-0.05688414	-0.06100912	-0.05823439	-0.05941795	
1.5288	-0.05823163	-0.05922281	-0.05691791	-0.06095997	-0.05823522	-0.05937713	
1.53088	-0.0582325	-0.05919566	-0.05694158	-0.06090509	-0.05823604	-0.05932312	
1.53296	-0.05823336	-0.05915673	-0.0569789	-0.06083656	-0.05823684	-0.05925625	
1.53504	-0.0582342	-0.05908674	-0.05701013	-0.06075818	-0.05823763	-0.05918518	
1.53712	-0.05823503	-0.0590154	-0.05705043	-0.06068396	-0.05823842	-0.05911445	
1.5392	-0.05823585	-0.05897245	-0.05707061	-0.06062407	-0.05823919	-0.05906888	
1.54128	-0.05823665	-0.05893433	-0.05709558	-0.06058005	-0.05823995	-0.05902772	
1.54336	-0.05823745	-0.05889896	-0.05711975	-0.06053214	-0.0582407	-0.0589899	
1.54544	-0.05823823	-0.058883	-0.05714414	-0.06047099	-0.05824143	-0.05898729	
1.54752	-0.05823901	-0.05887119	-0.0571684	-0.06041985	-0.05824216	-0.05899778	
1.5496	-0.05823977	-0.0588763	-0.05719248	-0.06037506	-0.05824288	-0.05901495	
1.55168	-0.05824052	-0.0588886	-0.05721628	-0.06033152	-0.05824359	-0.05904037	
1.55376	-0.05824126	-0.0589031	-0.05723974	-0.06029953	-0.05824428	-0.05905509	
1.55584	-0.05824199	-0.0589204	-0.0572628	-0.06027173	-0.05824497	-0.05905513	
1.55792	-0.05824271	-0.05894879	-0.05728543	-0.06023489	-0.05824565	-0.05906637	
1.56	-0.05824342	-0.05896775	-0.05730757	-0.06020982	-0.05824632	-0.05908134	
1.56208	-0.05824412	-0.05898307	-0.05732922	-0.06019035	-0.05824698	-0.05908029	
1.56416	-0.05824481	-0.05900531	-0.05735034	-0.06015723	-0.05824763	-0.05907153	
1.56624	-0.05824549	-0.05901375	-0.05737093	-0.06013258	-0.05824827	-0.05908085	
1.56832	-0.05824617	-0.05902515	-0.05739098	-0.06010732	-0.0582489	-0.05907691	
1.5704	-0.05824682	-0.05901609	-0.05741176	-0.0600884	-0.05824952	-0.05907316	
1.57248	-0.05824748	-0.05900131	-0.05744129	-0.06007111	-0.05825014	-0.05908832	
1.57456	-0.05824812	-0.05900938	-0.05747452	-0.06003962	-0.05825074	-0.05909131	
1.57664	-0.05824875	-0.05901965	-0.05751086	-0.06001449	-0.05825134	-0.0590867	
1.57872	-0.05824938	-0.05901897	-0.05754111	-0.05997763	-0.05825193	-0.05909096	
1.5808	-0.05825	-0.05901893	-0.05756664	-0.05993954	-0.05825251	-0.05908841	
1.58288	-0.0582506	-0.05900677	-0.05757302	-0.05990287	-0.05825308	-0.05908522	
1.58496	-0.0582512	-0.05899926	-0.05760871	-0.0598582	-0.05825364	-0.05907019	
1.58704	-0.05825179	-0.05898451	-0.05764004	-0.05981491	-0.0582542	-0.05904977	
1.58912	-0.05825237	-0.05898486	-0.05767374	-0.05978049	-0.05825475	-0.05903444	
1.5912	-0.05825295	-0.05898818	-0.05771502	-0.05974588	-0.05825529	-0.0590195	
1.59328	-0.05825351	-0.05897187	-0.05776063	-0.05968836	-0.05825582	-0.05902314	
1.59536	-0.05825407	-0.0589531	-0.05782853	-0.05963928	-0.05825635	-0.05902222	
1.59744	-0.05825462	-0.05895027	-0.05791368	-0.05959697	-0.05825686	-0.05902132	
1.59952	-0.05825516	-0.05893643	-0.05800053	-0.05953501	-0.05825738	-0.05901905	
1.6016	-0.0582557	-0.05892802	-0.05809112	-0.05946245	-0.05825788	-0.05902784	
1.60368	-0.05825622	-0.05893743	-0.05817421	-0.05939019	-0.05825838	-0.05902592	
1.60576	-0.05825675	-0.05893525	-0.05827195	-0.05930736	-0.05825887	-0.05902721	
1.60784	-0.05825726	-0.0589315	-0.05837627	-0.05922779	-0.05825935	-0.05903142	
1.60992	-0.05825776	-0.05893994	-0.05848189	-0.05913445	-0.05825983	-0.05904658	
1.612	-0.05825826	-0.05895524	-0.05858907	-0.05903627	-0.0582603	-0.059057	
1.61408	-0.05825875	-0.05895093	-0.0586994	-0.05893178	-0.05826076	-0.05904775	
1.61616	-0.05825924	-0.05894056	-0.05882589	-0.05882283	-0.05826122	-0.05904316	
1.61824	-0.05825972	-0.05892388	-0.05894902	-0.05869521	-0.05826167	-0.05904564	
1.62032	-0.05826019	-0.05892863	-0.0590839	-0.05855825	-0.05826211	-0.05904183	
1.6224	-0.05826065	-0.05891288	-0.05923972	-0.05838897	-0.05826255	-0.05903547	
1.62448	-0.05826111	-0.05889743	-0.0594099	-0.05823604	-0.05826298	-0.05901521	
1.62656	-0.05826156	-0.05888287	-0.0595727	-0.05811346	-0.05826341	-0.05901479	
1.62864	-0.05826201	-0.05887432	-0.05974272	-0.05801266	-0.05826383	-0.05901756	
1.63072	-0.05826245	-0.05886966	-0.05991181	-0.05793025	-0.05826424	-0.05900282	
1.6328	-0.05826288	-0.05885762	-0.06006851	-0.05786294	-0.05826465	-0.05899159	
1.63488	-0.05826331	-0.05885284	-0.06021581	-0.05780822	-0.05826505	-0.05898804	
1.63696	-0.05826373	-0.05885864	-0.06034093	-0.05776402	-0.05826545	-0.05898461	
1.63904	-0.05826415	-0.05887582	-0.0604574	-0.05772863	-0.05826584	-0.0589933	
1.64112	-0.05826456	-0.05889174	-0.06054324	-0.05770065	-0.05826623	-0.05900766	
1.6432	-0.05826496	-0.05888893	-0.06061878	-0.05767892	-0.05826661	-0.05901239	
1.64528	-0.05826536	-0.05889384	-0.06067597	-0.05766246	-0.05826699	-0.05901128	
1.64736	-0.05826575	-0.05889445	-0.06073678	-0.05765045	-0.05826735	-0.05899507	
1.64944	-0.05826614	-0.05890457	-0.06077779	-0.05764218	-0.05826772	-0.05900287	
1.65152	-0.05826652	-0.05891089	-0.06082373	-0.05763706	-0.05826808	-0.0589926	
1.6536	-0.0582669	-0.05890978	-0.06084294	-0.05763459	-0.05826844	-0.05900118	
1.65568	-0.05826727	-0.05890521	-0.06086956	-0.05763435	-0.05826879	-0.05900098	
1.65776	-0.05826763	-0.05890889	-0.06089439	-0.05763596	-0.05826913	-0.05901025	
1.65984	-0.058268	-0.05891534	-0.06091241	-0.05763912	-0.05826947	-0.05900078	
1.66192	-0.05826835	-0.05890936	-0.06091155	-0.05764356	-0.05826981	-0.05900217	
1.664	-0.05828571	-0.05890836	-0.06091176	-0.05764905	-0.05827014	-0.05899059	
1.66608	-0.05828662	-0.05889903	-0.06090545	-0.05765539	-0.05827047	-0.0589937	
1.66816	-0.05830357	-0.05889109	-0.0609007	-0.05766243	-0.05827079	-0.05900245	
1.67024	-0.05830359	-0.05887998	-0.06089694	-0.05767003	-0.05827358	-0.05898934	
1.67232	-0.05831125	-0.05888089	-0.06088383	-0.05767806	-0.05827968	-0.0589679	
1.6744	-0.05831495	-0.05887252	-0.06088519	-0.05768642	-0.05829043	-0.05896765	
1.67648	-0.0583275	-0.05886614	-0.06087225	-0.05769503	-0.05829671	-0.05895133	
1.67856	-0.05833841	-0.05885796	-0.06087231	-0.05770382	-0.05830894	-0.05895125	
1.68064	-0.05836001	-0.05884602	-0.06086763	-0.05771273	-0.05832652	-0.05896093	
1.68272	-0.05839352	-0.05882495	-0.06086557	-0.0577217	-0.05832582	-0.05896604	
1.6848	-0.05842964	-0.05880014	-0.0608563	-0.0577307	-0.05831379	-0.05895197	
1.68688	-0.05845532	-0.05879372	-0.06084446	-0.05773968	-0.05830583	-0.05894548	
1.68896	-0.05846499	-0.05877632	-0.06083694	-0.05774863	-0.05829925	-0.0589264	
1.69104	-0.05846411	-0.05875978	-0.0608142	-0.05775752	-0.05829405	-0.05892281	
1.69312	-0.05845962	-0.05872542	-0.06080883	-0.05776632	-0.05828992	-0.05892554	
1.6952	-0.05847077	-0.05870483	-0.06078521	-0.05777503	-0.05828666	-0.05893672	
1.69728	-0.05847449	-0.05868499	-0.06076553	-0.05778362	-0.05828409	-0.05893395	
1.69936	-0.05847473	-0.05866966	-0.06074066	-0.0577921	-0.05828208	-0.05894254	
1.70144	-0.05847099	-0.0586606	-0.06072511	-0.05780046	-0.05828051	-0.05895987	
1.70352	-0.0584772	-0.05863952	-0.06071227	-0.05780867	-0.05827931	-0.05897903	
1.7056	-0.05849458	-0.05863988	-0.06071364	-0.05781676	-0.05827839	-0.05898705	
1.70768	-0.05852659	-0.05864712	-0.06070971	-0.05782471	-0.0582777	-0.05900531	
1.70976	-0.05854395	-0.05863465	-0.06069731	-0.05783252	-0.0582772	-0.05901606	
1.71184	-0.05856158	-0.05860934	-0.06069497	-0.05784018	-0.05827685	-0.05902215	
1.71392	-0.05855601	-0.05858891	-0.06068102	-0.05784771	-0.05827661	-0.05902144	
1.716	-0.05855606	-0.05856099	-0.06066274	-0.0578551	-0.05827647	-0.05901264	
1.71808	-0.05855413	-0.05854709	-0.06065965	-0.05786235	-0.05827641	-0.05901599	
1.72016	-0.058556	-0.05852905	-0.06065413	-0.05786946	-0.0582764	-0.05901444	
1.72224	-0.05857536	-0.05852066	-0.06064063	-0.05787644	-0.05827645	-0.05901031	
1.72432	-0.05857985	-0.0585221	-0.06063228	-0.05788328	-0.05827653	-0.05900091	
1.7264	-0.05857839	-0.0585127	-0.06061759	-0.05789	-0.05827664	-0.0590012	
1.72848	-0.05860044	-0.05851198	-0.06061078	-0.05789658	-0.05827678	-0.05899087	
1.73056	-0.05862213	-0.0585195	-0.06059041	-0.05790304	-0.05827693	-0.05900492	
1.73264	-0.05862124	-0.05851262	-0.06058513	-0.05790938	-0.0582771	-0.05900759	
1.73472	-0.05862774	-0.0584891	-0.06058406	-0.0579156	-0.05827728	-0.05901575	
1.7368	-0.05865599	-0.05847839	-0.06056422	-0.0579217	-0.05827746	-0.05901134	
1.73888	-0.05872013	-0.05845039	-0.06054826	-0.05792768	-0.05827765	-0.05900361	
1.74096	-0.05879892	-0.05842582	-0.06052475	-0.05793355	-0.05827785	-0.05900862	
1.74304	-0.05888115	-0.0583877	-0.06050855	-0.05793931	-0.05829414	-0.05900531	
1.74512	-0.05895838	-0.05835545	-0.06050805	-0.05794496	-0.05831863	-0.05899689	
1.7472	-0.05905683	-0.05829787	-0.06049527	-0.0579505	-0.05835355	-0.05897118	
1.74928	-0.05914188	-0.05822907	-0.06049822	-0.05795595	-0.05839427	-0.05894669	
1.75136	-0.05923963	-0.05813909	-0.06049689	-0.05796129	-0.05846494	-0.05891558	
1.75344	-0.05942628	-0.05804196	-0.06049756	-0.05796653	-0.05860639	-0.05886613	
1.75552	-0.05964524	-0.05795296	-0.06048691	-0.05797168	-0.05879387	-0.05879633	
1.7576	-0.05987325	-0.05788191	-0.06047558	-0.05797674	-0.05899576	-0.05870461	
1.75968	-0.06008122	-0.05782377	-0.0604666	-0.0579817	-0.05921038	-0.05858279	
1.76176	-0.06028428	-0.05777675	-0.06045397	-0.05798657	-0.05940752	-0.05843317	
1.76384	-0.06045694	-0.057739	-0.0604337	-0.05799136	-0.05960055	-0.05824093	
1.76592	-0.06060084	-0.05770903	-0.06042443	-0.05799606	-0.05976973	-0.05809484	
1.768	-0.06071408	-0.05768562	-0.0604075	-0.05800067	-0.05994594	-0.05797237	
1.77008	-0.06079627	-0.05766774	-0.06038751	-0.05800521	-0.06011144	-0.05787177	
1.77216	-0.06086264	-0.05765453	-0.06037554	-0.05800966	-0.0602669	-0.05778886	
1.77424	-0.06092285	-0.05764525	-0.06037926	-0.05801404	-0.06041852	-0.05772084	
1.77632	-0.0609684	-0.05763927	-0.06037056	-0.05801834	-0.06056447	-0.05766531	
1.7784	-0.06098923	-0.05763609	-0.06037002	-0.05802256	-0.0606799	-0.05762034	
1.78048	-0.0610014	-0.05763524	-0.06037838	-0.05802671	-0.06077638	-0.05758433	
1.78256	-0.06101083	-0.05763634	-0.06037772	-0.05803079	-0.06086433	-0.05755593	
1.78464	-0.06102192	-0.05763908	-0.06037434	-0.0580348	-0.06093062	-0.05753401	
1.78672	-0.06104001	-0.05764316	-0.06036091	-0.05803874	-0.0609775	-0.05751763	
1.7888	-0.06103853	-0.05764835	-0.0603473	-0.05804261	-0.06103272	-0.05750595	
1.79088	-0.0610368	-0.05765446	-0.06032785	-0.05804642	-0.06107925	-0.05749828	
1.79296	-0.06103763	-0.0576613	-0.06030906	-0.05805016	-0.06111307	-0.05749403	
1.79504	-0.06104513	-0.05766873	-0.06029984	-0.05805384	-0.06114416	-0.05749266	
1.79712	-0.0610401	-0.05767663	-0.06030688	-0.05805746	-0.06116367	-0.05749374	
1.7992	-0.06103697	-0.05768489	-0.06029523	-0.05806101	-0.06116493	-0.05749688	
1.80128	-0.061039	-0.05769343	-0.06028824	-0.05806451	-0.06116301	-0.05750174	
1.80336	-0.06102509	-0.05770215	-0.06027938	-0.05806795	-0.06115953	-0.05750804	
1.80544	-0.06101414	-0.05771101	-0.06027897	-0.05807133	-0.06115811	-0.05751553	
1.80752	-0.06099823	-0.05771996	-0.06026985	-0.05807466	-0.06116036	-0.05752399	
1.8096	-0.06097871	-0.05772893	-0.06026251	-0.05807793	-0.06116159	-0.05753324	
1.81168	-0.06096229	-0.05773791	-0.06026202	-0.05808115	-0.06116421	-0.05754312	
1.81376	-0.06094448	-0.05774685	-0.06026503	-0.05808431	-0.06115754	-0.05755349	
1.81584	-0.06093198	-0.05775574	-0.0602638	-0.05808742	-0.06113598	-0.05756423	
1.81792	-0.0609253	-0.05776456	-0.06027128	-0.05809049	-0.06111899	-0.05757525	
