Time	BR_Ankle PF E	BR_Ankle PF F	BR_Hip PF E	BR_Hip PF F	BR_Knee PF E	BR_Knee PF F	
5.28528	-0.0587631	-0.05708324	-0.06066131	-0.05721661	-0.05882596	-0.05701558	
5.28736	-0.05912042	-0.0570966	-0.06080635	-0.05714097	-0.05918979	-0.05698203	
5.28944	-0.05954512	-0.05711162	-0.06093471	-0.05707815	-0.05959549	-0.05695644	
5.29152	-0.05998128	-0.057128	-0.06103924	-0.05702662	-0.05999348	-0.0569379	
5.2936	-0.06035934	-0.05714549	-0.0611295	-0.0569851	-0.06035925	-0.05692562	
5.29568	-0.06065993	-0.05716386	-0.06121659	-0.05695247	-0.06066637	-0.05691887	
5.29776	-0.06088606	-0.05718291	-0.06127726	-0.05692772	-0.06091814	-0.05691701	
5.29984	-0.06104448	-0.05720245	-0.06133574	-0.05690999	-0.06111193	-0.05691944	
5.30192	-0.06115047	-0.05722233	-0.06138162	-0.05689848	-0.06126149	-0.05692562	
5.304	-0.06122979	-0.05724242	-0.06140837	-0.05689249	-0.06136233	-0.05693507	
5.30608	-0.06128036	-0.0572626	-0.06143928	-0.05689138	-0.06141983	-0.05694733	
5.30816	-0.06131811	-0.05728276	-0.06146327	-0.05689456	-0.06146709	-0.056962	
5.31024	-0.06132418	-0.05730283	-0.06148297	-0.05690148	-0.06149698	-0.0569787	
5.31232	-0.06132885	-0.05732274	-0.06150285	-0.05691167	-0.0615153	-0.05699709	
5.3144	-0.06132702	-0.05734241	-0.06151138	-0.05692467	-0.06152511	-0.05701688	
5.31648	-0.06133045	-0.05736182	-0.06150278	-0.05694007	-0.06152641	-0.05703778	
5.31856	-0.06133197	-0.0573809	-0.06150623	-0.0569575	-0.06152853	-0.05705956	
5.32064	-0.06131576	-0.05739964	-0.06150712	-0.05697663	-0.06151531	-0.05708199	
5.32272	-0.06128765	-0.05741801	-0.06149979	-0.05699714	-0.06149024	-0.05710489	
5.3248	-0.0612724	-0.057436	-0.06149083	-0.05701876	-0.0614709	-0.05712808	
5.32688	-0.06124922	-0.05745358	-0.06147193	-0.05704124	-0.06144055	-0.05715142	
5.32896	-0.06123277	-0.05747075	-0.06145556	-0.05706436	-0.06141764	-0.05717478	
5.33104	-0.06122139	-0.05748752	-0.06143967	-0.05708794	-0.06140449	-0.05719805	
5.33312	-0.06120625	-0.05750387	-0.06141304	-0.05711179	-0.06139085	-0.05722114	
5.3352	-0.06119131	-0.05751981	-0.06139458	-0.05713577	-0.06136303	-0.05724397	
5.33728	-0.06116987	-0.05753534	-0.06137894	-0.05715975	-0.06134497	-0.05726648	
5.33936	-0.06114065	-0.05755047	-0.06135569	-0.05718362	-0.06131603	-0.05728861	
5.34144	-0.06111979	-0.05756521	-0.06132249	-0.05720729	-0.06130325	-0.05731033	
5.34352	-0.06109209	-0.05757956	-0.06130849	-0.05723067	-0.06128845	-0.05733159	
5.3456	-0.06107332	-0.05759354	-0.06128346	-0.05725371	-0.06126282	-0.05735239	
5.34768	-0.06105996	-0.05760715	-0.06126741	-0.05727635	-0.06123014	-0.05737269	
5.34976	-0.06104794	-0.0576204	-0.06123932	-0.05729856	-0.06119975	-0.0573925	
5.35184	-0.06103328	-0.05763331	-0.06122356	-0.05732029	-0.06118526	-0.05741179	
5.35392	-0.06102431	-0.05764588	-0.06119724	-0.05734153	-0.06117095	-0.05743058	
5.356	-0.06101364	-0.05765813	-0.06118428	-0.05736225	-0.06114597	-0.05744887	
5.35808	-0.06098756	-0.05767006	-0.06116274	-0.05738246	-0.06113301	-0.05746665	
5.36016	-0.06097135	-0.05768169	-0.06114861	-0.05740214	-0.06112149	-0.05748395	
5.36224	-0.06095604	-0.05769303	-0.06112286	-0.05742129	-0.06110102	-0.05750075	
5.36432	-0.06094951	-0.05770408	-0.06108913	-0.05743992	-0.06107762	-0.05751709	
5.3664	-0.06093086	-0.05771486	-0.06106733	-0.05745802	-0.06104783	-0.05753296	
5.36848	-0.06090574	-0.05772537	-0.06104951	-0.05747562	-0.06102972	-0.05754839	
5.37056	-0.06088622	-0.05773563	-0.06103969	-0.05749272	-0.06100619	-0.05756338	
5.37264	-0.060873	-0.05774564	-0.06101483	-0.05750934	-0.06098224	-0.05757795	
5.37472	-0.06086632	-0.05775542	-0.06098883	-0.05752547	-0.06095531	-0.05759212	
5.3768	-0.0608511	-0.05776496	-0.06096926	-0.05754115	-0.06093123	-0.05760589	
5.37888	-0.06083207	-0.05777428	-0.06096162	-0.05755638	-0.06091984	-0.05761928	
5.38096	-0.06081763	-0.05778339	-0.06094944	-0.05757117	-0.06090815	-0.05763231	
5.38304	-0.06079426	-0.05779229	-0.06092357	-0.05758555	-0.06089142	-0.05764499	
5.38512	-0.06078707	-0.05780098	-0.06090958	-0.05759953	-0.06086998	-0.05765732	
5.3872	-0.06077889	-0.05780949	-0.06088156	-0.05761311	-0.06084662	-0.05766934	
5.38928	-0.06076588	-0.0578178	-0.06086991	-0.05762632	-0.06082458	-0.05768103	
5.39136	-0.06076206	-0.05782593	-0.06085721	-0.05763917	-0.06081104	-0.05769243	
5.39344	-0.06074366	-0.05783389	-0.06084245	-0.05765168	-0.06081367	-0.05770353	
5.39552	-0.06072038	-0.05784167	-0.06083596	-0.05766385	-0.0607973	-0.05771435	
5.3976	-0.06070693	-0.05784929	-0.06081688	-0.05767569	-0.06079721	-0.0577249	
5.39968	-0.06068717	-0.05785674	-0.0608096	-0.05768723	-0.06078959	-0.0577352	
5.40176	-0.06066425	-0.05786404	-0.06078419	-0.05769847	-0.06077193	-0.05774524	
5.40384	-0.06065011	-0.05787119	-0.06075647	-0.05770943	-0.06075009	-0.05775503	
5.40592	-0.06063006	-0.0578782	-0.06074344	-0.05772011	-0.06074202	-0.0577646	
5.408	-0.06062387	-0.05788505	-0.06071997	-0.05773052	-0.06073346	-0.05777394	
5.41008	-0.06061451	-0.05789177	-0.06069684	-0.05774068	-0.06071842	-0.05778306	
5.41216	-0.06061206	-0.05789836	-0.06067231	-0.05775059	-0.06070669	-0.05779198	
5.41424	-0.0605987	-0.05790481	-0.06065596	-0.05776026	-0.06069209	-0.05780069	
5.41632	-0.06058045	-0.05791114	-0.06063827	-0.0577697	-0.06068922	-0.0578092	
5.4184	-0.06058109	-0.05791734	-0.06062423	-0.05777893	-0.06068908	-0.05781753	
5.42048	-0.0605807	-0.05792342	-0.06062144	-0.05778794	-0.06068444	-0.05782567	
5.42256	-0.06058028	-0.05792939	-0.06061456	-0.05779674	-0.06067572	-0.05783363	
5.42464	-0.06057382	-0.05793523	-0.06060667	-0.05780534	-0.0606655	-0.05784142	
5.42672	-0.06056001	-0.05794097	-0.06061102	-0.05781376	-0.06065534	-0.05784905	
5.4288	-0.06054663	-0.0579466	-0.06059746	-0.05782198	-0.06064965	-0.05785651	
5.43088	-0.06053543	-0.05795212	-0.06059394	-0.05783002	-0.06064379	-0.05786382	
5.43296	-0.06052244	-0.05795754	-0.06059128	-0.0578379	-0.06064295	-0.05787097	
5.43504	-0.06051261	-0.05796286	-0.06057138	-0.0578456	-0.0606335	-0.05787798	
5.43712	-0.06050933	-0.05796808	-0.06055399	-0.05785313	-0.06062045	-0.05788485	
5.4392	-0.06049243	-0.0579732	-0.06054455	-0.05786051	-0.06059444	-0.05789157	
5.44128	-0.06048555	-0.05797823	-0.06054645	-0.05786773	-0.06056577	-0.05789816	
5.44336	-0.06048293	-0.05798316	-0.0605369	-0.05787481	-0.06055329	-0.05790462	
5.44544	-0.06047983	-0.05798801	-0.06053345	-0.05788174	-0.06053688	-0.05791095	
5.44752	-0.06047695	-0.05799277	-0.06053379	-0.05788853	-0.06053483	-0.05791716	
5.4496	-0.06047163	-0.05799745	-0.06053405	-0.05789518	-0.06052327	-0.05792324	
5.45168	-0.06045974	-0.05800204	-0.06052907	-0.0579017	-0.06051252	-0.05792921	
5.45376	-0.0604399	-0.05800655	-0.0605215	-0.05790808	-0.06049993	-0.05793506	
5.45584	-0.06043714	-0.05801098	-0.06051423	-0.05791434	-0.06049396	-0.0579408	
5.45792	-0.06043303	-0.05801534	-0.06049681	-0.05792049	-0.06047986	-0.05794643	
5.46	-0.0604283	-0.05801961	-0.0604912	-0.05792651	-0.06046137	-0.05795196	
5.46208	-0.06042923	-0.05802381	-0.06048118	-0.05793241	-0.06046075	-0.05795738	
5.46416	-0.0604136	-0.05802795	-0.0604561	-0.0579382	-0.06046345	-0.0579627	
5.46624	-0.06039958	-0.058032	-0.06044491	-0.05794388	-0.06044655	-0.05796792	
5.46832	-0.06038954	-0.05803599	-0.06042893	-0.05794945	-0.06044441	-0.05797305	
5.4704	-0.06037045	-0.05803991	-0.06042861	-0.05795492	-0.06042516	-0.05797808	
5.47248	-0.06035205	-0.05804376	-0.06042243	-0.05796029	-0.06042319	-0.05798302	
5.47456	-0.06035419	-0.05804755	-0.06042113	-0.05796555	-0.06042143	-0.05798787	
5.47664	-0.06033975	-0.05805127	-0.06040103	-0.05797072	-0.0604181	-0.05799263	
5.47872	-0.06033301	-0.05805494	-0.06039984	-0.0579758	-0.06041324	-0.05799731	
5.4808	-0.06033064	-0.05805853	-0.06037898	-0.05798078	-0.0604016	-0.05800191	
5.48288	-0.06033183	-0.05806207	-0.06036134	-0.05798567	-0.06040238	-0.05800642	
5.48496	-0.06033813	-0.05806555	-0.06036209	-0.05799048	-0.06039815	-0.05801085	
5.48704	-0.06034294	-0.05806897	-0.06036375	-0.05799519	-0.06039268	-0.0580152	
5.48912	-0.06032865	-0.05807234	-0.06036844	-0.05799982	-0.06037743	-0.05801949	
5.4912	-0.060332	-0.05807565	-0.06036452	-0.05800438	-0.06037576	-0.05802369	
5.49328	-0.06033516	-0.0580789	-0.06034592	-0.05800884	-0.06035966	-0.05802782	
5.49536	-0.06034003	-0.0580821	-0.06033825	-0.05801323	-0.06035144	-0.05803188	
5.49744	-0.06034588	-0.05808525	-0.06031628	-0.05801755	-0.06033618	-0.05803587	
5.49952	-0.0603339	-0.05808835	-0.06029302	-0.05802178	-0.0603207	-0.0580398	
5.5016	-0.0603174	-0.0580914	-0.06026997	-0.05802595	-0.06031619	-0.05804365	
5.50368	-0.06030243	-0.05809439	-0.06026428	-0.05803004	-0.06031423	-0.05804744	
5.50576	-0.0602924	-0.05809734	-0.06026935	-0.05803406	-0.06030181	-0.05805116	
5.50784	-0.06027206	-0.05810025	-0.06028082	-0.05803802	-0.06028833	-0.05805483	
5.50992	-0.06025798	-0.0581031	-0.06027547	-0.0580419	-0.06027579	-0.05805843	
5.512	-0.06024031	-0.05810591	-0.06027774	-0.05804572	-0.06026953	-0.05806196	
5.51408	-0.0602221	-0.05810867	-0.06028521	-0.05804947	-0.0602608	-0.05806545	
5.51616	-0.06021877	-0.0581114	-0.06029361	-0.05805317	-0.06024857	-0.05806887	
5.51824	-0.06020639	-0.05811407	-0.06028871	-0.05805679	-0.06025191	-0.05807224	
5.52032	-0.06019367	-0.0581167	-0.06028251	-0.05806036	-0.06024187	-0.05807555	
5.5224	-0.06019936	-0.0581193	-0.06026951	-0.05806387	-0.06022592	-0.0580788	
5.52448	-0.06018969	-0.05812185	-0.06026616	-0.05806732	-0.06021164	-0.05808201	
5.52656	-0.06018801	-0.05812436	-0.06026575	-0.05807071	-0.0601958	-0.05808516	
5.52864	-0.06020053	-0.05812683	-0.06025772	-0.05807405	-0.0601889	-0.05808826	
5.53072	-0.06021542	-0.05812927	-0.06024	-0.05807733	-0.06018248	-0.05809131	
5.5328	-0.06021832	-0.05813166	-0.0602216	-0.05808056	-0.06017074	-0.0580943	
5.53488	-0.06021648	-0.05813402	-0.06021565	-0.05808373	-0.06017914	-0.05809725	
5.53696	-0.06020245	-0.05813634	-0.06020873	-0.05808685	-0.06017226	-0.05810016	
5.53904	-0.06019498	-0.05813863	-0.06020606	-0.05808992	-0.06017094	-0.05810301	
5.54112	-0.06018887	-0.05814087	-0.06018899	-0.05809294	-0.06017713	-0.05810583	
5.5432	-0.06018641	-0.05814309	-0.06019038	-0.05809592	-0.06018559	-0.05810859	
5.54528	-0.0601958	-0.05814527	-0.06019823	-0.05809884	-0.06018571	-0.05811131	
5.54736	-0.06019675	-0.05814742	-0.0601924	-0.05810172	-0.06019141	-0.05811399	
5.54944	-0.06018579	-0.05814953	-0.06017829	-0.05810455	-0.06019876	-0.05811663	
5.55152	-0.06019025	-0.05815161	-0.06016095	-0.05810734	-0.06020132	-0.05811922	
5.5536	-0.06018351	-0.05815366	-0.06014479	-0.05811008	-0.06020621	-0.05812177	
5.55568	-0.06018389	-0.05815568	-0.06013228	-0.05811278	-0.06021294	-0.05812429	
5.55776	-0.06017227	-0.05815767	-0.06012185	-0.05811543	-0.0602207	-0.05812676	
5.55984	-0.06016662	-0.05815963	-0.06010655	-0.05811805	-0.0602098	-0.0581292	
5.56192	-0.06016425	-0.05816155	-0.06010287	-0.05812062	-0.06019945	-0.05813159	
5.564	-0.06015832	-0.05816345	-0.06009011	-0.05812315	-0.06019719	-0.05813395	
5.56608	-0.06014763	-0.05816532	-0.06009741	-0.05812564	-0.06019012	-0.05813627	
5.56816	-0.06014181	-0.05816716	-0.06009112	-0.05812809	-0.06018015	-0.05813856	
5.57024	-0.06013959	-0.05816897	-0.06009442	-0.0581305	-0.06017435	-0.05814081	
5.57232	-0.06014661	-0.05817076	-0.0601076	-0.05813288	-0.06016221	-0.05814302	
5.5744	-0.06014047	-0.05817252	-0.06011644	-0.05813522	-0.06014401	-0.05814521	
5.57648	-0.06013623	-0.05817425	-0.06011598	-0.05813752	-0.06012243	-0.05814736	
5.57856	-0.06014024	-0.05817596	-0.06012368	-0.05813979	-0.06011	-0.05814947	
5.58064	-0.06013094	-0.05817764	-0.06012724	-0.05814202	-0.06010871	-0.05815155	
5.58272	-0.06012958	-0.0581793	-0.06011761	-0.05814422	-0.06010154	-0.0581536	
5.5848	-0.06011563	-0.05818092	-0.06011856	-0.05814638	-0.0600954	-0.05815562	
5.58688	-0.06010759	-0.05818253	-0.06012339	-0.05814851	-0.06008526	-0.05815761	
5.58896	-0.06009908	-0.05818412	-0.06011889	-0.05815061	-0.0600758	-0.05815957	
5.59104	-0.06009695	-0.05818567	-0.06010942	-0.05815267	-0.06005922	-0.0581615	
5.59312	-0.0600922	-0.05818721	-0.06010152	-0.05815471	-0.06001544	-0.05816339	
5.5952	-0.06008743	-0.05818873	-0.06009911	-0.05815671	-0.05997068	-0.05816526	
5.59728	-0.06006883	-0.05819022	-0.06010428	-0.05815868	-0.05991523	-0.05816711	
5.59936	-0.06004082	-0.05819168	-0.0601015	-0.05816062	-0.05986689	-0.05816892	
5.60144	-0.06000912	-0.05819313	-0.06008685	-0.05816253	-0.05981939	-0.05817071	
5.60352	-0.05997063	-0.05819456	-0.06008324	-0.05816442	-0.05975525	-0.05817247	
5.6056	-0.0599269	-0.05819596	-0.06007766	-0.05816627	-0.05969633	-0.0581742	
5.60768	-0.05987156	-0.05819735	-0.06007424	-0.0581681	-0.05963427	-0.05817591	
5.60976	-0.0597668	-0.05819871	-0.06006781	-0.0581699	-0.05953416	-0.05817759	
5.61184	-0.059539	-0.05820005	-0.06005829	-0.05817167	-0.0593546	-0.05817924	
5.61392	-0.05922065	-0.05820138	-0.06005049	-0.05817341	-0.05909572	-0.05818088	
5.616	-0.05881845	-0.05820268	-0.06005315	-0.05817513	-0.05877095	-0.05818249	
5.61808	-0.05848143	-0.05820397	-0.06004548	-0.05817683	-0.0584278	-0.05818407	
5.62016	-0.05820206	-0.05820523	-0.0600477	-0.0581785	-0.0581551	-0.05829065	
5.62224	-0.05796735	-0.05833902	-0.06003572	-0.05818014	-0.05792312	-0.05847496	
5.62432	-0.05776915	-0.05855042	-0.06003487	-0.05818176	-0.05772731	-0.05872128	
5.6264	-0.05760108	-0.05881103	-0.06004247	-0.05818335	-0.05756087	-0.05899139	
5.62848	-0.05745831	-0.05909266	-0.0600385	-0.05818492	-0.05741928	-0.0592726	
5.63056	-0.05733705	-0.0593861	-0.06000549	-0.05818647	-0.05729886	-0.05956263	
5.63264	-0.0572343	-0.05964893	-0.05992643	-0.05818799	-0.05719671	-0.05984119	
5.63472	-0.05714762	-0.05988931	-0.05977085	-0.05818949	-0.05711047	-0.06009704	
5.6368	-0.05707503	-0.06009191	-0.05955871	-0.05819097	-0.0570382	-0.06031905	
5.63888	-0.05701485	-0.06027018	-0.05926896	-0.05819243	-0.05697828	-0.06050512	
5.64096	-0.05696566	-0.0604301	-0.05892158	-0.05819387	-0.05692933	-0.06065614	
5.64304	-0.05692624	-0.0605813	-0.05853751	-0.05826514	-0.05689014	-0.06078917	
5.64512	-0.05689554	-0.06070508	-0.05823501	-0.05845205	-0.05685969	-0.06089985	
5.6472	-0.05687259	-0.06080145	-0.05797713	-0.05870634	-0.05683703	-0.06099426	
5.64928	-0.05685657	-0.06087236	-0.05775917	-0.05903313	-0.05682135	-0.06106921	
5.65136	-0.05684671	-0.06094554	-0.05757334	-0.0593825	-0.05681188	-0.0611375	
5.65344	-0.05684233	-0.06099476	-0.05741461	-0.05972559	-0.05680795	-0.06119975	
5.65552	-0.05684279	-0.06104168	-0.05727891	-0.06004866	-0.05680891	-0.06123259	
5.6576	-0.05684751	-0.06109051	-0.05716304	-0.06034518	-0.0568142	-0.06126402	
5.65968	-0.05685597	-0.06113182	-0.05706447	-0.0606041	-0.05682329	-0.06128622	
5.66176	-0.05686767	-0.06116322	-0.05698111	-0.06082159	-0.05683568	-0.0613074	
5.66384	-0.05688218	-0.06119897	-0.05691124	-0.06100575	-0.05685092	-0.06132481	
5.66592	-0.05689908	-0.06121835	-0.05685338	-0.06116195	-0.05686859	-0.06135498	
5.668	-0.056918	-0.06123614	-0.0568063	-0.06128649	-0.05688832	-0.06136834	
5.67008	-0.05693858	-0.06124689	-0.05676889	-0.0613847	-0.05690974	-0.06138283	
5.67216	-0.05696054	-0.06126378	-0.05674018	-0.06146381	-0.05693256	-0.06139186	
5.67424	-0.05698358	-0.06127241	-0.05671933	-0.06151612	-0.05695648	-0.06140142	
5.67632	-0.05700745	-0.06128021	-0.05670552	-0.06154615	-0.05698124	-0.06139513	
5.6784	-0.05703193	-0.06128508	-0.05669804	-0.06157408	-0.05700661	-0.06138296	
5.68048	-0.05705683	-0.06128043	-0.05669623	-0.06159218	-0.0570324	-0.06137214	
5.68256	-0.05708196	-0.0612708	-0.05669946	-0.06160383	-0.05705842	-0.06136911	
5.68464	-0.05710718	-0.061258	-0.05670717	-0.06162453	-0.05708452	-0.06135495	
5.68672	-0.05713236	-0.0612329	-0.05671881	-0.06162516	-0.05711055	-0.06135005	
5.6888	-0.05715738	-0.06119952	-0.05673388	-0.06162412	-0.05713641	-0.06133436	
5.69088	-0.05718216	-0.06118523	-0.05675191	-0.0616291	-0.057162	-0.0613309	
5.69296	-0.0572066	-0.06116045	-0.05677248	-0.06162042	-0.05718724	-0.06131681	
5.69504	-0.05723066	-0.06113356	-0.05679519	-0.06160785	-0.05721206	-0.06131081	
5.69712	-0.05725427	-0.06112136	-0.05681966	-0.06159643	-0.05723641	-0.06128842	
5.6992	-0.05727739	-0.06111059	-0.05684555	-0.06158968	-0.05726024	-0.06126469	
5.70128	-0.0573	-0.06108939	-0.05687258	-0.06158367	-0.05728353	-0.06123429	
5.70336	-0.05732207	-0.06106125	-0.05690044	-0.06156155	-0.05730625	-0.06120462	
5.70544	-0.05734359	-0.06105075	-0.05692891	-0.06154783	-0.05732838	-0.06119783	
5.70752	-0.05736454	-0.0610395	-0.05695775	-0.06152244	-0.05734993	-0.06118359	
5.7096	-0.05738493	-0.06103292	-0.05698677	-0.06149477	-0.05737088	-0.06117256	
5.71168	-0.05740475	-0.06102502	-0.05701581	-0.06146519	-0.05739124	-0.0611557	
5.71376	-0.05742401	-0.0610166	-0.05704471	-0.06143583	-0.057411	-0.06114439	
5.71584	-0.05744272	-0.06099636	-0.05707336	-0.06142259	-0.0574302	-0.06113428	
5.71792	-0.05746088	-0.06097967	-0.05710165	-0.06140162	-0.05744882	-0.06111771	
5.72	-0.05747852	-0.0609496	-0.05712948	-0.06138577	-0.05746689	-0.06109853	
5.72208	-0.05749564	-0.0609334	-0.0571568	-0.06137014	-0.05748442	-0.06107118	
5.72416	-0.05751225	-0.06090596	-0.05718354	-0.06134514	-0.05750142	-0.06104791	
5.72624	-0.05752838	-0.06087474	-0.05720966	-0.06132313	-0.05751792	-0.06103007	
5.72832	-0.05754404	-0.06084235	-0.05723512	-0.06130955	-0.05753393	-0.06102369	
5.7304	-0.05755924	-0.06083194	-0.05725991	-0.06129579	-0.05754947	-0.06101027	
5.73248	-0.057574	-0.0608092	-0.05728402	-0.06127899	-0.05756454	-0.06099941	
5.73456	-0.05758834	-0.06080118	-0.05730743	-0.06124852	-0.05757918	-0.06098619	
5.73664	-0.05760227	-0.06079274	-0.05733014	-0.06122791	-0.0575934	-0.06097618	
5.73872	-0.05761581	-0.06078869	-0.05735217	-0.06120134	-0.05760721	-0.06095073	
5.7408	-0.05762898	-0.06077433	-0.05737352	-0.06118242	-0.05762063	-0.06091863	
5.74288	-0.05764178	-0.06074892	-0.0573942	-0.06116148	-0.05763368	-0.06089705	
5.74496	-0.05765423	-0.06073055	-0.05741423	-0.06114065	-0.05764636	-0.06088697	
5.74704	-0.05766635	-0.06071856	-0.05743363	-0.0611256	-0.0576587	-0.06086695	
5.74912	-0.05767814	-0.06071651	-0.05745242	-0.06109462	-0.05767071	-0.06085094	
5.7512	-0.05768963	-0.06071697	-0.0574706	-0.06107341	-0.0576824	-0.06082983	
5.75328	-0.05770082	-0.06069927	-0.05748822	-0.06105769	-0.05769378	-0.06080605	
5.75536	-0.05771172	-0.06068279	-0.05750528	-0.06102699	-0.05770487	-0.06077808	
5.75744	-0.05772235	-0.06067472	-0.05752181	-0.06099891	-0.05771568	-0.06075678	
5.75952	-0.05773272	-0.06064939	-0.05753783	-0.06097761	-0.05772621	-0.0607481	
5.7616	-0.05774283	-0.06063908	-0.05755336	-0.06096089	-0.05773649	-0.06074864	
5.76368	-0.05775269	-0.06063054	-0.05756842	-0.06093289	-0.0577465	-0.06074248	
5.76576	-0.05776231	-0.0606211	-0.05758303	-0.06091886	-0.05775628	-0.06073051	
5.76784	-0.05777171	-0.06059409	-0.05759721	-0.06090155	-0.05776583	-0.06072662	
5.76992	-0.05778089	-0.06056331	-0.05761097	-0.06089364	-0.05777514	-0.06072692	
5.772	-0.05778986	-0.06055307	-0.05762433	-0.06088901	-0.05778424	-0.0607093	
5.77408	-0.05779862	-0.06053347	-0.05763732	-0.06087301	-0.05779313	-0.06069313	
5.77616	-0.05780718	-0.06051515	-0.05764994	-0.06086382	-0.05780182	-0.06068017	
5.77824	-0.05781556	-0.0604901	-0.05766222	-0.06084906	-0.05781031	-0.06065669	
5.78032	-0.05782374	-0.06047036	-0.05767416	-0.06083963	-0.05781862	-0.06064587	
5.7824	-0.05783175	-0.06045214	-0.05768578	-0.06082683	-0.05782674	-0.06064173	
5.78448	-0.05783958	-0.06043635	-0.05769709	-0.06081976	-0.05783468	-0.06063395	
5.78656	-0.05784725	-0.06042879	-0.05770812	-0.06080074	-0.05784245	-0.0606295	
5.78864	-0.05785475	-0.06041357	-0.05771885	-0.06077479	-0.05785006	-0.06061126	
5.79072	-0.05786209	-0.06040293	-0.05772932	-0.06076176	-0.0578575	-0.06058538	
5.7928	-0.05786929	-0.06039042	-0.05773953	-0.06074127	-0.05786479	-0.06056219	
5.79488	-0.05787633	-0.06037666	-0.05774948	-0.06072766	-0.05787192	-0.06056	
5.79696	-0.05788323	-0.06036696	-0.0577592	-0.06070685	-0.05787891	-0.0605411	
5.79904	-0.05788998	-0.06037037	-0.05776868	-0.06069073	-0.05788575	-0.06051939	
5.80112	-0.05789661	-0.06036402	-0.05777793	-0.06067792	-0.05789246	-0.06049805	
5.8032	-0.0579031	-0.0603569	-0.05778697	-0.06065272	-0.05789904	-0.06049709	
5.80528	-0.05790946	-0.06035446	-0.0577958	-0.06063212	-0.05790548	-0.06048249	
5.80736	-0.05791569	-0.06035067	-0.05780444	-0.06061267	-0.05791179	-0.0604683	
5.80944	-0.0579218	-0.06035009	-0.05781287	-0.06059693	-0.05791798	-0.06045922	
5.81152	-0.0579278	-0.06035852	-0.05782112	-0.06057695	-0.05792405	-0.06046309	
5.8136	-0.05793368	-0.06034974	-0.05782919	-0.06057049	-0.05793	-0.06046262	
5.81568	-0.05793945	-0.06034087	-0.05783708	-0.06055329	-0.05793584	-0.06045121	
5.81776	-0.0579451	-0.06034265	-0.0578448	-0.06054078	-0.05794156	-0.0604412	
5.81984	-0.05795065	-0.06032721	-0.05785235	-0.06053996	-0.05794718	-0.0604374	
5.82192	-0.0579561	-0.06031457	-0.05785975	-0.06053472	-0.05795269	-0.06043805	
5.824	-0.05796145	-0.06029384	-0.05786699	-0.06052199	-0.0579581	-0.06042381	
5.82608	-0.05796669	-0.06028223	-0.05787408	-0.06050745	-0.05796341	-0.06040759	
5.82816	-0.05797184	-0.06028555	-0.05788103	-0.0604922	-0.05796862	-0.06039705	
5.83024	-0.05797689	-0.06029133	-0.05788783	-0.06049237	-0.05797373	-0.06038176	
5.83232	-0.05798185	-0.06027853	-0.05789449	-0.06049502	-0.05797875	-0.06037569	
5.8344	-0.05798673	-0.06025651	-0.05790103	-0.06048426	-0.05798368	-0.06037502	
5.83648	-0.05799151	-0.06024028	-0.05790743	-0.06048695	-0.05798852	-0.06036018	
5.83856	-0.05799621	-0.06022002	-0.05791371	-0.06049281	-0.05799327	-0.06033155	
5.84064	-0.05800082	-0.06018437	-0.05791986	-0.06049112	-0.05799793	-0.06028884	
5.84272	-0.05800536	-0.06014081	-0.05792589	-0.06047192	-0.05800252	-0.06024298	
5.8448	-0.05800981	-0.06008095	-0.05793181	-0.06046394	-0.05800702	-0.06020409	
5.84688	-0.05801418	-0.06002533	-0.05793761	-0.06045923	-0.05801144	-0.06015627	
5.84896	-0.05801848	-0.05997519	-0.0579433	-0.06044978	-0.05801579	-0.06010231	
5.85104	-0.0580227	-0.05993735	-0.05794888	-0.06044609	-0.05802006	-0.06004871	
5.85312	-0.05802685	-0.05988658	-0.05795436	-0.06042606	-0.05802425	-0.06000443	
5.8552	-0.05803093	-0.0598318	-0.05795974	-0.06039223	-0.05802837	-0.0599594	
5.85728	-0.05803493	-0.05975886	-0.05796502	-0.06036919	-0.05803242	-0.05989433	
5.85936	-0.05803887	-0.05965301	-0.0579702	-0.06033936	-0.05803641	-0.05979354	
5.86144	-0.05804274	-0.05950189	-0.05797528	-0.0602987	-0.05804032	-0.05967237	
5.86352	-0.05804655	-0.0593273	-0.05798027	-0.06024639	-0.05804416	-0.05951811	
5.8656	-0.05805029	-0.05912901	-0.05798518	-0.06016565	-0.05804794	-0.05939852	
5.86768	-0.05805396	-0.05896555	-0.05798998	-0.06007151	-0.05805166	-0.05932361	
5.86976	-0.05805758	-0.05884653	-0.05799471	-0.05994954	-0.05805532	-0.0593182	
5.87184	-0.05806113	-0.05877381	-0.05799935	-0.05983898	-0.05805891	-0.05933724	
5.87392	-0.05806462	-0.05872536	-0.05800391	-0.05972632	-0.05806244	-0.05936691	
5.876	-0.05806806	-0.05870149	-0.05800839	-0.05961119	-0.05806591	-0.05941928	
5.87808	-0.05807144	-0.05868294	-0.05801279	-0.05949712	-0.05806933	-0.05945824	
5.88016	-0.05807477	-0.05866731	-0.05801711	-0.05940517	-0.05807269	-0.05947438	
5.88224	-0.05807804	-0.05863782	-0.05802135	-0.05933517	-0.05807599	-0.05949128	
5.88432	-0.05808125	-0.05860293	-0.05803716	-0.05926174	-0.05807924	-0.0595042	
5.8864	-0.05808441	-0.05855047	-0.05811631	-0.05919858	-0.05808244	-0.05950977	
